PC,[M+CH3COO]-,[M-CH3]-,[M-choline]-,[M-R1CO]-,[M-R2CO]-,[M-R1COO-choline]-,[M-R2COO-choline]-,[R1COO]-,[R2COO]-,[Glycerophosphocholine-CH3-H2O]-,[Phosphocholine-CH3]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PC(8:0_8:0),568.3256,494.2888,423.2153,368.1844,368.1844,350.1738,350.1738,143.1078,143.1078,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_10:0),596.3569,522.3201,451.2466,396.2157,368.1844,378.2051,350.1738,143.1078,171.1391,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_12:0),624.3882,550.3514,479.2779,424.247,368.1844,406.2364,350.1738,143.1078,199.1704,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_13:0),638.4039,564.3671,493.2936,438.2627,368.1844,420.2521,350.1738,143.1078,213.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_14:0),652.4195,578.3827,507.3092,452.2783,368.1844,434.2677,350.1738,143.1078,227.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_14:1),650.4039,576.3671,505.2936,450.2627,368.1844,432.2521,350.1738,143.1078,225.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_15:0),666.4352,592.3984,521.3249,466.294,368.1844,448.2834,350.1738,143.1078,241.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_15:1),664.4195,590.3827,519.3092,464.2783,368.1844,446.2677,350.1738,143.1078,239.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_16:0),680.4508,606.414,535.3405,480.3096,368.1844,462.299,350.1738,143.1078,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_16:1),678.4352,604.3984,533.3249,478.294,368.1844,460.2834,350.1738,143.1078,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_17:0),694.4665,620.4297,549.3562,494.3253,368.1844,476.3147,350.1738,143.1078,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_17:1),692.4508,618.414,547.3405,492.3096,368.1844,474.299,350.1738,143.1078,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_17:2),690.4352,616.3984,545.3249,490.294,368.1844,472.2834,350.1738,143.1078,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_18:0),708.4821,634.4453,563.3718,508.3409,368.1844,490.3303,350.1738,143.1078,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_18:1),706.4665,632.4297,561.3562,506.3253,368.1844,488.3147,350.1738,143.1078,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_18:2),704.4508,630.414,559.3405,504.3096,368.1844,486.299,350.1738,143.1078,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_18:3),702.4352,628.3984,557.3249,502.294,368.1844,484.2834,350.1738,143.1078,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_18:4),700.4195,626.3827,555.3092,500.2783,368.1844,482.2677,350.1738,143.1078,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_19:0),722.4978,648.461,577.3875,522.3566,368.1844,504.346,350.1738,143.1078,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_20:0),736.5134,662.4766,591.4031,536.3722,368.1844,518.3616,350.1738,143.1078,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_20:1),734.4978,660.461,589.3875,534.3566,368.1844,516.346,350.1738,143.1078,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_20:2),732.4821,658.4453,587.3718,532.3409,368.1844,514.3303,350.1738,143.1078,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_20:3),730.4665,656.4297,585.3562,530.3253,368.1844,512.3147,350.1738,143.1078,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_20:4),728.4508,654.414,583.3405,528.3096,368.1844,510.299,350.1738,143.1078,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_20:5),726.4352,652.3984,581.3249,526.294,368.1844,508.2834,350.1738,143.1078,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_21:0),750.5291,676.4923,605.4188,550.3879,368.1844,532.3773,350.1738,143.1078,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_22:0),764.5447,690.5079,619.4344,564.4035,368.1844,546.3929,350.1738,143.1078,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_22:1),762.5291,688.4923,617.4188,562.3879,368.1844,544.3773,350.1738,143.1078,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_22:2),760.5134,686.4766,615.4031,560.3722,368.1844,542.3616,350.1738,143.1078,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_22:3),758.4978,684.461,613.3875,558.3566,368.1844,540.346,350.1738,143.1078,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_22:4),756.4821,682.4453,611.3718,556.3409,368.1844,538.3303,350.1738,143.1078,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_22:5),754.4665,680.4297,609.3562,554.3253,368.1844,536.3147,350.1738,143.1078,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_22:6),752.4508,678.414,607.3405,552.3096,368.1844,534.299,350.1738,143.1078,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_23:0),778.5604,704.5236,633.4501,578.4192,368.1844,560.4086,350.1738,143.1078,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_24:0),792.576,718.5392,647.4657,592.4348,368.1844,574.4242,350.1738,143.1078,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_24:1),790.5604,716.5236,645.4501,590.4192,368.1844,572.4086,350.1738,143.1078,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_25:0),806.5917,732.5549,661.4814,606.4505,368.1844,588.4399,350.1738,143.1078,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(8:0_26:0),820.6073,746.5705,675.497,620.4661,368.1844,602.4555,350.1738,143.1078,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_10:0),624.3882,550.3514,479.2779,396.2157,396.2157,378.2051,378.2051,171.1391,171.1391,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_12:0),652.4195,578.3827,507.3092,424.247,396.2157,406.2364,378.2051,171.1391,199.1704,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_13:0),666.4352,592.3984,521.3249,438.2627,396.2157,420.2521,378.2051,171.1391,213.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_14:0),680.4508,606.414,535.3405,452.2783,396.2157,434.2677,378.2051,171.1391,227.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_14:1),678.4352,604.3984,533.3249,450.2627,396.2157,432.2521,378.2051,171.1391,225.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_15:0),694.4665,620.4297,549.3562,466.294,396.2157,448.2834,378.2051,171.1391,241.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_15:1),692.4508,618.414,547.3405,464.2783,396.2157,446.2677,378.2051,171.1391,239.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_16:0),708.4821,634.4453,563.3718,480.3096,396.2157,462.299,378.2051,171.1391,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_16:1),706.4665,632.4297,561.3562,478.294,396.2157,460.2834,378.2051,171.1391,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_17:0),722.4978,648.461,577.3875,494.3253,396.2157,476.3147,378.2051,171.1391,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_17:1),720.4821,646.4453,575.3718,492.3096,396.2157,474.299,378.2051,171.1391,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_17:2),718.4665,644.4297,573.3562,490.294,396.2157,472.2834,378.2051,171.1391,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_18:0),736.5134,662.4766,591.4031,508.3409,396.2157,490.3303,378.2051,171.1391,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_18:1),734.4978,660.461,589.3875,506.3253,396.2157,488.3147,378.2051,171.1391,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_18:2),732.4821,658.4453,587.3718,504.3096,396.2157,486.299,378.2051,171.1391,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_18:3),730.4665,656.4297,585.3562,502.294,396.2157,484.2834,378.2051,171.1391,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_18:4),728.4508,654.414,583.3405,500.2783,396.2157,482.2677,378.2051,171.1391,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_19:0),750.5291,676.4923,605.4188,522.3566,396.2157,504.346,378.2051,171.1391,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_20:0),764.5447,690.5079,619.4344,536.3722,396.2157,518.3616,378.2051,171.1391,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_20:1),762.5291,688.4923,617.4188,534.3566,396.2157,516.346,378.2051,171.1391,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_20:2),760.5134,686.4766,615.4031,532.3409,396.2157,514.3303,378.2051,171.1391,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_20:3),758.4978,684.461,613.3875,530.3253,396.2157,512.3147,378.2051,171.1391,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_20:4),756.4821,682.4453,611.3718,528.3096,396.2157,510.299,378.2051,171.1391,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_20:5),754.4665,680.4297,609.3562,526.294,396.2157,508.2834,378.2051,171.1391,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_21:0),778.5604,704.5236,633.4501,550.3879,396.2157,532.3773,378.2051,171.1391,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_22:0),792.576,718.5392,647.4657,564.4035,396.2157,546.3929,378.2051,171.1391,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_22:1),790.5604,716.5236,645.4501,562.3879,396.2157,544.3773,378.2051,171.1391,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_22:2),788.5447,714.5079,643.4344,560.3722,396.2157,542.3616,378.2051,171.1391,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_22:3),786.5291,712.4923,641.4188,558.3566,396.2157,540.346,378.2051,171.1391,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_22:4),784.5134,710.4766,639.4031,556.3409,396.2157,538.3303,378.2051,171.1391,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_22:5),782.4978,708.461,637.3875,554.3253,396.2157,536.3147,378.2051,171.1391,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_22:6),780.4821,706.4453,635.3718,552.3096,396.2157,534.299,378.2051,171.1391,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_23:0),806.5917,732.5549,661.4814,578.4192,396.2157,560.4086,378.2051,171.1391,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_24:0),820.6073,746.5705,675.497,592.4348,396.2157,574.4242,378.2051,171.1391,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_24:1),818.5917,744.5549,673.4814,590.4192,396.2157,572.4086,378.2051,171.1391,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_25:0),834.623,760.5862,689.5127,606.4505,396.2157,588.4399,378.2051,171.1391,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(10:0_26:0),848.6386,774.6018,703.5283,620.4661,396.2157,602.4555,378.2051,171.1391,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_12:0),680.4508,606.414,535.3405,424.247,424.247,406.2364,406.2364,199.1704,199.1704,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_13:0),694.4665,620.4297,549.3562,438.2627,424.247,420.2521,406.2364,199.1704,213.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_14:0),708.4821,634.4453,563.3718,452.2783,424.247,434.2677,406.2364,199.1704,227.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_14:1),706.4665,632.4297,561.3562,450.2627,424.247,432.2521,406.2364,199.1704,225.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_15:0),722.4978,648.461,577.3875,466.294,424.247,448.2834,406.2364,199.1704,241.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_15:1),720.4821,646.4453,575.3718,464.2783,424.247,446.2677,406.2364,199.1704,239.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_16:0),736.5134,662.4766,591.4031,480.3096,424.247,462.299,406.2364,199.1704,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_16:1),734.4978,660.461,589.3875,478.294,424.247,460.2834,406.2364,199.1704,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_17:0),750.5291,676.4923,605.4188,494.3253,424.247,476.3147,406.2364,199.1704,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_17:1),748.5134,674.4766,603.4031,492.3096,424.247,474.299,406.2364,199.1704,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_17:2),746.4978,672.461,601.3875,490.294,424.247,472.2834,406.2364,199.1704,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_18:0),764.5447,690.5079,619.4344,508.3409,424.247,490.3303,406.2364,199.1704,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_18:1),762.5291,688.4923,617.4188,506.3253,424.247,488.3147,406.2364,199.1704,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_18:2),760.5134,686.4766,615.4031,504.3096,424.247,486.299,406.2364,199.1704,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_18:3),758.4978,684.461,613.3875,502.294,424.247,484.2834,406.2364,199.1704,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_18:4),756.4821,682.4453,611.3718,500.2783,424.247,482.2677,406.2364,199.1704,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_19:0),778.5604,704.5236,633.4501,522.3566,424.247,504.346,406.2364,199.1704,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_20:0),792.576,718.5392,647.4657,536.3722,424.247,518.3616,406.2364,199.1704,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_20:1),790.5604,716.5236,645.4501,534.3566,424.247,516.346,406.2364,199.1704,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_20:2),788.5447,714.5079,643.4344,532.3409,424.247,514.3303,406.2364,199.1704,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_20:3),786.5291,712.4923,641.4188,530.3253,424.247,512.3147,406.2364,199.1704,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_20:4),784.5134,710.4766,639.4031,528.3096,424.247,510.299,406.2364,199.1704,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_20:5),782.4978,708.461,637.3875,526.294,424.247,508.2834,406.2364,199.1704,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_21:0),806.5917,732.5549,661.4814,550.3879,424.247,532.3773,406.2364,199.1704,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_22:0),820.6073,746.5705,675.497,564.4035,424.247,546.3929,406.2364,199.1704,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_22:1),818.5917,744.5549,673.4814,562.3879,424.247,544.3773,406.2364,199.1704,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_22:2),816.576,742.5392,671.4657,560.3722,424.247,542.3616,406.2364,199.1704,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_22:3),814.5604,740.5236,669.4501,558.3566,424.247,540.346,406.2364,199.1704,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_22:4),812.5447,738.5079,667.4344,556.3409,424.247,538.3303,406.2364,199.1704,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_22:5),810.5291,736.4923,665.4188,554.3253,424.247,536.3147,406.2364,199.1704,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_22:6),808.5134,734.4766,663.4031,552.3096,424.247,534.299,406.2364,199.1704,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_23:0),834.623,760.5862,689.5127,578.4192,424.247,560.4086,406.2364,199.1704,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_24:0),848.6386,774.6018,703.5283,592.4348,424.247,574.4242,406.2364,199.1704,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_24:1),846.623,772.5862,701.5127,590.4192,424.247,572.4086,406.2364,199.1704,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_25:0),862.6543,788.6175,717.544,606.4505,424.247,588.4399,406.2364,199.1704,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(12:0_26:0),876.6699,802.6331,731.5596,620.4661,424.247,602.4555,406.2364,199.1704,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_13:0),708.4822,634.4454,563.3719,438.2627,438.2627,420.2521,420.2521,213.1861,213.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_14:0),722.4978,648.461,577.3875,452.2783,438.2627,434.2677,420.2521,213.1861,227.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_14:1),720.4822,646.4454,575.3719,450.2627,438.2627,432.2521,420.2521,213.1861,225.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_15:0),736.5135,662.4767,591.4032,466.294,438.2627,448.2834,420.2521,213.1861,241.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_15:1),734.4978,660.461,589.3875,464.2783,438.2627,446.2677,420.2521,213.1861,239.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_16:0),750.5291,676.4923,605.4188,480.3096,438.2627,462.299,420.2521,213.1861,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_16:1),748.5135,674.4767,603.4032,478.294,438.2627,460.2834,420.2521,213.1861,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_17:0),764.5448,690.508,619.4345,494.3253,438.2627,476.3147,420.2521,213.1861,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_17:1),762.5291,688.4923,617.4188,492.3096,438.2627,474.299,420.2521,213.1861,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_17:2),760.5135,686.4767,615.4032,490.294,438.2627,472.2834,420.2521,213.1861,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_18:0),778.5604,704.5236,633.4501,508.3409,438.2627,490.3303,420.2521,213.1861,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_18:1),776.5448,702.508,631.4345,506.3253,438.2627,488.3147,420.2521,213.1861,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_18:2),774.5291,700.4923,629.4188,504.3096,438.2627,486.299,420.2521,213.1861,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_18:3),772.5135,698.4767,627.4032,502.294,438.2627,484.2834,420.2521,213.1861,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_18:4),770.4978,696.461,625.3875,500.2783,438.2627,482.2677,420.2521,213.1861,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_19:0),792.5761,718.5393,647.4658,522.3566,438.2627,504.346,420.2521,213.1861,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_20:0),806.5917,732.5549,661.4814,536.3722,438.2627,518.3616,420.2521,213.1861,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_20:1),804.5761,730.5393,659.4658,534.3566,438.2627,516.346,420.2521,213.1861,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_20:2),802.5604,728.5236,657.4501,532.3409,438.2627,514.3303,420.2521,213.1861,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_20:3),800.5448,726.508,655.4345,530.3253,438.2627,512.3147,420.2521,213.1861,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_20:4),798.5291,724.4923,653.4188,528.3096,438.2627,510.299,420.2521,213.1861,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_20:5),796.5135,722.4767,651.4032,526.294,438.2627,508.2834,420.2521,213.1861,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_21:0),820.6074,746.5706,675.4971,550.3879,438.2627,532.3773,420.2521,213.1861,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_22:0),834.623,760.5862,689.5127,564.4035,438.2627,546.3929,420.2521,213.1861,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_22:1),832.6074,758.5706,687.4971,562.3879,438.2627,544.3773,420.2521,213.1861,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_22:2),830.5917,756.5549,685.4814,560.3722,438.2627,542.3616,420.2521,213.1861,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_22:3),828.5761,754.5393,683.4658,558.3566,438.2627,540.346,420.2521,213.1861,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_22:4),826.5604,752.5236,681.4501,556.3409,438.2627,538.3303,420.2521,213.1861,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_22:5),824.5448,750.508,679.4345,554.3253,438.2627,536.3147,420.2521,213.1861,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_22:6),822.5291,748.4923,677.4188,552.3096,438.2627,534.299,420.2521,213.1861,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_23:0),848.6387,774.6019,703.5284,578.4192,438.2627,560.4086,420.2521,213.1861,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_24:0),862.6543,788.6175,717.544,592.4348,438.2627,574.4242,420.2521,213.1861,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_24:1),860.6387,786.6019,715.5284,590.4192,438.2627,572.4086,420.2521,213.1861,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_25:0),876.67,802.6332,731.5597,606.4505,438.2627,588.4399,420.2521,213.1861,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(13:0_26:0),890.6856,816.6488,745.5753,620.4661,438.2627,602.4555,420.2521,213.1861,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_14:0),736.5134,662.4766,591.4031,452.2783,452.2783,434.2677,434.2677,227.2017,227.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_14:1),734.4978,660.461,589.3875,450.2627,452.2783,432.2521,434.2677,227.2017,225.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_15:0),750.5291,676.4923,605.4188,466.294,452.2783,448.2834,434.2677,227.2017,241.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_15:1),748.5134,674.4766,603.4031,464.2783,452.2783,446.2677,434.2677,227.2017,239.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_16:0),764.5447,690.5079,619.4344,480.3096,452.2783,462.299,434.2677,227.2017,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_16:1),762.5291,688.4923,617.4188,478.294,452.2783,460.2834,434.2677,227.2017,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_17:0),778.5604,704.5236,633.4501,494.3253,452.2783,476.3147,434.2677,227.2017,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_17:1),776.5447,702.5079,631.4344,492.3096,452.2783,474.299,434.2677,227.2017,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_17:2),774.5291,700.4923,629.4188,490.294,452.2783,472.2834,434.2677,227.2017,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_18:0),792.576,718.5392,647.4657,508.3409,452.2783,490.3303,434.2677,227.2017,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_18:1),790.5604,716.5236,645.4501,506.3253,452.2783,488.3147,434.2677,227.2017,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_18:2),788.5447,714.5079,643.4344,504.3096,452.2783,486.299,434.2677,227.2017,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_18:3),786.5291,712.4923,641.4188,502.294,452.2783,484.2834,434.2677,227.2017,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_18:4),784.5134,710.4766,639.4031,500.2783,452.2783,482.2677,434.2677,227.2017,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_19:0),806.5917,732.5549,661.4814,522.3566,452.2783,504.346,434.2677,227.2017,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_20:0),820.6073,746.5705,675.497,536.3722,452.2783,518.3616,434.2677,227.2017,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_20:1),818.5917,744.5549,673.4814,534.3566,452.2783,516.346,434.2677,227.2017,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_20:2),816.576,742.5392,671.4657,532.3409,452.2783,514.3303,434.2677,227.2017,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_20:3),814.5604,740.5236,669.4501,530.3253,452.2783,512.3147,434.2677,227.2017,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_20:4),812.5447,738.5079,667.4344,528.3096,452.2783,510.299,434.2677,227.2017,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_20:5),810.5291,736.4923,665.4188,526.294,452.2783,508.2834,434.2677,227.2017,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_21:0),834.623,760.5862,689.5127,550.3879,452.2783,532.3773,434.2677,227.2017,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_22:0),848.6386,774.6018,703.5283,564.4035,452.2783,546.3929,434.2677,227.2017,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_22:1),846.623,772.5862,701.5127,562.3879,452.2783,544.3773,434.2677,227.2017,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_22:2),844.6073,770.5705,699.497,560.3722,452.2783,542.3616,434.2677,227.2017,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_22:3),842.5917,768.5549,697.4814,558.3566,452.2783,540.346,434.2677,227.2017,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_22:4),840.576,766.5392,695.4657,556.3409,452.2783,538.3303,434.2677,227.2017,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
