Cer,[M+Cl]-,[M-H]-,[M-H-H2CO]-,[M-H2O-R1]-,[M-H2O-R2+amide]-,[R2+amide]-
Cer(d18:4/24:0),678.559588,642.58291,612.5724,392.3898,257.1908,366.3741
Cer(d18:4/24:1),676.543988,640.56731,610.5568,390.3742,257.1908,364.3585
Cer(d18:4/25:0),692.575288,656.59861,626.5881,406.4055,257.1908,380.3898
Cer(d18:4/26:0),706.590888,670.61421,640.6037,420.4211,257.1908,394.4054
Cer(d18:4/8:0),454.309188,418.33251,388.322,168.1394,257.1908,142.1237
Cer(d19:0/10:0),504.418788,468.44211,438.4316,196.1707,279.2691,170.155
Cer(d19:0/12:0),532.450088,496.47341,466.4629,224.202,279.2691,198.1863
Cer(d19:0/13:0),546.465788,510.48911,480.4786,238.2177,279.2691,212.202
Cer(d19:0/14:0),560.481388,524.50471,494.4942,252.2333,279.2691,226.2176
Cer(d19:0/14:1),558.465788,522.48911,492.4786,250.2177,279.2691,224.202
Cer(d19:0/15:0),574.497088,538.52041,508.5099,266.249,279.2691,240.2333
Cer(d19:0/15:1),572.481388,536.50471,506.4942,264.2333,279.2691,238.2176
Cer(d19:0/16:0),588.512688,552.53601,522.5255,280.2646,279.2691,254.2489
Cer(d19:0/16:1),586.497088,550.52041,520.5099,278.249,279.2691,252.2333
Cer(d19:0/17:0),602.528388,566.55171,536.5412,294.2803,279.2691,268.2646
Cer(d19:0/17:1),600.512688,564.53601,534.5255,292.2646,279.2691,266.2489
Cer(d19:0/17:2),598.497088,562.52041,532.5099,290.249,279.2691,264.2333
Cer(d19:0/18:0),616.543988,580.56731,550.5568,308.2959,279.2691,282.2802
Cer(d19:0/18:1),614.528388,578.55171,548.5412,306.2803,279.2691,280.2646
Cer(d19:0/18:2),612.512688,576.53601,546.5255,304.2646,279.2691,278.2489
Cer(d19:0/18:3),610.497088,574.52041,544.5099,302.249,279.2691,276.2333
Cer(d19:0/18:4),608.481388,572.50471,542.4942,300.2333,279.2691,274.2176
Cer(d19:0/19:0),630.559688,594.58301,564.5725,322.3116,279.2691,296.2959
Cer(d19:0/20:0),644.575288,608.59861,578.5881,336.3272,279.2691,310.3115
Cer(d19:0/20:1),642.559688,606.58301,576.5725,334.3116,279.2691,308.2959
Cer(d19:0/20:2),640.543988,604.56731,574.5568,332.2959,279.2691,306.2802
Cer(d19:0/20:3),638.528388,602.55171,572.5412,330.2803,279.2691,304.2646
Cer(d19:0/20:4),636.512688,600.53601,570.5255,328.2646,279.2691,302.2489
Cer(d19:0/20:5),634.497088,598.52041,568.5099,326.249,279.2691,300.2333
Cer(d19:0/21:0),658.590988,622.61431,592.6038,350.3429,279.2691,324.3272
Cer(d19:0/22:0),672.606588,636.62991,606.6194,364.3585,279.2691,338.3428
Cer(d19:0/22:1),670.590988,634.61431,604.6038,362.3429,279.2691,336.3272
Cer(d19:0/22:2),668.575288,632.59861,602.5881,360.3272,279.2691,334.3115
Cer(d19:0/22:3),666.559688,630.58301,600.5725,358.3116,279.2691,332.2959
Cer(d19:0/22:4),664.543988,628.56731,598.5568,356.2959,279.2691,330.2802
Cer(d19:0/22:5),662.528388,626.55171,596.5412,354.2803,279.2691,328.2646
Cer(d19:0/22:6),660.512688,624.53601,594.5255,352.2646,279.2691,326.2489
Cer(d19:0/23:0),686.622288,650.64561,620.6351,378.3742,279.2691,352.3585
Cer(d19:0/24:0),700.637888,664.66121,634.6507,392.3898,279.2691,366.3741
Cer(d19:0/24:1),698.622288,662.64561,632.6351,390.3742,279.2691,364.3585
Cer(d19:0/25:0),714.653588,678.67691,648.6664,406.4055,279.2691,380.3898
Cer(d19:0/26:0),728.669188,692.69251,662.682,420.4211,279.2691,394.4054
Cer(d19:0/8:0),476.387488,440.41081,410.4003,168.1394,279.2691,142.1237
Cer(d20:0/10:0),518.434388,482.45771,452.4472,196.1707,293.2847,170.155
Cer(d20:0/12:0),546.465688,510.48901,480.4785,224.202,293.2847,198.1863
Cer(d20:0/13:0),560.481388,524.50471,494.4942,238.2177,293.2847,212.202
Cer(d20:0/14:0),574.496988,538.52031,508.5098,252.2333,293.2847,226.2176
Cer(d20:0/14:1),572.481388,536.50471,506.4942,250.2177,293.2847,224.202
Cer(d20:0/15:0),588.512688,552.53601,522.5255,266.249,293.2847,240.2333
Cer(d20:0/15:1),586.496988,550.52031,520.5098,264.2333,293.2847,238.2176
Cer(d20:0/16:0),602.528288,566.55161,536.5411,280.2646,293.2847,254.2489
Cer(d20:0/16:1),600.512688,564.53601,534.5255,278.249,293.2847,252.2333
Cer(d20:0/17:0),616.543988,580.56731,550.5568,294.2803,293.2847,268.2646
Cer(d20:0/17:1),614.528288,578.55161,548.5411,292.2646,293.2847,266.2489
Cer(d20:0/17:2),612.512688,576.53601,546.5255,290.249,293.2847,264.2333
Cer(d20:0/18:0),630.559588,594.58291,564.5724,308.2959,293.2847,282.2802
Cer(d20:0/18:1),628.543988,592.56731,562.5568,306.2803,293.2847,280.2646
Cer(d20:0/18:2),626.528288,590.55161,560.5411,304.2646,293.2847,278.2489
Cer(d20:0/18:3),624.512688,588.53601,558.5255,302.249,293.2847,276.2333
Cer(d20:0/18:4),622.496988,586.52031,556.5098,300.2333,293.2847,274.2176
Cer(d20:0/19:0),644.575288,608.59861,578.5881,322.3116,293.2847,296.2959
Cer(d20:0/20:0),658.590888,622.61421,592.6037,336.3272,293.2847,310.3115
Cer(d20:0/20:1),656.575288,620.59861,590.5881,334.3116,293.2847,308.2959
Cer(d20:0/20:2),654.559588,618.58291,588.5724,332.2959,293.2847,306.2802
Cer(d20:0/20:3),652.543988,616.56731,586.5568,330.2803,293.2847,304.2646
Cer(d20:0/20:4),650.528288,614.55161,584.5411,328.2646,293.2847,302.2489
Cer(d20:0/20:5),648.512688,612.53601,582.5255,326.249,293.2847,300.2333
Cer(d20:0/21:0),672.606588,636.62991,606.6194,350.3429,293.2847,324.3272
Cer(d20:0/22:0),686.622188,650.64551,620.635,364.3585,293.2847,338.3428
Cer(d20:0/22:1),684.606588,648.62991,618.6194,362.3429,293.2847,336.3272
Cer(d20:0/22:2),682.590888,646.61421,616.6037,360.3272,293.2847,334.3115
Cer(d20:0/22:3),680.575288,644.59861,614.5881,358.3116,293.2847,332.2959
Cer(d20:0/22:4),678.559588,642.58291,612.5724,356.2959,293.2847,330.2802
Cer(d20:0/22:5),676.543988,640.56731,610.5568,354.2803,293.2847,328.2646
Cer(d20:0/22:6),674.528288,638.55161,608.5411,352.2646,293.2847,326.2489
Cer(d20:0/23:0),700.637888,664.66121,634.6507,378.3742,293.2847,352.3585
Cer(d20:0/24:0),714.653488,678.67681,648.6663,392.3898,293.2847,366.3741
Cer(d20:0/24:1),712.637888,676.66121,646.6507,390.3742,293.2847,364.3585
Cer(d20:0/25:0),728.669188,692.69251,662.682,406.4055,293.2847,380.3898
Cer(d20:0/26:0),742.684788,706.70811,676.6976,420.4211,293.2847,394.4054
Cer(d20:0/8:0),490.403088,454.42641,424.4159,168.1394,293.2847,142.1237
Cer(d20:1/10:0),516.418788,480.44211,450.4316,196.1707,291.2691,170.155
Cer(d20:1/12:0),544.450088,508.47341,478.4629,224.202,291.2691,198.1863
Cer(d20:1/13:0),558.465788,522.48911,492.4786,238.2177,291.2691,212.202
Cer(d20:1/14:0),572.481388,536.50471,506.4942,252.2333,291.2691,226.2176
Cer(d20:1/14:1),570.465788,534.48911,504.4786,250.2177,291.2691,224.202
Cer(d20:1/15:0),586.497088,550.52041,520.5099,266.249,291.2691,240.2333
Cer(d20:1/15:1),584.481388,548.50471,518.4942,264.2333,291.2691,238.2176
Cer(d20:1/16:0),600.512688,564.53601,534.5255,280.2646,291.2691,254.2489
Cer(d20:1/16:1),598.497088,562.52041,532.5099,278.249,291.2691,252.2333
Cer(d20:1/17:0),614.528388,578.55171,548.5412,294.2803,291.2691,268.2646
Cer(d20:1/17:1),612.512688,576.53601,546.5255,292.2646,291.2691,266.2489
Cer(d20:1/17:2),610.497088,574.52041,544.5099,290.249,291.2691,264.2333
Cer(d20:1/18:0),628.543988,592.56731,562.5568,308.2959,291.2691,282.2802
Cer(d20:1/18:1),626.528388,590.55171,560.5412,306.2803,291.2691,280.2646
Cer(d20:1/18:2),624.512688,588.53601,558.5255,304.2646,291.2691,278.2489
Cer(d20:1/18:3),622.497088,586.52041,556.5099,302.249,291.2691,276.2333
Cer(d20:1/18:4),620.481388,584.50471,554.4942,300.2333,291.2691,274.2176
Cer(d20:1/19:0),642.559688,606.58301,576.5725,322.3116,291.2691,296.2959
Cer(d20:1/20:0),656.575288,620.59861,590.5881,336.3272,291.2691,310.3115
Cer(d20:1/20:1),654.559688,618.58301,588.5725,334.3116,291.2691,308.2959
Cer(d20:1/20:2),652.543988,616.56731,586.5568,332.2959,291.2691,306.2802
Cer(d20:1/20:3),650.528388,614.55171,584.5412,330.2803,291.2691,304.2646
Cer(d20:1/20:4),648.512688,612.53601,582.5255,328.2646,291.2691,302.2489
Cer(d20:1/20:5),646.497088,610.52041,580.5099,326.249,291.2691,300.2333
Cer(d20:1/21:0),670.590988,634.61431,604.6038,350.3429,291.2691,324.3272
Cer(d20:1/22:0),684.606588,648.62991,618.6194,364.3585,291.2691,338.3428
Cer(d20:1/22:1),682.590988,646.61431,616.6038,362.3429,291.2691,336.3272
Cer(d20:1/22:2),680.575288,644.59861,614.5881,360.3272,291.2691,334.3115
Cer(d20:1/22:3),678.559688,642.58301,612.5725,358.3116,291.2691,332.2959
Cer(d20:1/22:4),676.543988,640.56731,610.5568,356.2959,291.2691,330.2802
Cer(d20:1/22:5),674.528388,638.55171,608.5412,354.2803,291.2691,328.2646
Cer(d20:1/22:6),672.512688,636.53601,606.5255,352.2646,291.2691,326.2489
Cer(d20:1/23:0),698.622288,662.64561,632.6351,378.3742,291.2691,352.3585
Cer(d20:1/24:0),712.637888,676.66121,646.6507,392.3898,291.2691,366.3741
Cer(d20:1/24:1),710.622288,674.64561,644.6351,390.3742,291.2691,364.3585
Cer(d20:1/25:0),726.653588,690.67691,660.6664,406.4055,291.2691,380.3898
Cer(d20:1/26:0),740.669188,704.69251,674.682,420.4211,291.2691,394.4054
Cer(d20:1/8:0),488.387488,452.41081,422.4003,168.1394,291.2691,142.1237
Cer(d20:2/10:0),514.403088,478.42641,448.4159,196.1707,289.2534,170.155
Cer(d20:2/12:0),542.434388,506.45771,476.4472,224.202,289.2534,198.1863
Cer(d20:2/13:0),556.450088,520.47341,490.4629,238.2177,289.2534,212.202
Cer(d20:2/14:0),570.465688,534.48901,504.4785,252.2333,289.2534,226.2176
Cer(d20:2/14:1),568.450088,532.47341,502.4629,250.2177,289.2534,224.202
Cer(d20:2/15:0),584.481388,548.50471,518.4942,266.249,289.2534,240.2333
Cer(d20:2/15:1),582.465688,546.48901,516.4785,264.2333,289.2534,238.2176
Cer(d20:2/16:0),598.496988,562.52031,532.5098,280.2646,289.2534,254.2489
Cer(d20:2/16:1),596.481388,560.50471,530.4942,278.249,289.2534,252.2333
Cer(d20:2/17:0),612.512688,576.53601,546.5255,294.2803,289.2534,268.2646
Cer(d20:2/17:1),610.496988,574.52031,544.5098,292.2646,289.2534,266.2489
Cer(d20:2/17:2),608.481388,572.50471,542.4942,290.249,289.2534,264.2333
Cer(d20:2/18:0),626.528288,590.55161,560.5411,308.2959,289.2534,282.2802
Cer(d20:2/18:1),624.512688,588.53601,558.5255,306.2803,289.2534,280.2646
Cer(d20:2/18:2),622.496988,586.52031,556.5098,304.2646,289.2534,278.2489
Cer(d20:2/18:3),620.481388,584.50471,554.4942,302.249,289.2534,276.2333
Cer(d20:2/18:4),618.465688,582.48901,552.4785,300.2333,289.2534,274.2176
Cer(d20:2/19:0),640.543988,604.56731,574.5568,322.3116,289.2534,296.2959
Cer(d20:2/20:0),654.559588,618.58291,588.5724,336.3272,289.2534,310.3115
Cer(d20:2/20:1),652.543988,616.56731,586.5568,334.3116,289.2534,308.2959
Cer(d20:2/20:2),650.528288,614.55161,584.5411,332.2959,289.2534,306.2802
Cer(d20:2/20:3),648.512688,612.53601,582.5255,330.2803,289.2534,304.2646
Cer(d20:2/20:4),646.496988,610.52031,580.5098,328.2646,289.2534,302.2489
Cer(d20:2/20:5),644.481388,608.50471,578.4942,326.249,289.2534,300.2333
Cer(d20:2/21:0),668.575288,632.59861,602.5881,350.3429,289.2534,324.3272
Cer(d20:2/22:0),682.590888,646.61421,616.6037,364.3585,289.2534,338.3428
Cer(d20:2/22:1),680.575288,644.59861,614.5881,362.3429,289.2534,336.3272
Cer(d20:2/22:2),678.559588,642.58291,612.5724,360.3272,289.2534,334.3115
Cer(d20:2/22:3),676.543988,640.56731,610.5568,358.3116,289.2534,332.2959
Cer(d20:2/22:4),674.528288,638.55161,608.5411,356.2959,289.2534,330.2802
Cer(d20:2/22:5),672.512688,636.53601,606.5255,354.2803,289.2534,328.2646
Cer(d20:2/22:6),670.496988,634.52031,604.5098,352.2646,289.2534,326.2489
Cer(d20:2/23:0),696.606588,660.62991,630.6194,378.3742,289.2534,352.3585
Cer(d20:2/24:0),710.622188,674.64551,644.635,392.3898,289.2534,366.3741
Cer(d20:2/24:1),708.606588,672.62991,642.6194,390.3742,289.2534,364.3585
Cer(d20:2/25:0),724.637888,688.66121,658.6507,406.4055,289.2534,380.3898
Cer(d20:2/26:0),738.653488,702.67681,672.6663,420.4211,289.2534,394.4054
Cer(d20:2/8:0),486.371788,450.39511,420.3846,168.1394,289.2534,142.1237
Cer(d20:3/10:0),512.387488,476.41081,446.4003,196.1707,287.2378,170.155
Cer(d20:3/12:0),540.418788,504.44211,474.4316,224.202,287.2378,198.1863
Cer(d20:3/13:0),554.434488,518.45781,488.4473,238.2177,287.2378,212.202
Cer(d20:3/14:0),568.450088,532.47341,502.4629,252.2333,287.2378,226.2176
Cer(d20:3/14:1),566.434488,530.45781,500.4473,250.2177,287.2378,224.202
Cer(d20:3/15:0),582.465788,546.48911,516.4786,266.249,287.2378,240.2333
Cer(d20:3/15:1),580.450088,544.47341,514.4629,264.2333,287.2378,238.2176
Cer(d20:3/16:0),596.481388,560.50471,530.4942,280.2646,287.2378,254.2489
Cer(d20:3/16:1),594.465788,558.48911,528.4786,278.249,287.2378,252.2333
Cer(d20:3/17:0),610.497088,574.52041,544.5099,294.2803,287.2378,268.2646
Cer(d20:3/17:1),608.481388,572.50471,542.4942,292.2646,287.2378,266.2489
Cer(d20:3/17:2),606.465788,570.48911,540.4786,290.249,287.2378,264.2333
Cer(d20:3/18:0),624.512688,588.53601,558.5255,308.2959,287.2378,282.2802
Cer(d20:3/18:1),622.497088,586.52041,556.5099,306.2803,287.2378,280.2646
Cer(d20:3/18:2),620.481388,584.50471,554.4942,304.2646,287.2378,278.2489
Cer(d20:3/18:3),618.465788,582.48911,552.4786,302.249,287.2378,276.2333
Cer(d20:3/18:4),616.450088,580.47341,550.4629,300.2333,287.2378,274.2176
Cer(d20:3/19:0),638.528388,602.55171,572.5412,322.3116,287.2378,296.2959
Cer(d20:3/20:0),652.543988,616.56731,586.5568,336.3272,287.2378,310.3115
Cer(d20:3/20:1),650.528388,614.55171,584.5412,334.3116,287.2378,308.2959
Cer(d20:3/20:2),648.512688,612.53601,582.5255,332.2959,287.2378,306.2802
Cer(d20:3/20:3),646.497088,610.52041,580.5099,330.2803,287.2378,304.2646
Cer(d20:3/20:4),644.481388,608.50471,578.4942,328.2646,287.2378,302.2489
Cer(d20:3/20:5),642.465788,606.48911,576.4786,326.249,287.2378,300.2333
Cer(d20:3/21:0),666.559688,630.58301,600.5725,350.3429,287.2378,324.3272
Cer(d20:3/22:0),680.575288,644.59861,614.5881,364.3585,287.2378,338.3428
Cer(d20:3/22:1),678.559688,642.58301,612.5725,362.3429,287.2378,336.3272
Cer(d20:3/22:2),676.543988,640.56731,610.5568,360.3272,287.2378,334.3115
Cer(d20:3/22:3),674.528388,638.55171,608.5412,358.3116,287.2378,332.2959
Cer(d20:3/22:4),672.512688,636.53601,606.5255,356.2959,287.2378,330.2802
Cer(d20:3/22:5),670.497088,634.52041,604.5099,354.2803,287.2378,328.2646
Cer(d20:3/22:6),668.481388,632.50471,602.4942,352.2646,287.2378,326.2489
Cer(d20:3/23:0),694.590988,658.61431,628.6038,378.3742,287.2378,352.3585
Cer(d20:3/24:0),708.606588,672.62991,642.6194,392.3898,287.2378,366.3741
Cer(d20:3/24:1),706.590988,670.61431,640.6038,390.3742,287.2378,364.3585
Cer(d20:3/25:0),722.622288,686.64561,656.6351,406.4055,287.2378,380.3898
Cer(d20:3/26:0),736.637888,700.66121,670.6507,420.4211,287.2378,394.4054
Cer(d20:3/8:0),484.356188,448.37951,418.369,168.1394,287.2378,142.1237
Cer(d20:4/10:0),510.371788,474.39511,444.3846,196.1707,285.2221,170.155
Cer(d20:4/12:0),538.403088,502.42641,472.4159,224.202,285.2221,198.1863
Cer(d20:4/13:0),552.418788,516.44211,486.4316,238.2177,285.2221,212.202
Cer(d20:4/14:0),566.434388,530.45771,500.4472,252.2333,285.2221,226.2176
Cer(d20:4/14:1),564.418788,528.44211,498.4316,250.2177,285.2221,224.202
Cer(d20:4/15:0),580.450088,544.47341,514.4629,266.249,285.2221,240.2333
Cer(d20:4/15:1),578.434388,542.45771,512.4472,264.2333,285.2221,238.2176
Cer(d20:4/16:0),594.465688,558.48901,528.4785,280.2646,285.2221,254.2489
Cer(d20:4/16:1),592.450088,556.47341,526.4629,278.249,285.2221,252.2333
Cer(d20:4/17:0),608.481388,572.50471,542.4942,294.2803,285.2221,268.2646
Cer(d20:4/17:1),606.465688,570.48901,540.4785,292.2646,285.2221,266.2489
Cer(d20:4/17:2),604.450088,568.47341,538.4629,290.249,285.2221,264.2333
Cer(d20:4/18:0),622.496988,586.52031,556.5098,308.2959,285.2221,282.2802
Cer(d20:4/18:1),620.481388,584.50471,554.4942,306.2803,285.2221,280.2646
Cer(d20:4/18:2),618.465688,582.48901,552.4785,304.2646,285.2221,278.2489
Cer(d20:4/18:3),616.450088,580.47341,550.4629,302.249,285.2221,276.2333
Cer(d20:4/18:4),614.434388,578.45771,548.4472,300.2333,285.2221,274.2176
Cer(d20:4/19:0),636.512688,600.53601,570.5255,322.3116,285.2221,296.2959
Cer(d20:4/20:0),650.528288,614.55161,584.5411,336.3272,285.2221,310.3115
Cer(d20:4/20:1),648.512688,612.53601,582.5255,334.3116,285.2221,308.2959
Cer(d20:4/20:2),646.496988,610.52031,580.5098,332.2959,285.2221,306.2802
Cer(d20:4/20:3),644.481388,608.50471,578.4942,330.2803,285.2221,304.2646
Cer(d20:4/20:4),642.465688,606.48901,576.4785,328.2646,285.2221,302.2489
Cer(d20:4/20:5),640.450088,604.47341,574.4629,326.249,285.2221,300.2333
Cer(d20:4/21:0),664.543988,628.56731,598.5568,350.3429,285.2221,324.3272
Cer(d20:4/22:0),678.559588,642.58291,612.5724,364.3585,285.2221,338.3428
Cer(d20:4/22:1),676.543988,640.56731,610.5568,362.3429,285.2221,336.3272
Cer(d20:4/22:2),674.528288,638.55161,608.5411,360.3272,285.2221,334.3115
Cer(d20:4/22:3),672.512688,636.53601,606.5255,358.3116,285.2221,332.2959
Cer(d20:4/22:4),670.496988,634.52031,604.5098,356.2959,285.2221,330.2802
Cer(d20:4/22:5),668.481388,632.50471,602.4942,354.2803,285.2221,328.2646
Cer(d20:4/22:6),666.465688,630.48901,600.4785,352.2646,285.2221,326.2489
Cer(d20:4/23:0),692.575288,656.59861,626.5881,378.3742,285.2221,352.3585
Cer(d20:4/24:0),706.590888,670.61421,640.6037,392.3898,285.2221,366.3741
Cer(d20:4/24:1),704.575288,668.59861,638.5881,390.3742,285.2221,364.3585
Cer(d20:4/25:0),720.606588,684.62991,654.6194,406.4055,285.2221,380.3898
Cer(d20:4/26:0),734.622188,698.64551,668.635,420.4211,285.2221,394.4054
Cer(d20:4/8:0),482.340488,446.36381,416.3533,168.1394,285.2221,142.1237
Cer(d20:5/10:0),508.356188,472.37951,442.369,196.1707,283.2065,170.155
Cer(d20:5/12:0),536.387488,500.41081,470.4003,224.202,283.2065,198.1863
Cer(d20:5/13:0),550.403188,514.42651,484.416,238.2177,283.2065,212.202
Cer(d20:5/14:0),564.418788,528.44211,498.4316,252.2333,283.2065,226.2176
Cer(d20:5/14:1),562.403188,526.42651,496.416,250.2177,283.2065,224.202
Cer(d20:5/15:0),578.434488,542.45781,512.4473,266.249,283.2065,240.2333
Cer(d20:5/15:1),576.418788,540.44211,510.4316,264.2333,283.2065,238.2176
Cer(d20:5/16:0),592.450088,556.47341,526.4629,280.2646,283.2065,254.2489
Cer(d20:5/16:1),590.434488,554.45781,524.4473,278.249,283.2065,252.2333
Cer(d20:5/17:0),606.465788,570.48911,540.4786,294.2803,283.2065,268.2646
Cer(d20:5/17:1),604.450088,568.47341,538.4629,292.2646,283.2065,266.2489
Cer(d20:5/17:2),602.434488,566.45781,536.4473,290.249,283.2065,264.2333
Cer(d20:5/18:0),620.481388,584.50471,554.4942,308.2959,283.2065,282.2802
Cer(d20:5/18:1),618.465788,582.48911,552.4786,306.2803,283.2065,280.2646
Cer(d20:5/18:2),616.450088,580.47341,550.4629,304.2646,283.2065,278.2489
Cer(d20:5/18:3),614.434488,578.45781,548.4473,302.249,283.2065,276.2333
Cer(d20:5/18:4),612.418788,576.44211,546.4316,300.2333,283.2065,274.2176
Cer(d20:5/19:0),634.497088,598.52041,568.5099,322.3116,283.2065,296.2959
Cer(d20:5/20:0),648.512688,612.53601,582.5255,336.3272,283.2065,310.3115
Cer(d20:5/20:1),646.497088,610.52041,580.5099,334.3116,283.2065,308.2959
Cer(d20:5/20:2),644.481388,608.50471,578.4942,332.2959,283.2065,306.2802
Cer(d20:5/20:3),642.465788,606.48911,576.4786,330.2803,283.2065,304.2646
Cer(d20:5/20:4),640.450088,604.47341,574.4629,328.2646,283.2065,302.2489
Cer(d20:5/20:5),638.434488,602.45781,572.4473,326.249,283.2065,300.2333
Cer(d20:5/21:0),662.528388,626.55171,596.5412,350.3429,283.2065,324.3272
Cer(d20:5/22:0),676.543988,640.56731,610.5568,364.3585,283.2065,338.3428
Cer(d20:5/22:1),674.528388,638.55171,608.5412,362.3429,283.2065,336.3272
Cer(d20:5/22:2),672.512688,636.53601,606.5255,360.3272,283.2065,334.3115
Cer(d20:5/22:3),670.497088,634.52041,604.5099,358.3116,283.2065,332.2959
Cer(d20:5/22:4),668.481388,632.50471,602.4942,356.2959,283.2065,330.2802
Cer(d20:5/22:5),666.465788,630.48911,600.4786,354.2803,283.2065,328.2646
Cer(d20:5/22:6),664.450088,628.47341,598.4629,352.2646,283.2065,326.2489
Cer(d20:5/23:0),690.559688,654.58301,624.5725,378.3742,283.2065,352.3585
Cer(d20:5/24:0),704.575288,668.59861,638.5881,392.3898,283.2065,366.3741
Cer(d20:5/24:1),702.559688,666.58301,636.5725,390.3742,283.2065,364.3585
Cer(d20:5/25:0),718.590988,682.61431,652.6038,406.4055,283.2065,380.3898
Cer(d20:5/26:0),732.606588,696.62991,666.6194,420.4211,283.2065,394.4054
Cer(d20:5/8:0),480.324888,444.34821,414.3377,168.1394,283.2065,142.1237
Cer(d21:0/10:0),532.450088,496.47341,466.4629,196.1707,307.3004,170.155
Cer(d21:0/12:0),560.481388,524.50471,494.4942,224.202,307.3004,198.1863
Cer(d21:0/13:0),574.497088,538.52041,508.5099,238.2177,307.3004,212.202
Cer(d21:0/14:0),588.512688,552.53601,522.5255,252.2333,307.3004,226.2176
Cer(d21:0/14:1),586.497088,550.52041,520.5099,250.2177,307.3004,224.202
Cer(d21:0/15:0),602.528388,566.55171,536.5412,266.249,307.3004,240.2333
Cer(d21:0/15:1),600.512688,564.53601,534.5255,264.2333,307.3004,238.2176
Cer(d21:0/16:0),616.543988,580.56731,550.5568,280.2646,307.3004,254.2489
Cer(d21:0/16:1),614.528388,578.55171,548.5412,278.249,307.3004,252.2333
Cer(d21:0/17:0),630.559688,594.58301,564.5725,294.2803,307.3004,268.2646
Cer(d21:0/17:1),628.543988,592.56731,562.5568,292.2646,307.3004,266.2489
Cer(d21:0/17:2),626.528388,590.55171,560.5412,290.249,307.3004,264.2333
Cer(d21:0/18:0),644.575288,608.59861,578.5881,308.2959,307.3004,282.2802
Cer(d21:0/18:1),642.559688,606.58301,576.5725,306.2803,307.3004,280.2646
Cer(d21:0/18:2),640.543988,604.56731,574.5568,304.2646,307.3004,278.2489
Cer(d21:0/18:3),638.528388,602.55171,572.5412,302.249,307.3004,276.2333
Cer(d21:0/18:4),636.512688,600.53601,570.5255,300.2333,307.3004,274.2176
Cer(d21:0/19:0),658.590988,622.61431,592.6038,322.3116,307.3004,296.2959
Cer(d21:0/20:0),672.606588,636.62991,606.6194,336.3272,307.3004,310.3115
Cer(d21:0/20:1),670.590988,634.61431,604.6038,334.3116,307.3004,308.2959
Cer(d21:0/20:2),668.575288,632.59861,602.5881,332.2959,307.3004,306.2802
Cer(d21:0/20:3),666.559688,630.58301,600.5725,330.2803,307.3004,304.2646
Cer(d21:0/20:4),664.543988,628.56731,598.5568,328.2646,307.3004,302.2489
Cer(d21:0/20:5),662.528388,626.55171,596.5412,326.249,307.3004,300.2333
Cer(d21:0/21:0),686.622288,650.64561,620.6351,350.3429,307.3004,324.3272
Cer(d21:0/22:0),700.637888,664.66121,634.6507,364.3585,307.3004,338.3428
Cer(d21:0/22:1),698.622288,662.64561,632.6351,362.3429,307.3004,336.3272
Cer(d21:0/22:2),696.606588,660.62991,630.6194,360.3272,307.3004,334.3115
Cer(d21:0/22:3),694.590988,658.61431,628.6038,358.3116,307.3004,332.2959
Cer(d21:0/22:4),692.575288,656.59861,626.5881,356.2959,307.3004,330.2802
Cer(d21:0/22:5),690.559688,654.58301,624.5725,354.2803,307.3004,328.2646
Cer(d21:0/22:6),688.543988,652.56731,622.5568,352.2646,307.3004,326.2489
Cer(d21:0/23:0),714.653588,678.67691,648.6664,378.3742,307.3004,352.3585
Cer(d21:0/24:0),728.669188,692.69251,662.682,392.3898,307.3004,366.3741
Cer(d21:0/24:1),726.653588,690.67691,660.6664,390.3742,307.3004,364.3585
Cer(d21:0/25:0),742.684888,706.70821,676.6977,406.4055,307.3004,380.3898
Cer(d21:0/26:0),756.700488,720.72381,690.7133,420.4211,307.3004,394.4054
Cer(d21:0/8:0),504.418788,468.44211,438.4316,168.1394,307.3004,142.1237
Cer(d22:0/10:0),546.465688,510.48901,480.4785,196.1707,321.316,170.155
Cer(d22:0/12:0),574.496988,538.52031,508.5098,224.202,321.316,198.1863
Cer(d22:0/13:0),588.512688,552.53601,522.5255,238.2177,321.316,212.202
Cer(d22:0/14:0),602.528288,566.55161,536.5411,252.2333,321.316,226.2176
Cer(d22:0/14:1),600.512688,564.53601,534.5255,250.2177,321.316,224.202
Cer(d22:0/15:0),616.543988,580.56731,550.5568,266.249,321.316,240.2333
Cer(d22:0/15:1),614.528288,578.55161,548.5411,264.2333,321.316,238.2176
Cer(d22:0/16:0),630.559588,594.58291,564.5724,280.2646,321.316,254.2489
Cer(d22:0/16:1),628.543988,592.56731,562.5568,278.249,321.316,252.2333
Cer(d22:0/17:0),644.575288,608.59861,578.5881,294.2803,321.316,268.2646
Cer(d22:0/17:1),642.559588,606.58291,576.5724,292.2646,321.316,266.2489
Cer(d22:0/17:2),640.543988,604.56731,574.5568,290.249,321.316,264.2333
Cer(d22:0/18:0),658.590888,622.61421,592.6037,308.2959,321.316,282.2802
Cer(d22:0/18:1),656.575288,620.59861,590.5881,306.2803,321.316,280.2646
Cer(d22:0/18:2),654.559588,618.58291,588.5724,304.2646,321.316,278.2489
Cer(d22:0/18:3),652.543988,616.56731,586.5568,302.249,321.316,276.2333
Cer(d22:0/18:4),650.528288,614.55161,584.5411,300.2333,321.316,274.2176
