PE,[M-H]-,[M-T1RCHCO]-,[M-T2RCHCO]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-,[PE]-,[PE-H2O]-
PE(18:1_20:0),772.58622,508.34085,478.29395,490.33029,460.28339,281.24865,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:1),770.57062,506.32525,478.29395,488.31469,460.28339,281.24865,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:2),768.55492,504.30955,478.29395,486.29899,460.28339,281.24865,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:3),766.53932,502.29395,478.29395,484.28339,460.28339,281.24865,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:4),764.52362,500.27825,478.29395,482.26769,460.28339,281.24865,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_20:5),762.50802,498.26265,478.29395,480.25209,460.28339,281.24865,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_21:0),786.60192,522.35655,478.29395,504.34599,460.28339,281.24865,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:0),800.61752,536.37215,478.29395,518.36159,460.28339,281.24865,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:1),798.60192,534.35655,478.29395,516.34599,460.28339,281.24865,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:2),796.58622,532.34085,478.29395,514.33029,460.28339,281.24865,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:3),794.57062,530.32525,478.29395,512.31469,460.28339,281.24865,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:4),792.55492,528.30955,478.29395,510.29899,460.28339,281.24865,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:5),790.53932,526.29395,478.29395,508.28339,460.28339,281.24865,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_22:6),788.52362,524.27825,478.29395,506.26769,460.28339,281.24865,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_23:0),814.63322,550.38785,478.29395,532.37729,460.28339,281.24865,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_24:0),828.64882,564.40345,478.29395,546.39289,460.28339,281.24865,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_24:1),826.63322,562.38785,478.29395,544.37729,460.28339,281.24865,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_25:0),842.66452,578.41915,478.29395,560.40859,460.28339,281.24865,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:1_26:0),856.68012,592.43475,478.29395,574.42419,460.28339,281.24865,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_18:2),738.50792,476.27825,476.27825,458.26769,458.26769,279.23295,279.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_18:3),736.49232,474.26265,476.27825,456.25209,458.26769,279.23295,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_18:4),734.47662,472.24695,476.27825,454.23639,458.26769,279.23295,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_19:0),756.55492,494.32525,476.27825,476.31469,458.26769,279.23295,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:0),770.57052,508.34085,476.27825,490.33029,458.26769,279.23295,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:1),768.55492,506.32525,476.27825,488.31469,458.26769,279.23295,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:2),766.53922,504.30955,476.27825,486.29899,458.26769,279.23295,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:3),764.52362,502.29395,476.27825,484.28339,458.26769,279.23295,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:4),762.50792,500.27825,476.27825,482.26769,458.26769,279.23295,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_20:5),760.49232,498.26265,476.27825,480.25209,458.26769,279.23295,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_21:0),784.58622,522.35655,476.27825,504.34599,458.26769,279.23295,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:0),798.60182,536.37215,476.27825,518.36159,458.26769,279.23295,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:1),796.58622,534.35655,476.27825,516.34599,458.26769,279.23295,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:2),794.57052,532.34085,476.27825,514.33029,458.26769,279.23295,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:3),792.55492,530.32525,476.27825,512.31469,458.26769,279.23295,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:4),790.53922,528.30955,476.27825,510.29899,458.26769,279.23295,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:5),788.52362,526.29395,476.27825,508.28339,458.26769,279.23295,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_22:6),786.50792,524.27825,476.27825,506.26769,458.26769,279.23295,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_23:0),812.61752,550.38785,476.27825,532.37729,458.26769,279.23295,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_24:0),826.63312,564.40345,476.27825,546.39289,458.26769,279.23295,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_24:1),824.61752,562.38785,476.27825,544.37729,458.26769,279.23295,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_25:0),840.64882,578.41915,476.27825,560.40859,458.26769,279.23295,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:2_26:0),854.66442,592.43475,476.27825,574.42419,458.26769,279.23295,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_18:3),734.47672,474.26265,474.26265,456.25209,456.25209,277.21735,277.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_18:4),732.46102,472.24695,474.26265,454.23639,456.25209,277.21735,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_19:0),754.53932,494.32525,474.26265,476.31469,456.25209,277.21735,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:0),768.55492,508.34085,474.26265,490.33029,456.25209,277.21735,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:1),766.53932,506.32525,474.26265,488.31469,456.25209,277.21735,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:2),764.52362,504.30955,474.26265,486.29899,456.25209,277.21735,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:3),762.50802,502.29395,474.26265,484.28339,456.25209,277.21735,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:4),760.49232,500.27825,474.26265,482.26769,456.25209,277.21735,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_20:5),758.47672,498.26265,474.26265,480.25209,456.25209,277.21735,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_21:0),782.57062,522.35655,474.26265,504.34599,456.25209,277.21735,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:0),796.58622,536.37215,474.26265,518.36159,456.25209,277.21735,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:1),794.57062,534.35655,474.26265,516.34599,456.25209,277.21735,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:2),792.55492,532.34085,474.26265,514.33029,456.25209,277.21735,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:3),790.53932,530.32525,474.26265,512.31469,456.25209,277.21735,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:4),788.52362,528.30955,474.26265,510.29899,456.25209,277.21735,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:5),786.50802,526.29395,474.26265,508.28339,456.25209,277.21735,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_22:6),784.49232,524.27825,474.26265,506.26769,456.25209,277.21735,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_23:0),810.60192,550.38785,474.26265,532.37729,456.25209,277.21735,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_24:0),824.61752,564.40345,474.26265,546.39289,456.25209,277.21735,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_24:1),822.60192,562.38785,474.26265,544.37729,456.25209,277.21735,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_25:0),838.63322,578.41915,474.26265,560.40859,456.25209,277.21735,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:3_26:0),852.64882,592.43475,474.26265,574.42419,456.25209,277.21735,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_18:4),730.44532,472.24695,472.24695,454.23639,454.23639,275.20165,275.20165,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_19:0),752.52362,494.32525,472.24695,476.31469,454.23639,275.20165,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:0),766.53922,508.34085,472.24695,490.33029,454.23639,275.20165,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:1),764.52362,506.32525,472.24695,488.31469,454.23639,275.20165,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:2),762.50792,504.30955,472.24695,486.29899,454.23639,275.20165,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:3),760.49232,502.29395,472.24695,484.28339,454.23639,275.20165,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:4),758.47662,500.27825,472.24695,482.26769,454.23639,275.20165,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_20:5),756.46102,498.26265,472.24695,480.25209,454.23639,275.20165,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_21:0),780.55492,522.35655,472.24695,504.34599,454.23639,275.20165,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:0),794.57052,536.37215,472.24695,518.36159,454.23639,275.20165,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:1),792.55492,534.35655,472.24695,516.34599,454.23639,275.20165,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:2),790.53922,532.34085,472.24695,514.33029,454.23639,275.20165,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:3),788.52362,530.32525,472.24695,512.31469,454.23639,275.20165,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:4),786.50792,528.30955,472.24695,510.29899,454.23639,275.20165,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:5),784.49232,526.29395,472.24695,508.28339,454.23639,275.20165,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_22:6),782.47662,524.27825,472.24695,506.26769,454.23639,275.20165,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_23:0),808.58622,550.38785,472.24695,532.37729,454.23639,275.20165,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_24:0),822.60182,564.40345,472.24695,546.39289,454.23639,275.20165,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_24:1),820.58622,562.38785,472.24695,544.37729,454.23639,275.20165,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_25:0),836.61752,578.41915,472.24695,560.40859,454.23639,275.20165,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(18:4_26:0),850.63312,592.43475,472.24695,574.42419,454.23639,275.20165,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_19:0),774.60192,494.32525,494.32525,476.31469,476.31469,297.27995,297.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:0),788.61752,508.34085,494.32525,490.33029,476.31469,297.27995,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:1),786.60192,506.32525,494.32525,488.31469,476.31469,297.27995,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:2),784.58622,504.30955,494.32525,486.29899,476.31469,297.27995,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:3),782.57062,502.29395,494.32525,484.28339,476.31469,297.27995,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:4),780.55492,500.27825,494.32525,482.26769,476.31469,297.27995,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_20:5),778.53932,498.26265,494.32525,480.25209,476.31469,297.27995,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_21:0),802.63322,522.35655,494.32525,504.34599,476.31469,297.27995,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:0),816.64882,536.37215,494.32525,518.36159,476.31469,297.27995,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:1),814.63322,534.35655,494.32525,516.34599,476.31469,297.27995,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:2),812.61752,532.34085,494.32525,514.33029,476.31469,297.27995,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:3),810.60192,530.32525,494.32525,512.31469,476.31469,297.27995,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:4),808.58622,528.30955,494.32525,510.29899,476.31469,297.27995,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:5),806.57062,526.29395,494.32525,508.28339,476.31469,297.27995,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_22:6),804.55492,524.27825,494.32525,506.26769,476.31469,297.27995,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_23:0),830.66452,550.38785,494.32525,532.37729,476.31469,297.27995,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_24:0),844.68012,564.40345,494.32525,546.39289,476.31469,297.27995,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_24:1),842.66452,562.38785,494.32525,544.37729,476.31469,297.27995,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_25:0),858.69582,578.41915,494.32525,560.40859,476.31469,297.27995,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(19:0_26:0),872.71142,592.43475,494.32525,574.42419,476.31469,297.27995,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:0),802.63312,508.34085,508.34085,490.33029,490.33029,311.29555,311.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:1),800.61752,506.32525,508.34085,488.31469,490.33029,311.29555,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:2),798.60182,504.30955,508.34085,486.29899,490.33029,311.29555,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:3),796.58622,502.29395,508.34085,484.28339,490.33029,311.29555,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:4),794.57052,500.27825,508.34085,482.26769,490.33029,311.29555,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_20:5),792.55492,498.26265,508.34085,480.25209,490.33029,311.29555,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_21:0),816.64882,522.35655,508.34085,504.34599,490.33029,311.29555,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:0),830.66442,536.37215,508.34085,518.36159,490.33029,311.29555,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:1),828.64882,534.35655,508.34085,516.34599,490.33029,311.29555,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:2),826.63312,532.34085,508.34085,514.33029,490.33029,311.29555,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:3),824.61752,530.32525,508.34085,512.31469,490.33029,311.29555,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:4),822.60182,528.30955,508.34085,510.29899,490.33029,311.29555,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:5),820.58622,526.29395,508.34085,508.28339,490.33029,311.29555,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_22:6),818.57052,524.27825,508.34085,506.26769,490.33029,311.29555,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_23:0),844.68012,550.38785,508.34085,532.37729,490.33029,311.29555,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_24:0),858.69572,564.40345,508.34085,546.39289,490.33029,311.29555,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_24:1),856.68012,562.38785,508.34085,544.37729,490.33029,311.29555,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_25:0),872.71142,578.41915,508.34085,560.40859,490.33029,311.29555,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:0_26:0),886.72702,592.43475,508.34085,574.42419,490.33029,311.29555,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:1),798.60192,506.32525,506.32525,488.31469,488.31469,309.27995,309.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:2),796.58622,504.30955,506.32525,486.29899,488.31469,309.27995,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:3),794.57062,502.29395,506.32525,484.28339,488.31469,309.27995,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:4),792.55492,500.27825,506.32525,482.26769,488.31469,309.27995,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_20:5),790.53932,498.26265,506.32525,480.25209,488.31469,309.27995,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_21:0),814.63322,522.35655,506.32525,504.34599,488.31469,309.27995,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:0),828.64882,536.37215,506.32525,518.36159,488.31469,309.27995,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:1),826.63322,534.35655,506.32525,516.34599,488.31469,309.27995,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:2),824.61752,532.34085,506.32525,514.33029,488.31469,309.27995,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:3),822.60192,530.32525,506.32525,512.31469,488.31469,309.27995,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:4),820.58622,528.30955,506.32525,510.29899,488.31469,309.27995,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:5),818.57062,526.29395,506.32525,508.28339,488.31469,309.27995,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_22:6),816.55492,524.27825,506.32525,506.26769,488.31469,309.27995,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_23:0),842.66452,550.38785,506.32525,532.37729,488.31469,309.27995,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_24:0),856.68012,564.40345,506.32525,546.39289,488.31469,309.27995,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_24:1),854.66452,562.38785,506.32525,544.37729,488.31469,309.27995,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_25:0),870.69582,578.41915,506.32525,560.40859,488.31469,309.27995,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:1_26:0),884.71142,592.43475,506.32525,574.42419,488.31469,309.27995,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_20:2),794.57052,504.30955,504.30955,486.29899,486.29899,307.26425,307.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_20:3),792.55492,502.29395,504.30955,484.28339,486.29899,307.26425,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_20:4),790.53922,500.27825,504.30955,482.26769,486.29899,307.26425,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_20:5),788.52362,498.26265,504.30955,480.25209,486.29899,307.26425,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_21:0),812.61752,522.35655,504.30955,504.34599,486.29899,307.26425,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:0),826.63312,536.37215,504.30955,518.36159,486.29899,307.26425,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:1),824.61752,534.35655,504.30955,516.34599,486.29899,307.26425,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:2),822.60182,532.34085,504.30955,514.33029,486.29899,307.26425,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:3),820.58622,530.32525,504.30955,512.31469,486.29899,307.26425,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:4),818.57052,528.30955,504.30955,510.29899,486.29899,307.26425,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:5),816.55492,526.29395,504.30955,508.28339,486.29899,307.26425,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_22:6),814.53922,524.27825,504.30955,506.26769,486.29899,307.26425,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_23:0),840.64882,550.38785,504.30955,532.37729,486.29899,307.26425,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_24:0),854.66442,564.40345,504.30955,546.39289,486.29899,307.26425,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_24:1),852.64882,562.38785,504.30955,544.37729,486.29899,307.26425,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_25:0),868.68012,578.41915,504.30955,560.40859,486.29899,307.26425,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:2_26:0),882.69572,592.43475,504.30955,574.42419,486.29899,307.26425,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_20:3),790.53932,502.29395,502.29395,484.28339,484.28339,305.24865,305.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_20:4),788.52362,500.27825,502.29395,482.26769,484.28339,305.24865,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_20:5),786.50802,498.26265,502.29395,480.25209,484.28339,305.24865,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_21:0),810.60192,522.35655,502.29395,504.34599,484.28339,305.24865,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:0),824.61752,536.37215,502.29395,518.36159,484.28339,305.24865,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:1),822.60192,534.35655,502.29395,516.34599,484.28339,305.24865,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:2),820.58622,532.34085,502.29395,514.33029,484.28339,305.24865,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:3),818.57062,530.32525,502.29395,512.31469,484.28339,305.24865,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:4),816.55492,528.30955,502.29395,510.29899,484.28339,305.24865,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:5),814.53932,526.29395,502.29395,508.28339,484.28339,305.24865,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_22:6),812.52362,524.27825,502.29395,506.26769,484.28339,305.24865,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_23:0),838.63322,550.38785,502.29395,532.37729,484.28339,305.24865,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_24:0),852.64882,564.40345,502.29395,546.39289,484.28339,305.24865,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_24:1),850.63322,562.38785,502.29395,544.37729,484.28339,305.24865,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_25:0),866.66452,578.41915,502.29395,560.40859,484.28339,305.24865,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:3_26:0),880.68012,592.43475,502.29395,574.42419,484.28339,305.24865,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_20:4),786.50792,500.27825,500.27825,482.26769,482.26769,303.23295,303.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_20:5),784.49232,498.26265,500.27825,480.25209,482.26769,303.23295,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_21:0),808.58622,522.35655,500.27825,504.34599,482.26769,303.23295,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:0),822.60182,536.37215,500.27825,518.36159,482.26769,303.23295,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:1),820.58622,534.35655,500.27825,516.34599,482.26769,303.23295,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:2),818.57052,532.34085,500.27825,514.33029,482.26769,303.23295,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:3),816.55492,530.32525,500.27825,512.31469,482.26769,303.23295,333.27995,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:4),814.53922,528.30955,500.27825,510.29899,482.26769,303.23295,331.26425,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:5),812.52362,526.29395,500.27825,508.28339,482.26769,303.23295,329.24865,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_22:6),810.50792,524.27825,500.27825,506.26769,482.26769,303.23295,327.23295,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_23:0),836.61752,550.38785,500.27825,532.37729,482.26769,303.23295,353.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_24:0),850.63312,564.40345,500.27825,546.39289,482.26769,303.23295,367.35815,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_24:1),848.61752,562.38785,500.27825,544.37729,482.26769,303.23295,365.34255,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_25:0),864.64882,578.41915,500.27825,560.40859,482.26769,303.23295,381.37385,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:4_26:0),878.66442,592.43475,500.27825,574.42419,482.26769,303.23295,395.38945,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_20:5),782.47672,498.26265,498.26265,480.25209,480.25209,301.21735,301.21735,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_21:0),806.57062,522.35655,498.26265,504.34599,480.25209,301.21735,325.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:0),820.58622,536.37215,498.26265,518.36159,480.25209,301.21735,339.32685,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:1),818.57062,534.35655,498.26265,516.34599,480.25209,301.21735,337.31125,152.99586,96.96964,78.95852,140.01128,122.0007
PE(20:5_22:2),816.55492,532.34085,498.26265,514.33029,480.25209,301.21735,335.29555,152.99586,96.96964,78.95852,140.01128,122.0007
