PG,[M-H]-,[M-Glycerol]-,[M-T1RCH=C=O]-,[M-T2RCH=C=O]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[M-T1RCH=C=O-Glycerol]-,[M-T2RCH=C=O-Glycerol]-,[M-T1RCOOH-Glycerol]-,[M-T2RCOOH-Glycerol]-,[T1_RCOO]-,[T2_RCOO]-, [Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-,[Glycerophosphoglycerol]-,[Glycerophosphoglycerol-H2O]-,[Glycerophosphoglycerol-2H2O]-
PG(21:0_24:0),903.70606,829.66928,595.39809,553.35119,577.38753,535.34063,521.36131,479.31441,503.35075,461.30385,325.31125,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_24:1),901.69046,827.65368,593.38249,553.35119,575.37193,535.34063,519.34571,479.31441,501.33515,461.30385,325.31125,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_25:0),917.72176,843.68498,609.41379,553.35119,591.40323,535.34063,535.37701,479.31441,517.36645,461.30385,325.31125,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(21:0_26:0),931.73736,857.70058,623.42939,553.35119,605.41883,535.34063,549.39261,479.31441,531.38205,461.30385,325.31125,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_22:0),889.69036,815.65358,567.36679,567.36679,549.35623,549.35623,493.33001,493.33001,475.31945,475.31945,339.32685,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_22:1),887.67476,813.63798,565.35119,567.36679,547.34063,549.35623,491.31441,493.33001,473.30385,475.31945,339.32685,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_22:2),885.65906,811.62228,563.33549,567.36679,545.32493,549.35623,489.29871,493.33001,471.28815,475.31945,339.32685,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_22:3),883.64346,809.60668,561.31989,567.36679,543.30933,549.35623,487.28311,493.33001,469.27255,475.31945,339.32685,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_22:4),881.62776,807.59098,559.30419,567.36679,541.29363,549.35623,485.26741,493.33001,467.25685,475.31945,339.32685,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_22:5),879.61216,805.57538,557.28859,567.36679,539.27803,549.35623,483.25181,493.33001,465.24125,475.31945,339.32685,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_22:6),877.59646,803.55968,555.27289,567.36679,537.26233,549.35623,481.23611,493.33001,463.22555,475.31945,339.32685,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_23:0),903.70606,829.66928,581.38249,567.36679,563.37193,549.35623,507.34571,493.33001,489.33515,475.31945,339.32685,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_24:0),917.72166,843.68488,595.39809,567.36679,577.38753,549.35623,521.36131,493.33001,503.35075,475.31945,339.32685,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_24:1),915.70606,841.66928,593.38249,567.36679,575.37193,549.35623,519.34571,493.33001,501.33515,475.31945,339.32685,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_25:0),931.73736,857.70058,609.41379,567.36679,591.40323,549.35623,535.37701,493.33001,517.36645,475.31945,339.32685,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:0_26:0),945.75296,871.71618,623.42939,567.36679,605.41883,549.35623,549.39261,493.33001,531.38205,475.31945,339.32685,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_22:1),885.65916,811.62238,565.35119,565.35119,547.34063,547.34063,491.31441,491.31441,473.30385,473.30385,337.31125,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_22:2),883.64346,809.60668,563.33549,565.35119,545.32493,547.34063,489.29871,491.31441,471.28815,473.30385,337.31125,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_22:3),881.62786,807.59108,561.31989,565.35119,543.30933,547.34063,487.28311,491.31441,469.27255,473.30385,337.31125,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_22:4),879.61216,805.57538,559.30419,565.35119,541.29363,547.34063,485.26741,491.31441,467.25685,473.30385,337.31125,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_22:5),877.59656,803.55978,557.28859,565.35119,539.27803,547.34063,483.25181,491.31441,465.24125,473.30385,337.31125,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_22:6),875.58086,801.54408,555.27289,565.35119,537.26233,547.34063,481.23611,491.31441,463.22555,473.30385,337.31125,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_23:0),901.69046,827.65368,581.38249,565.35119,563.37193,547.34063,507.34571,491.31441,489.33515,473.30385,337.31125,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_24:0),915.70606,841.66928,595.39809,565.35119,577.38753,547.34063,521.36131,491.31441,503.35075,473.30385,337.31125,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_24:1),913.69046,839.65368,593.38249,565.35119,575.37193,547.34063,519.34571,491.31441,501.33515,473.30385,337.31125,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_25:0),929.72176,855.68498,609.41379,565.35119,591.40323,547.34063,535.37701,491.31441,517.36645,473.30385,337.31125,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:1_26:0),943.73736,869.70058,623.42939,565.35119,605.41883,547.34063,549.39261,491.31441,531.38205,473.30385,337.31125,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_22:2),881.62776,807.59098,563.33549,563.33549,545.32493,545.32493,489.29871,489.29871,471.28815,471.28815,335.29555,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_22:3),879.61216,805.57538,561.31989,563.33549,543.30933,545.32493,487.28311,489.29871,469.27255,471.28815,335.29555,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_22:4),877.59646,803.55968,559.30419,563.33549,541.29363,545.32493,485.26741,489.29871,467.25685,471.28815,335.29555,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_22:5),875.58086,801.54408,557.28859,563.33549,539.27803,545.32493,483.25181,489.29871,465.24125,471.28815,335.29555,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_22:6),873.56516,799.52838,555.27289,563.33549,537.26233,545.32493,481.23611,489.29871,463.22555,471.28815,335.29555,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_23:0),899.67476,825.63798,581.38249,563.33549,563.37193,545.32493,507.34571,489.29871,489.33515,471.28815,335.29555,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_24:0),913.69036,839.65358,595.39809,563.33549,577.38753,545.32493,521.36131,489.29871,503.35075,471.28815,335.29555,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_24:1),911.67476,837.63798,593.38249,563.33549,575.37193,545.32493,519.34571,489.29871,501.33515,471.28815,335.29555,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_25:0),927.70606,853.66928,609.41379,563.33549,591.40323,545.32493,535.37701,489.29871,517.36645,471.28815,335.29555,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:2_26:0),941.72166,867.68488,623.42939,563.33549,605.41883,545.32493,549.39261,489.29871,531.38205,471.28815,335.29555,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_22:3),877.59656,803.55978,561.31989,561.31989,543.30933,543.30933,487.28311,487.28311,469.27255,469.27255,333.27995,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_22:4),875.58086,801.54408,559.30419,561.31989,541.29363,543.30933,485.26741,487.28311,467.25685,469.27255,333.27995,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_22:5),873.56526,799.52848,557.28859,561.31989,539.27803,543.30933,483.25181,487.28311,465.24125,469.27255,333.27995,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_22:6),871.54956,797.51278,555.27289,561.31989,537.26233,543.30933,481.23611,487.28311,463.22555,469.27255,333.27995,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_23:0),897.65916,823.62238,581.38249,561.31989,563.37193,543.30933,507.34571,487.28311,489.33515,469.27255,333.27995,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_24:0),911.67476,837.63798,595.39809,561.31989,577.38753,543.30933,521.36131,487.28311,503.35075,469.27255,333.27995,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_24:1),909.65916,835.62238,593.38249,561.31989,575.37193,543.30933,519.34571,487.28311,501.33515,469.27255,333.27995,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_25:0),925.69046,851.65368,609.41379,561.31989,591.40323,543.30933,535.37701,487.28311,517.36645,469.27255,333.27995,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:3_26:0),939.70606,865.66928,623.42939,561.31989,605.41883,543.30933,549.39261,487.28311,531.38205,469.27255,333.27995,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:4_22:4),873.56516,799.52838,559.30419,559.30419,541.29363,541.29363,485.26741,485.26741,467.25685,467.25685,331.26425,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:4_22:5),871.54956,797.51278,557.28859,559.30419,539.27803,541.29363,483.25181,485.26741,465.24125,467.25685,331.26425,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:4_22:6),869.53386,795.49708,555.27289,559.30419,537.26233,541.29363,481.23611,485.26741,463.22555,467.25685,331.26425,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:4_23:0),895.64346,821.60668,581.38249,559.30419,563.37193,541.29363,507.34571,485.26741,489.33515,467.25685,331.26425,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:4_24:0),909.65906,835.62228,595.39809,559.30419,577.38753,541.29363,521.36131,485.26741,503.35075,467.25685,331.26425,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:4_24:1),907.64346,833.60668,593.38249,559.30419,575.37193,541.29363,519.34571,485.26741,501.33515,467.25685,331.26425,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:4_25:0),923.67476,849.63798,609.41379,559.30419,591.40323,541.29363,535.37701,485.26741,517.36645,467.25685,331.26425,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:4_26:0),937.69036,863.65358,623.42939,559.30419,605.41883,541.29363,549.39261,485.26741,531.38205,467.25685,331.26425,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:5_22:5),869.53396,795.49718,557.28859,557.28859,539.27803,539.27803,483.25181,483.25181,465.24125,465.24125,329.24865,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:5_22:6),867.51826,793.48148,555.27289,557.28859,537.26233,539.27803,481.23611,483.25181,463.22555,465.24125,329.24865,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:5_23:0),893.62786,819.59108,581.38249,557.28859,563.37193,539.27803,507.34571,483.25181,489.33515,465.24125,329.24865,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:5_24:0),907.64346,833.60668,595.39809,557.28859,577.38753,539.27803,521.36131,483.25181,503.35075,465.24125,329.24865,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:5_24:1),905.62786,831.59108,593.38249,557.28859,575.37193,539.27803,519.34571,483.25181,501.33515,465.24125,329.24865,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:5_25:0),921.65916,847.62238,609.41379,557.28859,591.40323,539.27803,535.37701,483.25181,517.36645,465.24125,329.24865,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:5_26:0),935.67476,861.63798,623.42939,557.28859,605.41883,539.27803,549.39261,483.25181,531.38205,465.24125,329.24865,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:6_22:6),865.50256,791.46578,555.27289,555.27289,537.26233,537.26233,481.23611,481.23611,463.22555,463.22555,327.23295,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:6_23:0),891.61216,817.57538,581.38249,555.27289,563.37193,537.26233,507.34571,481.23611,489.33515,463.22555,327.23295,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:6_24:0),905.62776,831.59098,595.39809,555.27289,577.38753,537.26233,521.36131,481.23611,503.35075,463.22555,327.23295,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:6_24:1),903.61216,829.57538,593.38249,555.27289,575.37193,537.26233,519.34571,481.23611,501.33515,463.22555,327.23295,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:6_25:0),919.64346,845.60668,609.41379,555.27289,591.40323,537.26233,535.37701,481.23611,517.36645,463.22555,327.23295,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(22:6_26:0),933.65906,859.62228,623.42939,555.27289,605.41883,537.26233,549.39261,481.23611,531.38205,463.22555,327.23295,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(23:0_23:0),917.72176,843.68498,581.38249,581.38249,563.37193,563.37193,507.34571,507.34571,489.33515,489.33515,353.34255,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(23:0_24:0),931.73736,857.70058,595.39809,581.38249,577.38753,563.37193,521.36131,507.34571,503.35075,489.33515,353.34255,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(23:0_24:1),929.72176,855.68498,593.38249,581.38249,575.37193,563.37193,519.34571,507.34571,501.33515,489.33515,353.34255,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(23:0_25:0),945.75306,871.71628,609.41379,581.38249,591.40323,563.37193,535.37701,507.34571,517.36645,489.33515,353.34255,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(23:0_26:0),959.76866,885.73188,623.42939,581.38249,605.41883,563.37193,549.39261,507.34571,531.38205,489.33515,353.34255,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(24:0_24:0),945.75296,871.71618,595.39809,595.39809,577.38753,577.38753,521.36131,521.36131,503.35075,503.35075,367.35815,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(24:0_24:1),943.73736,869.70058,593.38249,595.39809,575.37193,577.38753,519.34571,521.36131,501.33515,503.35075,367.35815,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(24:0_25:0),959.76866,885.73188,609.41379,595.39809,591.40323,577.38753,535.37701,521.36131,517.36645,503.35075,367.35815,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(24:0_26:0),973.78426,899.74748,623.42939,595.39809,605.41883,577.38753,549.39261,521.36131,531.38205,503.35075,367.35815,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(24:1_24:1),941.72176,867.68498,593.38249,593.38249,575.37193,575.37193,519.34571,519.34571,501.33515,501.33515,365.34255,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(24:1_25:0),957.75306,883.71628,609.41379,593.38249,591.40323,575.37193,535.37701,519.34571,517.36645,501.33515,365.34255,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(24:1_26:0),971.76866,897.73188,623.42939,593.38249,605.41883,575.37193,549.39261,519.34571,531.38205,501.33515,365.34255,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(25:0_25:0),973.78436,899.74758,609.41379,609.41379,591.40323,591.40323,535.37701,535.37701,517.36645,517.36645,381.37385,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(25:0_26:0),987.79996,913.76318,623.42939,609.41379,605.41883,591.40323,549.39261,535.37701,531.38205,517.36645,381.37385,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(26:0_26:0),1001.81556,927.77878,623.42939,623.42939,605.41883,605.41883,549.39261,549.39261,531.38205,531.38205,395.38945,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
scores,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.45,0.45,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625
