PG,[M-H]-,[M-Glycerol]-,[M-T1RCH=C=O]-,[M-T2RCH=C=O]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[M-T1RCH=C=O-Glycerol]-,[M-T2RCH=C=O-Glycerol]-,[M-T1RCOOH-Glycerol]-,[M-T2RCOOH-Glycerol]-,[T1_RCOO]-,[T2_RCOO]-, [Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-,[Glycerophosphoglycerol]-,[Glycerophosphoglycerol-H2O]-,[Glycerophosphoglycerol-2H2O]-
PG(15:1_18:3),727.45566,653.41888,505.25729,467.24159,487.24673,449.23103,431.22051,393.20481,413.20995,375.19425,239.20165,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_18:4),725.43996,651.40318,503.24159,467.24159,485.23103,449.23103,429.20481,393.20481,411.19425,375.19425,239.20165,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_19:0),747.51826,673.48148,525.31989,467.24159,507.30933,449.23103,451.28311,393.20481,433.27255,375.19425,239.20165,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_20:0),761.53386,687.49708,539.33549,467.24159,521.32493,449.23103,465.29871,393.20481,447.28815,375.19425,239.20165,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_20:1),759.51826,685.48148,537.31989,467.24159,519.30933,449.23103,463.28311,393.20481,445.27255,375.19425,239.20165,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_20:2),757.50256,683.46578,535.30419,467.24159,517.29363,449.23103,461.26741,393.20481,443.25685,375.19425,239.20165,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_20:3),755.48696,681.45018,533.28859,467.24159,515.27803,449.23103,459.25181,393.20481,441.24125,375.19425,239.20165,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_20:4),753.47126,679.43448,531.27289,467.24159,513.26233,449.23103,457.23611,393.20481,439.22555,375.19425,239.20165,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_20:5),751.45566,677.41888,529.25729,467.24159,511.24673,449.23103,455.22051,393.20481,437.20995,375.19425,239.20165,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_21:0),775.54956,701.51278,553.35119,467.24159,535.34063,449.23103,479.31441,393.20481,461.30385,375.19425,239.20165,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_22:0),789.56516,715.52838,567.36679,467.24159,549.35623,449.23103,493.33001,393.20481,475.31945,375.19425,239.20165,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_22:1),787.54956,713.51278,565.35119,467.24159,547.34063,449.23103,491.31441,393.20481,473.30385,375.19425,239.20165,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_22:2),785.53386,711.49708,563.33549,467.24159,545.32493,449.23103,489.29871,393.20481,471.28815,375.19425,239.20165,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_22:3),783.51826,709.48148,561.31989,467.24159,543.30933,449.23103,487.28311,393.20481,469.27255,375.19425,239.20165,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_22:4),781.50256,707.46578,559.30419,467.24159,541.29363,449.23103,485.26741,393.20481,467.25685,375.19425,239.20165,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_22:5),779.48696,705.45018,557.28859,467.24159,539.27803,449.23103,483.25181,393.20481,465.24125,375.19425,239.20165,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_22:6),777.47126,703.43448,555.27289,467.24159,537.26233,449.23103,481.23611,393.20481,463.22555,375.19425,239.20165,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_23:0),803.58086,729.54408,581.38249,467.24159,563.37193,449.23103,507.34571,393.20481,489.33515,375.19425,239.20165,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_24:0),817.59646,743.55968,595.39809,467.24159,577.38753,449.23103,521.36131,393.20481,503.35075,375.19425,239.20165,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_24:1),815.58086,741.54408,593.38249,467.24159,575.37193,449.23103,519.34571,393.20481,501.33515,375.19425,239.20165,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_25:0),831.61216,757.57538,609.41379,467.24159,591.40323,449.23103,535.37701,393.20481,517.36645,375.19425,239.20165,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(15:1_26:0),845.62776,771.59098,623.42939,467.24159,605.41883,449.23103,549.39261,393.20481,531.38205,375.19425,239.20165,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_16:0),721.50256,647.46578,483.27289,483.27289,465.26233,465.26233,409.23611,409.23611,391.22555,391.22555,255.23295,255.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_16:1),719.48696,645.45018,481.25729,483.27289,463.24673,465.26233,407.22051,409.23611,389.20995,391.22555,255.23295,253.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_17:0),735.51826,661.48148,497.28859,483.27289,479.27803,465.26233,423.25181,409.23611,405.24125,391.22555,255.23295,269.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_17:1),733.50256,659.46578,495.27289,483.27289,477.26233,465.26233,421.23611,409.23611,403.22555,391.22555,255.23295,267.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_17:2),731.48696,657.45018,493.25729,483.27289,475.24673,465.26233,419.22051,409.23611,401.20995,391.22555,255.23295,265.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_18:0),749.53386,675.49708,511.30419,483.27289,493.29363,465.26233,437.26741,409.23611,419.25685,391.22555,255.23295,283.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_18:1),747.51826,673.48148,509.28859,483.27289,491.27803,465.26233,435.25181,409.23611,417.24125,391.22555,255.23295,281.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_18:2),745.50256,671.46578,507.27289,483.27289,489.26233,465.26233,433.23611,409.23611,415.22555,391.22555,255.23295,279.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_18:3),743.48696,669.45018,505.25729,483.27289,487.24673,465.26233,431.22051,409.23611,413.20995,391.22555,255.23295,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_18:4),741.47126,667.43448,503.24159,483.27289,485.23103,465.26233,429.20481,409.23611,411.19425,391.22555,255.23295,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_19:0),763.54956,689.51278,525.31989,483.27289,507.30933,465.26233,451.28311,409.23611,433.27255,391.22555,255.23295,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_20:0),777.56516,703.52838,539.33549,483.27289,521.32493,465.26233,465.29871,409.23611,447.28815,391.22555,255.23295,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_20:1),775.54956,701.51278,537.31989,483.27289,519.30933,465.26233,463.28311,409.23611,445.27255,391.22555,255.23295,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_20:2),773.53386,699.49708,535.30419,483.27289,517.29363,465.26233,461.26741,409.23611,443.25685,391.22555,255.23295,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_20:3),771.51826,697.48148,533.28859,483.27289,515.27803,465.26233,459.25181,409.23611,441.24125,391.22555,255.23295,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_20:4),769.50256,695.46578,531.27289,483.27289,513.26233,465.26233,457.23611,409.23611,439.22555,391.22555,255.23295,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_20:5),767.48696,693.45018,529.25729,483.27289,511.24673,465.26233,455.22051,409.23611,437.20995,391.22555,255.23295,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_21:0),791.58086,717.54408,553.35119,483.27289,535.34063,465.26233,479.31441,409.23611,461.30385,391.22555,255.23295,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_22:0),805.59646,731.55968,567.36679,483.27289,549.35623,465.26233,493.33001,409.23611,475.31945,391.22555,255.23295,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_22:1),803.58086,729.54408,565.35119,483.27289,547.34063,465.26233,491.31441,409.23611,473.30385,391.22555,255.23295,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_22:2),801.56516,727.52838,563.33549,483.27289,545.32493,465.26233,489.29871,409.23611,471.28815,391.22555,255.23295,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_22:3),799.54956,725.51278,561.31989,483.27289,543.30933,465.26233,487.28311,409.23611,469.27255,391.22555,255.23295,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_22:4),797.53386,723.49708,559.30419,483.27289,541.29363,465.26233,485.26741,409.23611,467.25685,391.22555,255.23295,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_22:5),795.51826,721.48148,557.28859,483.27289,539.27803,465.26233,483.25181,409.23611,465.24125,391.22555,255.23295,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_22:6),793.50256,719.46578,555.27289,483.27289,537.26233,465.26233,481.23611,409.23611,463.22555,391.22555,255.23295,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_23:0),819.61216,745.57538,581.38249,483.27289,563.37193,465.26233,507.34571,409.23611,489.33515,391.22555,255.23295,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_24:0),833.62776,759.59098,595.39809,483.27289,577.38753,465.26233,521.36131,409.23611,503.35075,391.22555,255.23295,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_24:1),831.61216,757.57538,593.38249,483.27289,575.37193,465.26233,519.34571,409.23611,501.33515,391.22555,255.23295,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_25:0),847.64346,773.60668,609.41379,483.27289,591.40323,465.26233,535.37701,409.23611,517.36645,391.22555,255.23295,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:0_26:0),861.65906,787.62228,623.42939,483.27289,605.41883,465.26233,549.39261,409.23611,531.38205,391.22555,255.23295,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_16:1),717.47136,643.43458,481.25729,481.25729,463.24673,463.24673,407.22051,407.22051,389.20995,389.20995,253.21735,253.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_17:0),733.50266,659.46588,497.28859,481.25729,479.27803,463.24673,423.25181,407.22051,405.24125,389.20995,253.21735,269.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_17:1),731.48696,657.45018,495.27289,481.25729,477.26233,463.24673,421.23611,407.22051,403.22555,389.20995,253.21735,267.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_17:2),729.47136,655.43458,493.25729,481.25729,475.24673,463.24673,419.22051,407.22051,401.20995,389.20995,253.21735,265.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_18:0),747.51826,673.48148,511.30419,481.25729,493.29363,463.24673,437.26741,407.22051,419.25685,389.20995,253.21735,283.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_18:1),745.50266,671.46588,509.28859,481.25729,491.27803,463.24673,435.25181,407.22051,417.24125,389.20995,253.21735,281.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_18:2),743.48696,669.45018,507.27289,481.25729,489.26233,463.24673,433.23611,407.22051,415.22555,389.20995,253.21735,279.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_18:3),741.47136,667.43458,505.25729,481.25729,487.24673,463.24673,431.22051,407.22051,413.20995,389.20995,253.21735,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_18:4),739.45566,665.41888,503.24159,481.25729,485.23103,463.24673,429.20481,407.22051,411.19425,389.20995,253.21735,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_19:0),761.53396,687.49718,525.31989,481.25729,507.30933,463.24673,451.28311,407.22051,433.27255,389.20995,253.21735,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_20:0),775.54956,701.51278,539.33549,481.25729,521.32493,463.24673,465.29871,407.22051,447.28815,389.20995,253.21735,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_20:1),773.53396,699.49718,537.31989,481.25729,519.30933,463.24673,463.28311,407.22051,445.27255,389.20995,253.21735,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_20:2),771.51826,697.48148,535.30419,481.25729,517.29363,463.24673,461.26741,407.22051,443.25685,389.20995,253.21735,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_20:3),769.50266,695.46588,533.28859,481.25729,515.27803,463.24673,459.25181,407.22051,441.24125,389.20995,253.21735,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_20:4),767.48696,693.45018,531.27289,481.25729,513.26233,463.24673,457.23611,407.22051,439.22555,389.20995,253.21735,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_20:5),765.47136,691.43458,529.25729,481.25729,511.24673,463.24673,455.22051,407.22051,437.20995,389.20995,253.21735,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_21:0),789.56526,715.52848,553.35119,481.25729,535.34063,463.24673,479.31441,407.22051,461.30385,389.20995,253.21735,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_22:0),803.58086,729.54408,567.36679,481.25729,549.35623,463.24673,493.33001,407.22051,475.31945,389.20995,253.21735,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_22:1),801.56526,727.52848,565.35119,481.25729,547.34063,463.24673,491.31441,407.22051,473.30385,389.20995,253.21735,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_22:2),799.54956,725.51278,563.33549,481.25729,545.32493,463.24673,489.29871,407.22051,471.28815,389.20995,253.21735,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_22:3),797.53396,723.49718,561.31989,481.25729,543.30933,463.24673,487.28311,407.22051,469.27255,389.20995,253.21735,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_22:4),795.51826,721.48148,559.30419,481.25729,541.29363,463.24673,485.26741,407.22051,467.25685,389.20995,253.21735,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_22:5),793.50266,719.46588,557.28859,481.25729,539.27803,463.24673,483.25181,407.22051,465.24125,389.20995,253.21735,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_22:6),791.48696,717.45018,555.27289,481.25729,537.26233,463.24673,481.23611,407.22051,463.22555,389.20995,253.21735,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_23:0),817.59656,743.55978,581.38249,481.25729,563.37193,463.24673,507.34571,407.22051,489.33515,389.20995,253.21735,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_24:0),831.61216,757.57538,595.39809,481.25729,577.38753,463.24673,521.36131,407.22051,503.35075,389.20995,253.21735,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_24:1),829.59656,755.55978,593.38249,481.25729,575.37193,463.24673,519.34571,407.22051,501.33515,389.20995,253.21735,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_25:0),845.62786,771.59108,609.41379,481.25729,591.40323,463.24673,535.37701,407.22051,517.36645,389.20995,253.21735,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(16:1_26:0),859.64346,785.60668,623.42939,481.25729,605.41883,463.24673,549.39261,407.22051,531.38205,389.20995,253.21735,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_17:0),749.53396,675.49718,497.28859,497.28859,479.27803,479.27803,423.25181,423.25181,405.24125,405.24125,269.24865,269.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_17:1),747.51826,673.48148,495.27289,497.28859,477.26233,479.27803,421.23611,423.25181,403.22555,405.24125,269.24865,267.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_17:2),745.50266,671.46588,493.25729,497.28859,475.24673,479.27803,419.22051,423.25181,401.20995,405.24125,269.24865,265.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_18:0),763.54956,689.51278,511.30419,497.28859,493.29363,479.27803,437.26741,423.25181,419.25685,405.24125,269.24865,283.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_18:1),761.53396,687.49718,509.28859,497.28859,491.27803,479.27803,435.25181,423.25181,417.24125,405.24125,269.24865,281.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_18:2),759.51826,685.48148,507.27289,497.28859,489.26233,479.27803,433.23611,423.25181,415.22555,405.24125,269.24865,279.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_18:3),757.50266,683.46588,505.25729,497.28859,487.24673,479.27803,431.22051,423.25181,413.20995,405.24125,269.24865,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_18:4),755.48696,681.45018,503.24159,497.28859,485.23103,479.27803,429.20481,423.25181,411.19425,405.24125,269.24865,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_19:0),777.56526,703.52848,525.31989,497.28859,507.30933,479.27803,451.28311,423.25181,433.27255,405.24125,269.24865,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_20:0),791.58086,717.54408,539.33549,497.28859,521.32493,479.27803,465.29871,423.25181,447.28815,405.24125,269.24865,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_20:1),789.56526,715.52848,537.31989,497.28859,519.30933,479.27803,463.28311,423.25181,445.27255,405.24125,269.24865,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_20:2),787.54956,713.51278,535.30419,497.28859,517.29363,479.27803,461.26741,423.25181,443.25685,405.24125,269.24865,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_20:3),785.53396,711.49718,533.28859,497.28859,515.27803,479.27803,459.25181,423.25181,441.24125,405.24125,269.24865,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_20:4),783.51826,709.48148,531.27289,497.28859,513.26233,479.27803,457.23611,423.25181,439.22555,405.24125,269.24865,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_20:5),781.50266,707.46588,529.25729,497.28859,511.24673,479.27803,455.22051,423.25181,437.20995,405.24125,269.24865,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_21:0),805.59656,731.55978,553.35119,497.28859,535.34063,479.27803,479.31441,423.25181,461.30385,405.24125,269.24865,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_22:0),819.61216,745.57538,567.36679,497.28859,549.35623,479.27803,493.33001,423.25181,475.31945,405.24125,269.24865,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_22:1),817.59656,743.55978,565.35119,497.28859,547.34063,479.27803,491.31441,423.25181,473.30385,405.24125,269.24865,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_22:2),815.58086,741.54408,563.33549,497.28859,545.32493,479.27803,489.29871,423.25181,471.28815,405.24125,269.24865,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_22:3),813.56526,739.52848,561.31989,497.28859,543.30933,479.27803,487.28311,423.25181,469.27255,405.24125,269.24865,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_22:4),811.54956,737.51278,559.30419,497.28859,541.29363,479.27803,485.26741,423.25181,467.25685,405.24125,269.24865,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_22:5),809.53396,735.49718,557.28859,497.28859,539.27803,479.27803,483.25181,423.25181,465.24125,405.24125,269.24865,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_22:6),807.51826,733.48148,555.27289,497.28859,537.26233,479.27803,481.23611,423.25181,463.22555,405.24125,269.24865,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_23:0),833.62786,759.59108,581.38249,497.28859,563.37193,479.27803,507.34571,423.25181,489.33515,405.24125,269.24865,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_24:0),847.64346,773.60668,595.39809,497.28859,577.38753,479.27803,521.36131,423.25181,503.35075,405.24125,269.24865,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_24:1),845.62786,771.59108,593.38249,497.28859,575.37193,479.27803,519.34571,423.25181,501.33515,405.24125,269.24865,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_25:0),861.65916,787.62238,609.41379,497.28859,591.40323,479.27803,535.37701,423.25181,517.36645,405.24125,269.24865,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:0_26:0),875.67476,801.63798,623.42939,497.28859,605.41883,479.27803,549.39261,423.25181,531.38205,405.24125,269.24865,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_17:1),745.50256,671.46578,495.27289,495.27289,477.26233,477.26233,421.23611,421.23611,403.22555,403.22555,267.23295,267.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_17:2),743.48696,669.45018,493.25729,495.27289,475.24673,477.26233,419.22051,421.23611,401.20995,403.22555,267.23295,265.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_18:0),761.53386,687.49708,511.30419,495.27289,493.29363,477.26233,437.26741,421.23611,419.25685,403.22555,267.23295,283.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_18:1),759.51826,685.48148,509.28859,495.27289,491.27803,477.26233,435.25181,421.23611,417.24125,403.22555,267.23295,281.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_18:2),757.50256,683.46578,507.27289,495.27289,489.26233,477.26233,433.23611,421.23611,415.22555,403.22555,267.23295,279.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_18:3),755.48696,681.45018,505.25729,495.27289,487.24673,477.26233,431.22051,421.23611,413.20995,403.22555,267.23295,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_18:4),753.47126,679.43448,503.24159,495.27289,485.23103,477.26233,429.20481,421.23611,411.19425,403.22555,267.23295,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_19:0),775.54956,701.51278,525.31989,495.27289,507.30933,477.26233,451.28311,421.23611,433.27255,403.22555,267.23295,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_20:0),789.56516,715.52838,539.33549,495.27289,521.32493,477.26233,465.29871,421.23611,447.28815,403.22555,267.23295,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_20:1),787.54956,713.51278,537.31989,495.27289,519.30933,477.26233,463.28311,421.23611,445.27255,403.22555,267.23295,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_20:2),785.53386,711.49708,535.30419,495.27289,517.29363,477.26233,461.26741,421.23611,443.25685,403.22555,267.23295,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_20:3),783.51826,709.48148,533.28859,495.27289,515.27803,477.26233,459.25181,421.23611,441.24125,403.22555,267.23295,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_20:4),781.50256,707.46578,531.27289,495.27289,513.26233,477.26233,457.23611,421.23611,439.22555,403.22555,267.23295,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_20:5),779.48696,705.45018,529.25729,495.27289,511.24673,477.26233,455.22051,421.23611,437.20995,403.22555,267.23295,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_21:0),803.58086,729.54408,553.35119,495.27289,535.34063,477.26233,479.31441,421.23611,461.30385,403.22555,267.23295,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_22:0),817.59646,743.55968,567.36679,495.27289,549.35623,477.26233,493.33001,421.23611,475.31945,403.22555,267.23295,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_22:1),815.58086,741.54408,565.35119,495.27289,547.34063,477.26233,491.31441,421.23611,473.30385,403.22555,267.23295,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_22:2),813.56516,739.52838,563.33549,495.27289,545.32493,477.26233,489.29871,421.23611,471.28815,403.22555,267.23295,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_22:3),811.54956,737.51278,561.31989,495.27289,543.30933,477.26233,487.28311,421.23611,469.27255,403.22555,267.23295,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_22:4),809.53386,735.49708,559.30419,495.27289,541.29363,477.26233,485.26741,421.23611,467.25685,403.22555,267.23295,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_22:5),807.51826,733.48148,557.28859,495.27289,539.27803,477.26233,483.25181,421.23611,465.24125,403.22555,267.23295,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_22:6),805.50256,731.46578,555.27289,495.27289,537.26233,477.26233,481.23611,421.23611,463.22555,403.22555,267.23295,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_23:0),831.61216,757.57538,581.38249,495.27289,563.37193,477.26233,507.34571,421.23611,489.33515,403.22555,267.23295,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_24:0),845.62776,771.59098,595.39809,495.27289,577.38753,477.26233,521.36131,421.23611,503.35075,403.22555,267.23295,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_24:1),843.61216,769.57538,593.38249,495.27289,575.37193,477.26233,519.34571,421.23611,501.33515,403.22555,267.23295,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:1_25:0),859.64346,785.60668,609.41379,495.27289,591.40323,477.26233,535.37701,421.23611,517.36645,403.22555,267.23295,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
