"TG","[M+K]+","[M+K-acyl-sn1-H2O]+","[M+K-acyl-sn2-H2O]+","[M+K-acyl-sn3-H2O]+"
"TG(49:4) TG(10:0_17:0_22:4)",851.6526,679.506406,581.396806,519.381206
"TG(49:4) TG(10:0_18:4_21:0)",851.6526,679.506406,575.443806,525.334206
"TG(49:4) TG(10:0_19:0_20:4)",851.6526,679.506406,553.365506,547.412506
"TG(49:4) TG(18:4_23:0_8:0)",851.6526,575.443806,497.302906,707.537706
"TG(49:4) TG(19:0_22:4_8:0)",851.6526,553.365506,519.381206,707.537706
"TG(49:4) TG(20:4_21:0_8:0)",851.6526,547.412506,525.334206,707.537706
"TG(49:4) TG(15:0_16:1_18:3)",851.6527,609.428206,597.428206,573.428206
"TG(49:4) TG(14:1_15:0_20:3)",851.6527,625.459506,609.428206,545.396906
"TG(49:4) TG(14:1_17:0_18:3)",851.6527,625.459506,581.396906,573.428206
"TG(49:4) TG(13:0_16:1_20:3)",851.6527,637.459506,597.428206,545.396906
"TG(49:4) TG(13:0_18:1_18:3)",851.6527,637.459506,569.396906,573.428206
"TG(50:10) TG(10:0_18:4_22:6)",853.5743,681.428106,577.365506,525.334206
"TG(50:10) TG(20:4_22:6_8:0)",853.5743,549.334206,525.334206,709.459406
"TG(50:10) TG(10:0_20:5_20:5)",853.5744,681.428206,551.349906,551.349906
"TG(50:10) TG(20:5_22:5_8:0)",853.5744,551.349906,523.318606,709.459506
"TG(49:3) TG(15:0_16:1_18:2)",853.6683,611.443806,599.443806,573.428206
"TG(49:3) TG(15:0_16:0_18:3)",853.6683,611.443806,597.428206,575.443806
"TG(49:3) TG(14:0_15:0_20:3)",853.6683,625.459506,611.443806,547.412506
"TG(49:3) TG(14:0_17:0_18:3)",853.6683,625.459506,583.412506,575.443806
"TG(49:3) TG(14:1_15:0_20:2)",853.6683,627.475106,611.443806,545.396906
"TG(49:3) TG(14:1_17:0_18:2)",853.6683,627.475106,583.412506,573.428206
"TG(49:3) TG(13:0_14:1_22:2)",853.6683,639.475106,627.475106,517.365606
"TG(49:3) TG(13:0_16:1_20:2)",853.6683,639.475106,599.443806,545.396906
"TG(49:3) TG(13:0_16:0_20:3)",853.6683,639.475106,597.428206,547.412506
"TG(49:3) TG(13:0_18:0_18:3)",853.6683,639.475106,569.396906,575.443806
"TG(49:3) TG(13:0_18:1_18:2)",853.6683,639.475106,571.412506,573.428206
"TG(49:3) TG(12:0_17:0_20:3)",853.6683,653.490806,583.412506,547.412506
"TG(49:3) TG(12:0_18:3_19:0)",853.6683,653.490806,575.443806,555.381206
"TG(49:3) TG(10:0_18:3_21:0)",853.6683,681.522106,575.443806,527.349906
"TG(49:3) TG(10:0_19:0_20:3)",853.6683,681.522106,555.381206,547.412506
"TG(49:3) TG(18:3_23:0_8:0)",853.6683,575.443806,499.318606,709.553406
"TG(49:3) TG(20:3_21:0_8:0)",853.6683,547.412506,527.349906,709.553406
"TG(50:9) TG(14:1_18:4_18:4)",855.59,629.396806,579.381206,579.381206
"TG(50:9) TG(12:0_18:4_20:5)",855.59,655.412506,579.381206,553.365506
"TG(50:9) TG(10:0_18:4_22:5)",855.59,683.443806,579.381206,525.334206
"TG(50:9) TG(10:0_18:3_22:6)",855.59,683.443806,577.365506,527.349906
"TG(50:9) TG(10:0_20:4_20:5)",855.59,683.443806,551.349906,553.365506
"TG(50:9) TG(20:5_22:4_8:0)",855.59,553.365506,523.318606,711.475106
"TG(50:9) TG(20:4_22:5_8:0)",855.59,551.349906,525.334206,711.475106
"TG(50:9) TG(20:3_22:6_8:0)",855.59,549.334206,527.349906,711.475106
"TG(49:2) TG(15:0_16:0_18:2)",855.6839,613.459406,599.443806,575.443806
"TG(49:2) TG(14:0_15:0_20:2)",855.6839,627.475106,613.459406,547.412506
"TG(49:2) TG(14:0_17:0_18:2)",855.6839,627.475106,585.428106,575.443806
"TG(49:2) TG(13:0_14:0_22:2)",855.6839,641.490706,627.475106,519.381206
"TG(49:2) TG(13:0_16:0_20:2)",855.6839,641.490706,599.443806,547.412506
"TG(49:2) TG(13:0_18:0_18:2)",855.6839,641.490706,571.412506,575.443806
"TG(49:2) TG(12:0_15:0_22:2)",855.6839,655.506406,613.459406,519.381206
"TG(49:2) TG(12:0_17:0_20:2)",855.6839,655.506406,585.428106,547.412506
"TG(49:2) TG(12:0_18:2_19:0)",855.6839,655.506406,575.443806,557.396806
"TG(49:2) TG(10:0_17:0_22:2)",855.6839,683.537706,585.428106,519.381206
"TG(49:2) TG(10:0_18:2_21:0)",855.6839,683.537706,575.443806,529.365506
"TG(49:2) TG(10:0_19:0_20:2)",855.6839,683.537706,557.396806,547.412506
"TG(49:2) TG(18:2_23:0_8:0)",855.6839,575.443806,501.334206,711.569006
"TG(49:2) TG(19:0_22:2_8:0)",855.6839,557.396806,519.381206,711.569006
"TG(49:2) TG(20:2_21:0_8:0)",855.6839,547.412506,529.365506,711.569006
"TG(49:2) TG(16:1_16:1_17:0)",855.684,601.459506,601.459506,585.428206
"TG(49:2) TG(15:0_16:1_18:1)",855.684,613.459506,601.459506,573.428206
"TG(49:2) TG(14:1_14:1_21:0)",855.684,629.490806,629.490806,529.365606
"TG(49:2) TG(14:1_15:0_20:1)",855.684,629.490806,613.459506,545.396906
"TG(49:2) TG(14:1_16:1_19:0)",855.684,629.490806,601.459506,557.396906
"TG(49:2) TG(14:1_17:0_18:1)",855.684,629.490806,585.428206,573.428206
"TG(49:2) TG(13:0_14:1_22:1)",855.684,641.490806,629.490806,517.365606
"TG(49:2) TG(13:0_16:1_20:1)",855.684,641.490806,601.459506,545.396906
"TG(49:2) TG(13:0_18:1_18:1)",855.684,641.490806,573.428206,573.428206
"TG(50:8) TG(14:0_18:4_18:4)",857.6056,629.396806,581.396806,581.396806
"TG(50:8) TG(12:0_18:4_20:4)",857.6056,657.428106,581.396806,553.365506
"TG(50:8) TG(10:0_18:4_22:4)",857.6056,685.459406,581.396806,525.334206
"TG(50:8) TG(10:0_18:2_22:6)",857.6056,685.459406,577.365506,529.365506
"TG(50:8) TG(10:0_20:4_20:4)",857.6056,685.459406,553.365506,553.365506
"TG(50:8) TG(20:4_22:4_8:0)",857.6056,553.365506,525.334206,713.490706
"TG(50:8) TG(20:2_22:6_8:0)",857.6056,549.334206,529.365506,713.490706
"TG(50:8) TG(14:1_14:1_22:6)",857.6057,631.412506,631.412506,529.365606
"TG(50:8) TG(14:1_18:3_18:4)",857.6057,631.412506,579.381206,581.396906
"TG(50:8) TG(12:0_18:3_20:5)",857.6057,657.428206,579.381206,555.381206
"TG(50:8) TG(10:0_18:3_22:5)",857.6057,685.459506,579.381206,527.349906
"TG(50:8) TG(10:0_20:3_20:5)",857.6057,685.459506,551.349906,555.381206
"TG(50:8) TG(20:3_22:5_8:0)",857.6057,551.349906,527.349906,713.490806
"TG(49:1) TG(16:0_16:1_17:0)",857.6996,601.459506,603.475106,587.443806
"TG(49:1) TG(15:0_16:1_18:0)",857.6996,615.475106,603.475106,573.428206
"TG(49:1) TG(15:0_16:0_18:1)",857.6996,615.475106,601.459506,575.443806
"TG(49:1) TG(14:0_14:1_21:0)",857.6996,629.490806,631.506406,531.381206
"TG(49:1) TG(14:0_15:0_20:1)",857.6996,629.490806,615.475106,547.412506
"TG(49:1) TG(14:0_16:1_19:0)",857.6996,629.490806,603.475106,559.412506
"TG(49:1) TG(14:0_17:0_18:1)",857.6996,629.490806,587.443806,575.443806
"TG(49:1) TG(14:1_15:0_20:0)",857.6996,631.506406,615.475106,545.396906
"TG(49:1) TG(14:1_16:0_19:0)",857.6996,631.506406,601.459506,559.412506
"TG(49:1) TG(14:1_17:0_18:0)",857.6996,631.506406,587.443806,573.428206
"TG(49:1) TG(13:0_14:1_22:0)",857.6996,643.506406,631.506406,517.365606
"TG(49:1) TG(13:0_14:0_22:1)",857.6996,643.506406,629.490806,519.381206
"TG(49:1) TG(13:0_16:1_20:0)",857.6996,643.506406,603.475106,545.396906
"TG(49:1) TG(13:0_16:0_20:1)",857.6996,643.506406,601.459506,547.412506
"TG(49:1) TG(13:0_18:0_18:1)",857.6996,643.506406,573.428206,575.443806
"TG(49:1) TG(12:0_13:0_24:1)",857.6996,657.522106,643.506406,491.349906
"TG(49:1) TG(12:0_14:1_23:0)",857.6996,657.522106,631.506406,503.349906
"TG(49:1) TG(12:0_15:0_22:1)",857.6996,657.522106,615.475106,519.381206
"TG(49:1) TG(12:0_16:1_21:0)",857.6996,657.522106,603.475106,531.381206
"TG(49:1) TG(12:0_17:0_20:1)",857.6996,657.522106,587.443806,547.412506
"TG(49:1) TG(12:0_18:1_19:0)",857.6996,657.522106,575.443806,559.412506
"TG(49:1) TG(10:0_15:0_24:1)",857.6996,685.553406,615.475106,491.349906
"TG(49:1) TG(10:0_16:1_23:0)",857.6996,685.553406,603.475106,503.349906
"TG(49:1) TG(10:0_17:0_22:1)",857.6996,685.553406,587.443806,519.381206
"TG(49:1) TG(10:0_18:1_21:0)",857.6996,685.553406,575.443806,531.381206
"TG(49:1) TG(10:0_19:0_20:1)",857.6996,685.553406,559.412506,547.412506
"TG(49:1) TG(17:0_24:1_8:0)",857.6996,587.443806,491.349906,713.584706
"TG(49:1) TG(18:1_23:0_8:0)",857.6996,575.443806,503.349906,713.584706
"TG(49:1) TG(19:0_22:1_8:0)",857.6996,559.412506,519.381206,713.584706
"TG(49:1) TG(20:1_21:0_8:0)",857.6996,547.412506,531.381206,713.584706
"TG(50:7) TG(14:0_14:1_22:6)",859.6213,631.412506,633.428106,531.381206
"TG(50:7) TG(14:0_18:3_18:4)",859.6213,631.412506,581.396806,583.412506
"TG(50:7) TG(14:1_18:2_18:4)",859.6213,633.428106,579.381206,583.412506
"TG(50:7) TG(12:0_16:1_22:6)",859.6213,659.443806,605.396806,531.381206
"TG(50:7) TG(12:0_18:4_20:3)",859.6213,659.443806,583.412506,553.365506
"TG(50:7) TG(12:0_18:3_20:4)",859.6213,659.443806,581.396806,555.381206
"TG(50:7) TG(12:0_18:2_20:5)",859.6213,659.443806,579.381206,557.396806
"TG(50:7) TG(10:0_18:3_22:4)",859.6213,687.475106,581.396806,527.349906
"TG(50:7) TG(10:0_18:2_22:5)",859.6213,687.475106,579.381206,529.365506
"TG(50:7) TG(10:0_18:1_22:6)",859.6213,687.475106,577.365506,531.381206
"TG(50:7) TG(10:0_20:2_20:5)",859.6213,687.475106,551.349906,557.396806
"TG(50:7) TG(10:0_20:3_20:4)",859.6213,687.475106,553.365506,555.381206
"TG(50:7) TG(20:5_22:2_8:0)",859.6213,557.396806,523.318606,715.506406
"TG(50:7) TG(20:3_22:4_8:0)",859.6213,553.365506,527.349906,715.506406
"TG(50:7) TG(20:2_22:5_8:0)",859.6213,551.349906,529.365506,715.506406
"TG(50:7) TG(20:1_22:6_8:0)",859.6213,549.334206,531.381206,715.506406
"TG(50:7) TG(14:1_14:1_22:5)",859.6214,633.428206,633.428206,529.365606
"TG(50:7) TG(14:1_16:1_20:5)",859.6214,633.428206,605.396906,557.396906
"TG(50:7) TG(14:1_18:3_18:3)",859.6214,633.428206,581.396906,581.396906
"TG(49:0) TG(16:0_16:0_17:0)",859.7152,603.475106,603.475106,589.459406
"TG(49:0) TG(15:0_16:0_18:0)",859.7152,617.490706,603.475106,575.443806
"TG(49:0) TG(14:0_14:0_21:0)",859.7152,631.506406,631.506406,533.396806
"TG(49:0) TG(14:0_15:0_20:0)",859.7152,631.506406,617.490706,547.412506
"TG(49:0) TG(14:0_16:0_19:0)",859.7152,631.506406,603.475106,561.428106
"TG(49:0) TG(14:0_17:0_18:0)",859.7152,631.506406,589.459406,575.443806
"TG(49:0) TG(13:0_14:0_22:0)",859.7152,645.522006,631.506406,519.381206
"TG(49:0) TG(13:0_16:0_20:0)",859.7152,645.522006,603.475106,547.412506
"TG(49:0) TG(13:0_18:0_18:0)",859.7152,645.522006,575.443806,575.443806
"TG(49:0) TG(12:0_13:0_24:0)",859.7152,659.537706,645.522006,491.349906
"TG(49:0) TG(12:0_14:0_23:0)",859.7152,659.537706,631.506406,505.365506
"TG(49:0) TG(12:0_15:0_22:0)",859.7152,659.537706,617.490706,519.381206
"TG(49:0) TG(12:0_16:0_21:0)",859.7152,659.537706,603.475106,533.396806
"TG(49:0) TG(12:0_17:0_20:0)",859.7152,659.537706,589.459406,547.412506
"TG(49:0) TG(12:0_18:0_19:0)",859.7152,659.537706,575.443806,561.428106
"TG(49:0) TG(10:0_15:0_24:0)",859.7152,687.569006,617.490706,491.349906
"TG(49:0) TG(10:0_16:0_23:0)",859.7152,687.569006,603.475106,505.365506
"TG(49:0) TG(10:0_17:0_22:0)",859.7152,687.569006,589.459406,519.381206
"TG(49:0) TG(10:0_18:0_21:0)",859.7152,687.569006,575.443806,533.396806
"TG(49:0) TG(10:0_19:0_20:0)",859.7152,687.569006,561.428106,547.412506
"TG(49:0) TG(17:0_24:0_8:0)",859.7152,589.459406,491.349906,715.600306
"TG(49:0) TG(18:0_23:0_8:0)",859.7152,575.443806,505.365506,715.600306
"TG(49:0) TG(19:0_22:0_8:0)",859.7152,561.428106,519.381206,715.600306
"TG(49:0) TG(20:0_21:0_8:0)",859.7152,547.412506,533.396806,715.600306
"TG(49:0) TG(15:0_15:0_19:0)",859.7153,617.490806,617.490806,561.428206
"TG(49:0) TG(15:0_17:0_17:0)",859.7153,617.490806,589.459506,589.459506
"TG(49:0) TG(13:0_13:0_23:0)",859.7153,645.522106,645.522106,505.365606
"TG(49:0) TG(13:0_15:0_21:0)",859.7153,645.522106,617.490806,533.396906
"TG(49:0) TG(13:0_17:0_19:0)",859.7153,645.522106,589.459506,561.428206
"TG(50:6) TG(14:0_14:0_22:6)",861.6369,633.428106,633.428106,533.396806
"TG(50:6) TG(14:0_18:2_18:4)",861.6369,633.428106,581.396806,585.428106
"TG(50:6) TG(12:0_16:0_22:6)",861.6369,661.459406,605.396806,533.396806
"TG(50:6) TG(12:0_18:4_20:2)",861.6369,661.459406,585.428106,553.365506
"TG(50:6) TG(12:0_18:2_20:4)",861.6369,661.459406,581.396806,557.396806
"TG(50:6) TG(10:0_18:4_22:2)",861.6369,689.490706,585.428106,525.334206
"TG(50:6) TG(10:0_18:2_22:4)",861.6369,689.490706,581.396806,529.365506
"TG(50:6) TG(10:0_18:0_22:6)",861.6369,689.490706,577.365506,533.396806
"TG(50:6) TG(10:0_20:2_20:4)",861.6369,689.490706,553.365506,557.396806
"TG(50:6) TG(20:4_22:2_8:0)",861.6369,557.396806,525.334206,717.522006
"TG(50:6) TG(20:2_22:4_8:0)",861.6369,553.365506,529.365506,717.522006
"TG(50:6) TG(20:0_22:6_8:0)",861.6369,549.334206,533.396806,717.522006
"TG(50:6) TG(16:1_16:1_18:4)",861.637,607.412506,607.412506,585.428206
"TG(50:6) TG(14:1_14:1_22:4)",861.637,635.443806,635.443806,529.365606
"TG(50:6) TG(14:0_14:1_22:5)",861.637,633.428206,635.443806,531.381206
"TG(50:6) TG(14:0_16:1_20:5)",861.637,633.428206,607.412506,559.412506
"TG(50:6) TG(14:0_18:3_18:3)",861.637,633.428206,583.412506,583.412506
"TG(50:6) TG(14:1_16:1_20:4)",861.637,635.443806,607.412506,557.396906
"TG(50:6) TG(14:1_16:0_20:5)",861.637,635.443806,605.396906,559.412506
"TG(50:6) TG(14:1_18:1_18:4)",861.637,635.443806,579.381206,585.428206
"TG(50:6) TG(14:1_18:2_18:3)",861.637,635.443806,581.396906,583.412506
"TG(50:6) TG(13:0_15:0_22:6)",861.637,647.443806,619.412506,533.396906
"TG(50:6) TG(12:0_16:1_22:5)",861.637,661.459506,607.412506,531.381206
"TG(50:6) TG(12:0_18:3_20:3)",861.637,661.459506,583.412506,555.381206
"TG(50:6) TG(12:0_18:1_20:5)",861.637,661.459506,579.381206,559.412506
"TG(50:6) TG(10:0_18:1_22:5)",861.637,689.490806,579.381206,531.381206
"TG(50:6) TG(10:0_20:1_20:5)",861.637,689.490806,551.349906,559.412506
"TG(50:6) TG(10:0_20:3_20:3)",861.637,689.490806,555.381206,555.381206
"TG(50:6) TG(20:5_22:1_8:0)",861.637,559.412506,523.318606,717.522106
"TG(50:6) TG(20:1_22:5_8:0)",861.637,551.349906,531.381206,717.522106
"TG(50:5) TG(16:0_16:1_18:4)",863.6526,607.412506,609.428106,587.443806
"TG(50:5) TG(14:0_14:0_22:5)",863.6526,635.443806,635.443806,533.396806
"TG(50:5) TG(14:0_14:1_22:4)",863.6526,635.443806,637.459406,531.381206
"TG(50:5) TG(14:0_16:1_20:4)",863.6526,635.443806,609.428106,559.412506
"TG(50:5) TG(14:0_16:0_20:5)",863.6526,635.443806,607.412506,561.428106
"TG(50:5) TG(14:0_18:1_18:4)",863.6526,635.443806,581.396806,587.443806
"TG(50:5) TG(14:0_18:2_18:3)",863.6526,635.443806,583.412506,585.428106
"TG(50:5) TG(14:1_16:0_20:4)",863.6526,637.459406,607.412506,559.412506
"TG(50:5) TG(14:1_18:0_18:4)",863.6526,637.459406,579.381206,587.443806
"TG(50:5) TG(14:1_18:2_18:2)",863.6526,637.459406,583.412506,583.412506
"TG(50:5) TG(12:0_16:1_22:4)",863.6526,663.475106,609.428106,531.381206
"TG(50:5) TG(12:0_16:0_22:5)",863.6526,663.475106,607.412506,533.396806
"TG(50:5) TG(12:0_18:4_20:1)",863.6526,663.475106,587.443806,553.365506
"TG(50:5) TG(12:0_18:3_20:2)",863.6526,663.475106,585.428106,555.381206
"TG(50:5) TG(12:0_18:2_20:3)",863.6526,663.475106,583.412506,557.396806
"TG(50:5) TG(12:0_18:1_20:4)",863.6526,663.475106,581.396806,559.412506
"TG(50:5) TG(12:0_18:0_20:5)",863.6526,663.475106,579.381206,561.428106
"TG(50:5) TG(10:0_18:4_22:1)",863.6526,691.506406,587.443806,525.334206
"TG(50:5) TG(10:0_18:3_22:2)",863.6526,691.506406,585.428106,527.349906
"TG(50:5) TG(10:0_18:1_22:4)",863.6526,691.506406,581.396806,531.381206
"TG(50:5) TG(10:0_18:0_22:5)",863.6526,691.506406,579.381206,533.396806
"TG(50:5) TG(10:0_20:0_20:5)",863.6526,691.506406,551.349906,561.428106
"TG(50:5) TG(10:0_20:1_20:4)",863.6526,691.506406,553.365506,559.412506
"TG(50:5) TG(10:0_20:2_20:3)",863.6526,691.506406,555.381206,557.396806
"TG(50:5) TG(18:4_24:1_8:0)",863.6526,587.443806,497.302906,719.537706
"TG(50:5) TG(20:5_22:0_8:0)",863.6526,561.428106,523.318606,719.537706
"TG(50:5) TG(20:4_22:1_8:0)",863.6526,559.412506,525.334206,719.537706
"TG(50:5) TG(20:3_22:2_8:0)",863.6526,557.396806,527.349906,719.537706
"TG(50:5) TG(20:1_22:4_8:0)",863.6526,553.365506,531.381206,719.537706
"TG(50:5) TG(20:0_22:5_8:0)",863.6526,551.349906,533.396806,719.537706
"TG(50:5) TG(16:1_16:1_18:3)",863.6527,609.428206,609.428206,585.428206
"TG(50:5) TG(15:0_15:0_20:5)",863.6527,621.428206,621.428206,561.428206
"TG(50:5) TG(14:1_16:1_20:3)",863.6527,637.459506,609.428206,557.396906
"TG(50:5) TG(14:1_18:1_18:3)",863.6527,637.459506,581.396906,585.428206
"TG(50:5) TG(13:0_15:0_22:5)",863.6527,649.459506,621.428206,533.396906
"TG(50:5) TG(13:0_17:0_20:5)",863.6527,649.459506,593.396906,561.428206
"TG(50:4) TG(16:0_16:0_18:4)",865.6682,609.428106,609.428106,589.459406
"TG(50:4) TG(14:0_14:0_22:4)",865.6682,637.459406,637.459406,533.396806
"TG(50:4) TG(14:0_16:0_20:4)",865.6682,637.459406,609.428106,561.428106
"TG(50:4) TG(14:0_18:0_18:4)",865.6682,637.459406,581.396806,589.459406
"TG(50:4) TG(14:0_18:2_18:2)",865.6682,637.459406,585.428106,585.428106
"TG(50:4) TG(12:0_16:0_22:4)",865.6682,665.490706,609.428106,533.396806
"TG(50:4) TG(12:0_18:4_20:0)",865.6682,665.490706,589.459406,553.365506
"TG(50:4) TG(12:0_18:2_20:2)",865.6682,665.490706,585.428106,557.396806
"TG(50:4) TG(12:0_18:0_20:4)",865.6682,665.490706,581.396806,561.428106
"TG(50:4) TG(10:0_18:4_22:0)",865.6682,693.522006,589.459406,525.334206
"TG(50:4) TG(10:0_18:2_22:2)",865.6682,693.522006,585.428106,529.365506
"TG(50:4) TG(10:0_18:0_22:4)",865.6682,693.522006,581.396806,533.396806
"TG(50:4) TG(10:0_20:0_20:4)",865.6682,693.522006,553.365506,561.428106
"TG(50:4) TG(10:0_20:2_20:2)",865.6682,693.522006,557.396806,557.396806
"TG(50:4) TG(18:4_24:0_8:0)",865.6682,589.459406,497.302906,721.553306
"TG(50:4) TG(20:4_22:0_8:0)",865.6682,561.428106,525.334206,721.553306
"TG(50:4) TG(20:2_22:2_8:0)",865.6682,557.396806,529.365506,721.553306
"TG(50:4) TG(20:0_22:4_8:0)",865.6682,553.365506,533.396806,721.553306
"TG(50:4) TG(16:1_16:1_18:2)",865.6683,611.443806,611.443806,585.428206
"TG(50:4) TG(16:0_16:1_18:3)",865.6683,609.428206,611.443806,587.443806
"TG(50:4) TG(15:0_15:0_20:4)",865.6683,623.443806,623.443806,561.428206
"TG(50:4) TG(15:0_17:0_18:4)",865.6683,623.443806,595.412506,589.459506
"TG(50:4) TG(14:1_14:1_22:2)",865.6683,639.475106,639.475106,529.365606
"TG(50:4) TG(14:0_16:1_20:3)",865.6683,637.459506,611.443806,559.412506
"TG(50:4) TG(14:0_18:1_18:3)",865.6683,637.459506,583.412506,587.443806
"TG(50:4) TG(14:1_16:1_20:2)",865.6683,639.475106,611.443806,557.396906
"TG(50:4) TG(14:1_16:0_20:3)",865.6683,639.475106,609.428206,559.412506
"TG(50:4) TG(14:1_18:0_18:3)",865.6683,639.475106,581.396906,587.443806
"TG(50:4) TG(14:1_18:1_18:2)",865.6683,639.475106,583.412506,585.428206
"TG(50:4) TG(13:0_15:0_22:4)",865.6683,651.475106,623.443806,533.396906
"TG(50:4) TG(13:0_17:0_20:4)",865.6683,651.475106,595.412506,561.428206
"TG(50:4) TG(13:0_18:4_19:0)",865.6683,651.475106,589.459506,567.381206
"TG(50:4) TG(12:0_18:3_20:1)",865.6683,665.490806,587.443806,555.381206
"TG(50:4) TG(12:0_18:1_20:3)",865.6683,665.490806,583.412506,559.412506
"TG(50:4) TG(10:0_18:3_22:1)",865.6683,693.522106,587.443806,527.349906
"TG(50:4) TG(10:0_20:1_20:3)",865.6683,693.522106,555.381206,559.412506
"TG(50:4) TG(18:3_24:1_8:0)",865.6683,587.443806,499.318606,721.553406
"TG(50:4) TG(20:3_22:1_8:0)",865.6683,559.412506,527.349906,721.553406
"TG(50:3) TG(16:0_16:0_18:3)",867.6839,611.443806,611.443806,589.459406
"TG(50:3) TG(16:0_16:1_18:2)",867.6839,611.443806,613.459406,587.443806
"TG(50:3) TG(14:0_14:1_22:2)",867.6839,639.475106,641.490706,531.381206
"TG(50:3) TG(14:0_16:1_20:2)",867.6839,639.475106,613.459406,559.412506
"TG(50:3) TG(14:0_16:0_20:3)",867.6839,639.475106,611.443806,561.428106
"TG(50:3) TG(14:0_18:0_18:3)",867.6839,639.475106,583.412506,589.459406
"TG(50:3) TG(14:0_18:1_18:2)",867.6839,639.475106,585.428106,587.443806
"TG(50:3) TG(14:1_16:0_20:2)",867.6839,641.490706,611.443806,559.412506
"TG(50:3) TG(14:1_18:0_18:2)",867.6839,641.490706,583.412506,587.443806
"TG(50:3) TG(12:0_16:1_22:2)",867.6839,667.506406,613.459406,531.381206
"TG(50:3) TG(12:0_18:3_20:0)",867.6839,667.506406,589.459406,555.381206
"TG(50:3) TG(12:0_18:2_20:1)",867.6839,667.506406,587.443806,557.396806
"TG(50:3) TG(12:0_18:1_20:2)",867.6839,667.506406,585.428106,559.412506
"TG(50:3) TG(12:0_18:0_20:3)",867.6839,667.506406,583.412506,561.428106
"TG(50:3) TG(10:0_18:3_22:0)",867.6839,695.537706,589.459406,527.349906
"TG(50:3) TG(10:0_18:2_22:1)",867.6839,695.537706,587.443806,529.365506
"TG(50:3) TG(10:0_18:1_22:2)",867.6839,695.537706,585.428106,531.381206
"TG(50:3) TG(10:0_20:0_20:3)",867.6839,695.537706,555.381206,561.428106
"TG(50:3) TG(10:0_20:1_20:2)",867.6839,695.537706,557.396806,559.412506
"TG(50:3) TG(18:3_24:0_8:0)",867.6839,589.459406,499.318606,723.569006
"TG(50:3) TG(18:2_24:1_8:0)",867.6839,587.443806,501.334206,723.569006
"TG(50:3) TG(20:3_22:0_8:0)",867.6839,561.428106,527.349906,723.569006
"TG(50:3) TG(20:2_22:1_8:0)",867.6839,559.412506,529.365506,723.569006
"TG(50:3) TG(20:1_22:2_8:0)",867.6839,557.396806,531.381206,723.569006
"TG(50:3) TG(16:1_16:1_18:1)",867.684,613.459506,613.459506,585.428206
"TG(50:3) TG(15:0_15:0_20:3)",867.684,625.459506,625.459506,561.428206
"TG(50:3) TG(15:0_17:0_18:3)",867.684,625.459506,597.428206,589.459506
"TG(50:3) TG(14:1_14:1_22:1)",867.684,641.490806,641.490806,529.365606
"TG(50:3) TG(14:1_16:1_20:1)",867.684,641.490806,613.459506,557.396906
"TG(50:3) TG(14:1_18:1_18:1)",867.684,641.490806,585.428206,585.428206
"TG(50:3) TG(13:0_17:0_20:3)",867.684,653.490806,597.428206,561.428206
"TG(50:3) TG(13:0_18:3_19:0)",867.684,653.490806,589.459506,569.396906
"TG(51:9) TG(13:0_18:4_20:5)",869.6057,655.412506,593.396906,567.381206
"TG(50:2) TG(16:0_16:0_18:2)",869.6995,613.459406,613.459406,589.459406
"TG(50:2) TG(14:0_14:0_22:2)",869.6995,641.490706,641.490706,533.396806
"TG(50:2) TG(14:0_16:0_20:2)",869.6995,641.490706,613.459406,561.428106
"TG(50:2) TG(14:0_18:0_18:2)",869.6995,641.490706,585.428106,589.459406
"TG(50:2) TG(12:0_16:0_22:2)",869.6995,669.522006,613.459406,533.396806
"TG(50:2) TG(12:0_18:2_20:0)",869.6995,669.522006,589.459406,557.396806
"TG(50:2) TG(12:0_18:0_20:2)",869.6995,669.522006,585.428106,561.428106
"TG(50:2) TG(10:0_18:2_22:0)",869.6995,697.553306,589.459406,529.365506
"TG(50:2) TG(10:0_18:0_22:2)",869.6995,697.553306,585.428106,533.396806
"TG(50:2) TG(10:0_20:0_20:2)",869.6995,697.553306,557.396806,561.428106
"TG(50:2) TG(18:2_24:0_8:0)",869.6995,589.459406,501.334206,725.584606
"TG(50:2) TG(20:2_22:0_8:0)",869.6995,561.428106,529.365506,725.584606
"TG(50:2) TG(20:0_22:2_8:0)",869.6995,557.396806,533.396806,725.584606
"TG(50:2) TG(16:1_16:1_18:0)",869.6996,615.475106,615.475106,585.428206
"TG(50:2) TG(16:0_16:1_18:1)",869.6996,613.459506,615.475106,587.443806
"TG(50:2) TG(15:0_15:0_20:2)",869.6996,627.475106,627.475106,561.428206
"TG(50:2) TG(15:0_17:0_18:2)",869.6996,627.475106,599.443806,589.459506
"TG(50:2) TG(14:1_14:1_22:0)",869.6996,643.506406,643.506406,529.365606
"TG(50:2) TG(14:0_14:1_22:1)",869.6996,641.490806,643.506406,531.381206
"TG(50:2) TG(14:0_16:1_20:1)",869.6996,641.490806,615.475106,559.412506
