"PS","[M+Na]+","[M+Na-87]+","[M+Na-H3PO4]+","[M+Na-PS]+","[M+Na-C3H7NO6PNa]+","[M-87-acyl-sn1-RCOOH]+","[M-87-acyl-sn2-RCOOH]+","[Phosphoserine+Na]+"
"PS(39:1) PS(19:0_20:1)",854.5882249,767.5561949,756.6113249,571.6024049,647.5973549,469.2689649,457.2689649,207.99872
"PS(39:2) PS(19:0_20:2)",852.5725249,765.5404949,754.5956249,569.5867049,645.5816549,467.2532649,457.2689649,207.99872
"PS(39:3) PS(19:0_20:3)",850.5569249,763.5248949,752.5800249,567.5711049,643.5660549,465.2376649,457.2689649,207.99872
"PS(39:4) PS(19:0_20:4)",848.5412249,761.5091949,750.5643249,565.5554049,641.5503549,463.2219649,457.2689649,207.99872
"PS(39:5) PS(19:0_20:5)",846.5256249,759.4935949,748.5487249,563.5398049,639.5347549,461.2063649,457.2689649,207.99872
"PS(40:0) PS(19:0_21:0)",870.6195249,783.5874949,772.6426249,587.6337049,663.6286549,485.3002649,457.2689649,207.99872
"PS(41:0) PS(19:0_22:0)",884.6351249,797.6030949,786.6582249,601.6493049,677.6442549,499.3158649,457.2689649,207.99872
"PS(41:1) PS(19:0_22:1)",882.6195249,795.5874949,784.6426249,599.6337049,675.6286549,497.3002649,457.2689649,207.99872
"PS(41:2) PS(19:0_22:2)",880.6038249,793.5717949,782.6269249,597.6180049,673.6129549,495.2845649,457.2689649,207.99872
"PS(41:3) PS(19:0_22:3)",878.5882249,791.5561949,780.6113249,595.6024049,671.5973549,493.2689649,457.2689649,207.99872
"PS(41:4) PS(19:0_22:4)",876.5725249,789.5404949,778.5956249,593.5867049,669.5816549,491.2532649,457.2689649,207.99872
"PS(41:5) PS(19:0_22:5)",874.5569249,787.5248949,776.5800249,591.5711049,667.5660549,489.2376649,457.2689649,207.99872
"PS(41:6) PS(19:0_22:6)",872.5412249,785.5091949,774.5643249,589.5554049,665.5503549,487.2219649,457.2689649,207.99872
"PS(42:0) PS(19:0_23:0)",898.6508249,811.6187949,800.6739249,615.6650049,691.6599549,513.3315649,457.2689649,207.99872
"PS(43:0) PS(19:0_24:0)",912.6664249,825.6343949,814.6895249,629.6806049,705.6755549,527.3471649,457.2689649,207.99872
"PS(43:1) PS(19:0_24:1)",910.6508249,823.6187949,812.6739249,627.6650049,703.6599549,525.3315649,457.2689649,207.99872
"PS(44:0) PS(19:0_25:0)",926.6821249,839.6500949,828.7052249,643.6963049,719.6912549,541.3628649,457.2689649,207.99872
"PS(45:0) PS(19:0_26:0)",940.6977249,853.6656949,842.7208249,657.7119049,733.7068549,555.3784649,457.2689649,207.99872
"PS(40:0) PS(20:0_20:0)",870.6194249,783.5873949,772.6425249,587.6336049,663.6285549,471.2845649,471.2845649,207.99872
"PS(40:1) PS(20:0_20:1)",868.6038249,781.5717949,770.6269249,585.6180049,661.6129549,469.2689649,471.2845649,207.99872
"PS(40:2) PS(20:0_20:2)",866.5881249,779.5560949,768.6112249,583.6023049,659.5972549,467.2532649,471.2845649,207.99872
"PS(40:3) PS(20:0_20:3)",864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,465.2376649,471.2845649,207.99872
"PS(40:4) PS(20:0_20:4)",862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,463.2219649,471.2845649,207.99872
"PS(40:5) PS(20:0_20:5)",860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,461.2063649,471.2845649,207.99872
"PS(41:0) PS(20:0_21:0)",884.6351249,797.6030949,786.6582249,601.6493049,677.6442549,485.3002649,471.2845649,207.99872
"PS(42:0) PS(20:0_22:0)",898.6507249,811.6186949,800.6738249,615.6649049,691.6598549,499.3158649,471.2845649,207.99872
"PS(42:1) PS(20:0_22:1)",896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,497.3002649,471.2845649,207.99872
"PS(42:2) PS(20:0_22:2)",894.6194249,807.5873949,796.6425249,611.6336049,687.6285549,495.2845649,471.2845649,207.99872
"PS(42:3) PS(20:0_22:3)",892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,493.2689649,471.2845649,207.99872
"PS(42:4) PS(20:0_22:4)",890.5881249,803.5560949,792.6112249,607.6023049,683.5972549,491.2532649,471.2845649,207.99872
"PS(42:5) PS(20:0_22:5)",888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,489.2376649,471.2845649,207.99872
"PS(42:6) PS(20:0_22:6)",886.5568249,799.5247949,788.5799249,603.5710049,679.5659549,487.2219649,471.2845649,207.99872
"PS(43:0) PS(20:0_23:0)",912.6664249,825.6343949,814.6895249,629.6806049,705.6755549,513.3315649,471.2845649,207.99872
"PS(44:0) PS(20:0_24:0)",926.6820249,839.6499949,828.7051249,643.6962049,719.6911549,527.3471649,471.2845649,207.99872
"PS(44:1) PS(20:0_24:1)",924.6664249,837.6343949,826.6895249,641.6806049,717.6755549,525.3315649,471.2845649,207.99872
"PS(45:0) PS(20:0_25:0)",940.6977249,853.6656949,842.7208249,657.7119049,733.7068549,541.3628649,471.2845649,207.99872
"PS(46:0) PS(20:0_26:0)",954.7133249,867.6812949,856.7364249,671.7275049,747.7224549,555.3784649,471.2845649,207.99872
"PS(40:2) PS(20:1_20:1)",866.5882249,779.5561949,768.6113249,583.6024049,659.5973549,469.2689649,469.2689649,207.99872
"PS(40:3) PS(20:1_20:2)",864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,467.2532649,469.2689649,207.99872
"PS(40:4) PS(20:1_20:3)",862.5569249,775.5248949,764.5800249,579.5711049,655.5660549,465.2376649,469.2689649,207.99872
"PS(40:5) PS(20:1_20:4)",860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,463.2219649,469.2689649,207.99872
"PS(40:6) PS(20:1_20:5)",858.5256249,771.4935949,760.5487249,575.5398049,651.5347549,461.2063649,469.2689649,207.99872
"PS(41:1) PS(20:1_21:0)",882.6195249,795.5874949,784.6426249,599.6337049,675.6286549,485.3002649,469.2689649,207.99872
"PS(42:1) PS(20:1_22:0)",896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,499.3158649,469.2689649,207.99872
"PS(42:2) PS(20:1_22:1)",894.6195249,807.5874949,796.6426249,611.6337049,687.6286549,497.3002649,469.2689649,207.99872
"PS(42:3) PS(20:1_22:2)",892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,495.2845649,469.2689649,207.99872
"PS(42:4) PS(20:1_22:3)",890.5882249,803.5561949,792.6113249,607.6024049,683.5973549,493.2689649,469.2689649,207.99872
"PS(42:5) PS(20:1_22:4)",888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,491.2532649,469.2689649,207.99872
"PS(42:6) PS(20:1_22:5)",886.5569249,799.5248949,788.5800249,603.5711049,679.5660549,489.2376649,469.2689649,207.99872
"PS(42:7) PS(20:1_22:6)",884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,487.2219649,469.2689649,207.99872
"PS(43:1) PS(20:1_23:0)",910.6508249,823.6187949,812.6739249,627.6650049,703.6599549,513.3315649,469.2689649,207.99872
"PS(44:1) PS(20:1_24:0)",924.6664249,837.6343949,826.6895249,641.6806049,717.6755549,527.3471649,469.2689649,207.99872
"PS(44:2) PS(20:1_24:1)",922.6508249,835.6187949,824.6739249,639.6650049,715.6599549,525.3315649,469.2689649,207.99872
"PS(45:1) PS(20:1_25:0)",938.6821249,851.6500949,840.7052249,655.6963049,731.6912549,541.3628649,469.2689649,207.99872
"PS(46:1) PS(20:1_26:0)",952.6977249,865.6656949,854.7208249,669.7119049,745.7068549,555.3784649,469.2689649,207.99872
"PS(40:4) PS(20:2_20:2)",862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,467.2532649,467.2532649,207.99872
"PS(40:5) PS(20:2_20:3)",860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,465.2376649,467.2532649,207.99872
"PS(40:6) PS(20:2_20:4)",858.5255249,771.4934949,760.5486249,575.5397049,651.5346549,463.2219649,467.2532649,207.99872
"PS(40:7) PS(20:2_20:5)",856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,461.2063649,467.2532649,207.99872
"PS(41:2) PS(20:2_21:0)",880.6038249,793.5717949,782.6269249,597.6180049,673.6129549,485.3002649,467.2532649,207.99872
"PS(42:2) PS(20:2_22:0)",894.6194249,807.5873949,796.6425249,611.6336049,687.6285549,499.3158649,467.2532649,207.99872
"PS(42:3) PS(20:2_22:1)",892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,497.3002649,467.2532649,207.99872
"PS(42:4) PS(20:2_22:2)",890.5881249,803.5560949,792.6112249,607.6023049,683.5972549,495.2845649,467.2532649,207.99872
"PS(42:5) PS(20:2_22:3)",888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,493.2689649,467.2532649,207.99872
"PS(42:6) PS(20:2_22:4)",886.5568249,799.5247949,788.5799249,603.5710049,679.5659549,491.2532649,467.2532649,207.99872
"PS(42:7) PS(20:2_22:5)",884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,489.2376649,467.2532649,207.99872
"PS(42:8) PS(20:2_22:6)",882.5255249,795.4934949,784.5486249,599.5397049,675.5346549,487.2219649,467.2532649,207.99872
"PS(43:2) PS(20:2_23:0)",908.6351249,821.6030949,810.6582249,625.6493049,701.6442549,513.3315649,467.2532649,207.99872
"PS(44:2) PS(20:2_24:0)",922.6507249,835.6186949,824.6738249,639.6649049,715.6598549,527.3471649,467.2532649,207.99872
"PS(44:3) PS(20:2_24:1)",920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,525.3315649,467.2532649,207.99872
"PS(45:2) PS(20:2_25:0)",936.6664249,849.6343949,838.6895249,653.6806049,729.6755549,541.3628649,467.2532649,207.99872
"PS(46:2) PS(20:2_26:0)",950.6820249,863.6499949,852.7051249,667.6962049,743.6911549,555.3784649,467.2532649,207.99872
"PS(40:6) PS(20:3_20:3)",858.5256249,771.4935949,760.5487249,575.5398049,651.5347549,465.2376649,465.2376649,207.99872
"PS(40:7) PS(20:3_20:4)",856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,463.2219649,465.2376649,207.99872
"PS(40:8) PS(20:3_20:5)",854.4943249,767.4622949,756.5174249,571.5085049,647.5034549,461.2063649,465.2376649,207.99872
"PS(41:3) PS(20:3_21:0)",878.5882249,791.5561949,780.6113249,595.6024049,671.5973549,485.3002649,465.2376649,207.99872
"PS(42:3) PS(20:3_22:0)",892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,499.3158649,465.2376649,207.99872
"PS(42:4) PS(20:3_22:1)",890.5882249,803.5561949,792.6113249,607.6024049,683.5973549,497.3002649,465.2376649,207.99872
"PS(42:5) PS(20:3_22:2)",888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,495.2845649,465.2376649,207.99872
"PS(42:6) PS(20:3_22:3)",886.5569249,799.5248949,788.5800249,603.5711049,679.5660549,493.2689649,465.2376649,207.99872
"PS(42:7) PS(20:3_22:4)",884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,491.2532649,465.2376649,207.99872
"PS(42:8) PS(20:3_22:5)",882.5256249,795.4935949,784.5487249,599.5398049,675.5347549,489.2376649,465.2376649,207.99872
"PS(42:9) PS(20:3_22:6)",880.5099249,793.4778949,782.5330249,597.5241049,673.5190549,487.2219649,465.2376649,207.99872
"PS(43:3) PS(20:3_23:0)",906.6195249,819.5874949,808.6426249,623.6337049,699.6286549,513.3315649,465.2376649,207.99872
"PS(44:3) PS(20:3_24:0)",920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,527.3471649,465.2376649,207.99872
"PS(44:4) PS(20:3_24:1)",918.6195249,831.5874949,820.6426249,635.6337049,711.6286549,525.3315649,465.2376649,207.99872
"PS(45:3) PS(20:3_25:0)",934.6508249,847.6187949,836.6739249,651.6650049,727.6599549,541.3628649,465.2376649,207.99872
"PS(46:3) PS(20:3_26:0)",948.6664249,861.6343949,850.6895249,665.6806049,741.6755549,555.3784649,465.2376649,207.99872
"PS(40:8) PS(20:4_20:4)",854.4942249,767.4621949,756.5173249,571.5084049,647.5033549,463.2219649,463.2219649,207.99872
"PS(40:9) PS(20:4_20:5)",852.4786249,765.4465949,754.5017249,569.4928049,645.4877549,461.2063649,463.2219649,207.99872
"PS(41:4) PS(20:4_21:0)",876.5725249,789.5404949,778.5956249,593.5867049,669.5816549,485.3002649,463.2219649,207.99872
"PS(42:4) PS(20:4_22:0)",890.5881249,803.5560949,792.6112249,607.6023049,683.5972549,499.3158649,463.2219649,207.99872
"PS(42:5) PS(20:4_22:1)",888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,497.3002649,463.2219649,207.99872
"PS(42:6) PS(20:4_22:2)",886.5568249,799.5247949,788.5799249,603.5710049,679.5659549,495.2845649,463.2219649,207.99872
"PS(42:7) PS(20:4_22:3)",884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,493.2689649,463.2219649,207.99872
"PS(42:8) PS(20:4_22:4)",882.5255249,795.4934949,784.5486249,599.5397049,675.5346549,491.2532649,463.2219649,207.99872
"PS(42:9) PS(20:4_22:5)",880.5099249,793.4778949,782.5330249,597.5241049,673.5190549,489.2376649,463.2219649,207.99872
"PS(42:10) PS(20:4_22:6)",878.4942249,791.4621949,780.5173249,595.5084049,671.5033549,487.2219649,463.2219649,207.99872
"PS(43:4) PS(20:4_23:0)",904.6038249,817.5717949,806.6269249,621.6180049,697.6129549,513.3315649,463.2219649,207.99872
"PS(44:4) PS(20:4_24:0)",918.6194249,831.5873949,820.6425249,635.6336049,711.6285549,527.3471649,463.2219649,207.99872
"PS(44:5) PS(20:4_24:1)",916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,525.3315649,463.2219649,207.99872
"PS(45:4) PS(20:4_25:0)",932.6351249,845.6030949,834.6582249,649.6493049,725.6442549,541.3628649,463.2219649,207.99872
"PS(46:4) PS(20:4_26:0)",946.6507249,859.6186949,848.6738249,663.6649049,739.6598549,555.3784649,463.2219649,207.99872
"PS(40:10) PS(20:5_20:5)",850.4630249,763.4309949,752.4861249,567.4772049,643.4721549,461.2063649,461.2063649,207.99872
"PS(41:5) PS(20:5_21:0)",874.5569249,787.5248949,776.5800249,591.5711049,667.5660549,485.3002649,461.2063649,207.99872
"PS(42:5) PS(20:5_22:0)",888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,499.3158649,461.2063649,207.99872
"PS(42:6) PS(20:5_22:1)",886.5569249,799.5248949,788.5800249,603.5711049,679.5660549,497.3002649,461.2063649,207.99872
"PS(42:7) PS(20:5_22:2)",884.5412249,797.5091949,786.5643249,601.5554049,677.5503549,495.2845649,461.2063649,207.99872
"PS(42:8) PS(20:5_22:3)",882.5256249,795.4935949,784.5487249,599.5398049,675.5347549,493.2689649,461.2063649,207.99872
"PS(42:9) PS(20:5_22:4)",880.5099249,793.4778949,782.5330249,597.5241049,673.5190549,491.2532649,461.2063649,207.99872
"PS(42:10) PS(20:5_22:5)",878.4943249,791.4622949,780.5174249,595.5085049,671.5034549,489.2376649,461.2063649,207.99872
"PS(42:11) PS(20:5_22:6)",876.4786249,789.4465949,778.5017249,593.4928049,669.4877549,487.2219649,461.2063649,207.99872
"PS(43:5) PS(20:5_23:0)",902.5882249,815.5561949,804.6113249,619.6024049,695.5973549,513.3315649,461.2063649,207.99872
"PS(44:5) PS(20:5_24:0)",916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,527.3471649,461.2063649,207.99872
"PS(44:6) PS(20:5_24:1)",914.5882249,827.5561949,816.6113249,631.6024049,707.5973549,525.3315649,461.2063649,207.99872
"PS(45:5) PS(20:5_25:0)",930.6195249,843.5874949,832.6426249,647.6337049,723.6286549,541.3628649,461.2063649,207.99872
"PS(46:5) PS(20:5_26:0)",944.6351249,857.6030949,846.6582249,661.6493049,737.6442549,555.3784649,461.2063649,207.99872
"PS(42:0) PS(21:0_21:0)",898.6508249,811.6187949,800.6739249,615.6650049,691.6599549,485.3002649,485.3002649,207.99872
"PS(43:0) PS(21:0_22:0)",912.6664249,825.6343949,814.6895249,629.6806049,705.6755549,499.3158649,485.3002649,207.99872
"PS(43:1) PS(21:0_22:1)",910.6508249,823.6187949,812.6739249,627.6650049,703.6599549,497.3002649,485.3002649,207.99872
"PS(43:2) PS(21:0_22:2)",908.6351249,821.6030949,810.6582249,625.6493049,701.6442549,495.2845649,485.3002649,207.99872
"PS(43:3) PS(21:0_22:3)",906.6195249,819.5874949,808.6426249,623.6337049,699.6286549,493.2689649,485.3002649,207.99872
"PS(43:4) PS(21:0_22:4)",904.6038249,817.5717949,806.6269249,621.6180049,697.6129549,491.2532649,485.3002649,207.99872
"PS(43:5) PS(21:0_22:5)",902.5882249,815.5561949,804.6113249,619.6024049,695.5973549,489.2376649,485.3002649,207.99872
"PS(43:6) PS(21:0_22:6)",900.5725249,813.5404949,802.5956249,617.5867049,693.5816549,487.2219649,485.3002649,207.99872
"PS(44:0) PS(21:0_23:0)",926.6821249,839.6500949,828.7052249,643.6963049,719.6912549,513.3315649,485.3002649,207.99872
"PS(45:0) PS(21:0_24:0)",940.6977249,853.6656949,842.7208249,657.7119049,733.7068549,527.3471649,485.3002649,207.99872
"PS(45:1) PS(21:0_24:1)",938.6821249,851.6500949,840.7052249,655.6963049,731.6912549,525.3315649,485.3002649,207.99872
"PS(46:0) PS(21:0_25:0)",954.7134249,867.6813949,856.7365249,671.7276049,747.7225549,541.3628649,485.3002649,207.99872
"PS(47:0) PS(21:0_26:0)",968.7290249,881.6969949,870.7521249,685.7432049,761.7381549,555.3784649,485.3002649,207.99872
"PS(44:0) PS(22:0_22:0)",926.6820249,839.6499949,828.7051249,643.6962049,719.6911549,499.3158649,499.3158649,207.99872
"PS(44:1) PS(22:0_22:1)",924.6664249,837.6343949,826.6895249,641.6806049,717.6755549,497.3002649,499.3158649,207.99872
"PS(44:2) PS(22:0_22:2)",922.6507249,835.6186949,824.6738249,639.6649049,715.6598549,495.2845649,499.3158649,207.99872
"PS(44:3) PS(22:0_22:3)",920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,493.2689649,499.3158649,207.99872
"PS(44:4) PS(22:0_22:4)",918.6194249,831.5873949,820.6425249,635.6336049,711.6285549,491.2532649,499.3158649,207.99872
"PS(44:5) PS(22:0_22:5)",916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,489.2376649,499.3158649,207.99872
"PS(44:6) PS(22:0_22:6)",914.5881249,827.5560949,816.6112249,631.6023049,707.5972549,487.2219649,499.3158649,207.99872
"PS(45:0) PS(22:0_23:0)",940.6977249,853.6656949,842.7208249,657.7119049,733.7068549,513.3315649,499.3158649,207.99872
"PS(46:0) PS(22:0_24:0)",954.7133249,867.6812949,856.7364249,671.7275049,747.7224549,527.3471649,499.3158649,207.99872
"PS(46:1) PS(22:0_24:1)",952.6977249,865.6656949,854.7208249,669.7119049,745.7068549,525.3315649,499.3158649,207.99872
"PS(47:0) PS(22:0_25:0)",968.7290249,881.6969949,870.7521249,685.7432049,761.7381549,541.3628649,499.3158649,207.99872
"PS(48:0) PS(22:0_26:0)",982.7446249,895.7125949,884.7677249,699.7588049,775.7537549,555.3784649,499.3158649,207.99872
"PS(44:2) PS(22:1_22:1)",922.6508249,835.6187949,824.6739249,639.6650049,715.6599549,497.3002649,497.3002649,207.99872
"PS(44:3) PS(22:1_22:2)",920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,495.2845649,497.3002649,207.99872
"PS(44:4) PS(22:1_22:3)",918.6195249,831.5874949,820.6426249,635.6337049,711.6286549,493.2689649,497.3002649,207.99872
"PS(44:5) PS(22:1_22:4)",916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,491.2532649,497.3002649,207.99872
"PS(44:6) PS(22:1_22:5)",914.5882249,827.5561949,816.6113249,631.6024049,707.5973549,489.2376649,497.3002649,207.99872
"PS(44:7) PS(22:1_22:6)",912.5725249,825.5404949,814.5956249,629.5867049,705.5816549,487.2219649,497.3002649,207.99872
"PS(45:1) PS(22:1_23:0)",938.6821249,851.6500949,840.7052249,655.6963049,731.6912549,513.3315649,497.3002649,207.99872
"PS(46:1) PS(22:1_24:0)",952.6977249,865.6656949,854.7208249,669.7119049,745.7068549,527.3471649,497.3002649,207.99872
"PS(46:2) PS(22:1_24:1)",950.6821249,863.6500949,852.7052249,667.6963049,743.6912549,525.3315649,497.3002649,207.99872
"PS(47:1) PS(22:1_25:0)",966.7134249,879.6813949,868.7365249,683.7276049,759.7225549,541.3628649,497.3002649,207.99872
"PS(48:1) PS(22:1_26:0)",980.7290249,893.6969949,882.7521249,697.7432049,773.7381549,555.3784649,497.3002649,207.99872
"PS(44:4) PS(22:2_22:2)",918.6194249,831.5873949,820.6425249,635.6336049,711.6285549,495.2845649,495.2845649,207.99872
"PS(44:5) PS(22:2_22:3)",916.6038249,829.5717949,818.6269249,633.6180049,709.6129549,493.2689649,495.2845649,207.99872
"PS(44:6) PS(22:2_22:4)",914.5881249,827.5560949,816.6112249,631.6023049,707.5972549,491.2532649,495.2845649,207.99872
"PS(44:7) PS(22:2_22:5)",912.5725249,825.5404949,814.5956249,629.5867049,705.5816549,489.2376649,495.2845649,207.99872
"PS(44:8) PS(22:2_22:6)",910.5568249,823.5247949,812.5799249,627.5710049,703.5659549,487.2219649,495.2845649,207.99872
"PS(45:2) PS(22:2_23:0)",936.6664249,849.6343949,838.6895249,653.6806049,729.6755549,513.3315649,495.2845649,207.99872
"PS(46:2) PS(22:2_24:0)",950.6820249,863.6499949,852.7051249,667.6962049,743.6911549,527.3471649,495.2845649,207.99872
"PS(46:3) PS(22:2_24:1)",948.6664249,861.6343949,850.6895249,665.6806049,741.6755549,525.3315649,495.2845649,207.99872
"PS(47:2) PS(22:2_25:0)",964.6977249,877.6656949,866.7208249,681.7119049,757.7068549,541.3628649,495.2845649,207.99872
"PS(48:2) PS(22:2_26:0)",978.7133249,891.6812949,880.7364249,695.7275049,771.7224549,555.3784649,495.2845649,207.99872
"PS(44:6) PS(22:3_22:3)",914.5882249,827.5561949,816.6113249,631.6024049,707.5973549,493.2689649,493.2689649,207.99872
"PS(44:7) PS(22:3_22:4)",912.5725249,825.5404949,814.5956249,629.5867049,705.5816549,491.2532649,493.2689649,207.99872
"PS(44:8) PS(22:3_22:5)",910.5569249,823.5248949,812.5800249,627.5711049,703.5660549,489.2376649,493.2689649,207.99872
"PS(44:9) PS(22:3_22:6)",908.5412249,821.5091949,810.5643249,625.5554049,701.5503549,487.2219649,493.2689649,207.99872
"PS(45:3) PS(22:3_23:0)",934.6508249,847.6187949,836.6739249,651.6650049,727.6599549,513.3315649,493.2689649,207.99872
"PS(46:3) PS(22:3_24:0)",948.6664249,861.6343949,850.6895249,665.6806049,741.6755549,527.3471649,493.2689649,207.99872
"PS(46:4) PS(22:3_24:1)",946.6508249,859.6187949,848.6739249,663.6650049,739.6599549,525.3315649,493.2689649,207.99872
"PS(47:3) PS(22:3_25:0)",962.6821249,875.6500949,864.7052249,679.6963049,755.6912549,541.3628649,493.2689649,207.99872
"PS(48:3) PS(22:3_26:0)",976.6977249,889.6656949,878.7208249,693.7119049,769.7068549,555.3784649,493.2689649,207.99872
"PS(44:8) PS(22:4_22:4)",910.5568249,823.5247949,812.5799249,627.5710049,703.5659549,491.2532649,491.2532649,207.99872
"PS(44:9) PS(22:4_22:5)",908.5412249,821.5091949,810.5643249,625.5554049,701.5503549,489.2376649,491.2532649,207.99872
"PS(44:10) PS(22:4_22:6)",906.5255249,819.4934949,808.5486249,623.5397049,699.5346549,487.2219649,491.2532649,207.99872
"PS(45:4) PS(22:4_23:0)",932.6351249,845.6030949,834.6582249,649.6493049,725.6442549,513.3315649,491.2532649,207.99872
"PS(46:4) PS(22:4_24:0)",946.6507249,859.6186949,848.6738249,663.6649049,739.6598549,527.3471649,491.2532649,207.99872
"PS(46:5) PS(22:4_24:1)",944.6351249,857.6030949,846.6582249,661.6493049,737.6442549,525.3315649,491.2532649,207.99872
"PS(47:4) PS(22:4_25:0)",960.6664249,873.6343949,862.6895249,677.6806049,753.6755549,541.3628649,491.2532649,207.99872
"PS(48:4) PS(22:4_26:0)",974.6820249,887.6499949,876.7051249,691.6962049,767.6911549,555.3784649,491.2532649,207.99872
"PS(44:10) PS(22:5_22:5)",906.5256249,819.4935949,808.5487249,623.5398049,699.5347549,489.2376649,489.2376649,207.99872
"PS(44:11) PS(22:5_22:6)",904.5099249,817.4778949,806.5330249,621.5241049,697.5190549,487.2219649,489.2376649,207.99872
"PS(45:5) PS(22:5_23:0)",930.6195249,843.5874949,832.6426249,647.6337049,723.6286549,513.3315649,489.2376649,207.99872
"PS(46:5) PS(22:5_24:0)",944.6351249,857.6030949,846.6582249,661.6493049,737.6442549,527.3471649,489.2376649,207.99872
"PS(46:6) PS(22:5_24:1)",942.6195249,855.5874949,844.6426249,659.6337049,735.6286549,525.3315649,489.2376649,207.99872
"PS(47:5) PS(22:5_25:0)",958.6508249,871.6187949,860.6739249,675.6650049,751.6599549,541.3628649,489.2376649,207.99872
"PS(48:5) PS(22:5_26:0)",972.6664249,885.6343949,874.6895249,689.6806049,765.6755549,555.3784649,489.2376649,207.99872
"PS(44:12) PS(22:6_22:6)",902.4942249,815.4621949,804.5173249,619.5084049,695.5033549,487.2219649,487.2219649,207.99872
"PS(45:6) PS(22:6_23:0)",928.6038249,841.5717949,830.6269249,645.6180049,721.6129549,513.3315649,487.2219649,207.99872
"PS(46:6) PS(22:6_24:0)",942.6194249,855.5873949,844.6425249,659.6336049,735.6285549,527.3471649,487.2219649,207.99872
"PS(46:7) PS(22:6_24:1)",940.6038249,853.5717949,842.6269249,657.6180049,733.6129549,525.3315649,487.2219649,207.99872
"PS(47:6) PS(22:6_25:0)",956.6351249,869.6030949,858.6582249,673.6493049,749.6442549,541.3628649,487.2219649,207.99872
"PS(48:6) PS(22:6_26:0)",970.6507249,883.6186949,872.6738249,687.6649049,763.6598549,555.3784649,487.2219649,207.99872
"PS(46:0) PS(23:0_23:0)",954.7134249,867.6813949,856.7365249,671.7276049,747.7225549,513.3315649,513.3315649,207.99872
"PS(47:0) PS(23:0_24:0)",968.7290249,881.6969949,870.7521249,685.7432049,761.7381549,527.3471649,513.3315649,207.99872
"PS(47:1) PS(23:0_24:1)",966.7134249,879.6813949,868.7365249,683.7276049,759.7225549,525.3315649,513.3315649,207.99872
"PS(48:0) PS(23:0_25:0)",982.7447249,895.7126949,884.7678249,699.7589049,775.7538549,541.3628649,513.3315649,207.99872
"PS(49:0) PS(23:0_26:0)",996.7603249,909.7282949,898.7834249,713.7745049,789.7694549,555.3784649,513.3315649,207.99872
"PS(48:0) PS(24:0_24:0)",982.7446249,895.7125949,884.7677249,699.7588049,775.7537549,527.3471649,527.3471649,207.99872
"PS(48:1) PS(24:0_24:1)",980.7290249,893.6969949,882.7521249,697.7432049,773.7381549,525.3315649,527.3471649,207.99872
"PS(49:0) PS(24:0_25:0)",996.7603249,909.7282949,898.7834249,713.7745049,789.7694549,541.3628649,527.3471649,207.99872
"PS(50:0) PS(24:0_26:0)",1010.775925,923.7438949,912.7990249,727.7901049,803.7850549,555.3784649,527.3471649,207.99872
"PS(48:2) PS(24:1_24:1)",978.7134249,891.6813949,880.7365249,695.7276049,771.7225549,525.3315649,525.3315649,207.99872
"PS(49:1) PS(24:1_25:0)",994.7447249,907.7126949,896.7678249,711.7589049,787.7538549,541.3628649,525.3315649,207.99872
"PS(50:1) PS(24:1_26:0)",1008.760325,921.7282949,910.7834249,725.7745049,801.7694549,555.3784649,525.3315649,207.99872
"PS(50:0) PS(25:0_25:0)",1010.776025,923.7439949,912.7991249,727.7902049,803.7851549,541.3628649,541.3628649,207.99872
"PS(51:0) PS(25:0_26:0)",1024.791625,937.7595949,926.8147249,741.8058049,817.8007549,555.3784649,541.3628649,207.99872
