HexCer,[M+Na]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d21:2/42:1),1124.97694,1084.98444,922.9319,904.9213,322.3105,304.2999
HexCer(d21:2/42:2),1122.96194,1082.96944,920.9163,902.9056,322.3105,304.2999
HexCer(d21:3/12:0),704.50774,664.51524,502.4624,484.4518,320.2948,302.2842
HexCer(d21:3/12:1),702.49204,662.49954,500.4467,482.4362,320.2948,302.2842
HexCer(d21:3/13:0),718.52334,678.53084,516.478,498.4675,320.2948,302.2842
HexCer(d21:3/13:1),716.50774,676.51524,514.4624,496.4518,320.2948,302.2842
HexCer(d21:3/14:0),732.53904,692.54654,530.4937,512.4831,320.2948,302.2842
HexCer(d21:3/14:1),730.52334,690.53084,528.478,510.4675,320.2948,302.2842
HexCer(d21:3/15:0),746.55474,706.56224,544.5093,526.4988,320.2948,302.2842
HexCer(d21:3/15:1),744.53904,704.54654,542.4937,524.4831,320.2948,302.2842
HexCer(d21:3/16:0),760.57034,720.57784,558.525,540.5144,320.2948,302.2842
HexCer(d21:3/16:1),758.55474,718.56224,556.5093,538.4988,320.2948,302.2842
HexCer(d21:3/16:2),756.53904,716.54654,554.4937,536.4831,320.2948,302.2842
HexCer(d21:3/17:0),774.58604,734.59354,572.5406,554.5301,320.2948,302.2842
HexCer(d21:3/18:0),788.60164,748.60914,586.5563,568.5457,320.2948,302.2842
HexCer(d21:3/18:1),786.58604,746.59354,584.5406,566.5301,320.2948,302.2842
HexCer(d21:3/18:2),784.57034,744.57784,582.525,564.5144,320.2948,302.2842
HexCer(d21:3/19:0),802.61724,762.62474,600.572,582.5613,320.2948,302.2842
HexCer(d21:3/19:1),800.60164,760.60914,598.5563,580.5457,320.2948,302.2842
HexCer(d21:3/20:0),816.63294,776.64044,614.5876,596.577,320.2948,302.2842
HexCer(d21:3/20:1),814.61724,774.62474,612.572,594.5613,320.2948,302.2842
HexCer(d21:3/20:2),812.60164,772.60914,610.5563,592.5457,320.2948,302.2842
HexCer(d21:3/21:0),830.64854,790.65604,628.6032,610.5927,320.2948,302.2842
HexCer(d21:3/21:1),828.63294,788.64044,626.5876,608.577,320.2948,302.2842
HexCer(d21:3/22:0),844.66424,804.67174,642.6189,624.6083,320.2948,302.2842
HexCer(d21:3/22:1),842.64854,802.65604,640.6032,622.5927,320.2948,302.2842
HexCer(d21:3/22:2),840.63294,800.64044,638.5876,620.577,320.2948,302.2842
HexCer(d21:3/23:0),858.67984,818.68734,656.6345,638.624,320.2948,302.2842
HexCer(d21:3/23:1),856.66424,816.67174,654.6189,636.6083,320.2948,302.2842
HexCer(d21:3/24:0),872.69554,832.70304,670.6502,652.6396,320.2948,302.2842
HexCer(d21:3/24:1),870.67984,830.68734,668.6345,650.624,320.2948,302.2842
HexCer(d21:3/24:2),868.66424,828.67174,666.6189,648.6083,320.2948,302.2842
HexCer(d21:3/25:0),886.71114,846.71864,684.6658,666.6553,320.2948,302.2842
HexCer(d21:3/25:1),884.69554,844.70304,682.6502,664.6396,320.2948,302.2842
HexCer(d21:3/26:0),900.72684,860.73434,698.6815,680.6709,320.2948,302.2842
HexCer(d21:3/26:1),898.71114,858.71864,696.6658,678.6553,320.2948,302.2842
HexCer(d21:3/26:2),896.69554,856.70304,694.6502,676.6396,320.2948,302.2842
HexCer(d21:3/27:0),914.74254,874.75004,712.6971,694.6866,320.2948,302.2842
HexCer(d21:3/27:1),912.72684,872.73434,710.6815,692.6709,320.2948,302.2842
HexCer(d21:3/28:0),928.75814,888.76564,726.7128,708.7022,320.2948,302.2842
HexCer(d21:3/28:1),926.74254,886.75004,724.6971,706.6866,320.2948,302.2842
HexCer(d21:3/28:2),924.72684,884.73434,722.6815,704.6709,320.2948,302.2842
HexCer(d21:3/29:0),942.77384,902.78134,740.7285,722.7179,320.2948,302.2842
HexCer(d21:3/29:1),940.75814,900.76564,738.7128,720.7022,320.2948,302.2842
HexCer(d21:3/30:0),956.78944,916.79694,754.7441,736.7335,320.2948,302.2842
HexCer(d21:3/30:1),954.77384,914.78134,752.7285,734.7179,320.2948,302.2842
HexCer(d21:3/30:2),952.75814,912.76564,750.7128,732.7022,320.2948,302.2842
HexCer(d21:3/31:0),970.80504,930.81254,768.7598,750.7491,320.2948,302.2842
HexCer(d21:3/31:1),968.78944,928.79694,766.7441,748.7335,320.2948,302.2842
HexCer(d21:3/32:0),984.82074,944.82824,782.7754,764.7648,320.2948,302.2842
HexCer(d21:3/32:1),982.80504,942.81254,780.7598,762.7491,320.2948,302.2842
HexCer(d21:3/32:2),980.78944,940.79694,778.7441,760.7335,320.2948,302.2842
HexCer(d21:3/33:0),998.83634,958.84384,796.791,778.7805,320.2948,302.2842
HexCer(d21:3/33:1),996.82074,956.82824,794.7754,776.7648,320.2948,302.2842
HexCer(d21:3/34:0),1012.85204,972.85954,810.8067,792.7961,320.2948,302.2842
HexCer(d21:3/34:1),1010.83634,970.84384,808.791,790.7805,320.2948,302.2842
HexCer(d21:3/34:2),1008.82074,968.82824,806.7754,788.7648,320.2948,302.2842
HexCer(d21:3/35:0),1026.86794,986.87544,824.8223,806.8118,320.2948,302.2842
HexCer(d21:3/35:1),1024.85194,984.85944,822.8067,804.7961,320.2948,302.2842
HexCer(d21:3/36:0),1040.88294,1000.89044,838.838,820.8274,320.2948,302.2842
HexCer(d21:3/36:1),1038.86794,998.87544,836.8223,818.8118,320.2948,302.2842
HexCer(d21:3/36:2),1036.85194,996.85944,834.8067,816.7961,320.2948,302.2842
HexCer(d21:3/38:0),1068.91494,1028.92244,866.8693,848.8587,320.2948,302.2842
HexCer(d21:3/38:1),1066.89894,1026.90644,864.8536,846.8431,320.2948,302.2842
HexCer(d21:3/38:2),1064.88294,1024.89044,862.838,844.8274,320.2948,302.2842
HexCer(d21:3/40:0),1096.94594,1056.95344,894.9006,876.89,320.2948,302.2842
HexCer(d21:3/40:1),1094.92994,1054.93744,892.8849,874.8744,320.2948,302.2842
HexCer(d21:3/40:2),1092.91494,1052.92244,890.8693,872.8587,320.2948,302.2842
HexCer(d21:3/42:0),1124.97694,1084.98444,922.9319,904.9213,320.2948,302.2842
HexCer(d21:3/42:1),1122.96194,1082.96944,920.9163,902.9056,320.2948,302.2842
HexCer(d21:3/42:2),1120.94594,1080.95344,918.9006,900.89,320.2948,302.2842
HexCer(d22:1/12:0),722.55474,682.56224,520.5093,502.4988,338.3417,320.3312
HexCer(d22:1/12:1),720.53904,680.54654,518.4937,500.4831,338.3417,320.3312
HexCer(d22:1/13:0),736.57034,696.57784,534.525,516.5144,338.3417,320.3312
HexCer(d22:1/13:1),734.55474,694.56224,532.5093,514.4988,338.3417,320.3312
HexCer(d22:1/14:0),750.58604,710.59354,548.5406,530.5301,338.3417,320.3312
HexCer(d22:1/14:1),748.57034,708.57784,546.525,528.5144,338.3417,320.3312
HexCer(d22:1/15:0),764.60164,724.60914,562.5563,544.5457,338.3417,320.3312
HexCer(d22:1/15:1),762.58604,722.59354,560.5406,542.5301,338.3417,320.3312
HexCer(d22:1/16:0),778.61724,738.62474,576.572,558.5613,338.3417,320.3312
HexCer(d22:1/16:1),776.60164,736.60914,574.5563,556.5457,338.3417,320.3312
HexCer(d22:1/16:2),774.58604,734.59354,572.5406,554.5301,338.3417,320.3312
HexCer(d22:1/17:0),792.63294,752.64044,590.5876,572.577,338.3417,320.3312
HexCer(d22:1/18:0),806.64854,766.65604,604.6032,586.5927,338.3417,320.3312
HexCer(d22:1/18:1),804.63294,764.64044,602.5876,584.577,338.3417,320.3312
HexCer(d22:1/18:2),802.61724,762.62474,600.572,582.5613,338.3417,320.3312
HexCer(d22:1/19:0),820.66424,780.67174,618.6189,600.6083,338.3417,320.3312
HexCer(d22:1/19:1),818.64854,778.65604,616.6032,598.5927,338.3417,320.3312
HexCer(d22:1/20:0),834.67984,794.68734,632.6345,614.624,338.3417,320.3312
HexCer(d22:1/20:1),832.66424,792.67174,630.6189,612.6083,338.3417,320.3312
HexCer(d22:1/20:2),830.64854,790.65604,628.6032,610.5927,338.3417,320.3312
HexCer(d22:1/21:0),848.69554,808.70304,646.6502,628.6396,338.3417,320.3312
HexCer(d22:1/21:1),846.67984,806.68734,644.6345,626.624,338.3417,320.3312
HexCer(d22:1/22:0),862.71114,822.71864,660.6658,642.6553,338.3417,320.3312
HexCer(d22:1/22:1),860.69554,820.70304,658.6502,640.6396,338.3417,320.3312
HexCer(d22:1/22:2),858.67984,818.68734,656.6345,638.624,338.3417,320.3312
HexCer(d22:1/23:0),876.72684,836.73434,674.6815,656.6709,338.3417,320.3312
HexCer(d22:1/23:1),874.71114,834.71864,672.6658,654.6553,338.3417,320.3312
HexCer(d22:1/24:0),890.74254,850.75004,688.6971,670.6866,338.3417,320.3312
HexCer(d22:1/24:1),888.72684,848.73434,686.6815,668.6709,338.3417,320.3312
HexCer(d22:1/24:2),886.71114,846.71864,684.6658,666.6553,338.3417,320.3312
HexCer(d22:1/25:0),904.75814,864.76564,702.7128,684.7022,338.3417,320.3312
HexCer(d22:1/25:1),902.74254,862.75004,700.6971,682.6866,338.3417,320.3312
HexCer(d22:1/26:0),918.77384,878.78134,716.7285,698.7179,338.3417,320.3312
HexCer(d22:1/26:1),916.75814,876.76564,714.7128,696.7022,338.3417,320.3312
HexCer(d22:1/26:2),914.74254,874.75004,712.6971,694.6866,338.3417,320.3312
HexCer(d22:1/27:0),932.78944,892.79694,730.7441,712.7335,338.3417,320.3312
HexCer(d22:1/27:1),930.77384,890.78134,728.7285,710.7179,338.3417,320.3312
HexCer(d22:1/28:0),946.80504,906.81254,744.7598,726.7491,338.3417,320.3312
HexCer(d22:1/28:1),944.78944,904.79694,742.7441,724.7335,338.3417,320.3312
HexCer(d22:1/28:2),942.77384,902.78134,740.7285,722.7179,338.3417,320.3312
HexCer(d22:1/29:0),960.82074,920.82824,758.7754,740.7648,338.3417,320.3312
HexCer(d22:1/29:1),958.80504,918.81254,756.7598,738.7491,338.3417,320.3312
HexCer(d22:1/30:0),974.83634,934.84384,772.791,754.7805,338.3417,320.3312
HexCer(d22:1/30:1),972.82074,932.82824,770.7754,752.7648,338.3417,320.3312
HexCer(d22:1/30:2),970.80504,930.81254,768.7598,750.7491,338.3417,320.3312
HexCer(d22:1/31:0),988.85204,948.85954,786.8067,768.7961,338.3417,320.3312
HexCer(d22:1/31:1),986.83634,946.84384,784.791,766.7805,338.3417,320.3312
HexCer(d22:1/32:0),1002.86764,962.87514,800.8223,782.8118,338.3417,320.3312
HexCer(d22:1/32:1),1000.85204,960.85954,798.8067,780.7961,338.3417,320.3312
HexCer(d22:1/32:2),998.83634,958.84384,796.791,778.7805,338.3417,320.3312
HexCer(d22:1/33:0),1016.88334,976.89084,814.838,796.8274,338.3417,320.3312
HexCer(d22:1/33:1),1014.86764,974.87514,812.8223,794.8118,338.3417,320.3312
HexCer(d22:1/34:0),1030.89894,990.90644,828.8536,810.8431,338.3417,320.3312
HexCer(d22:1/34:1),1028.88294,988.89044,826.838,808.8274,338.3417,320.3312
HexCer(d22:1/34:2),1026.86794,986.87544,824.8223,806.8118,338.3417,320.3312
HexCer(d22:1/35:0),1044.91494,1004.92244,842.8693,824.8587,338.3417,320.3312
HexCer(d22:1/35:1),1042.89894,1002.90644,840.8536,822.8431,338.3417,320.3312
HexCer(d22:1/36:0),1058.92994,1018.93744,856.8849,838.8744,338.3417,320.3312
HexCer(d22:1/36:1),1056.91494,1016.92244,854.8693,836.8587,338.3417,320.3312
HexCer(d22:1/36:2),1054.89894,1014.90644,852.8536,834.8431,338.3417,320.3312
HexCer(d22:1/38:0),1086.96194,1046.96944,884.9163,866.9056,338.3417,320.3312
HexCer(d22:1/38:1),1084.94594,1044.95344,882.9006,864.89,338.3417,320.3312
HexCer(d22:1/38:2),1082.92994,1042.93744,880.8849,862.8744,338.3417,320.3312
HexCer(d22:1/40:0),1114.99294,1075.00044,912.9475,894.937,338.3417,320.3312
HexCer(d22:1/40:1),1112.97694,1072.98444,910.9319,892.9213,338.3417,320.3312
HexCer(d22:1/40:2),1110.96194,1070.96944,908.9163,890.9056,338.3417,320.3312
HexCer(d22:1/42:0),1143.02394,1103.03144,940.9788,922.9683,338.3417,320.3312
HexCer(d22:1/42:1),1141.00894,1101.01644,938.9632,920.9526,338.3417,320.3312
HexCer(d22:1/42:2),1138.99294,1099.00044,936.9475,918.937,338.3417,320.3312
HexCer(d22:2/12:0),720.53904,680.54654,518.4937,500.4831,336.3261,318.3155
HexCer(d22:2/12:1),718.52334,678.53084,516.478,498.4675,336.3261,318.3155
HexCer(d22:2/13:0),734.55474,694.56224,532.5093,514.4988,336.3261,318.3155
HexCer(d22:2/13:1),732.53904,692.54654,530.4937,512.4831,336.3261,318.3155
HexCer(d22:2/14:0),748.57034,708.57784,546.525,528.5144,336.3261,318.3155
HexCer(d22:2/14:1),746.55474,706.56224,544.5093,526.4988,336.3261,318.3155
HexCer(d22:2/15:0),762.58604,722.59354,560.5406,542.5301,336.3261,318.3155
HexCer(d22:2/15:1),760.57034,720.57784,558.525,540.5144,336.3261,318.3155
HexCer(d22:2/16:0),776.60164,736.60914,574.5563,556.5457,336.3261,318.3155
HexCer(d22:2/16:1),774.58604,734.59354,572.5406,554.5301,336.3261,318.3155
HexCer(d22:2/16:2),772.57034,732.57784,570.525,552.5144,336.3261,318.3155
HexCer(d22:2/17:0),790.61724,750.62474,588.572,570.5613,336.3261,318.3155
HexCer(d22:2/18:0),804.63294,764.64044,602.5876,584.577,336.3261,318.3155
HexCer(d22:2/18:1),802.61724,762.62474,600.572,582.5613,336.3261,318.3155
HexCer(d22:2/18:2),800.60164,760.60914,598.5563,580.5457,336.3261,318.3155
HexCer(d22:2/19:0),818.64854,778.65604,616.6032,598.5927,336.3261,318.3155
HexCer(d22:2/19:1),816.63294,776.64044,614.5876,596.577,336.3261,318.3155
HexCer(d22:2/20:0),832.66424,792.67174,630.6189,612.6083,336.3261,318.3155
HexCer(d22:2/20:1),830.64854,790.65604,628.6032,610.5927,336.3261,318.3155
HexCer(d22:2/20:2),828.63294,788.64044,626.5876,608.577,336.3261,318.3155
HexCer(d22:2/21:0),846.67984,806.68734,644.6345,626.624,336.3261,318.3155
HexCer(d22:2/21:1),844.66424,804.67174,642.6189,624.6083,336.3261,318.3155
HexCer(d22:2/22:0),860.69554,820.70304,658.6502,640.6396,336.3261,318.3155
HexCer(d22:2/22:1),858.67984,818.68734,656.6345,638.624,336.3261,318.3155
HexCer(d22:2/22:2),856.66424,816.67174,654.6189,636.6083,336.3261,318.3155
HexCer(d22:2/23:0),874.71114,834.71864,672.6658,654.6553,336.3261,318.3155
HexCer(d22:2/23:1),872.69554,832.70304,670.6502,652.6396,336.3261,318.3155
HexCer(d22:2/24:0),888.72684,848.73434,686.6815,668.6709,336.3261,318.3155
HexCer(d22:2/24:1),886.71114,846.71864,684.6658,666.6553,336.3261,318.3155
HexCer(d22:2/24:2),884.69554,844.70304,682.6502,664.6396,336.3261,318.3155
HexCer(d22:2/25:0),902.74254,862.75004,700.6971,682.6866,336.3261,318.3155
HexCer(d22:2/25:1),900.72684,860.73434,698.6815,680.6709,336.3261,318.3155
HexCer(d22:2/26:0),916.75814,876.76564,714.7128,696.7022,336.3261,318.3155
HexCer(d22:2/26:1),914.74254,874.75004,712.6971,694.6866,336.3261,318.3155
HexCer(d22:2/26:2),912.72684,872.73434,710.6815,692.6709,336.3261,318.3155
HexCer(d22:2/27:0),930.77384,890.78134,728.7285,710.7179,336.3261,318.3155
HexCer(d22:2/27:1),928.75814,888.76564,726.7128,708.7022,336.3261,318.3155
HexCer(d22:2/28:0),944.78944,904.79694,742.7441,724.7335,336.3261,318.3155
HexCer(d22:2/28:1),942.77384,902.78134,740.7285,722.7179,336.3261,318.3155
HexCer(d22:2/28:2),940.75814,900.76564,738.7128,720.7022,336.3261,318.3155
HexCer(d22:2/29:0),958.80504,918.81254,756.7598,738.7491,336.3261,318.3155
HexCer(d22:2/29:1),956.78944,916.79694,754.7441,736.7335,336.3261,318.3155
HexCer(d22:2/30:0),972.82074,932.82824,770.7754,752.7648,336.3261,318.3155
HexCer(d22:2/30:1),970.80504,930.81254,768.7598,750.7491,336.3261,318.3155
HexCer(d22:2/30:2),968.78944,928.79694,766.7441,748.7335,336.3261,318.3155
HexCer(d22:2/31:0),986.83634,946.84384,784.791,766.7805,336.3261,318.3155
HexCer(d22:2/31:1),984.82074,944.82824,782.7754,764.7648,336.3261,318.3155
HexCer(d22:2/32:0),1000.85204,960.85954,798.8067,780.7961,336.3261,318.3155
HexCer(d22:2/32:1),998.83634,958.84384,796.791,778.7805,336.3261,318.3155
HexCer(d22:2/32:2),996.82074,956.82824,794.7754,776.7648,336.3261,318.3155
HexCer(d22:2/33:0),1014.86764,974.87514,812.8223,794.8118,336.3261,318.3155
HexCer(d22:2/33:1),1012.85204,972.85954,810.8067,792.7961,336.3261,318.3155
HexCer(d22:2/34:0),1028.88294,988.89044,826.838,808.8274,336.3261,318.3155
HexCer(d22:2/34:1),1026.86794,986.87544,824.8223,806.8118,336.3261,318.3155
HexCer(d22:2/34:2),1024.85194,984.85944,822.8067,804.7961,336.3261,318.3155
HexCer(d22:2/35:0),1042.89894,1002.90644,840.8536,822.8431,336.3261,318.3155
HexCer(d22:2/35:1),1040.88294,1000.89044,838.838,820.8274,336.3261,318.3155
HexCer(d22:2/36:0),1056.91494,1016.92244,854.8693,836.8587,336.3261,318.3155
HexCer(d22:2/36:1),1054.89894,1014.90644,852.8536,834.8431,336.3261,318.3155
HexCer(d22:2/36:2),1052.88294,1012.89044,850.838,832.8274,336.3261,318.3155
HexCer(d22:2/38:0),1084.94594,1044.95344,882.9006,864.89,336.3261,318.3155
HexCer(d22:2/38:1),1082.92994,1042.93744,880.8849,862.8744,336.3261,318.3155
HexCer(d22:2/38:2),1080.91494,1040.92244,878.8693,860.8587,336.3261,318.3155
HexCer(d22:2/40:0),1112.97694,1072.98444,910.9319,892.9213,336.3261,318.3155
HexCer(d22:2/40:1),1110.96194,1070.96944,908.9163,890.9056,336.3261,318.3155
HexCer(d22:2/40:2),1108.94594,1068.95344,906.9006,888.89,336.3261,318.3155
HexCer(d22:2/42:0),1141.00894,1101.01644,938.9632,920.9526,336.3261,318.3155
HexCer(d22:2/42:1),1138.99294,1099.00044,936.9475,918.937,336.3261,318.3155
HexCer(d22:2/42:2),1136.97694,1096.98444,934.9319,916.9213,336.3261,318.3155
HexCer(d22:3/12:0),718.52334,678.53084,516.478,498.4675,334.3105,316.2999
HexCer(d22:3/12:1),716.50774,676.51524,514.4624,496.4518,334.3105,316.2999
HexCer(d22:3/13:0),732.53904,692.54654,530.4937,512.4831,334.3105,316.2999
HexCer(d22:3/13:1),730.52334,690.53084,528.478,510.4675,334.3105,316.2999
HexCer(d22:3/14:0),746.55474,706.56224,544.5093,526.4988,334.3105,316.2999
HexCer(d22:3/14:1),744.53904,704.54654,542.4937,524.4831,334.3105,316.2999
HexCer(d22:3/15:0),760.57034,720.57784,558.525,540.5144,334.3105,316.2999
HexCer(d22:3/15:1),758.55474,718.56224,556.5093,538.4988,334.3105,316.2999
HexCer(d22:3/16:0),774.58604,734.59354,572.5406,554.5301,334.3105,316.2999
HexCer(d22:3/16:1),772.57034,732.57784,570.525,552.5144,334.3105,316.2999
HexCer(d22:3/16:2),770.55474,730.56224,568.5093,550.4988,334.3105,316.2999
HexCer(d22:3/17:0),788.60164,748.60914,586.5563,568.5457,334.3105,316.2999
HexCer(d22:3/18:0),802.61724,762.62474,600.572,582.5613,334.3105,316.2999
HexCer(d22:3/18:1),800.60164,760.60914,598.5563,580.5457,334.3105,316.2999
HexCer(d22:3/18:2),798.58604,758.59354,596.5406,578.5301,334.3105,316.2999
HexCer(d22:3/19:0),816.63294,776.64044,614.5876,596.577,334.3105,316.2999
HexCer(d22:3/19:1),814.61724,774.62474,612.572,594.5613,334.3105,316.2999
HexCer(d22:3/20:0),830.64854,790.65604,628.6032,610.5927,334.3105,316.2999
HexCer(d22:3/20:1),828.63294,788.64044,626.5876,608.577,334.3105,316.2999
HexCer(d22:3/20:2),826.61724,786.62474,624.572,606.5613,334.3105,316.2999
HexCer(d22:3/21:0),844.66424,804.67174,642.6189,624.6083,334.3105,316.2999
HexCer(d22:3/21:1),842.64854,802.65604,640.6032,622.5927,334.3105,316.2999
HexCer(d22:3/22:0),858.67984,818.68734,656.6345,638.624,334.3105,316.2999
HexCer(d22:3/22:1),856.66424,816.67174,654.6189,636.6083,334.3105,316.2999
HexCer(d22:3/22:2),854.64854,814.65604,652.6032,634.5927,334.3105,316.2999
HexCer(d22:3/23:0),872.69554,832.70304,670.6502,652.6396,334.3105,316.2999
HexCer(d22:3/23:1),870.67984,830.68734,668.6345,650.624,334.3105,316.2999
HexCer(d22:3/24:0),886.71114,846.71864,684.6658,666.6553,334.3105,316.2999
HexCer(d22:3/24:1),884.69554,844.70304,682.6502,664.6396,334.3105,316.2999
HexCer(d22:3/24:2),882.67984,842.68734,680.6345,662.624,334.3105,316.2999
HexCer(d22:3/25:0),900.72684,860.73434,698.6815,680.6709,334.3105,316.2999
HexCer(d22:3/25:1),898.71114,858.71864,696.6658,678.6553,334.3105,316.2999
HexCer(d22:3/26:0),914.74254,874.75004,712.6971,694.6866,334.3105,316.2999
HexCer(d22:3/26:1),912.72684,872.73434,710.6815,692.6709,334.3105,316.2999
HexCer(d22:3/26:2),910.71114,870.71864,708.6658,690.6553,334.3105,316.2999
HexCer(d22:3/27:0),928.75814,888.76564,726.7128,708.7022,334.3105,316.2999
HexCer(d22:3/27:1),926.74254,886.75004,724.6971,706.6866,334.3105,316.2999
HexCer(d22:3/28:0),942.77384,902.78134,740.7285,722.7179,334.3105,316.2999
HexCer(d22:3/28:1),940.75814,900.76564,738.7128,720.7022,334.3105,316.2999
HexCer(d22:3/28:2),938.74254,898.75004,736.6971,718.6866,334.3105,316.2999
HexCer(d22:3/29:0),956.78944,916.79694,754.7441,736.7335,334.3105,316.2999
HexCer(d22:3/29:1),954.77384,914.78134,752.7285,734.7179,334.3105,316.2999
HexCer(d22:3/30:0),970.80504,930.81254,768.7598,750.7491,334.3105,316.2999
HexCer(d22:3/30:1),968.78944,928.79694,766.7441,748.7335,334.3105,316.2999
HexCer(d22:3/30:2),966.77384,926.78134,764.7285,746.7179,334.3105,316.2999
HexCer(d22:3/31:0),984.82074,944.82824,782.7754,764.7648,334.3105,316.2999
HexCer(d22:3/31:1),982.80504,942.81254,780.7598,762.7491,334.3105,316.2999
HexCer(d22:3/32:0),998.83634,958.84384,796.791,778.7805,334.3105,316.2999
HexCer(d22:3/32:1),996.82074,956.82824,794.7754,776.7648,334.3105,316.2999
HexCer(d22:3/32:2),994.80504,954.81254,792.7598,774.7491,334.3105,316.2999
HexCer(d22:3/33:0),1012.85204,972.85954,810.8067,792.7961,334.3105,316.2999
HexCer(d22:3/33:1),1010.83634,970.84384,808.791,790.7805,334.3105,316.2999
HexCer(d22:3/34:0),1026.86794,986.87544,824.8223,806.8118,334.3105,316.2999
HexCer(d22:3/34:1),1024.85194,984.85944,822.8067,804.7961,334.3105,316.2999
HexCer(d22:3/34:2),1022.83594,982.84344,820.791,802.7805,334.3105,316.2999
HexCer(d22:3/35:0),1040.88294,1000.89044,838.838,820.8274,334.3105,316.2999
HexCer(d22:3/35:1),1038.86794,998.87544,836.8223,818.8118,334.3105,316.2999
HexCer(d22:3/36:0),1054.89894,1014.90644,852.8536,834.8431,334.3105,316.2999
HexCer(d22:3/36:1),1052.88294,1012.89044,850.838,832.8274,334.3105,316.2999
HexCer(d22:3/36:2),1050.86794,1010.87544,848.8223,830.8118,334.3105,316.2999
HexCer(d22:3/38:0),1082.92994,1042.93744,880.8849,862.8744,334.3105,316.2999
HexCer(d22:3/38:1),1080.91494,1040.92244,878.8693,860.8587,334.3105,316.2999
HexCer(d22:3/38:2),1078.89894,1038.90644,876.8536,858.8431,334.3105,316.2999
HexCer(d22:3/40:0),1110.96194,1070.96944,908.9163,890.9056,334.3105,316.2999
HexCer(d22:3/40:1),1108.94594,1068.95344,906.9006,888.89,334.3105,316.2999
HexCer(d22:3/40:2),1106.92994,1066.93744,904.8849,886.8744,334.3105,316.2999
HexCer(d22:3/42:0),1138.99294,1099.00044,936.9475,918.937,334.3105,316.2999
HexCer(d22:3/42:1),1136.97694,1096.98444,934.9319,916.9213,334.3105,316.2999
HexCer(d22:3/42:2),1134.96194,1094.96944,932.9163,914.9056,334.3105,316.2999
HexCer(d23:1/12:0),736.57034,696.57784,534.525,516.5144,352.3574,334.3468
HexCer(d23:1/12:1),734.55474,694.56224,532.5093,514.4988,352.3574,334.3468
HexCer(d23:1/13:0),750.58604,710.59354,548.5406,530.5301,352.3574,334.3468
HexCer(d23:1/13:1),748.57034,708.57784,546.525,528.5144,352.3574,334.3468
HexCer(d23:1/14:0),764.60164,724.60914,562.5563,544.5457,352.3574,334.3468
HexCer(d23:1/14:1),762.58604,722.59354,560.5406,542.5301,352.3574,334.3468
HexCer(d23:1/15:0),778.61724,738.62474,576.572,558.5613,352.3574,334.3468
HexCer(d23:1/15:1),776.60164,736.60914,574.5563,556.5457,352.3574,334.3468
HexCer(d23:1/16:0),792.63294,752.64044,590.5876,572.577,352.3574,334.3468
HexCer(d23:1/16:1),790.61724,750.62474,588.572,570.5613,352.3574,334.3468
HexCer(d23:1/16:2),788.60164,748.60914,586.5563,568.5457,352.3574,334.3468
HexCer(d23:1/17:0),806.64854,766.65604,604.6032,586.5927,352.3574,334.3468
HexCer(d23:1/18:0),820.66424,780.67174,618.6189,600.6083,352.3574,334.3468
HexCer(d23:1/18:1),818.64854,778.65604,616.6032,598.5927,352.3574,334.3468
HexCer(d23:1/18:2),816.63294,776.64044,614.5876,596.577,352.3574,334.3468
HexCer(d23:1/19:0),834.67984,794.68734,632.6345,614.624,352.3574,334.3468
HexCer(d23:1/19:1),832.66424,792.67174,630.6189,612.6083,352.3574,334.3468
HexCer(d23:1/20:0),848.69554,808.70304,646.6502,628.6396,352.3574,334.3468
HexCer(d23:1/20:1),846.67984,806.68734,644.6345,626.624,352.3574,334.3468
HexCer(d23:1/20:2),844.66424,804.67174,642.6189,624.6083,352.3574,334.3468
HexCer(d23:1/21:0),862.71114,822.71864,660.6658,642.6553,352.3574,334.3468
HexCer(d23:1/21:1),860.69554,820.70304,658.6502,640.6396,352.3574,334.3468
HexCer(d23:1/22:0),876.72684,836.73434,674.6815,656.6709,352.3574,334.3468
HexCer(d23:1/22:1),874.71114,834.71864,672.6658,654.6553,352.3574,334.3468
HexCer(d23:1/22:2),872.69554,832.70304,670.6502,652.6396,352.3574,334.3468
HexCer(d23:1/23:0),890.74254,850.75004,688.6971,670.6866,352.3574,334.3468
HexCer(d23:1/23:1),888.72684,848.73434,686.6815,668.6709,352.3574,334.3468
HexCer(d23:1/24:0),904.75814,864.76564,702.7128,684.7022,352.3574,334.3468
HexCer(d23:1/24:1),902.74254,862.75004,700.6971,682.6866,352.3574,334.3468
HexCer(d23:1/24:2),900.72684,860.73434,698.6815,680.6709,352.3574,334.3468
HexCer(d23:1/25:0),918.77384,878.78134,716.7285,698.7179,352.3574,334.3468
HexCer(d23:1/25:1),916.75814,876.76564,714.7128,696.7022,352.3574,334.3468
HexCer(d23:1/26:0),932.78944,892.79694,730.7441,712.7335,352.3574,334.3468
HexCer(d23:1/26:1),930.77384,890.78134,728.7285,710.7179,352.3574,334.3468
HexCer(d23:1/26:2),928.75814,888.76564,726.7128,708.7022,352.3574,334.3468
HexCer(d23:1/27:0),946.80504,906.81254,744.7598,726.7491,352.3574,334.3468
HexCer(d23:1/27:1),944.78944,904.79694,742.7441,724.7335,352.3574,334.3468
