HexCer,[M+Na]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d23:1/28:0),960.82074,920.82824,758.7754,740.7648,352.3574,334.3468
HexCer(d23:1/28:1),958.80504,918.81254,756.7598,738.7491,352.3574,334.3468
HexCer(d23:1/28:2),956.78944,916.79694,754.7441,736.7335,352.3574,334.3468
HexCer(d23:1/29:0),974.83634,934.84384,772.791,754.7805,352.3574,334.3468
HexCer(d23:1/29:1),972.82074,932.82824,770.7754,752.7648,352.3574,334.3468
HexCer(d23:1/30:0),988.85204,948.85954,786.8067,768.7961,352.3574,334.3468
HexCer(d23:1/30:1),986.83634,946.84384,784.791,766.7805,352.3574,334.3468
HexCer(d23:1/30:2),984.82074,944.82824,782.7754,764.7648,352.3574,334.3468
HexCer(d23:1/31:0),1002.86764,962.87514,800.8223,782.8118,352.3574,334.3468
HexCer(d23:1/31:1),1000.85204,960.85954,798.8067,780.7961,352.3574,334.3468
HexCer(d23:1/32:0),1016.88334,976.89084,814.838,796.8274,352.3574,334.3468
HexCer(d23:1/32:1),1014.86764,974.87514,812.8223,794.8118,352.3574,334.3468
HexCer(d23:1/32:2),1012.85204,972.85954,810.8067,792.7961,352.3574,334.3468
HexCer(d23:1/33:0),1030.89894,990.90644,828.8536,810.8431,352.3574,334.3468
HexCer(d23:1/33:1),1028.88294,988.89044,826.838,808.8274,352.3574,334.3468
HexCer(d23:1/34:0),1044.91494,1004.92244,842.8693,824.8587,352.3574,334.3468
HexCer(d23:1/34:1),1042.89894,1002.90644,840.8536,822.8431,352.3574,334.3468
HexCer(d23:1/34:2),1040.88294,1000.89044,838.838,820.8274,352.3574,334.3468
HexCer(d23:1/35:0),1058.92994,1018.93744,856.8849,838.8744,352.3574,334.3468
HexCer(d23:1/35:1),1056.91494,1016.92244,854.8693,836.8587,352.3574,334.3468
HexCer(d23:1/36:0),1072.94594,1032.95344,870.9006,852.89,352.3574,334.3468
HexCer(d23:1/36:1),1070.92994,1030.93744,868.8849,850.8744,352.3574,334.3468
HexCer(d23:1/36:2),1068.91494,1028.92244,866.8693,848.8587,352.3574,334.3468
HexCer(d23:1/38:0),1100.97694,1060.98444,898.9319,880.9213,352.3574,334.3468
HexCer(d23:1/38:1),1098.96194,1058.96944,896.9163,878.9056,352.3574,334.3468
HexCer(d23:1/38:2),1096.94594,1056.95344,894.9006,876.89,352.3574,334.3468
HexCer(d23:1/40:0),1129.00894,1089.01644,926.9632,908.9526,352.3574,334.3468
HexCer(d23:1/40:1),1126.99294,1087.00044,924.9475,906.937,352.3574,334.3468
HexCer(d23:1/40:2),1124.97694,1084.98444,922.9319,904.9213,352.3574,334.3468
HexCer(d23:1/42:0),1157.03994,1117.04744,954.9945,936.9839,352.3574,334.3468
HexCer(d23:1/42:1),1155.02394,1115.03144,952.9788,934.9683,352.3574,334.3468
HexCer(d23:1/42:2),1153.00894,1113.01644,950.9632,932.9526,352.3574,334.3468
HexCer(d23:2/12:0),734.55474,694.56224,532.5093,514.4988,350.3417,332.3312
HexCer(d23:2/12:1),732.53904,692.54654,530.4937,512.4831,350.3417,332.3312
HexCer(d23:2/13:0),748.57034,708.57784,546.525,528.5144,350.3417,332.3312
HexCer(d23:2/13:1),746.55474,706.56224,544.5093,526.4988,350.3417,332.3312
HexCer(d23:2/14:0),762.58604,722.59354,560.5406,542.5301,350.3417,332.3312
HexCer(d23:2/14:1),760.57034,720.57784,558.525,540.5144,350.3417,332.3312
HexCer(d23:2/15:0),776.60164,736.60914,574.5563,556.5457,350.3417,332.3312
HexCer(d23:2/15:1),774.58604,734.59354,572.5406,554.5301,350.3417,332.3312
HexCer(d23:2/16:0),790.61724,750.62474,588.572,570.5613,350.3417,332.3312
HexCer(d23:2/16:1),788.60164,748.60914,586.5563,568.5457,350.3417,332.3312
HexCer(d23:2/16:2),786.58604,746.59354,584.5406,566.5301,350.3417,332.3312
HexCer(d23:2/17:0),804.63294,764.64044,602.5876,584.577,350.3417,332.3312
HexCer(d23:2/18:0),818.64854,778.65604,616.6032,598.5927,350.3417,332.3312
HexCer(d23:2/18:1),816.63294,776.64044,614.5876,596.577,350.3417,332.3312
HexCer(d23:2/18:2),814.61724,774.62474,612.572,594.5613,350.3417,332.3312
HexCer(d23:2/19:0),832.66424,792.67174,630.6189,612.6083,350.3417,332.3312
HexCer(d23:2/19:1),830.64854,790.65604,628.6032,610.5927,350.3417,332.3312
HexCer(d23:2/20:0),846.67984,806.68734,644.6345,626.624,350.3417,332.3312
HexCer(d23:2/20:1),844.66424,804.67174,642.6189,624.6083,350.3417,332.3312
HexCer(d23:2/20:2),842.64854,802.65604,640.6032,622.5927,350.3417,332.3312
HexCer(d23:2/21:0),860.69554,820.70304,658.6502,640.6396,350.3417,332.3312
HexCer(d23:2/21:1),858.67984,818.68734,656.6345,638.624,350.3417,332.3312
HexCer(d23:2/22:0),874.71114,834.71864,672.6658,654.6553,350.3417,332.3312
HexCer(d23:2/22:1),872.69554,832.70304,670.6502,652.6396,350.3417,332.3312
HexCer(d23:2/22:2),870.67984,830.68734,668.6345,650.624,350.3417,332.3312
HexCer(d23:2/23:0),888.72684,848.73434,686.6815,668.6709,350.3417,332.3312
HexCer(d23:2/23:1),886.71114,846.71864,684.6658,666.6553,350.3417,332.3312
HexCer(d23:2/24:0),902.74254,862.75004,700.6971,682.6866,350.3417,332.3312
HexCer(d23:2/24:1),900.72684,860.73434,698.6815,680.6709,350.3417,332.3312
HexCer(d23:2/24:2),898.71114,858.71864,696.6658,678.6553,350.3417,332.3312
HexCer(d23:2/25:0),916.75814,876.76564,714.7128,696.7022,350.3417,332.3312
HexCer(d23:2/25:1),914.74254,874.75004,712.6971,694.6866,350.3417,332.3312
HexCer(d23:2/26:0),930.77384,890.78134,728.7285,710.7179,350.3417,332.3312
HexCer(d23:2/26:1),928.75814,888.76564,726.7128,708.7022,350.3417,332.3312
HexCer(d23:2/26:2),926.74254,886.75004,724.6971,706.6866,350.3417,332.3312
HexCer(d23:2/27:0),944.78944,904.79694,742.7441,724.7335,350.3417,332.3312
HexCer(d23:2/27:1),942.77384,902.78134,740.7285,722.7179,350.3417,332.3312
HexCer(d23:2/28:0),958.80504,918.81254,756.7598,738.7491,350.3417,332.3312
HexCer(d23:2/28:1),956.78944,916.79694,754.7441,736.7335,350.3417,332.3312
HexCer(d23:2/28:2),954.77384,914.78134,752.7285,734.7179,350.3417,332.3312
HexCer(d23:2/29:0),972.82074,932.82824,770.7754,752.7648,350.3417,332.3312
HexCer(d23:2/29:1),970.80504,930.81254,768.7598,750.7491,350.3417,332.3312
HexCer(d23:2/30:0),986.83634,946.84384,784.791,766.7805,350.3417,332.3312
HexCer(d23:2/30:1),984.82074,944.82824,782.7754,764.7648,350.3417,332.3312
HexCer(d23:2/30:2),982.80504,942.81254,780.7598,762.7491,350.3417,332.3312
HexCer(d23:2/31:0),1000.85204,960.85954,798.8067,780.7961,350.3417,332.3312
HexCer(d23:2/31:1),998.83634,958.84384,796.791,778.7805,350.3417,332.3312
HexCer(d23:2/32:0),1014.86764,974.87514,812.8223,794.8118,350.3417,332.3312
HexCer(d23:2/32:1),1012.85204,972.85954,810.8067,792.7961,350.3417,332.3312
HexCer(d23:2/32:2),1010.83634,970.84384,808.791,790.7805,350.3417,332.3312
HexCer(d23:2/33:0),1028.88294,988.89044,826.838,808.8274,350.3417,332.3312
HexCer(d23:2/33:1),1026.86794,986.87544,824.8223,806.8118,350.3417,332.3312
HexCer(d23:2/34:0),1042.89894,1002.90644,840.8536,822.8431,350.3417,332.3312
HexCer(d23:2/34:1),1040.88294,1000.89044,838.838,820.8274,350.3417,332.3312
HexCer(d23:2/34:2),1038.86794,998.87544,836.8223,818.8118,350.3417,332.3312
HexCer(d23:2/35:0),1056.91494,1016.92244,854.8693,836.8587,350.3417,332.3312
HexCer(d23:2/35:1),1054.89894,1014.90644,852.8536,834.8431,350.3417,332.3312
HexCer(d23:2/36:0),1070.92994,1030.93744,868.8849,850.8744,350.3417,332.3312
HexCer(d23:2/36:1),1068.91494,1028.92244,866.8693,848.8587,350.3417,332.3312
HexCer(d23:2/36:2),1066.89894,1026.90644,864.8536,846.8431,350.3417,332.3312
HexCer(d23:2/38:0),1098.96194,1058.96944,896.9163,878.9056,350.3417,332.3312
HexCer(d23:2/38:1),1096.94594,1056.95344,894.9006,876.89,350.3417,332.3312
HexCer(d23:2/38:2),1094.92994,1054.93744,892.8849,874.8744,350.3417,332.3312
HexCer(d23:2/40:0),1126.99294,1087.00044,924.9475,906.937,350.3417,332.3312
HexCer(d23:2/40:1),1124.97694,1084.98444,922.9319,904.9213,350.3417,332.3312
HexCer(d23:2/40:2),1122.96194,1082.96944,920.9163,902.9056,350.3417,332.3312
HexCer(d23:2/42:0),1155.02394,1115.03144,952.9788,934.9683,350.3417,332.3312
HexCer(d23:2/42:1),1153.00894,1113.01644,950.9632,932.9526,350.3417,332.3312
HexCer(d23:2/42:2),1150.99294,1111.00044,948.9475,930.937,350.3417,332.3312
HexCer(d23:3/12:0),732.53904,692.54654,530.4937,512.4831,348.3261,330.3155
HexCer(d23:3/12:1),730.52334,690.53084,528.478,510.4675,348.3261,330.3155
HexCer(d23:3/13:0),746.55474,706.56224,544.5093,526.4988,348.3261,330.3155
HexCer(d23:3/13:1),744.53904,704.54654,542.4937,524.4831,348.3261,330.3155
HexCer(d23:3/14:0),760.57034,720.57784,558.525,540.5144,348.3261,330.3155
HexCer(d23:3/14:1),758.55474,718.56224,556.5093,538.4988,348.3261,330.3155
HexCer(d23:3/15:0),774.58604,734.59354,572.5406,554.5301,348.3261,330.3155
HexCer(d23:3/15:1),772.57034,732.57784,570.525,552.5144,348.3261,330.3155
HexCer(d23:3/16:0),788.60164,748.60914,586.5563,568.5457,348.3261,330.3155
HexCer(d23:3/16:1),786.58604,746.59354,584.5406,566.5301,348.3261,330.3155
HexCer(d23:3/16:2),784.57034,744.57784,582.525,564.5144,348.3261,330.3155
HexCer(d23:3/17:0),802.61724,762.62474,600.572,582.5613,348.3261,330.3155
HexCer(d23:3/18:0),816.63294,776.64044,614.5876,596.577,348.3261,330.3155
HexCer(d23:3/18:1),814.61724,774.62474,612.572,594.5613,348.3261,330.3155
HexCer(d23:3/18:2),812.60164,772.60914,610.5563,592.5457,348.3261,330.3155
HexCer(d23:3/19:0),830.64854,790.65604,628.6032,610.5927,348.3261,330.3155
HexCer(d23:3/19:1),828.63294,788.64044,626.5876,608.577,348.3261,330.3155
HexCer(d23:3/20:0),844.66424,804.67174,642.6189,624.6083,348.3261,330.3155
HexCer(d23:3/20:1),842.64854,802.65604,640.6032,622.5927,348.3261,330.3155
HexCer(d23:3/20:2),840.63294,800.64044,638.5876,620.577,348.3261,330.3155
HexCer(d23:3/21:0),858.67984,818.68734,656.6345,638.624,348.3261,330.3155
HexCer(d23:3/21:1),856.66424,816.67174,654.6189,636.6083,348.3261,330.3155
HexCer(d23:3/22:0),872.69554,832.70304,670.6502,652.6396,348.3261,330.3155
HexCer(d23:3/22:1),870.67984,830.68734,668.6345,650.624,348.3261,330.3155
HexCer(d23:3/22:2),868.66424,828.67174,666.6189,648.6083,348.3261,330.3155
HexCer(d23:3/23:0),886.71114,846.71864,684.6658,666.6553,348.3261,330.3155
HexCer(d23:3/23:1),884.69554,844.70304,682.6502,664.6396,348.3261,330.3155
HexCer(d23:3/24:0),900.72684,860.73434,698.6815,680.6709,348.3261,330.3155
HexCer(d23:3/24:1),898.71114,858.71864,696.6658,678.6553,348.3261,330.3155
HexCer(d23:3/24:2),896.69554,856.70304,694.6502,676.6396,348.3261,330.3155
HexCer(d23:3/25:0),914.74254,874.75004,712.6971,694.6866,348.3261,330.3155
HexCer(d23:3/25:1),912.72684,872.73434,710.6815,692.6709,348.3261,330.3155
HexCer(d23:3/26:0),928.75814,888.76564,726.7128,708.7022,348.3261,330.3155
HexCer(d23:3/26:1),926.74254,886.75004,724.6971,706.6866,348.3261,330.3155
HexCer(d23:3/26:2),924.72684,884.73434,722.6815,704.6709,348.3261,330.3155
HexCer(d23:3/27:0),942.77384,902.78134,740.7285,722.7179,348.3261,330.3155
HexCer(d23:3/27:1),940.75814,900.76564,738.7128,720.7022,348.3261,330.3155
HexCer(d23:3/28:0),956.78944,916.79694,754.7441,736.7335,348.3261,330.3155
HexCer(d23:3/28:1),954.77384,914.78134,752.7285,734.7179,348.3261,330.3155
HexCer(d23:3/28:2),952.75814,912.76564,750.7128,732.7022,348.3261,330.3155
HexCer(d23:3/29:0),970.80504,930.81254,768.7598,750.7491,348.3261,330.3155
HexCer(d23:3/29:1),968.78944,928.79694,766.7441,748.7335,348.3261,330.3155
HexCer(d23:3/30:0),984.82074,944.82824,782.7754,764.7648,348.3261,330.3155
HexCer(d23:3/30:1),982.80504,942.81254,780.7598,762.7491,348.3261,330.3155
HexCer(d23:3/30:2),980.78944,940.79694,778.7441,760.7335,348.3261,330.3155
HexCer(d23:3/31:0),998.83634,958.84384,796.791,778.7805,348.3261,330.3155
HexCer(d23:3/31:1),996.82074,956.82824,794.7754,776.7648,348.3261,330.3155
HexCer(d23:3/32:0),1012.85204,972.85954,810.8067,792.7961,348.3261,330.3155
HexCer(d23:3/32:1),1010.83634,970.84384,808.791,790.7805,348.3261,330.3155
HexCer(d23:3/32:2),1008.82074,968.82824,806.7754,788.7648,348.3261,330.3155
HexCer(d23:3/33:0),1026.86794,986.87544,824.8223,806.8118,348.3261,330.3155
HexCer(d23:3/33:1),1024.85194,984.85944,822.8067,804.7961,348.3261,330.3155
HexCer(d23:3/34:0),1040.88294,1000.89044,838.838,820.8274,348.3261,330.3155
HexCer(d23:3/34:1),1038.86794,998.87544,836.8223,818.8118,348.3261,330.3155
HexCer(d23:3/34:2),1036.85194,996.85944,834.8067,816.7961,348.3261,330.3155
HexCer(d23:3/35:0),1054.89894,1014.90644,852.8536,834.8431,348.3261,330.3155
HexCer(d23:3/35:1),1052.88294,1012.89044,850.838,832.8274,348.3261,330.3155
HexCer(d23:3/36:0),1068.91494,1028.92244,866.8693,848.8587,348.3261,330.3155
HexCer(d23:3/36:1),1066.89894,1026.90644,864.8536,846.8431,348.3261,330.3155
HexCer(d23:3/36:2),1064.88294,1024.89044,862.838,844.8274,348.3261,330.3155
HexCer(d23:3/38:0),1096.94594,1056.95344,894.9006,876.89,348.3261,330.3155
HexCer(d23:3/38:1),1094.92994,1054.93744,892.8849,874.8744,348.3261,330.3155
HexCer(d23:3/38:2),1092.91494,1052.92244,890.8693,872.8587,348.3261,330.3155
HexCer(d23:3/40:0),1124.97694,1084.98444,922.9319,904.9213,348.3261,330.3155
HexCer(d23:3/40:1),1122.96194,1082.96944,920.9163,902.9056,348.3261,330.3155
HexCer(d23:3/40:2),1120.94594,1080.95344,918.9006,900.89,348.3261,330.3155
HexCer(d23:3/42:0),1153.00894,1113.01644,950.9632,932.9526,348.3261,330.3155
HexCer(d23:3/42:1),1150.99294,1111.00044,948.9475,930.937,348.3261,330.3155
HexCer(d23:3/42:2),1148.97694,1108.98444,946.9319,928.9213,348.3261,330.3155
HexCer(d24:1/12:0),750.58604,710.59354,548.5406,530.5301,366.373,348.3625
HexCer(d24:1/12:1),748.57034,708.57784,546.525,528.5144,366.373,348.3625
HexCer(d24:1/13:0),764.60164,724.60914,562.5563,544.5457,366.373,348.3625
HexCer(d24:1/13:1),762.58604,722.59354,560.5406,542.5301,366.373,348.3625
HexCer(d24:1/14:0),778.61724,738.62474,576.572,558.5613,366.373,348.3625
HexCer(d24:1/14:1),776.60164,736.60914,574.5563,556.5457,366.373,348.3625
HexCer(d24:1/15:0),792.63294,752.64044,590.5876,572.577,366.373,348.3625
HexCer(d24:1/15:1),790.61724,750.62474,588.572,570.5613,366.373,348.3625
HexCer(d24:1/16:0),806.64854,766.65604,604.6032,586.5927,366.373,348.3625
HexCer(d24:1/16:1),804.63294,764.64044,602.5876,584.577,366.373,348.3625
HexCer(d24:1/16:2),802.61724,762.62474,600.572,582.5613,366.373,348.3625
HexCer(d24:1/17:0),820.66424,780.67174,618.6189,600.6083,366.373,348.3625
HexCer(d24:1/18:0),834.67984,794.68734,632.6345,614.624,366.373,348.3625
HexCer(d24:1/18:1),832.66424,792.67174,630.6189,612.6083,366.373,348.3625
HexCer(d24:1/18:2),830.64854,790.65604,628.6032,610.5927,366.373,348.3625
HexCer(d24:1/19:0),848.69554,808.70304,646.6502,628.6396,366.373,348.3625
HexCer(d24:1/19:1),846.67984,806.68734,644.6345,626.624,366.373,348.3625
HexCer(d24:1/20:0),862.71114,822.71864,660.6658,642.6553,366.373,348.3625
HexCer(d24:1/20:1),860.69554,820.70304,658.6502,640.6396,366.373,348.3625
HexCer(d24:1/20:2),858.67984,818.68734,656.6345,638.624,366.373,348.3625
HexCer(d24:1/21:0),876.72684,836.73434,674.6815,656.6709,366.373,348.3625
HexCer(d24:1/21:1),874.71114,834.71864,672.6658,654.6553,366.373,348.3625
HexCer(d24:1/22:0),890.74254,850.75004,688.6971,670.6866,366.373,348.3625
HexCer(d24:1/22:1),888.72684,848.73434,686.6815,668.6709,366.373,348.3625
HexCer(d24:1/22:2),886.71114,846.71864,684.6658,666.6553,366.373,348.3625
HexCer(d24:1/23:0),904.75814,864.76564,702.7128,684.7022,366.373,348.3625
HexCer(d24:1/23:1),902.74254,862.75004,700.6971,682.6866,366.373,348.3625
HexCer(d24:1/24:0),918.77384,878.78134,716.7285,698.7179,366.373,348.3625
HexCer(d24:1/24:1),916.75814,876.76564,714.7128,696.7022,366.373,348.3625
HexCer(d24:1/24:2),914.74254,874.75004,712.6971,694.6866,366.373,348.3625
HexCer(d24:1/25:0),932.78944,892.79694,730.7441,712.7335,366.373,348.3625
HexCer(d24:1/25:1),930.77384,890.78134,728.7285,710.7179,366.373,348.3625
HexCer(d24:1/26:0),946.80504,906.81254,744.7598,726.7491,366.373,348.3625
HexCer(d24:1/26:1),944.78944,904.79694,742.7441,724.7335,366.373,348.3625
HexCer(d24:1/26:2),942.77384,902.78134,740.7285,722.7179,366.373,348.3625
HexCer(d24:1/27:0),960.82074,920.82824,758.7754,740.7648,366.373,348.3625
HexCer(d24:1/27:1),958.80504,918.81254,756.7598,738.7491,366.373,348.3625
HexCer(d24:1/28:0),974.83634,934.84384,772.791,754.7805,366.373,348.3625
HexCer(d24:1/28:1),972.82074,932.82824,770.7754,752.7648,366.373,348.3625
HexCer(d24:1/28:2),970.80504,930.81254,768.7598,750.7491,366.373,348.3625
HexCer(d24:1/29:0),988.85204,948.85954,786.8067,768.7961,366.373,348.3625
HexCer(d24:1/29:1),986.83634,946.84384,784.791,766.7805,366.373,348.3625
HexCer(d24:1/30:0),1002.86764,962.87514,800.8223,782.8118,366.373,348.3625
HexCer(d24:1/30:1),1000.85204,960.85954,798.8067,780.7961,366.373,348.3625
HexCer(d24:1/30:2),998.83634,958.84384,796.791,778.7805,366.373,348.3625
HexCer(d24:1/31:0),1016.88334,976.89084,814.838,796.8274,366.373,348.3625
HexCer(d24:1/31:1),1014.86764,974.87514,812.8223,794.8118,366.373,348.3625
HexCer(d24:1/32:0),1030.89894,990.90644,828.8536,810.8431,366.373,348.3625
HexCer(d24:1/32:1),1028.88294,988.89044,826.838,808.8274,366.373,348.3625
HexCer(d24:1/32:2),1026.86794,986.87544,824.8223,806.8118,366.373,348.3625
HexCer(d24:1/33:0),1044.91494,1004.92244,842.8693,824.8587,366.373,348.3625
HexCer(d24:1/33:1),1042.89894,1002.90644,840.8536,822.8431,366.373,348.3625
HexCer(d24:1/34:0),1058.92994,1018.93744,856.8849,838.8744,366.373,348.3625
HexCer(d24:1/34:1),1056.91494,1016.92244,854.8693,836.8587,366.373,348.3625
HexCer(d24:1/34:2),1054.89894,1014.90644,852.8536,834.8431,366.373,348.3625
HexCer(d24:1/35:0),1072.94594,1032.95344,870.9006,852.89,366.373,348.3625
HexCer(d24:1/35:1),1070.92994,1030.93744,868.8849,850.8744,366.373,348.3625
HexCer(d24:1/36:0),1086.96194,1046.96944,884.9163,866.9056,366.373,348.3625
HexCer(d24:1/36:1),1084.94594,1044.95344,882.9006,864.89,366.373,348.3625
HexCer(d24:1/36:2),1082.92994,1042.93744,880.8849,862.8744,366.373,348.3625
HexCer(d24:1/38:0),1114.99294,1075.00044,912.9475,894.937,366.373,348.3625
HexCer(d24:1/38:1),1112.97694,1072.98444,910.9319,892.9213,366.373,348.3625
HexCer(d24:1/38:2),1110.96194,1070.96944,908.9163,890.9056,366.373,348.3625
HexCer(d24:1/40:0),1143.02394,1103.03144,940.9788,922.9683,366.373,348.3625
HexCer(d24:1/40:1),1141.00894,1101.01644,938.9632,920.9526,366.373,348.3625
HexCer(d24:1/40:2),1138.99294,1099.00044,936.9475,918.937,366.373,348.3625
HexCer(d24:1/42:0),1171.05494,1131.06244,969.0101,950.9996,366.373,348.3625
HexCer(d24:1/42:1),1169.03994,1129.04744,966.9945,948.9839,366.373,348.3625
HexCer(d24:1/42:2),1167.02394,1127.03144,964.9788,946.9683,366.373,348.3625
HexCer(d24:2/12:0),748.57034,708.57784,546.525,528.5144,364.3574,346.3468
HexCer(d24:2/12:1),746.55474,706.56224,544.5093,526.4988,364.3574,346.3468
HexCer(d24:2/13:0),762.58604,722.59354,560.5406,542.5301,364.3574,346.3468
HexCer(d24:2/13:1),760.57034,720.57784,558.525,540.5144,364.3574,346.3468
HexCer(d24:2/14:0),776.60164,736.60914,574.5563,556.5457,364.3574,346.3468
HexCer(d24:2/14:1),774.58604,734.59354,572.5406,554.5301,364.3574,346.3468
HexCer(d24:2/15:0),790.61724,750.62474,588.572,570.5613,364.3574,346.3468
HexCer(d24:2/15:1),788.60164,748.60914,586.5563,568.5457,364.3574,346.3468
HexCer(d24:2/16:0),804.63294,764.64044,602.5876,584.577,364.3574,346.3468
HexCer(d24:2/16:1),802.61724,762.62474,600.572,582.5613,364.3574,346.3468
HexCer(d24:2/16:2),800.60164,760.60914,598.5563,580.5457,364.3574,346.3468
HexCer(d24:2/17:0),818.64854,778.65604,616.6032,598.5927,364.3574,346.3468
HexCer(d24:2/18:0),832.66424,792.67174,630.6189,612.6083,364.3574,346.3468
HexCer(d24:2/18:1),830.64854,790.65604,628.6032,610.5927,364.3574,346.3468
HexCer(d24:2/18:2),828.63294,788.64044,626.5876,608.577,364.3574,346.3468
HexCer(d24:2/19:0),846.67984,806.68734,644.6345,626.624,364.3574,346.3468
HexCer(d24:2/19:1),844.66424,804.67174,642.6189,624.6083,364.3574,346.3468
HexCer(d24:2/20:0),860.69554,820.70304,658.6502,640.6396,364.3574,346.3468
HexCer(d24:2/20:1),858.67984,818.68734,656.6345,638.624,364.3574,346.3468
HexCer(d24:2/20:2),856.66424,816.67174,654.6189,636.6083,364.3574,346.3468
HexCer(d24:2/21:0),874.71114,834.71864,672.6658,654.6553,364.3574,346.3468
HexCer(d24:2/21:1),872.69554,832.70304,670.6502,652.6396,364.3574,346.3468
HexCer(d24:2/22:0),888.72684,848.73434,686.6815,668.6709,364.3574,346.3468
HexCer(d24:2/22:1),886.71114,846.71864,684.6658,666.6553,364.3574,346.3468
HexCer(d24:2/22:2),884.69554,844.70304,682.6502,664.6396,364.3574,346.3468
HexCer(d24:2/23:0),902.74254,862.75004,700.6971,682.6866,364.3574,346.3468
HexCer(d24:2/23:1),900.72684,860.73434,698.6815,680.6709,364.3574,346.3468
HexCer(d24:2/24:0),916.75814,876.76564,714.7128,696.7022,364.3574,346.3468
HexCer(d24:2/24:1),914.74254,874.75004,712.6971,694.6866,364.3574,346.3468
HexCer(d24:2/24:2),912.72684,872.73434,710.6815,692.6709,364.3574,346.3468
HexCer(d24:2/25:0),930.77384,890.78134,728.7285,710.7179,364.3574,346.3468
HexCer(d24:2/25:1),928.75814,888.76564,726.7128,708.7022,364.3574,346.3468
HexCer(d24:2/26:0),944.78944,904.79694,742.7441,724.7335,364.3574,346.3468
HexCer(d24:2/26:1),942.77384,902.78134,740.7285,722.7179,364.3574,346.3468
HexCer(d24:2/26:2),940.75814,900.76564,738.7128,720.7022,364.3574,346.3468
HexCer(d24:2/27:0),958.80504,918.81254,756.7598,738.7491,364.3574,346.3468
HexCer(d24:2/27:1),956.78944,916.79694,754.7441,736.7335,364.3574,346.3468
HexCer(d24:2/28:0),972.82074,932.82824,770.7754,752.7648,364.3574,346.3468
