"PA","[M+H]+","[M+H-96]+","[M+H-96-acyl-sn1]+","[M+H-96-acyl-sn2]+","[acyl-sn1-RCO]+","[acyl-sn2-RCO]+"
"PA(40:3) PA(20:0_20:3)",755.5586,657.58169,363.28944,369.33634,295.29955,289.25265
"PA(40:4) PA(20:0_20:4)",753.5429,655.56599,361.27374,369.33634,295.29955,287.23695
"PA(40:5) PA(20:0_20:5)",751.5273,653.55039,359.25814,369.33634,295.29955,285.22135
"PA(41:0) PA(20:0_21:0)",775.6212,677.64429,383.35204,369.33634,295.29955,309.31525
"PA(42:0) PA(20:0_22:0)",789.6368,691.65989,397.36764,369.33634,295.29955,323.33085
"PA(42:1) PA(20:0_22:1)",787.6212,689.64429,395.35204,369.33634,295.29955,321.31525
"PA(42:2) PA(20:0_22:2)",785.6055,687.62859,393.33634,369.33634,295.29955,319.29955
"PA(42:3) PA(20:0_22:3)",783.5899,685.61299,391.32074,369.33634,295.29955,317.28395
"PA(42:4) PA(20:0_22:4)",781.5742,683.59729,389.30504,369.33634,295.29955,315.26825
"PA(42:5) PA(20:0_22:5)",779.5586,681.58169,387.28944,369.33634,295.29955,313.25265
"PA(42:6) PA(20:0_22:6)",777.5429,679.56599,385.27374,369.33634,295.29955,311.23695
"PA(43:0) PA(20:0_23:0)",803.6525,705.67559,411.38334,369.33634,295.29955,337.34655
"PA(44:0) PA(20:0_24:0)",817.6681,719.69119,425.39894,369.33634,295.29955,351.36215
"PA(44:1) PA(20:0_24:1)",815.6525,717.67559,423.38334,369.33634,295.29955,349.34655
"PA(45:0) PA(20:0_25:0)",831.6838,733.70689,439.41464,369.33634,295.29955,365.37785
"PA(46:0) PA(20:0_26:0)",845.6994,747.72249,453.43024,369.33634,295.29955,379.39345
"PA(40:2) PA(20:1_20:1)",757.5743,659.59739,367.32074,367.32074,293.28395,293.28395
"PA(40:3) PA(20:1_20:2)",755.5586,657.58169,365.30504,367.32074,293.28395,291.26825
"PA(40:4) PA(20:1_20:3)",753.543,655.56609,363.28944,367.32074,293.28395,289.25265
"PA(40:5) PA(20:1_20:4)",751.5273,653.55039,361.27374,367.32074,293.28395,287.23695
"PA(40:6) PA(20:1_20:5)",749.5117,651.53479,359.25814,367.32074,293.28395,285.22135
"PA(41:1) PA(20:1_21:0)",773.6056,675.62869,383.35204,367.32074,293.28395,309.31525
"PA(42:1) PA(20:1_22:0)",787.6212,689.64429,397.36764,367.32074,293.28395,323.33085
"PA(42:2) PA(20:1_22:1)",785.6056,687.62869,395.35204,367.32074,293.28395,321.31525
"PA(42:3) PA(20:1_22:2)",783.5899,685.61299,393.33634,367.32074,293.28395,319.29955
"PA(42:4) PA(20:1_22:3)",781.5743,683.59739,391.32074,367.32074,293.28395,317.28395
"PA(42:5) PA(20:1_22:4)",779.5586,681.58169,389.30504,367.32074,293.28395,315.26825
"PA(42:6) PA(20:1_22:5)",777.543,679.56609,387.28944,367.32074,293.28395,313.25265
"PA(42:7) PA(20:1_22:6)",775.5273,677.55039,385.27374,367.32074,293.28395,311.23695
"PA(43:1) PA(20:1_23:0)",801.6369,703.65999,411.38334,367.32074,293.28395,337.34655
"PA(44:1) PA(20:1_24:0)",815.6525,717.67559,425.39894,367.32074,293.28395,351.36215
"PA(44:2) PA(20:1_24:1)",813.6369,715.65999,423.38334,367.32074,293.28395,349.34655
"PA(45:1) PA(20:1_25:0)",829.6682,731.69129,439.41464,367.32074,293.28395,365.37785
"PA(46:1) PA(20:1_26:0)",843.6838,745.70689,453.43024,367.32074,293.28395,379.39345
"PA(40:4) PA(20:2_20:2)",753.5429,655.56599,365.30504,365.30504,291.26825,291.26825
"PA(40:5) PA(20:2_20:3)",751.5273,653.55039,363.28944,365.30504,291.26825,289.25265
"PA(40:6) PA(20:2_20:4)",749.5116,651.53469,361.27374,365.30504,291.26825,287.23695
"PA(40:7) PA(20:2_20:5)",747.496,649.51909,359.25814,365.30504,291.26825,285.22135
"PA(41:2) PA(20:2_21:0)",771.5899,673.61299,383.35204,365.30504,291.26825,309.31525
"PA(42:2) PA(20:2_22:0)",785.6055,687.62859,397.36764,365.30504,291.26825,323.33085
"PA(42:3) PA(20:2_22:1)",783.5899,685.61299,395.35204,365.30504,291.26825,321.31525
"PA(42:4) PA(20:2_22:2)",781.5742,683.59729,393.33634,365.30504,291.26825,319.29955
"PA(42:5) PA(20:2_22:3)",779.5586,681.58169,391.32074,365.30504,291.26825,317.28395
"PA(42:6) PA(20:2_22:4)",777.5429,679.56599,389.30504,365.30504,291.26825,315.26825
"PA(42:7) PA(20:2_22:5)",775.5273,677.55039,387.28944,365.30504,291.26825,313.25265
"PA(42:8) PA(20:2_22:6)",773.5116,675.53469,385.27374,365.30504,291.26825,311.23695
"PA(43:2) PA(20:2_23:0)",799.6212,701.64429,411.38334,365.30504,291.26825,337.34655
"PA(44:2) PA(20:2_24:0)",813.6368,715.65989,425.39894,365.30504,291.26825,351.36215
"PA(44:3) PA(20:2_24:1)",811.6212,713.64429,423.38334,365.30504,291.26825,349.34655
"PA(45:2) PA(20:2_25:0)",827.6525,729.67559,439.41464,365.30504,291.26825,365.37785
"PA(46:2) PA(20:2_26:0)",841.6681,743.69119,453.43024,365.30504,291.26825,379.39345
"PA(40:6) PA(20:3_20:3)",749.5117,651.53479,363.28944,363.28944,289.25265,289.25265
"PA(40:7) PA(20:3_20:4)",747.496,649.51909,361.27374,363.28944,289.25265,287.23695
"PA(40:8) PA(20:3_20:5)",745.4804,647.50349,359.25814,363.28944,289.25265,285.22135
"PA(41:3) PA(20:3_21:0)",769.5743,671.59739,383.35204,363.28944,289.25265,309.31525
"PA(42:3) PA(20:3_22:0)",783.5899,685.61299,397.36764,363.28944,289.25265,323.33085
"PA(42:4) PA(20:3_22:1)",781.5743,683.59739,395.35204,363.28944,289.25265,321.31525
"PA(42:5) PA(20:3_22:2)",779.5586,681.58169,393.33634,363.28944,289.25265,319.29955
"PA(42:6) PA(20:3_22:3)",777.543,679.56609,391.32074,363.28944,289.25265,317.28395
"PA(42:7) PA(20:3_22:4)",775.5273,677.55039,389.30504,363.28944,289.25265,315.26825
"PA(42:8) PA(20:3_22:5)",773.5117,675.53479,387.28944,363.28944,289.25265,313.25265
"PA(42:9) PA(20:3_22:6)",771.496,673.51909,385.27374,363.28944,289.25265,311.23695
"PA(43:3) PA(20:3_23:0)",797.6056,699.62869,411.38334,363.28944,289.25265,337.34655
"PA(44:3) PA(20:3_24:0)",811.6212,713.64429,425.39894,363.28944,289.25265,351.36215
"PA(44:4) PA(20:3_24:1)",809.6056,711.62869,423.38334,363.28944,289.25265,349.34655
"PA(45:3) PA(20:3_25:0)",825.6369,727.65999,439.41464,363.28944,289.25265,365.37785
"PA(46:3) PA(20:3_26:0)",839.6525,741.67559,453.43024,363.28944,289.25265,379.39345
"PA(40:8) PA(20:4_20:4)",745.4803,647.50339,361.27374,361.27374,287.23695,287.23695
"PA(40:9) PA(20:4_20:5)",743.4647,645.48779,359.25814,361.27374,287.23695,285.22135
"PA(41:4) PA(20:4_21:0)",767.5586,669.58169,383.35204,361.27374,287.23695,309.31525
"PA(42:4) PA(20:4_22:0)",781.5742,683.59729,397.36764,361.27374,287.23695,323.33085
"PA(42:5) PA(20:4_22:1)",779.5586,681.58169,395.35204,361.27374,287.23695,321.31525
"PA(42:6) PA(20:4_22:2)",777.5429,679.56599,393.33634,361.27374,287.23695,319.29955
"PA(42:7) PA(20:4_22:3)",775.5273,677.55039,391.32074,361.27374,287.23695,317.28395
"PA(42:8) PA(20:4_22:4)",773.5116,675.53469,389.30504,361.27374,287.23695,315.26825
"PA(42:9) PA(20:4_22:5)",771.496,673.51909,387.28944,361.27374,287.23695,313.25265
"PA(42:10) PA(20:4_22:6)",769.4803,671.50339,385.27374,361.27374,287.23695,311.23695
"PA(43:4) PA(20:4_23:0)",795.5899,697.61299,411.38334,361.27374,287.23695,337.34655
"PA(44:4) PA(20:4_24:0)",809.6055,711.62859,425.39894,361.27374,287.23695,351.36215
"PA(44:5) PA(20:4_24:1)",807.5899,709.61299,423.38334,361.27374,287.23695,349.34655
"PA(45:4) PA(20:4_25:0)",823.6212,725.64429,439.41464,361.27374,287.23695,365.37785
"PA(46:4) PA(20:4_26:0)",837.6368,739.65989,453.43024,361.27374,287.23695,379.39345
"PA(40:10) PA(20:5_20:5)",741.4491,643.47219,359.25814,359.25814,285.22135,285.22135
"PA(41:5) PA(20:5_21:0)",765.543,667.56609,383.35204,359.25814,285.22135,309.31525
"PA(42:5) PA(20:5_22:0)",779.5586,681.58169,397.36764,359.25814,285.22135,323.33085
"PA(42:6) PA(20:5_22:1)",777.543,679.56609,395.35204,359.25814,285.22135,321.31525
"PA(42:7) PA(20:5_22:2)",775.5273,677.55039,393.33634,359.25814,285.22135,319.29955
"PA(42:8) PA(20:5_22:3)",773.5117,675.53479,391.32074,359.25814,285.22135,317.28395
"PA(42:9) PA(20:5_22:4)",771.496,673.51909,389.30504,359.25814,285.22135,315.26825
"PA(42:10) PA(20:5_22:5)",769.4804,671.50349,387.28944,359.25814,285.22135,313.25265
"PA(42:11) PA(20:5_22:6)",767.4647,669.48779,385.27374,359.25814,285.22135,311.23695
"PA(43:5) PA(20:5_23:0)",793.5743,695.59739,411.38334,359.25814,285.22135,337.34655
"PA(44:5) PA(20:5_24:0)",807.5899,709.61299,425.39894,359.25814,285.22135,351.36215
"PA(44:6) PA(20:5_24:1)",805.5743,707.59739,423.38334,359.25814,285.22135,349.34655
"PA(45:5) PA(20:5_25:0)",821.6056,723.62869,439.41464,359.25814,285.22135,365.37785
"PA(46:5) PA(20:5_26:0)",835.6212,737.64429,453.43024,359.25814,285.22135,379.39345
"PA(42:0) PA(21:0_21:0)",789.6369,691.65999,383.35204,383.35204,309.31525,309.31525
"PA(43:0) PA(21:0_22:0)",803.6525,705.67559,397.36764,383.35204,309.31525,323.33085
"PA(43:1) PA(21:0_22:1)",801.6369,703.65999,395.35204,383.35204,309.31525,321.31525
"PA(43:2) PA(21:0_22:2)",799.6212,701.64429,393.33634,383.35204,309.31525,319.29955
"PA(43:3) PA(21:0_22:3)",797.6056,699.62869,391.32074,383.35204,309.31525,317.28395
"PA(43:4) PA(21:0_22:4)",795.5899,697.61299,389.30504,383.35204,309.31525,315.26825
"PA(43:5) PA(21:0_22:5)",793.5743,695.59739,387.28944,383.35204,309.31525,313.25265
"PA(43:6) PA(21:0_22:6)",791.5586,693.58169,385.27374,383.35204,309.31525,311.23695
"PA(44:0) PA(21:0_23:0)",817.6682,719.69129,411.38334,383.35204,309.31525,337.34655
"PA(45:0) PA(21:0_24:0)",831.6838,733.70689,425.39894,383.35204,309.31525,351.36215
"PA(45:1) PA(21:0_24:1)",829.6682,731.69129,423.38334,383.35204,309.31525,349.34655
"PA(46:0) PA(21:0_25:0)",845.6995,747.72259,439.41464,383.35204,309.31525,365.37785
"PA(47:0) PA(21:0_26:0)",859.7151,761.73819,453.43024,383.35204,309.31525,379.39345
"PA(44:0) PA(22:0_22:0)",817.6681,719.69119,397.36764,397.36764,323.33085,323.33085
"PA(44:1) PA(22:0_22:1)",815.6525,717.67559,395.35204,397.36764,323.33085,321.31525
"PA(44:2) PA(22:0_22:2)",813.6368,715.65989,393.33634,397.36764,323.33085,319.29955
"PA(44:3) PA(22:0_22:3)",811.6212,713.64429,391.32074,397.36764,323.33085,317.28395
"PA(44:4) PA(22:0_22:4)",809.6055,711.62859,389.30504,397.36764,323.33085,315.26825
"PA(44:5) PA(22:0_22:5)",807.5899,709.61299,387.28944,397.36764,323.33085,313.25265
"PA(44:6) PA(22:0_22:6)",805.5742,707.59729,385.27374,397.36764,323.33085,311.23695
"PA(45:0) PA(22:0_23:0)",831.6838,733.70689,411.38334,397.36764,323.33085,337.34655
"PA(46:0) PA(22:0_24:0)",845.6994,747.72249,425.39894,397.36764,323.33085,351.36215
"PA(46:1) PA(22:0_24:1)",843.6838,745.70689,423.38334,397.36764,323.33085,349.34655
"PA(47:0) PA(22:0_25:0)",859.7151,761.73819,439.41464,397.36764,323.33085,365.37785
"PA(48:0) PA(22:0_26:0)",873.7307,775.75379,453.43024,397.36764,323.33085,379.39345
"PA(44:2) PA(22:1_22:1)",813.6369,715.65999,395.35204,395.35204,321.31525,321.31525
"PA(44:3) PA(22:1_22:2)",811.6212,713.64429,393.33634,395.35204,321.31525,319.29955
"PA(44:4) PA(22:1_22:3)",809.6056,711.62869,391.32074,395.35204,321.31525,317.28395
"PA(44:5) PA(22:1_22:4)",807.5899,709.61299,389.30504,395.35204,321.31525,315.26825
"PA(44:6) PA(22:1_22:5)",805.5743,707.59739,387.28944,395.35204,321.31525,313.25265
"PA(44:7) PA(22:1_22:6)",803.5586,705.58169,385.27374,395.35204,321.31525,311.23695
"PA(45:1) PA(22:1_23:0)",829.6682,731.69129,411.38334,395.35204,321.31525,337.34655
"PA(46:1) PA(22:1_24:0)",843.6838,745.70689,425.39894,395.35204,321.31525,351.36215
"PA(46:2) PA(22:1_24:1)",841.6682,743.69129,423.38334,395.35204,321.31525,349.34655
"PA(47:1) PA(22:1_25:0)",857.6995,759.72259,439.41464,395.35204,321.31525,365.37785
"PA(48:1) PA(22:1_26:0)",871.7151,773.73819,453.43024,395.35204,321.31525,379.39345
"PA(44:4) PA(22:2_22:2)",809.6055,711.62859,393.33634,393.33634,319.29955,319.29955
"PA(44:5) PA(22:2_22:3)",807.5899,709.61299,391.32074,393.33634,319.29955,317.28395
"PA(44:6) PA(22:2_22:4)",805.5742,707.59729,389.30504,393.33634,319.29955,315.26825
"PA(44:7) PA(22:2_22:5)",803.5586,705.58169,387.28944,393.33634,319.29955,313.25265
"PA(44:8) PA(22:2_22:6)",801.5429,703.56599,385.27374,393.33634,319.29955,311.23695
"PA(45:2) PA(22:2_23:0)",827.6525,729.67559,411.38334,393.33634,319.29955,337.34655
"PA(46:2) PA(22:2_24:0)",841.6681,743.69119,425.39894,393.33634,319.29955,351.36215
"PA(46:3) PA(22:2_24:1)",839.6525,741.67559,423.38334,393.33634,319.29955,349.34655
"PA(47:2) PA(22:2_25:0)",855.6838,757.70689,439.41464,393.33634,319.29955,365.37785
"PA(48:2) PA(22:2_26:0)",869.6994,771.72249,453.43024,393.33634,319.29955,379.39345
"PA(44:6) PA(22:3_22:3)",805.5743,707.59739,391.32074,391.32074,317.28395,317.28395
"PA(44:7) PA(22:3_22:4)",803.5586,705.58169,389.30504,391.32074,317.28395,315.26825
"PA(44:8) PA(22:3_22:5)",801.543,703.56609,387.28944,391.32074,317.28395,313.25265
"PA(44:9) PA(22:3_22:6)",799.5273,701.55039,385.27374,391.32074,317.28395,311.23695
"PA(45:3) PA(22:3_23:0)",825.6369,727.65999,411.38334,391.32074,317.28395,337.34655
"PA(46:3) PA(22:3_24:0)",839.6525,741.67559,425.39894,391.32074,317.28395,351.36215
"PA(46:4) PA(22:3_24:1)",837.6369,739.65999,423.38334,391.32074,317.28395,349.34655
"PA(47:3) PA(22:3_25:0)",853.6682,755.69129,439.41464,391.32074,317.28395,365.37785
"PA(48:3) PA(22:3_26:0)",867.6838,769.70689,453.43024,391.32074,317.28395,379.39345
"PA(44:8) PA(22:4_22:4)",801.5429,703.56599,389.30504,389.30504,315.26825,315.26825
"PA(44:9) PA(22:4_22:5)",799.5273,701.55039,387.28944,389.30504,315.26825,313.25265
"PA(44:10) PA(22:4_22:6)",797.5116,699.53469,385.27374,389.30504,315.26825,311.23695
"PA(45:4) PA(22:4_23:0)",823.6212,725.64429,411.38334,389.30504,315.26825,337.34655
"PA(46:4) PA(22:4_24:0)",837.6368,739.65989,425.39894,389.30504,315.26825,351.36215
"PA(46:5) PA(22:4_24:1)",835.6212,737.64429,423.38334,389.30504,315.26825,349.34655
"PA(47:4) PA(22:4_25:0)",851.6525,753.67559,439.41464,389.30504,315.26825,365.37785
"PA(48:4) PA(22:4_26:0)",865.6681,767.69119,453.43024,389.30504,315.26825,379.39345
"PA(44:10) PA(22:5_22:5)",797.5117,699.53479,387.28944,387.28944,313.25265,313.25265
"PA(44:11) PA(22:5_22:6)",795.496,697.51909,385.27374,387.28944,313.25265,311.23695
"PA(45:5) PA(22:5_23:0)",821.6056,723.62869,411.38334,387.28944,313.25265,337.34655
"PA(46:5) PA(22:5_24:0)",835.6212,737.64429,425.39894,387.28944,313.25265,351.36215
"PA(46:6) PA(22:5_24:1)",833.6056,735.62869,423.38334,387.28944,313.25265,349.34655
"PA(47:5) PA(22:5_25:0)",849.6369,751.65999,439.41464,387.28944,313.25265,365.37785
"PA(48:5) PA(22:5_26:0)",863.6525,765.67559,453.43024,387.28944,313.25265,379.39345
"PA(44:12) PA(22:6_22:6)",793.4803,695.50339,385.27374,385.27374,311.23695,311.23695
"PA(45:6) PA(22:6_23:0)",819.5899,721.61299,411.38334,385.27374,311.23695,337.34655
"PA(46:6) PA(22:6_24:0)",833.6055,735.62859,425.39894,385.27374,311.23695,351.36215
"PA(46:7) PA(22:6_24:1)",831.5899,733.61299,423.38334,385.27374,311.23695,349.34655
"PA(47:6) PA(22:6_25:0)",847.6212,749.64429,439.41464,385.27374,311.23695,365.37785
"PA(48:6) PA(22:6_26:0)",861.6368,763.65989,453.43024,385.27374,311.23695,379.39345
"PA(46:0) PA(23:0_23:0)",845.6995,747.72259,411.38334,411.38334,337.34655,337.34655
"PA(47:0) PA(23:0_24:0)",859.7151,761.73819,425.39894,411.38334,337.34655,351.36215
"PA(47:1) PA(23:0_24:1)",857.6995,759.72259,423.38334,411.38334,337.34655,349.34655
"PA(48:0) PA(23:0_25:0)",873.7308,775.75389,439.41464,411.38334,337.34655,365.37785
"PA(49:0) PA(23:0_26:0)",887.7464,789.76949,453.43024,411.38334,337.34655,379.39345
"PA(48:0) PA(24:0_24:0)",873.7307,775.75379,425.39894,425.39894,351.36215,351.36215
"PA(48:1) PA(24:0_24:1)",871.7151,773.73819,423.38334,425.39894,351.36215,349.34655
"PA(49:0) PA(24:0_25:0)",887.7464,789.76949,439.41464,425.39894,351.36215,365.37785
"PA(50:0) PA(24:0_26:0)",901.762,803.78509,453.43024,425.39894,351.36215,379.39345
"PA(48:2) PA(24:1_24:1)",869.6995,771.72259,423.38334,423.38334,349.34655,349.34655
"PA(49:1) PA(24:1_25:0)",885.7308,787.75389,439.41464,423.38334,349.34655,365.37785
"PA(50:1) PA(24:1_26:0)",899.7464,801.76949,453.43024,423.38334,349.34655,379.39345
"PA(50:0) PA(25:0_25:0)",901.7621,803.78519,439.41464,439.41464,365.37785,365.37785
"PA(51:0) PA(25:0_26:0)",915.7777,817.80079,453.43024,439.41464,365.37785,379.39345
"PA(52:0) PA(26:0_26:0)",929.7933,831.81639,453.43024,453.43024,379.39345,379.39345
"scores",0.02,0.9,0.02,0.02,0.02,0.02
