Cer,[M+H]+,[M+H-H2O]+,[M+H-2H2O]+,[M+H-R1-H2O]+,[M+H-R1-2H2O]+
Cer(d22:4/24:1),698.64458,680.634,662.62342,332.294595,314.284015
Cer(d22:4/25:0),714.67588,696.6653,678.65472,332.294595,314.284015
Cer(d22:4/26:0),728.69148,710.6809,692.67032,332.294595,314.284015
Cer(d22:4/8:0),476.40978,458.3992,440.38862,332.294595,314.284015
Cer(d22:5/10:0),502.42548,484.4149,466.40432,330.278995,312.268415
Cer(d22:5/12:0),530.45678,512.4462,494.43562,330.278995,312.268415
Cer(d22:5/13:0),544.47248,526.4619,508.45132,330.278995,312.268415
Cer(d22:5/14:0),558.48808,540.4775,522.46692,330.278995,312.268415
Cer(d22:5/14:1),556.47248,538.4619,520.45132,330.278995,312.268415
Cer(d22:5/15:0),572.50378,554.4932,536.48262,330.278995,312.268415
Cer(d22:5/15:1),570.48808,552.4775,534.46692,330.278995,312.268415
Cer(d22:5/16:0),586.51938,568.5088,550.49822,330.278995,312.268415
Cer(d22:5/16:1),584.50378,566.4932,548.48262,330.278995,312.268415
Cer(d22:5/17:0),600.53508,582.5245,564.51392,330.278995,312.268415
Cer(d22:5/17:1),598.51938,580.5088,562.49822,330.278995,312.268415
Cer(d22:5/17:2),596.50378,578.4932,560.48262,330.278995,312.268415
Cer(d22:5/18:0),614.55068,596.5401,578.52952,330.278995,312.268415
Cer(d22:5/18:1),612.53508,594.5245,576.51392,330.278995,312.268415
Cer(d22:5/18:2),610.51938,592.5088,574.49822,330.278995,312.268415
Cer(d22:5/18:3),608.50378,590.4932,572.48262,330.278995,312.268415
Cer(d22:5/18:4),606.48808,588.4775,570.46692,330.278995,312.268415
Cer(d22:5/19:0),628.56638,610.5558,592.54522,330.278995,312.268415
Cer(d22:5/20:0),642.58198,624.5714,606.56082,330.278995,312.268415
Cer(d22:5/20:1),640.56638,622.5558,604.54522,330.278995,312.268415
Cer(d22:5/20:2),638.55068,620.5401,602.52952,330.278995,312.268415
Cer(d22:5/20:3),636.53508,618.5245,600.51392,330.278995,312.268415
Cer(d22:5/20:4),634.51938,616.5088,598.49822,330.278995,312.268415
Cer(d22:5/20:5),632.50378,614.4932,596.48262,330.278995,312.268415
Cer(d22:5/21:0),656.59768,638.5871,620.57652,330.278995,312.268415
Cer(d22:5/22:0),670.61328,652.6027,634.59212,330.278995,312.268415
Cer(d22:5/22:1),668.59768,650.5871,632.57652,330.278995,312.268415
Cer(d22:5/22:2),666.58198,648.5714,630.56082,330.278995,312.268415
Cer(d22:5/22:3),664.56638,646.5558,628.54522,330.278995,312.268415
Cer(d22:5/22:4),662.55068,644.5401,626.52952,330.278995,312.268415
Cer(d22:5/22:5),660.53508,642.5245,624.51392,330.278995,312.268415
Cer(d22:5/22:5),660.53508,642.5245,624.51392,330.278995,312.268415
Cer(d22:5/22:6),658.51938,640.5088,622.49822,330.278995,312.268415
Cer(d22:5/23:0),684.62898,666.6184,648.60782,330.278995,312.268415
Cer(d22:5/24:0),698.64458,680.634,662.62342,330.278995,312.268415
Cer(d22:5/24:1),696.62898,678.6184,660.60782,330.278995,312.268415
Cer(d22:5/25:0),712.66028,694.6497,676.63912,330.278995,312.268415
Cer(d22:5/26:0),726.67588,708.6653,690.65472,330.278995,312.268415
Cer(d22:5/8:0),474.39418,456.3836,438.37302,330.278995,312.268415
Cer(d22:6/10:0),500.40978,482.3992,464.38862,328.263295,310.252715
Cer(d22:6/12:0),528.44108,510.4305,492.41992,328.263295,310.252715
Cer(d22:6/13:0),542.45678,524.4462,506.43562,328.263295,310.252715
Cer(d22:6/14:0),556.47238,538.4618,520.45122,328.263295,310.252715
Cer(d22:6/14:1),554.45678,536.4462,518.43562,328.263295,310.252715
Cer(d22:6/15:0),570.48808,552.4775,534.46692,328.263295,310.252715
Cer(d22:6/15:1),568.47238,550.4618,532.45122,328.263295,310.252715
Cer(d22:6/16:0),584.50368,566.4931,548.48252,328.263295,310.252715
Cer(d22:6/16:1),582.48808,564.4775,546.46692,328.263295,310.252715
Cer(d22:6/17:0),598.51938,580.5088,562.49822,328.263295,310.252715
Cer(d22:6/17:1),596.50368,578.4931,560.48252,328.263295,310.252715
Cer(d22:6/17:2),594.48808,576.4775,558.46692,328.263295,310.252715
Cer(d22:6/18:0),612.53498,594.5244,576.51382,328.263295,310.252715
Cer(d22:6/18:1),610.51938,592.5088,574.49822,328.263295,310.252715
Cer(d22:6/18:2),608.50368,590.4931,572.48252,328.263295,310.252715
Cer(d22:6/18:3),606.48808,588.4775,570.46692,328.263295,310.252715
Cer(d22:6/18:4),604.47238,586.4618,568.45122,328.263295,310.252715
Cer(d22:6/19:0),626.55068,608.5401,590.52952,328.263295,310.252715
Cer(d22:6/20:0),640.56628,622.5557,604.54512,328.263295,310.252715
Cer(d22:6/20:1),638.55068,620.5401,602.52952,328.263295,310.252715
Cer(d22:6/20:2),636.53498,618.5244,600.51382,328.263295,310.252715
Cer(d22:6/20:3),634.51938,616.5088,598.49822,328.263295,310.252715
Cer(d22:6/20:4),632.50368,614.4931,596.48252,328.263295,310.252715
Cer(d22:6/20:5),630.48808,612.4775,594.46692,328.263295,310.252715
Cer(d22:6/21:0),654.58198,636.5714,618.56082,328.263295,310.252715
Cer(d22:6/22:0),668.59758,650.587,632.57642,328.263295,310.252715
Cer(d22:6/22:1),666.58198,648.5714,630.56082,328.263295,310.252715
Cer(d22:6/22:2),664.56628,646.5557,628.54512,328.263295,310.252715
Cer(d22:6/22:3),662.55068,644.5401,626.52952,328.263295,310.252715
Cer(d22:6/22:4),660.53498,642.5244,624.51382,328.263295,310.252715
Cer(d22:6/22:5),658.51938,640.5088,622.49822,328.263295,310.252715
Cer(d22:6/22:6),656.50368,638.4931,620.48252,328.263295,310.252715
Cer(d22:6/22:6),656.50368,638.4931,620.48252,328.263295,310.252715
Cer(d22:6/23:0),682.61328,664.6027,646.59212,328.263295,310.252715
Cer(d22:6/24:0),696.62888,678.6183,660.60772,328.263295,310.252715
Cer(d22:6/24:1),694.61328,676.6027,658.59212,328.263295,310.252715
Cer(d22:6/25:0),710.64458,692.634,674.62342,328.263295,310.252715
Cer(d22:6/26:0),724.66018,706.6496,688.63902,328.263295,310.252715
Cer(d22:6/8:0),472.37848,454.3679,436.35732,328.263295,310.252715
Cer(d23:0/10:0),526.51938,508.5088,490.49822,354.372895,336.362315
Cer(d23:0/12:0),554.55068,536.5401,518.52952,354.372895,336.362315
Cer(d23:0/13:0),568.56638,550.5558,532.54522,354.372895,336.362315
Cer(d23:0/14:0),582.58198,564.5714,546.56082,354.372895,336.362315
Cer(d23:0/14:1),580.56638,562.5558,544.54522,354.372895,336.362315
Cer(d23:0/15:0),596.59768,578.5871,560.57652,354.372895,336.362315
Cer(d23:0/15:1),594.58198,576.5714,558.56082,354.372895,336.362315
Cer(d23:0/16:0),610.61328,592.6027,574.59212,354.372895,336.362315
Cer(d23:0/16:1),608.59768,590.5871,572.57652,354.372895,336.362315
Cer(d23:0/17:0),624.62898,606.6184,588.60782,354.372895,336.362315
Cer(d23:0/17:1),622.61328,604.6027,586.59212,354.372895,336.362315
Cer(d23:0/17:2),620.59768,602.5871,584.57652,354.372895,336.362315
Cer(d23:0/18:0),638.64458,620.634,602.62342,354.372895,336.362315
Cer(d23:0/18:1),636.62898,618.6184,600.60782,354.372895,336.362315
Cer(d23:0/18:2),634.61328,616.6027,598.59212,354.372895,336.362315
Cer(d23:0/18:3),632.59768,614.5871,596.57652,354.372895,336.362315
Cer(d23:0/18:4),630.58198,612.5714,594.56082,354.372895,336.362315
Cer(d23:0/19:0),652.66028,634.6497,616.63912,354.372895,336.362315
Cer(d23:0/20:0),666.67588,648.6653,630.65472,354.372895,336.362315
Cer(d23:0/20:1),664.66028,646.6497,628.63912,354.372895,336.362315
Cer(d23:0/20:2),662.64458,644.634,626.62342,354.372895,336.362315
Cer(d23:0/20:3),660.62898,642.6184,624.60782,354.372895,336.362315
Cer(d23:0/20:4),658.61328,640.6027,622.59212,354.372895,336.362315
Cer(d23:0/20:5),656.59768,638.5871,620.57652,354.372895,336.362315
Cer(d23:0/21:0),680.69158,662.681,644.67042,354.372895,336.362315
Cer(d23:0/22:0),694.70718,676.6966,658.68602,354.372895,336.362315
Cer(d23:0/22:1),692.69158,674.681,656.67042,354.372895,336.362315
Cer(d23:0/22:2),690.67588,672.6653,654.65472,354.372895,336.362315
Cer(d23:0/22:3),688.66028,670.6497,652.63912,354.372895,336.362315
Cer(d23:0/22:4),686.64458,668.634,650.62342,354.372895,336.362315
Cer(d23:0/22:5),684.62898,666.6184,648.60782,354.372895,336.362315
Cer(d23:0/22:6),682.61328,664.6027,646.59212,354.372895,336.362315
Cer(d23:0/23:0),708.72288,690.7123,672.70172,354.372895,336.362315
Cer(d23:0/23:0),708.72288,690.7123,672.70172,354.372895,336.362315
Cer(d23:0/24:0),722.73848,704.7279,686.71732,354.372895,336.362315
Cer(d23:0/24:1),720.72288,702.7123,684.70172,354.372895,336.362315
Cer(d23:0/25:0),736.75418,718.7436,700.73302,354.372895,336.362315
Cer(d23:0/26:0),750.76978,732.7592,714.74862,354.372895,336.362315
Cer(d23:0/8:0),498.48808,480.4775,462.46692,354.372895,336.362315
Cer(d24:0/10:0),540.53498,522.5244,504.51382,368.388495,350.377915
Cer(d24:0/12:0),568.56628,550.5557,532.54512,368.388495,350.377915
Cer(d24:0/13:0),582.58198,564.5714,546.56082,368.388495,350.377915
Cer(d24:0/14:0),596.59758,578.587,560.57642,368.388495,350.377915
Cer(d24:0/14:1),594.58198,576.5714,558.56082,368.388495,350.377915
Cer(d24:0/15:0),610.61328,592.6027,574.59212,368.388495,350.377915
Cer(d24:0/15:1),608.59758,590.587,572.57642,368.388495,350.377915
Cer(d24:0/16:0),624.62888,606.6183,588.60772,368.388495,350.377915
Cer(d24:0/16:1),622.61328,604.6027,586.59212,368.388495,350.377915
Cer(d24:0/17:0),638.64458,620.634,602.62342,368.388495,350.377915
Cer(d24:0/17:1),636.62888,618.6183,600.60772,368.388495,350.377915
Cer(d24:0/17:2),634.61328,616.6027,598.59212,368.388495,350.377915
Cer(d24:0/18:0),652.66018,634.6496,616.63902,368.388495,350.377915
Cer(d24:0/18:1),650.64458,632.634,614.62342,368.388495,350.377915
Cer(d24:0/18:2),648.62888,630.6183,612.60772,368.388495,350.377915
Cer(d24:0/18:3),646.61328,628.6027,610.59212,368.388495,350.377915
Cer(d24:0/18:4),644.59758,626.587,608.57642,368.388495,350.377915
Cer(d24:0/19:0),666.67588,648.6653,630.65472,368.388495,350.377915
Cer(d24:0/20:0),680.69148,662.6809,644.67032,368.388495,350.377915
Cer(d24:0/20:1),678.67588,660.6653,642.65472,368.388495,350.377915
Cer(d24:0/20:2),676.66018,658.6496,640.63902,368.388495,350.377915
Cer(d24:0/20:3),674.64458,656.634,638.62342,368.388495,350.377915
Cer(d24:0/20:4),672.62888,654.6183,636.60772,368.388495,350.377915
Cer(d24:0/20:5),670.61328,652.6027,634.59212,368.388495,350.377915
Cer(d24:0/21:0),694.70718,676.6966,658.68602,368.388495,350.377915
Cer(d24:0/22:0),708.72278,690.7122,672.70162,368.388495,350.377915
Cer(d24:0/22:1),706.70718,688.6966,670.68602,368.388495,350.377915
Cer(d24:0/22:2),704.69148,686.6809,668.67032,368.388495,350.377915
Cer(d24:0/22:3),702.67588,684.6653,666.65472,368.388495,350.377915
Cer(d24:0/22:4),700.66018,682.6496,664.63902,368.388495,350.377915
Cer(d24:0/22:5),698.64458,680.634,662.62342,368.388495,350.377915
Cer(d24:0/22:6),696.62888,678.6183,660.60772,368.388495,350.377915
Cer(d24:0/23:0),722.73848,704.7279,686.71732,368.388495,350.377915
Cer(d24:0/24:0),736.75408,718.7435,700.73292,368.388495,350.377915
Cer(d24:0/24:0),736.75408,718.7435,700.73292,368.388495,350.377915
Cer(d24:0/24:1),734.73848,716.7279,698.71732,368.388495,350.377915
Cer(d24:0/25:0),750.76978,732.7592,714.74862,368.388495,350.377915
Cer(d24:0/26:0),764.78538,746.7748,728.76422,368.388495,350.377915
Cer(d24:0/8:0),512.50368,494.4931,476.48252,368.388495,350.377915
Cer(d24:1/10:0),538.51938,520.5088,502.49822,366.372895,348.362315
Cer(d24:1/12:0),566.55068,548.5401,530.52952,366.372895,348.362315
Cer(d24:1/13:0),580.56638,562.5558,544.54522,366.372895,348.362315
Cer(d24:1/14:0),594.58198,576.5714,558.56082,366.372895,348.362315
Cer(d24:1/14:1),592.56638,574.5558,556.54522,366.372895,348.362315
Cer(d24:1/15:0),608.59768,590.5871,572.57652,366.372895,348.362315
Cer(d24:1/15:1),606.58198,588.5714,570.56082,366.372895,348.362315
Cer(d24:1/16:0),622.61328,604.6027,586.59212,366.372895,348.362315
Cer(d24:1/16:1),620.59768,602.5871,584.57652,366.372895,348.362315
Cer(d24:1/17:0),636.62898,618.6184,600.60782,366.372895,348.362315
Cer(d24:1/17:1),634.61328,616.6027,598.59212,366.372895,348.362315
Cer(d24:1/17:2),632.59768,614.5871,596.57652,366.372895,348.362315
Cer(d24:1/18:0),650.64458,632.634,614.62342,366.372895,348.362315
Cer(d24:1/18:1),648.62898,630.6184,612.60782,366.372895,348.362315
Cer(d24:1/18:2),646.61328,628.6027,610.59212,366.372895,348.362315
Cer(d24:1/18:3),644.59768,626.5871,608.57652,366.372895,348.362315
Cer(d24:1/18:4),642.58198,624.5714,606.56082,366.372895,348.362315
Cer(d24:1/19:0),664.66028,646.6497,628.63912,366.372895,348.362315
Cer(d24:1/20:0),678.67588,660.6653,642.65472,366.372895,348.362315
Cer(d24:1/20:1),676.66028,658.6497,640.63912,366.372895,348.362315
Cer(d24:1/20:2),674.64458,656.634,638.62342,366.372895,348.362315
Cer(d24:1/20:3),672.62898,654.6184,636.60782,366.372895,348.362315
Cer(d24:1/20:4),670.61328,652.6027,634.59212,366.372895,348.362315
Cer(d24:1/20:5),668.59768,650.5871,632.57652,366.372895,348.362315
Cer(d24:1/21:0),692.69158,674.681,656.67042,366.372895,348.362315
Cer(d24:1/22:0),706.70718,688.6966,670.68602,366.372895,348.362315
Cer(d24:1/22:1),704.69158,686.681,668.67042,366.372895,348.362315
Cer(d24:1/22:2),702.67588,684.6653,666.65472,366.372895,348.362315
Cer(d24:1/22:3),700.66028,682.6497,664.63912,366.372895,348.362315
Cer(d24:1/22:4),698.64458,680.634,662.62342,366.372895,348.362315
Cer(d24:1/22:5),696.62898,678.6184,660.60782,366.372895,348.362315
Cer(d24:1/22:6),694.61328,676.6027,658.59212,366.372895,348.362315
Cer(d24:1/23:0),720.72288,702.7123,684.70172,366.372895,348.362315
Cer(d24:1/24:0),734.73848,716.7279,698.71732,366.372895,348.362315
Cer(d24:1/24:1),732.72288,714.7123,696.70172,366.372895,348.362315
Cer(d24:1/24:1),732.72288,714.7123,696.70172,366.372895,348.362315
Cer(d24:1/25:0),748.75418,730.7436,712.73302,366.372895,348.362315
Cer(d24:1/26:0),762.76978,744.7592,726.74862,366.372895,348.362315
Cer(d24:1/8:0),510.48808,492.4775,474.46692,366.372895,348.362315
Cer(d25:0/10:0),554.55068,536.5401,518.52952,382.404195,364.393615
Cer(d25:0/12:0),582.58198,564.5714,546.56082,382.404195,364.393615
Cer(d25:0/13:0),596.59768,578.5871,560.57652,382.404195,364.393615
Cer(d25:0/14:0),610.61328,592.6027,574.59212,382.404195,364.393615
Cer(d25:0/14:1),608.59768,590.5871,572.57652,382.404195,364.393615
Cer(d25:0/15:0),624.62898,606.6184,588.60782,382.404195,364.393615
Cer(d25:0/15:1),622.61328,604.6027,586.59212,382.404195,364.393615
Cer(d25:0/16:0),638.64458,620.634,602.62342,382.404195,364.393615
Cer(d25:0/16:1),636.62898,618.6184,600.60782,382.404195,364.393615
Cer(d25:0/17:0),652.66028,634.6497,616.63912,382.404195,364.393615
Cer(d25:0/17:1),650.64458,632.634,614.62342,382.404195,364.393615
Cer(d25:0/17:2),648.62898,630.6184,612.60782,382.404195,364.393615
Cer(d25:0/18:0),666.67588,648.6653,630.65472,382.404195,364.393615
Cer(d25:0/18:1),664.66028,646.6497,628.63912,382.404195,364.393615
Cer(d25:0/18:2),662.64458,644.634,626.62342,382.404195,364.393615
Cer(d25:0/18:3),660.62898,642.6184,624.60782,382.404195,364.393615
Cer(d25:0/18:4),658.61328,640.6027,622.59212,382.404195,364.393615
Cer(d25:0/19:0),680.69158,662.681,644.67042,382.404195,364.393615
Cer(d25:0/20:0),694.70718,676.6966,658.68602,382.404195,364.393615
Cer(d25:0/20:1),692.69158,674.681,656.67042,382.404195,364.393615
Cer(d25:0/20:2),690.67588,672.6653,654.65472,382.404195,364.393615
Cer(d25:0/20:3),688.66028,670.6497,652.63912,382.404195,364.393615
Cer(d25:0/20:4),686.64458,668.634,650.62342,382.404195,364.393615
Cer(d25:0/20:5),684.62898,666.6184,648.60782,382.404195,364.393615
Cer(d25:0/21:0),708.72288,690.7123,672.70172,382.404195,364.393615
Cer(d25:0/22:0),722.73848,704.7279,686.71732,382.404195,364.393615
Cer(d25:0/22:1),720.72288,702.7123,684.70172,382.404195,364.393615
Cer(d25:0/22:2),718.70718,700.6966,682.68602,382.404195,364.393615
Cer(d25:0/22:3),716.69158,698.681,680.67042,382.404195,364.393615
Cer(d25:0/22:4),714.67588,696.6653,678.65472,382.404195,364.393615
Cer(d25:0/22:5),712.66028,694.6497,676.63912,382.404195,364.393615
Cer(d25:0/22:6),710.64458,692.634,674.62342,382.404195,364.393615
Cer(d25:0/23:0),736.75418,718.7436,700.73302,382.404195,364.393615
Cer(d25:0/24:0),750.76978,732.7592,714.74862,382.404195,364.393615
Cer(d25:0/24:1),748.75418,730.7436,712.73302,382.404195,364.393615
Cer(d25:0/25:0),764.78548,746.7749,728.76432,382.404195,364.393615
Cer(d25:0/25:0),764.78548,746.7749,728.76432,382.404195,364.393615
Cer(d25:0/26:0),778.80108,760.7905,742.77992,382.404195,364.393615
Cer(d25:0/8:0),526.51938,508.5088,490.49822,382.404195,364.393615
Cer(d26:0/10:0),568.56628,550.5557,532.54512,396.419795,378.409215
Cer(d26:0/12:0),596.59758,578.587,560.57642,396.419795,378.409215
Cer(d26:0/13:0),610.61328,592.6027,574.59212,396.419795,378.409215
Cer(d26:0/14:0),624.62888,606.6183,588.60772,396.419795,378.409215
Cer(d26:0/14:1),622.61328,604.6027,586.59212,396.419795,378.409215
Cer(d26:0/15:0),638.64458,620.634,602.62342,396.419795,378.409215
Cer(d26:0/15:1),636.62888,618.6183,600.60772,396.419795,378.409215
Cer(d26:0/16:0),652.66018,634.6496,616.63902,396.419795,378.409215
Cer(d26:0/16:1),650.64458,632.634,614.62342,396.419795,378.409215
Cer(d26:0/17:0),666.67588,648.6653,630.65472,396.419795,378.409215
Cer(d26:0/17:1),664.66018,646.6496,628.63902,396.419795,378.409215
Cer(d26:0/17:2),662.64458,644.634,626.62342,396.419795,378.409215
Cer(d26:0/18:0),680.69148,662.6809,644.67032,396.419795,378.409215
Cer(d26:0/18:1),678.67588,660.6653,642.65472,396.419795,378.409215
Cer(d26:0/18:2),676.66018,658.6496,640.63902,396.419795,378.409215
Cer(d26:0/18:3),674.64458,656.634,638.62342,396.419795,378.409215
Cer(d26:0/18:4),672.62888,654.6183,636.60772,396.419795,378.409215
Cer(d26:0/19:0),694.70718,676.6966,658.68602,396.419795,378.409215
Cer(d26:0/20:0),708.72278,690.7122,672.70162,396.419795,378.409215
Cer(d26:0/20:1),706.70718,688.6966,670.68602,396.419795,378.409215
Cer(d26:0/20:2),704.69148,686.6809,668.67032,396.419795,378.409215
Cer(d26:0/20:3),702.67588,684.6653,666.65472,396.419795,378.409215
Cer(d26:0/20:4),700.66018,682.6496,664.63902,396.419795,378.409215
Cer(d26:0/20:5),698.64458,680.634,662.62342,396.419795,378.409215
Cer(d26:0/21:0),722.73848,704.7279,686.71732,396.419795,378.409215
Cer(d26:0/22:0),736.75408,718.7435,700.73292,396.419795,378.409215
Cer(d26:0/22:1),734.73848,716.7279,698.71732,396.419795,378.409215
Cer(d26:0/22:2),732.72278,714.7122,696.70162,396.419795,378.409215
Cer(d26:0/22:3),730.70718,712.6966,694.68602,396.419795,378.409215
Cer(d26:0/22:4),728.69148,710.6809,692.67032,396.419795,378.409215
Cer(d26:0/22:5),726.67588,708.6653,690.65472,396.419795,378.409215
Cer(d26:0/22:6),724.66018,706.6496,688.63902,396.419795,378.409215
Cer(d26:0/23:0),750.76978,732.7592,714.74862,396.419795,378.409215
Cer(d26:0/24:0),764.78538,746.7748,728.76422,396.419795,378.409215
Cer(d26:0/24:1),762.76978,744.7592,726.74862,396.419795,378.409215
Cer(d26:0/25:0),778.80108,760.7905,742.77992,396.419795,378.409215
Cer(d26:0/26:0),792.81668,774.8061,756.79552,396.419795,378.409215
Cer(d26:0/26:0),792.81668,774.8061,756.79552,396.419795,378.409215
Cer(d26:0/8:0),540.53498,522.5244,504.51382,396.419795,378.409215
Cer(d8:0/10:0),316.28458,298.274,280.26342,144.138095,126.127515
Cer(d8:0/12:0),344.31588,326.3053,308.29472,144.138095,126.127515
Cer(d8:0/13:0),358.33158,340.321,322.31042,144.138095,126.127515
Cer(d8:0/14:0),372.34718,354.3366,336.32602,144.138095,126.127515
Cer(d8:0/14:1),370.33158,352.321,334.31042,144.138095,126.127515
Cer(d8:0/15:0),386.36288,368.3523,350.34172,144.138095,126.127515
Cer(d8:0/15:1),384.34718,366.3366,348.32602,144.138095,126.127515
Cer(d8:0/16:0),400.37848,382.3679,364.35732,144.138095,126.127515
Cer(d8:0/16:1),398.36288,380.3523,362.34172,144.138095,126.127515
Cer(d8:0/17:0),414.39418,396.3836,378.37302,144.138095,126.127515
Cer(d8:0/17:1),412.37848,394.3679,376.35732,144.138095,126.127515
Cer(d8:0/17:2),410.36288,392.3523,374.34172,144.138095,126.127515
Cer(d8:0/18:0),428.40978,410.3992,392.38862,144.138095,126.127515
Cer(d8:0/18:1),426.39418,408.3836,390.37302,144.138095,126.127515
Cer(d8:0/18:2),424.37848,406.3679,388.35732,144.138095,126.127515
Cer(d8:0/18:3),422.36288,404.3523,386.34172,144.138095,126.127515
Cer(d8:0/18:4),420.34718,402.3366,384.32602,144.138095,126.127515
Cer(d8:0/19:0),442.42548,424.4149,406.40432,144.138095,126.127515
Cer(d8:0/20:0),456.44108,438.4305,420.41992,144.138095,126.127515
Cer(d8:0/20:1),454.42548,436.4149,418.40432,144.138095,126.127515
Cer(d8:0/20:2),452.40978,434.3992,416.38862,144.138095,126.127515
Cer(d8:0/20:3),450.39418,432.3836,414.37302,144.138095,126.127515
Cer(d8:0/20:4),448.37848,430.3679,412.35732,144.138095,126.127515
Cer(d8:0/20:5),446.36288,428.3523,410.34172,144.138095,126.127515
Cer(d8:0/21:0),470.45678,452.4462,434.43562,144.138095,126.127515
Cer(d8:0/22:0),484.47238,466.4618,448.45122,144.138095,126.127515
Cer(d8:0/22:1),482.45678,464.4462,446.43562,144.138095,126.127515
Cer(d8:0/22:2),480.44108,462.4305,444.41992,144.138095,126.127515
Cer(d8:0/22:3),478.42548,460.4149,442.40432,144.138095,126.127515
Cer(d8:0/22:4),476.40978,458.3992,440.38862,144.138095,126.127515
Cer(d8:0/22:5),474.39418,456.3836,438.37302,144.138095,126.127515
Cer(d8:0/22:6),472.37848,454.3679,436.35732,144.138095,126.127515
Cer(d8:0/23:0),498.48808,480.4775,462.46692,144.138095,126.127515
Cer(d8:0/24:0),512.50368,494.4931,476.48252,144.138095,126.127515
Cer(d8:0/24:1),510.48808,492.4775,474.46692,144.138095,126.127515
Cer(d8:0/25:0),526.51938,508.5088,490.49822,144.138095,126.127515
Cer(d8:0/26:0),540.53498,522.5244,504.51382,144.138095,126.127515
Cer(d8:0/8:0),288.25328,270.2427,252.23212,144.138095,126.127515
Cer(d8:0/8:0),288.25328,270.2427,252.23212,144.138095,126.127515
scores,0.033333333,0.45,0.033333333,0.033333333,0.45
