"PS","[M+H]+","[M+H-PS head]+","[acyl-sn1-RCOO+58]+","[acyl-sn2-RCOO+58]+","[acyl-sn1-RCO]+","[acyl-sn2-RCO]+"
"PS(43:1) PS(19:0_24:1)",888.66896,703.66001,423.38336,355.32076,281.28395,349.34655
"PS(44:0) PS(19:0_25:0)",904.70026,719.69131,439.41466,355.32076,281.28395,365.37785
"PS(45:0) PS(19:0_26:0)",918.71586,733.70691,453.43026,355.32076,281.28395,379.39345
"PS(40:0) PS(20:0_20:0)",848.63756,663.62861,369.33636,369.33636,295.29955,295.29955
"PS(40:1) PS(20:0_20:1)",846.62196,661.61301,367.32076,369.33636,295.29955,293.28395
"PS(40:2) PS(20:0_20:2)",844.60626,659.59731,365.30506,369.33636,295.29955,291.26825
"PS(40:3) PS(20:0_20:3)",842.59066,657.58171,363.28946,369.33636,295.29955,289.25265
"PS(40:4) PS(20:0_20:4)",840.57496,655.56601,361.27376,369.33636,295.29955,287.23695
"PS(40:5) PS(20:0_20:5)",838.55936,653.55041,359.25816,369.33636,295.29955,285.22135
"PS(41:0) PS(20:0_21:0)",862.65326,677.64431,383.35206,369.33636,295.29955,309.31525
"PS(42:0) PS(20:0_22:0)",876.66886,691.65991,397.36766,369.33636,295.29955,323.33085
"PS(42:1) PS(20:0_22:1)",874.65326,689.64431,395.35206,369.33636,295.29955,321.31525
"PS(42:2) PS(20:0_22:2)",872.63756,687.62861,393.33636,369.33636,295.29955,319.29955
"PS(42:3) PS(20:0_22:3)",870.62196,685.61301,391.32076,369.33636,295.29955,317.28395
"PS(42:4) PS(20:0_22:4)",868.60626,683.59731,389.30506,369.33636,295.29955,315.26825
"PS(42:5) PS(20:0_22:5)",866.59066,681.58171,387.28946,369.33636,295.29955,313.25265
"PS(42:6) PS(20:0_22:6)",864.57496,679.56601,385.27376,369.33636,295.29955,311.23695
"PS(43:0) PS(20:0_23:0)",890.68456,705.67561,411.38336,369.33636,295.29955,337.34655
"PS(44:0) PS(20:0_24:0)",904.70016,719.69121,425.39896,369.33636,295.29955,351.36215
"PS(44:1) PS(20:0_24:1)",902.68456,717.67561,423.38336,369.33636,295.29955,349.34655
"PS(45:0) PS(20:0_25:0)",918.71586,733.70691,439.41466,369.33636,295.29955,365.37785
"PS(46:0) PS(20:0_26:0)",932.73146,747.72251,453.43026,369.33636,295.29955,379.39345
"PS(40:2) PS(20:1_20:1)",844.60636,659.59741,367.32076,367.32076,293.28395,293.28395
"PS(40:3) PS(20:1_20:2)",842.59066,657.58171,365.30506,367.32076,293.28395,291.26825
"PS(40:4) PS(20:1_20:3)",840.57506,655.56611,363.28946,367.32076,293.28395,289.25265
"PS(40:5) PS(20:1_20:4)",838.55936,653.55041,361.27376,367.32076,293.28395,287.23695
"PS(40:6) PS(20:1_20:5)",836.54376,651.53481,359.25816,367.32076,293.28395,285.22135
"PS(41:1) PS(20:1_21:0)",860.63766,675.62871,383.35206,367.32076,293.28395,309.31525
"PS(42:1) PS(20:1_22:0)",874.65326,689.64431,397.36766,367.32076,293.28395,323.33085
"PS(42:2) PS(20:1_22:1)",872.63766,687.62871,395.35206,367.32076,293.28395,321.31525
"PS(42:3) PS(20:1_22:2)",870.62196,685.61301,393.33636,367.32076,293.28395,319.29955
"PS(42:4) PS(20:1_22:3)",868.60636,683.59741,391.32076,367.32076,293.28395,317.28395
"PS(42:5) PS(20:1_22:4)",866.59066,681.58171,389.30506,367.32076,293.28395,315.26825
"PS(42:6) PS(20:1_22:5)",864.57506,679.56611,387.28946,367.32076,293.28395,313.25265
"PS(42:7) PS(20:1_22:6)",862.55936,677.55041,385.27376,367.32076,293.28395,311.23695
"PS(43:1) PS(20:1_23:0)",888.66896,703.66001,411.38336,367.32076,293.28395,337.34655
"PS(44:1) PS(20:1_24:0)",902.68456,717.67561,425.39896,367.32076,293.28395,351.36215
"PS(44:2) PS(20:1_24:1)",900.66896,715.66001,423.38336,367.32076,293.28395,349.34655
"PS(45:1) PS(20:1_25:0)",916.70026,731.69131,439.41466,367.32076,293.28395,365.37785
"PS(46:1) PS(20:1_26:0)",930.71586,745.70691,453.43026,367.32076,293.28395,379.39345
"PS(40:4) PS(20:2_20:2)",840.57496,655.56601,365.30506,365.30506,291.26825,291.26825
"PS(40:5) PS(20:2_20:3)",838.55936,653.55041,363.28946,365.30506,291.26825,289.25265
"PS(40:6) PS(20:2_20:4)",836.54366,651.53471,361.27376,365.30506,291.26825,287.23695
"PS(40:7) PS(20:2_20:5)",834.52806,649.51911,359.25816,365.30506,291.26825,285.22135
"PS(41:2) PS(20:2_21:0)",858.62196,673.61301,383.35206,365.30506,291.26825,309.31525
"PS(42:2) PS(20:2_22:0)",872.63756,687.62861,397.36766,365.30506,291.26825,323.33085
"PS(42:3) PS(20:2_22:1)",870.62196,685.61301,395.35206,365.30506,291.26825,321.31525
"PS(42:4) PS(20:2_22:2)",868.60626,683.59731,393.33636,365.30506,291.26825,319.29955
"PS(42:5) PS(20:2_22:3)",866.59066,681.58171,391.32076,365.30506,291.26825,317.28395
"PS(42:6) PS(20:2_22:4)",864.57496,679.56601,389.30506,365.30506,291.26825,315.26825
"PS(42:7) PS(20:2_22:5)",862.55936,677.55041,387.28946,365.30506,291.26825,313.25265
"PS(42:8) PS(20:2_22:6)",860.54366,675.53471,385.27376,365.30506,291.26825,311.23695
"PS(43:2) PS(20:2_23:0)",886.65326,701.64431,411.38336,365.30506,291.26825,337.34655
"PS(44:2) PS(20:2_24:0)",900.66886,715.65991,425.39896,365.30506,291.26825,351.36215
"PS(44:3) PS(20:2_24:1)",898.65326,713.64431,423.38336,365.30506,291.26825,349.34655
"PS(45:2) PS(20:2_25:0)",914.68456,729.67561,439.41466,365.30506,291.26825,365.37785
"PS(46:2) PS(20:2_26:0)",928.70016,743.69121,453.43026,365.30506,291.26825,379.39345
"PS(40:6) PS(20:3_20:3)",836.54376,651.53481,363.28946,363.28946,289.25265,289.25265
"PS(40:7) PS(20:3_20:4)",834.52806,649.51911,361.27376,363.28946,289.25265,287.23695
"PS(40:8) PS(20:3_20:5)",832.51246,647.50351,359.25816,363.28946,289.25265,285.22135
"PS(41:3) PS(20:3_21:0)",856.60636,671.59741,383.35206,363.28946,289.25265,309.31525
"PS(42:3) PS(20:3_22:0)",870.62196,685.61301,397.36766,363.28946,289.25265,323.33085
"PS(42:4) PS(20:3_22:1)",868.60636,683.59741,395.35206,363.28946,289.25265,321.31525
"PS(42:5) PS(20:3_22:2)",866.59066,681.58171,393.33636,363.28946,289.25265,319.29955
"PS(42:6) PS(20:3_22:3)",864.57506,679.56611,391.32076,363.28946,289.25265,317.28395
"PS(42:7) PS(20:3_22:4)",862.55936,677.55041,389.30506,363.28946,289.25265,315.26825
"PS(42:8) PS(20:3_22:5)",860.54376,675.53481,387.28946,363.28946,289.25265,313.25265
"PS(42:9) PS(20:3_22:6)",858.52806,673.51911,385.27376,363.28946,289.25265,311.23695
"PS(43:3) PS(20:3_23:0)",884.63766,699.62871,411.38336,363.28946,289.25265,337.34655
"PS(44:3) PS(20:3_24:0)",898.65326,713.64431,425.39896,363.28946,289.25265,351.36215
"PS(44:4) PS(20:3_24:1)",896.63766,711.62871,423.38336,363.28946,289.25265,349.34655
"PS(45:3) PS(20:3_25:0)",912.66896,727.66001,439.41466,363.28946,289.25265,365.37785
"PS(46:3) PS(20:3_26:0)",926.68456,741.67561,453.43026,363.28946,289.25265,379.39345
"PS(40:8) PS(20:4_20:4)",832.51236,647.50341,361.27376,361.27376,287.23695,287.23695
"PS(40:9) PS(20:4_20:5)",830.49676,645.48781,359.25816,361.27376,287.23695,285.22135
"PS(41:4) PS(20:4_21:0)",854.59066,669.58171,383.35206,361.27376,287.23695,309.31525
"PS(42:4) PS(20:4_22:0)",868.60626,683.59731,397.36766,361.27376,287.23695,323.33085
"PS(42:5) PS(20:4_22:1)",866.59066,681.58171,395.35206,361.27376,287.23695,321.31525
"PS(42:6) PS(20:4_22:2)",864.57496,679.56601,393.33636,361.27376,287.23695,319.29955
"PS(42:7) PS(20:4_22:3)",862.55936,677.55041,391.32076,361.27376,287.23695,317.28395
"PS(42:8) PS(20:4_22:4)",860.54366,675.53471,389.30506,361.27376,287.23695,315.26825
"PS(42:9) PS(20:4_22:5)",858.52806,673.51911,387.28946,361.27376,287.23695,313.25265
"PS(42:10) PS(20:4_22:6)",856.51236,671.50341,385.27376,361.27376,287.23695,311.23695
"PS(43:4) PS(20:4_23:0)",882.62196,697.61301,411.38336,361.27376,287.23695,337.34655
"PS(44:4) PS(20:4_24:0)",896.63756,711.62861,425.39896,361.27376,287.23695,351.36215
"PS(44:5) PS(20:4_24:1)",894.62196,709.61301,423.38336,361.27376,287.23695,349.34655
"PS(45:4) PS(20:4_25:0)",910.65326,725.64431,439.41466,361.27376,287.23695,365.37785
"PS(46:4) PS(20:4_26:0)",924.66886,739.65991,453.43026,361.27376,287.23695,379.39345
"PS(40:10) PS(20:5_20:5)",828.48116,643.47221,359.25816,359.25816,285.22135,285.22135
"PS(41:5) PS(20:5_21:0)",852.57506,667.56611,383.35206,359.25816,285.22135,309.31525
"PS(42:5) PS(20:5_22:0)",866.59066,681.58171,397.36766,359.25816,285.22135,323.33085
"PS(42:6) PS(20:5_22:1)",864.57506,679.56611,395.35206,359.25816,285.22135,321.31525
"PS(42:7) PS(20:5_22:2)",862.55936,677.55041,393.33636,359.25816,285.22135,319.29955
"PS(42:8) PS(20:5_22:3)",860.54376,675.53481,391.32076,359.25816,285.22135,317.28395
"PS(42:9) PS(20:5_22:4)",858.52806,673.51911,389.30506,359.25816,285.22135,315.26825
"PS(42:10) PS(20:5_22:5)",856.51246,671.50351,387.28946,359.25816,285.22135,313.25265
"PS(42:11) PS(20:5_22:6)",854.49676,669.48781,385.27376,359.25816,285.22135,311.23695
"PS(43:5) PS(20:5_23:0)",880.60636,695.59741,411.38336,359.25816,285.22135,337.34655
"PS(44:5) PS(20:5_24:0)",894.62196,709.61301,425.39896,359.25816,285.22135,351.36215
"PS(44:6) PS(20:5_24:1)",892.60636,707.59741,423.38336,359.25816,285.22135,349.34655
"PS(45:5) PS(20:5_25:0)",908.63766,723.62871,439.41466,359.25816,285.22135,365.37785
"PS(46:5) PS(20:5_26:0)",922.65326,737.64431,453.43026,359.25816,285.22135,379.39345
"PS(42:0) PS(21:0_21:0)",876.66896,691.66001,383.35206,383.35206,309.31525,309.31525
"PS(43:0) PS(21:0_22:0)",890.68456,705.67561,397.36766,383.35206,309.31525,323.33085
"PS(43:1) PS(21:0_22:1)",888.66896,703.66001,395.35206,383.35206,309.31525,321.31525
"PS(43:2) PS(21:0_22:2)",886.65326,701.64431,393.33636,383.35206,309.31525,319.29955
"PS(43:3) PS(21:0_22:3)",884.63766,699.62871,391.32076,383.35206,309.31525,317.28395
"PS(43:4) PS(21:0_22:4)",882.62196,697.61301,389.30506,383.35206,309.31525,315.26825
"PS(43:5) PS(21:0_22:5)",880.60636,695.59741,387.28946,383.35206,309.31525,313.25265
"PS(43:6) PS(21:0_22:6)",878.59066,693.58171,385.27376,383.35206,309.31525,311.23695
"PS(44:0) PS(21:0_23:0)",904.70026,719.69131,411.38336,383.35206,309.31525,337.34655
"PS(45:0) PS(21:0_24:0)",918.71586,733.70691,425.39896,383.35206,309.31525,351.36215
"PS(45:1) PS(21:0_24:1)",916.70026,731.69131,423.38336,383.35206,309.31525,349.34655
"PS(46:0) PS(21:0_25:0)",932.73156,747.72261,439.41466,383.35206,309.31525,365.37785
"PS(47:0) PS(21:0_26:0)",946.74716,761.73821,453.43026,383.35206,309.31525,379.39345
"PS(44:0) PS(22:0_22:0)",904.70016,719.69121,397.36766,397.36766,323.33085,323.33085
"PS(44:1) PS(22:0_22:1)",902.68456,717.67561,395.35206,397.36766,323.33085,321.31525
"PS(44:2) PS(22:0_22:2)",900.66886,715.65991,393.33636,397.36766,323.33085,319.29955
"PS(44:3) PS(22:0_22:3)",898.65326,713.64431,391.32076,397.36766,323.33085,317.28395
"PS(44:4) PS(22:0_22:4)",896.63756,711.62861,389.30506,397.36766,323.33085,315.26825
"PS(44:5) PS(22:0_22:5)",894.62196,709.61301,387.28946,397.36766,323.33085,313.25265
"PS(44:6) PS(22:0_22:6)",892.60626,707.59731,385.27376,397.36766,323.33085,311.23695
"PS(45:0) PS(22:0_23:0)",918.71586,733.70691,411.38336,397.36766,323.33085,337.34655
"PS(46:0) PS(22:0_24:0)",932.73146,747.72251,425.39896,397.36766,323.33085,351.36215
"PS(46:1) PS(22:0_24:1)",930.71586,745.70691,423.38336,397.36766,323.33085,349.34655
"PS(47:0) PS(22:0_25:0)",946.74716,761.73821,439.41466,397.36766,323.33085,365.37785
"PS(48:0) PS(22:0_26:0)",960.76276,775.75381,453.43026,397.36766,323.33085,379.39345
"PS(44:2) PS(22:1_22:1)",900.66896,715.66001,395.35206,395.35206,321.31525,321.31525
"PS(44:3) PS(22:1_22:2)",898.65326,713.64431,393.33636,395.35206,321.31525,319.29955
"PS(44:4) PS(22:1_22:3)",896.63766,711.62871,391.32076,395.35206,321.31525,317.28395
"PS(44:5) PS(22:1_22:4)",894.62196,709.61301,389.30506,395.35206,321.31525,315.26825
"PS(44:6) PS(22:1_22:5)",892.60636,707.59741,387.28946,395.35206,321.31525,313.25265
"PS(44:7) PS(22:1_22:6)",890.59066,705.58171,385.27376,395.35206,321.31525,311.23695
"PS(45:1) PS(22:1_23:0)",916.70026,731.69131,411.38336,395.35206,321.31525,337.34655
"PS(46:1) PS(22:1_24:0)",930.71586,745.70691,425.39896,395.35206,321.31525,351.36215
"PS(46:2) PS(22:1_24:1)",928.70026,743.69131,423.38336,395.35206,321.31525,349.34655
"PS(47:1) PS(22:1_25:0)",944.73156,759.72261,439.41466,395.35206,321.31525,365.37785
"PS(48:1) PS(22:1_26:0)",958.74716,773.73821,453.43026,395.35206,321.31525,379.39345
"PS(44:4) PS(22:2_22:2)",896.63756,711.62861,393.33636,393.33636,319.29955,319.29955
"PS(44:5) PS(22:2_22:3)",894.62196,709.61301,391.32076,393.33636,319.29955,317.28395
"PS(44:6) PS(22:2_22:4)",892.60626,707.59731,389.30506,393.33636,319.29955,315.26825
"PS(44:7) PS(22:2_22:5)",890.59066,705.58171,387.28946,393.33636,319.29955,313.25265
"PS(44:8) PS(22:2_22:6)",888.57496,703.56601,385.27376,393.33636,319.29955,311.23695
"PS(45:2) PS(22:2_23:0)",914.68456,729.67561,411.38336,393.33636,319.29955,337.34655
"PS(46:2) PS(22:2_24:0)",928.70016,743.69121,425.39896,393.33636,319.29955,351.36215
"PS(46:3) PS(22:2_24:1)",926.68456,741.67561,423.38336,393.33636,319.29955,349.34655
"PS(47:2) PS(22:2_25:0)",942.71586,757.70691,439.41466,393.33636,319.29955,365.37785
"PS(48:2) PS(22:2_26:0)",956.73146,771.72251,453.43026,393.33636,319.29955,379.39345
"PS(44:6) PS(22:3_22:3)",892.60636,707.59741,391.32076,391.32076,317.28395,317.28395
"PS(44:7) PS(22:3_22:4)",890.59066,705.58171,389.30506,391.32076,317.28395,315.26825
"PS(44:8) PS(22:3_22:5)",888.57506,703.56611,387.28946,391.32076,317.28395,313.25265
"PS(44:9) PS(22:3_22:6)",886.55936,701.55041,385.27376,391.32076,317.28395,311.23695
"PS(45:3) PS(22:3_23:0)",912.66896,727.66001,411.38336,391.32076,317.28395,337.34655
"PS(46:3) PS(22:3_24:0)",926.68456,741.67561,425.39896,391.32076,317.28395,351.36215
"PS(46:4) PS(22:3_24:1)",924.66896,739.66001,423.38336,391.32076,317.28395,349.34655
"PS(47:3) PS(22:3_25:0)",940.70026,755.69131,439.41466,391.32076,317.28395,365.37785
"PS(48:3) PS(22:3_26:0)",954.71586,769.70691,453.43026,391.32076,317.28395,379.39345
"PS(44:8) PS(22:4_22:4)",888.57496,703.56601,389.30506,389.30506,315.26825,315.26825
"PS(44:9) PS(22:4_22:5)",886.55936,701.55041,387.28946,389.30506,315.26825,313.25265
"PS(44:10) PS(22:4_22:6)",884.54366,699.53471,385.27376,389.30506,315.26825,311.23695
"PS(45:4) PS(22:4_23:0)",910.65326,725.64431,411.38336,389.30506,315.26825,337.34655
"PS(46:4) PS(22:4_24:0)",924.66886,739.65991,425.39896,389.30506,315.26825,351.36215
"PS(46:5) PS(22:4_24:1)",922.65326,737.64431,423.38336,389.30506,315.26825,349.34655
"PS(47:4) PS(22:4_25:0)",938.68456,753.67561,439.41466,389.30506,315.26825,365.37785
"PS(48:4) PS(22:4_26:0)",952.70016,767.69121,453.43026,389.30506,315.26825,379.39345
"PS(44:10) PS(22:5_22:5)",884.54376,699.53481,387.28946,387.28946,313.25265,313.25265
"PS(44:11) PS(22:5_22:6)",882.52806,697.51911,385.27376,387.28946,313.25265,311.23695
"PS(45:5) PS(22:5_23:0)",908.63766,723.62871,411.38336,387.28946,313.25265,337.34655
"PS(46:5) PS(22:5_24:0)",922.65326,737.64431,425.39896,387.28946,313.25265,351.36215
"PS(46:6) PS(22:5_24:1)",920.63766,735.62871,423.38336,387.28946,313.25265,349.34655
"PS(47:5) PS(22:5_25:0)",936.66896,751.66001,439.41466,387.28946,313.25265,365.37785
"PS(48:5) PS(22:5_26:0)",950.68456,765.67561,453.43026,387.28946,313.25265,379.39345
"PS(44:12) PS(22:6_22:6)",880.51236,695.50341,385.27376,385.27376,311.23695,311.23695
"PS(45:6) PS(22:6_23:0)",906.62196,721.61301,411.38336,385.27376,311.23695,337.34655
"PS(46:6) PS(22:6_24:0)",920.63756,735.62861,425.39896,385.27376,311.23695,351.36215
"PS(46:7) PS(22:6_24:1)",918.62196,733.61301,423.38336,385.27376,311.23695,349.34655
"PS(47:6) PS(22:6_25:0)",934.65326,749.64431,439.41466,385.27376,311.23695,365.37785
"PS(48:6) PS(22:6_26:0)",948.66886,763.65991,453.43026,385.27376,311.23695,379.39345
"PS(46:0) PS(23:0_23:0)",932.73156,747.72261,411.38336,411.38336,337.34655,337.34655
"PS(47:0) PS(23:0_24:0)",946.74716,761.73821,425.39896,411.38336,337.34655,351.36215
"PS(47:1) PS(23:0_24:1)",944.73156,759.72261,423.38336,411.38336,337.34655,349.34655
"PS(48:0) PS(23:0_25:0)",960.76286,775.75391,439.41466,411.38336,337.34655,365.37785
"PS(49:0) PS(23:0_26:0)",974.77846,789.76951,453.43026,411.38336,337.34655,379.39345
"PS(48:0) PS(24:0_24:0)",960.76276,775.75381,425.39896,425.39896,351.36215,351.36215
"PS(48:1) PS(24:0_24:1)",958.74716,773.73821,423.38336,425.39896,351.36215,349.34655
"PS(49:0) PS(24:0_25:0)",974.77846,789.76951,439.41466,425.39896,351.36215,365.37785
"PS(50:0) PS(24:0_26:0)",988.79406,803.78511,453.43026,425.39896,351.36215,379.39345
"PS(48:2) PS(24:1_24:1)",956.73156,771.72261,423.38336,423.38336,349.34655,349.34655
"PS(49:1) PS(24:1_25:0)",972.76286,787.75391,439.41466,423.38336,349.34655,365.37785
"PS(50:1) PS(24:1_26:0)",986.77846,801.76951,453.43026,423.38336,349.34655,379.39345
"PS(50:0) PS(25:0_25:0)",988.79416,803.78521,439.41466,439.41466,365.37785,365.37785
"PS(51:0) PS(25:0_26:0)",1002.80976,817.80081,453.43026,439.41466,365.37785,379.39345
"PS(52:0) PS(26:0_26:0)",1016.82536,831.81641,453.43026,453.43026,379.39345,379.39345
"scores",0.033333333,0.3,0.3,0.3,0.033333333,0.033333333
