"PE","[M+Na]+","[M+Na-43]+","[M+H-PE head]+","[M+Na-PE head]+","[M+Na-43-R1]+","[M+Na-43-R2]+","[PE+Na]+","[H3PO4Na]+"
"PE(16:0) PE(8:0_8:0)",490.2540178,447.2118178,327.25297,349.2349235,303.0969378,303.0969378,164.00888,120.9667
"PE(18:0) PE(8:0_10:0)",518.2853178,475.2431178,355.28427,377.2662235,331.1282378,303.0969378,164.00888,120.9667
"PE(20:0) PE(8:0_12:0)",546.3166178,503.2744178,383.31557,405.2975235,359.1595378,303.0969378,164.00888,120.9667
"PE(21:0) PE(8:0_13:0)",560.3323178,517.2901178,397.33127,419.3132235,373.1752378,303.0969378,164.00888,120.9667
"PE(22:0) PE(8:0_14:0)",574.3479178,531.3057178,411.34687,433.3288235,387.1908378,303.0969378,164.00888,120.9667
"PE(22:1) PE(8:0_14:1)",572.3323178,529.2901178,409.33127,431.3132235,385.1752378,303.0969378,164.00888,120.9667
"PE(23:0) PE(8:0_15:0)",588.3636178,545.3214178,425.36257,447.3445235,401.2065378,303.0969378,164.00888,120.9667
"PE(23:1) PE(8:0_15:1)",586.3479178,543.3057178,423.34687,445.3288235,399.1908378,303.0969378,164.00888,120.9667
"PE(24:0) PE(8:0_16:0)",602.3792178,559.3370178,439.37817,461.3601235,415.2221378,303.0969378,164.00888,120.9667
"PE(24:1) PE(8:0_16:1)",600.3636178,557.3214178,437.36257,459.3445235,413.2065378,303.0969378,164.00888,120.9667
"PE(25:0) PE(8:0_17:0)",616.3949178,573.3527178,453.39387,475.3758235,429.2378378,303.0969378,164.00888,120.9667
"PE(25:1) PE(8:0_17:1)",614.3792178,571.3370178,451.37817,473.3601235,427.2221378,303.0969378,164.00888,120.9667
"PE(25:2) PE(8:0_17:2)",612.3636178,569.3214178,449.36257,471.3445235,425.2065378,303.0969378,164.00888,120.9667
"PE(26:0) PE(8:0_18:0)",630.4105178,587.3683178,467.40947,489.3914235,443.2534378,303.0969378,164.00888,120.9667
"PE(26:1) PE(8:0_18:1)",628.3949178,585.3527178,465.39387,487.3758235,441.2378378,303.0969378,164.00888,120.9667
"PE(26:2) PE(8:0_18:2)",626.3792178,583.3370178,463.37817,485.3601235,439.2221378,303.0969378,164.00888,120.9667
"PE(26:3) PE(8:0_18:3)",624.3636178,581.3214178,461.36257,483.3445235,437.2065378,303.0969378,164.00888,120.9667
"PE(26:4) PE(8:0_18:4)",622.3479178,579.3057178,459.34687,481.3288235,435.1908378,303.0969378,164.00888,120.9667
"PE(27:0) PE(8:0_19:0)",644.4262178,601.3840178,481.42517,503.4071235,457.2691378,303.0969378,164.00888,120.9667
"PE(28:0) PE(8:0_20:0)",658.4418178,615.3996178,495.44077,517.4227235,471.2847378,303.0969378,164.00888,120.9667
"PE(28:1) PE(8:0_20:1)",656.4262178,613.3840178,493.42517,515.4071235,469.2691378,303.0969378,164.00888,120.9667
"PE(28:2) PE(8:0_20:2)",654.4105178,611.3683178,491.40947,513.3914235,467.2534378,303.0969378,164.00888,120.9667
"PE(28:3) PE(8:0_20:3)",652.3949178,609.3527178,489.39387,511.3758235,465.2378378,303.0969378,164.00888,120.9667
"PE(28:4) PE(8:0_20:4)",650.3792178,607.3370178,487.37817,509.3601235,463.2221378,303.0969378,164.00888,120.9667
"PE(28:5) PE(8:0_20:5)",648.3636178,605.3214178,485.36257,507.3445235,461.2065378,303.0969378,164.00888,120.9667
"PE(29:0) PE(8:0_21:0)",672.4575178,629.4153178,509.45647,531.4384235,485.3004378,303.0969378,164.00888,120.9667
"PE(30:0) PE(8:0_22:0)",686.4731178,643.4309178,523.47207,545.4540235,499.3160378,303.0969378,164.00888,120.9667
"PE(30:1) PE(8:0_22:1)",684.4575178,641.4153178,521.45647,543.4384235,497.3004378,303.0969378,164.00888,120.9667
"PE(30:2) PE(8:0_22:2)",682.4418178,639.3996178,519.44077,541.4227235,495.2847378,303.0969378,164.00888,120.9667
"PE(30:3) PE(8:0_22:3)",680.4262178,637.3840178,517.42517,539.4071235,493.2691378,303.0969378,164.00888,120.9667
"PE(30:4) PE(8:0_22:4)",678.4105178,635.3683178,515.40947,537.3914235,491.2534378,303.0969378,164.00888,120.9667
"PE(30:5) PE(8:0_22:5)",676.3949178,633.3527178,513.39387,535.3758235,489.2378378,303.0969378,164.00888,120.9667
"PE(30:6) PE(8:0_22:6)",674.3792178,631.3370178,511.37817,533.3601235,487.2221378,303.0969378,164.00888,120.9667
"PE(31:0) PE(8:0_23:0)",700.4888178,657.4466178,537.48777,559.4697235,513.3317378,303.0969378,164.00888,120.9667
"PE(32:0) PE(8:0_24:0)",714.5044178,671.4622178,551.50337,573.4853235,527.3473378,303.0969378,164.00888,120.9667
"PE(32:1) PE(8:0_24:1)",712.4888178,669.4466178,549.48777,571.4697235,525.3317378,303.0969378,164.00888,120.9667
"PE(33:0) PE(8:0_25:0)",728.5201178,685.4779178,565.51907,587.5010235,541.3630378,303.0969378,164.00888,120.9667
"PE(34:0) PE(8:0_26:0)",742.5357178,699.4935178,579.53467,601.5166235,555.3786378,303.0969378,164.00888,120.9667
"PE(20:0) PE(10:0_10:0)",546.3166178,503.2744178,383.31557,405.2975235,331.1282378,331.1282378,164.00888,120.9667
"PE(22:0) PE(10:0_12:0)",574.3479178,531.3057178,411.34687,433.3288235,359.1595378,331.1282378,164.00888,120.9667
"PE(23:0) PE(10:0_13:0)",588.3636178,545.3214178,425.36257,447.3445235,373.1752378,331.1282378,164.00888,120.9667
"PE(24:0) PE(10:0_14:0)",602.3792178,559.3370178,439.37817,461.3601235,387.1908378,331.1282378,164.00888,120.9667
"PE(24:1) PE(10:0_14:1)",600.3636178,557.3214178,437.36257,459.3445235,385.1752378,331.1282378,164.00888,120.9667
"PE(25:0) PE(10:0_15:0)",616.3949178,573.3527178,453.39387,475.3758235,401.2065378,331.1282378,164.00888,120.9667
"PE(25:1) PE(10:0_15:1)",614.3792178,571.3370178,451.37817,473.3601235,399.1908378,331.1282378,164.00888,120.9667
"PE(26:0) PE(10:0_16:0)",630.4105178,587.3683178,467.40947,489.3914235,415.2221378,331.1282378,164.00888,120.9667
"PE(26:1) PE(10:0_16:1)",628.3949178,585.3527178,465.39387,487.3758235,413.2065378,331.1282378,164.00888,120.9667
"PE(27:0) PE(10:0_17:0)",644.4262178,601.3840178,481.42517,503.4071235,429.2378378,331.1282378,164.00888,120.9667
"PE(27:1) PE(10:0_17:1)",642.4105178,599.3683178,479.40947,501.3914235,427.2221378,331.1282378,164.00888,120.9667
"PE(27:2) PE(10:0_17:2)",640.3949178,597.3527178,477.39387,499.3758235,425.2065378,331.1282378,164.00888,120.9667
"PE(28:0) PE(10:0_18:0)",658.4418178,615.3996178,495.44077,517.4227235,443.2534378,331.1282378,164.00888,120.9667
"PE(28:1) PE(10:0_18:1)",656.4262178,613.3840178,493.42517,515.4071235,441.2378378,331.1282378,164.00888,120.9667
"PE(28:2) PE(10:0_18:2)",654.4105178,611.3683178,491.40947,513.3914235,439.2221378,331.1282378,164.00888,120.9667
"PE(28:3) PE(10:0_18:3)",652.3949178,609.3527178,489.39387,511.3758235,437.2065378,331.1282378,164.00888,120.9667
"PE(28:4) PE(10:0_18:4)",650.3792178,607.3370178,487.37817,509.3601235,435.1908378,331.1282378,164.00888,120.9667
"PE(29:0) PE(10:0_19:0)",672.4575178,629.4153178,509.45647,531.4384235,457.2691378,331.1282378,164.00888,120.9667
"PE(30:0) PE(10:0_20:0)",686.4731178,643.4309178,523.47207,545.4540235,471.2847378,331.1282378,164.00888,120.9667
"PE(30:1) PE(10:0_20:1)",684.4575178,641.4153178,521.45647,543.4384235,469.2691378,331.1282378,164.00888,120.9667
"PE(30:2) PE(10:0_20:2)",682.4418178,639.3996178,519.44077,541.4227235,467.2534378,331.1282378,164.00888,120.9667
"PE(30:3) PE(10:0_20:3)",680.4262178,637.3840178,517.42517,539.4071235,465.2378378,331.1282378,164.00888,120.9667
"PE(30:4) PE(10:0_20:4)",678.4105178,635.3683178,515.40947,537.3914235,463.2221378,331.1282378,164.00888,120.9667
"PE(30:5) PE(10:0_20:5)",676.3949178,633.3527178,513.39387,535.3758235,461.2065378,331.1282378,164.00888,120.9667
"PE(31:0) PE(10:0_21:0)",700.4888178,657.4466178,537.48777,559.4697235,485.3004378,331.1282378,164.00888,120.9667
"PE(32:0) PE(10:0_22:0)",714.5044178,671.4622178,551.50337,573.4853235,499.3160378,331.1282378,164.00888,120.9667
"PE(32:1) PE(10:0_22:1)",712.4888178,669.4466178,549.48777,571.4697235,497.3004378,331.1282378,164.00888,120.9667
"PE(32:2) PE(10:0_22:2)",710.4731178,667.4309178,547.47207,569.4540235,495.2847378,331.1282378,164.00888,120.9667
"PE(32:3) PE(10:0_22:3)",708.4575178,665.4153178,545.45647,567.4384235,493.2691378,331.1282378,164.00888,120.9667
"PE(32:4) PE(10:0_22:4)",706.4418178,663.3996178,543.44077,565.4227235,491.2534378,331.1282378,164.00888,120.9667
"PE(32:5) PE(10:0_22:5)",704.4262178,661.3840178,541.42517,563.4071235,489.2378378,331.1282378,164.00888,120.9667
"PE(32:6) PE(10:0_22:6)",702.4105178,659.3683178,539.40947,561.3914235,487.2221378,331.1282378,164.00888,120.9667
"PE(33:0) PE(10:0_23:0)",728.5201178,685.4779178,565.51907,587.5010235,513.3317378,331.1282378,164.00888,120.9667
"PE(34:0) PE(10:0_24:0)",742.5357178,699.4935178,579.53467,601.5166235,527.3473378,331.1282378,164.00888,120.9667
"PE(34:1) PE(10:0_24:1)",740.5201178,697.4779178,577.51907,599.5010235,525.3317378,331.1282378,164.00888,120.9667
"PE(35:0) PE(10:0_25:0)",756.5514178,713.5092178,593.55037,615.5323235,541.3630378,331.1282378,164.00888,120.9667
"PE(36:0) PE(10:0_26:0)",770.5670178,727.5248178,607.56597,629.5479235,555.3786378,331.1282378,164.00888,120.9667
"PE(24:0) PE(12:0_12:0)",602.3792178,559.3370178,439.37817,461.3601235,359.1595378,359.1595378,164.00888,120.9667
"PE(25:0) PE(12:0_13:0)",616.3949178,573.3527178,453.39387,475.3758235,373.1752378,359.1595378,164.00888,120.9667
"PE(26:0) PE(12:0_14:0)",630.4105178,587.3683178,467.40947,489.3914235,387.1908378,359.1595378,164.00888,120.9667
"PE(26:1) PE(12:0_14:1)",628.3949178,585.3527178,465.39387,487.3758235,385.1752378,359.1595378,164.00888,120.9667
"PE(27:0) PE(12:0_15:0)",644.4262178,601.3840178,481.42517,503.4071235,401.2065378,359.1595378,164.00888,120.9667
"PE(27:1) PE(12:0_15:1)",642.4105178,599.3683178,479.40947,501.3914235,399.1908378,359.1595378,164.00888,120.9667
"PE(28:0) PE(12:0_16:0)",658.4418178,615.3996178,495.44077,517.4227235,415.2221378,359.1595378,164.00888,120.9667
"PE(28:1) PE(12:0_16:1)",656.4262178,613.3840178,493.42517,515.4071235,413.2065378,359.1595378,164.00888,120.9667
"PE(29:0) PE(12:0_17:0)",672.4575178,629.4153178,509.45647,531.4384235,429.2378378,359.1595378,164.00888,120.9667
"PE(29:1) PE(12:0_17:1)",670.4418178,627.3996178,507.44077,529.4227235,427.2221378,359.1595378,164.00888,120.9667
"PE(29:2) PE(12:0_17:2)",668.4262178,625.3840178,505.42517,527.4071235,425.2065378,359.1595378,164.00888,120.9667
"PE(30:0) PE(12:0_18:0)",686.4731178,643.4309178,523.47207,545.4540235,443.2534378,359.1595378,164.00888,120.9667
"PE(30:1) PE(12:0_18:1)",684.4575178,641.4153178,521.45647,543.4384235,441.2378378,359.1595378,164.00888,120.9667
"PE(30:2) PE(12:0_18:2)",682.4418178,639.3996178,519.44077,541.4227235,439.2221378,359.1595378,164.00888,120.9667
"PE(30:3) PE(12:0_18:3)",680.4262178,637.3840178,517.42517,539.4071235,437.2065378,359.1595378,164.00888,120.9667
"PE(30:4) PE(12:0_18:4)",678.4105178,635.3683178,515.40947,537.3914235,435.1908378,359.1595378,164.00888,120.9667
"PE(31:0) PE(12:0_19:0)",700.4888178,657.4466178,537.48777,559.4697235,457.2691378,359.1595378,164.00888,120.9667
"PE(32:0) PE(12:0_20:0)",714.5044178,671.4622178,551.50337,573.4853235,471.2847378,359.1595378,164.00888,120.9667
"PE(32:1) PE(12:0_20:1)",712.4888178,669.4466178,549.48777,571.4697235,469.2691378,359.1595378,164.00888,120.9667
"PE(32:2) PE(12:0_20:2)",710.4731178,667.4309178,547.47207,569.4540235,467.2534378,359.1595378,164.00888,120.9667
"PE(32:3) PE(12:0_20:3)",708.4575178,665.4153178,545.45647,567.4384235,465.2378378,359.1595378,164.00888,120.9667
"PE(32:4) PE(12:0_20:4)",706.4418178,663.3996178,543.44077,565.4227235,463.2221378,359.1595378,164.00888,120.9667
"PE(32:5) PE(12:0_20:5)",704.4262178,661.3840178,541.42517,563.4071235,461.2065378,359.1595378,164.00888,120.9667
"PE(33:0) PE(12:0_21:0)",728.5201178,685.4779178,565.51907,587.5010235,485.3004378,359.1595378,164.00888,120.9667
"PE(34:0) PE(12:0_22:0)",742.5357178,699.4935178,579.53467,601.5166235,499.3160378,359.1595378,164.00888,120.9667
"PE(34:1) PE(12:0_22:1)",740.5201178,697.4779178,577.51907,599.5010235,497.3004378,359.1595378,164.00888,120.9667
"PE(34:2) PE(12:0_22:2)",738.5044178,695.4622178,575.50337,597.4853235,495.2847378,359.1595378,164.00888,120.9667
"PE(34:3) PE(12:0_22:3)",736.4888178,693.4466178,573.48777,595.4697235,493.2691378,359.1595378,164.00888,120.9667
"PE(34:4) PE(12:0_22:4)",734.4731178,691.4309178,571.47207,593.4540235,491.2534378,359.1595378,164.00888,120.9667
"PE(34:5) PE(12:0_22:5)",732.4575178,689.4153178,569.45647,591.4384235,489.2378378,359.1595378,164.00888,120.9667
"PE(34:6) PE(12:0_22:6)",730.4418178,687.3996178,567.44077,589.4227235,487.2221378,359.1595378,164.00888,120.9667
"PE(35:0) PE(12:0_23:0)",756.5514178,713.5092178,593.55037,615.5323235,513.3317378,359.1595378,164.00888,120.9667
"PE(36:0) PE(12:0_24:0)",770.5670178,727.5248178,607.56597,629.5479235,527.3473378,359.1595378,164.00888,120.9667
"PE(36:1) PE(12:0_24:1)",768.5514178,725.5092178,605.55037,627.5323235,525.3317378,359.1595378,164.00888,120.9667
"PE(37:0) PE(12:0_25:0)",784.5827178,741.5405178,621.58167,643.5636235,541.3630378,359.1595378,164.00888,120.9667
"PE(38:0) PE(12:0_26:0)",798.5983178,755.5561178,635.59727,657.5792235,555.3786378,359.1595378,164.00888,120.9667
"PE(26:0) PE(13:0_13:0)",630.4106178,587.3684178,467.40957,489.3915235,373.1752378,373.1752378,164.00888,120.9667
"PE(27:0) PE(13:0_14:0)",644.4262178,601.3840178,481.42517,503.4071235,387.1908378,373.1752378,164.00888,120.9667
"PE(27:1) PE(13:0_14:1)",642.4106178,599.3684178,479.40957,501.3915235,385.1752378,373.1752378,164.00888,120.9667
"PE(28:0) PE(13:0_15:0)",658.4419178,615.3997178,495.44087,517.4228235,401.2065378,373.1752378,164.00888,120.9667
"PE(28:1) PE(13:0_15:1)",656.4262178,613.3840178,493.42517,515.4071235,399.1908378,373.1752378,164.00888,120.9667
"PE(29:0) PE(13:0_16:0)",672.4575178,629.4153178,509.45647,531.4384235,415.2221378,373.1752378,164.00888,120.9667
"PE(29:1) PE(13:0_16:1)",670.4419178,627.3997178,507.44087,529.4228235,413.2065378,373.1752378,164.00888,120.9667
"PE(30:0) PE(13:0_17:0)",686.4732178,643.4310178,523.47217,545.4541235,429.2378378,373.1752378,164.00888,120.9667
"PE(30:1) PE(13:0_17:1)",684.4575178,641.4153178,521.45647,543.4384235,427.2221378,373.1752378,164.00888,120.9667
"PE(30:2) PE(13:0_17:2)",682.4419178,639.3997178,519.44087,541.4228235,425.2065378,373.1752378,164.00888,120.9667
"PE(31:0) PE(13:0_18:0)",700.4888178,657.4466178,537.48777,559.4697235,443.2534378,373.1752378,164.00888,120.9667
"PE(31:1) PE(13:0_18:1)",698.4732178,655.4310178,535.47217,557.4541235,441.2378378,373.1752378,164.00888,120.9667
"PE(31:2) PE(13:0_18:2)",696.4575178,653.4153178,533.45647,555.4384235,439.2221378,373.1752378,164.00888,120.9667
"PE(31:3) PE(13:0_18:3)",694.4419178,651.3997178,531.44087,553.4228235,437.2065378,373.1752378,164.00888,120.9667
"PE(31:4) PE(13:0_18:4)",692.4262178,649.3840178,529.42517,551.4071235,435.1908378,373.1752378,164.00888,120.9667
"PE(32:0) PE(13:0_19:0)",714.5045178,671.4623178,551.50347,573.4854235,457.2691378,373.1752378,164.00888,120.9667
"PE(33:0) PE(13:0_20:0)",728.5201178,685.4779178,565.51907,587.5010235,471.2847378,373.1752378,164.00888,120.9667
"PE(33:1) PE(13:0_20:1)",726.5045178,683.4623178,563.50347,585.4854235,469.2691378,373.1752378,164.00888,120.9667
"PE(33:2) PE(13:0_20:2)",724.4888178,681.4466178,561.48777,583.4697235,467.2534378,373.1752378,164.00888,120.9667
"PE(33:3) PE(13:0_20:3)",722.4732178,679.4310178,559.47217,581.4541235,465.2378378,373.1752378,164.00888,120.9667
"PE(33:4) PE(13:0_20:4)",720.4575178,677.4153178,557.45647,579.4384235,463.2221378,373.1752378,164.00888,120.9667
"PE(33:5) PE(13:0_20:5)",718.4419178,675.3997178,555.44087,577.4228235,461.2065378,373.1752378,164.00888,120.9667
"PE(34:0) PE(13:0_21:0)",742.5358178,699.4936178,579.53477,601.5167235,485.3004378,373.1752378,164.00888,120.9667
"PE(35:0) PE(13:0_22:0)",756.5514178,713.5092178,593.55037,615.5323235,499.3160378,373.1752378,164.00888,120.9667
"PE(35:1) PE(13:0_22:1)",754.5358178,711.4936178,591.53477,613.5167235,497.3004378,373.1752378,164.00888,120.9667
"PE(35:2) PE(13:0_22:2)",752.5201178,709.4779178,589.51907,611.5010235,495.2847378,373.1752378,164.00888,120.9667
"PE(35:3) PE(13:0_22:3)",750.5045178,707.4623178,587.50347,609.4854235,493.2691378,373.1752378,164.00888,120.9667
"PE(35:4) PE(13:0_22:4)",748.4888178,705.4466178,585.48777,607.4697235,491.2534378,373.1752378,164.00888,120.9667
"PE(35:5) PE(13:0_22:5)",746.4732178,703.4310178,583.47217,605.4541235,489.2378378,373.1752378,164.00888,120.9667
"PE(35:6) PE(13:0_22:6)",744.4575178,701.4153178,581.45647,603.4384235,487.2221378,373.1752378,164.00888,120.9667
"PE(36:0) PE(13:0_23:0)",770.5671178,727.5249178,607.56607,629.5480235,513.3317378,373.1752378,164.00888,120.9667
"PE(37:0) PE(13:0_24:0)",784.5827178,741.5405178,621.58167,643.5636235,527.3473378,373.1752378,164.00888,120.9667
"PE(37:1) PE(13:0_24:1)",782.5671178,739.5249178,619.56607,641.5480235,525.3317378,373.1752378,164.00888,120.9667
"PE(38:0) PE(13:0_25:0)",798.5984178,755.5562178,635.59737,657.5793235,541.3630378,373.1752378,164.00888,120.9667
"PE(39:0) PE(13:0_26:0)",812.6140178,769.5718178,649.61297,671.5949235,555.3786378,373.1752378,164.00888,120.9667
"PE(28:0) PE(14:0_14:0)",658.4418178,615.3996178,495.44077,517.4227235,387.1908378,387.1908378,164.00888,120.9667
"PE(28:1) PE(14:0_14:1)",656.4262178,613.3840178,493.42517,515.4071235,385.1752378,387.1908378,164.00888,120.9667
"PE(29:0) PE(14:0_15:0)",672.4575178,629.4153178,509.45647,531.4384235,401.2065378,387.1908378,164.00888,120.9667
"PE(29:1) PE(14:0_15:1)",670.4418178,627.3996178,507.44077,529.4227235,399.1908378,387.1908378,164.00888,120.9667
"PE(30:0) PE(14:0_16:0)",686.4731178,643.4309178,523.47207,545.4540235,415.2221378,387.1908378,164.00888,120.9667
"PE(30:1) PE(14:0_16:1)",684.4575178,641.4153178,521.45647,543.4384235,413.2065378,387.1908378,164.00888,120.9667
"PE(31:0) PE(14:0_17:0)",700.4888178,657.4466178,537.48777,559.4697235,429.2378378,387.1908378,164.00888,120.9667
"PE(31:1) PE(14:0_17:1)",698.4731178,655.4309178,535.47207,557.4540235,427.2221378,387.1908378,164.00888,120.9667
"PE(31:2) PE(14:0_17:2)",696.4575178,653.4153178,533.45647,555.4384235,425.2065378,387.1908378,164.00888,120.9667
"PE(32:0) PE(14:0_18:0)",714.5044178,671.4622178,551.50337,573.4853235,443.2534378,387.1908378,164.00888,120.9667
"PE(32:1) PE(14:0_18:1)",712.4888178,669.4466178,549.48777,571.4697235,441.2378378,387.1908378,164.00888,120.9667
"PE(32:2) PE(14:0_18:2)",710.4731178,667.4309178,547.47207,569.4540235,439.2221378,387.1908378,164.00888,120.9667
"PE(32:3) PE(14:0_18:3)",708.4575178,665.4153178,545.45647,567.4384235,437.2065378,387.1908378,164.00888,120.9667
"PE(32:4) PE(14:0_18:4)",706.4418178,663.3996178,543.44077,565.4227235,435.1908378,387.1908378,164.00888,120.9667
"PE(33:0) PE(14:0_19:0)",728.5201178,685.4779178,565.51907,587.5010235,457.2691378,387.1908378,164.00888,120.9667
"PE(34:0) PE(14:0_20:0)",742.5357178,699.4935178,579.53467,601.5166235,471.2847378,387.1908378,164.00888,120.9667
"PE(34:1) PE(14:0_20:1)",740.5201178,697.4779178,577.51907,599.5010235,469.2691378,387.1908378,164.00888,120.9667
"PE(34:2) PE(14:0_20:2)",738.5044178,695.4622178,575.50337,597.4853235,467.2534378,387.1908378,164.00888,120.9667
"PE(34:3) PE(14:0_20:3)",736.4888178,693.4466178,573.48777,595.4697235,465.2378378,387.1908378,164.00888,120.9667
"PE(34:4) PE(14:0_20:4)",734.4731178,691.4309178,571.47207,593.4540235,463.2221378,387.1908378,164.00888,120.9667
"PE(34:5) PE(14:0_20:5)",732.4575178,689.4153178,569.45647,591.4384235,461.2065378,387.1908378,164.00888,120.9667
"PE(35:0) PE(14:0_21:0)",756.5514178,713.5092178,593.55037,615.5323235,485.3004378,387.1908378,164.00888,120.9667
"PE(36:0) PE(14:0_22:0)",770.5670178,727.5248178,607.56597,629.5479235,499.3160378,387.1908378,164.00888,120.9667
"PE(36:1) PE(14:0_22:1)",768.5514178,725.5092178,605.55037,627.5323235,497.3004378,387.1908378,164.00888,120.9667
"PE(36:2) PE(14:0_22:2)",766.5357178,723.4935178,603.53467,625.5166235,495.2847378,387.1908378,164.00888,120.9667
"PE(36:3) PE(14:0_22:3)",764.5201178,721.4779178,601.51907,623.5010235,493.2691378,387.1908378,164.00888,120.9667
"PE(36:4) PE(14:0_22:4)",762.5044178,719.4622178,599.50337,621.4853235,491.2534378,387.1908378,164.00888,120.9667
"PE(36:5) PE(14:0_22:5)",760.4888178,717.4466178,597.48777,619.4697235,489.2378378,387.1908378,164.00888,120.9667
"PE(36:6) PE(14:0_22:6)",758.4731178,715.4309178,595.47207,617.4540235,487.2221378,387.1908378,164.00888,120.9667
"PE(37:0) PE(14:0_23:0)",784.5827178,741.5405178,621.58167,643.5636235,513.3317378,387.1908378,164.00888,120.9667
"PE(38:0) PE(14:0_24:0)",798.5983178,755.5561178,635.59727,657.5792235,527.3473378,387.1908378,164.00888,120.9667
"PE(38:1) PE(14:0_24:1)",796.5827178,753.5405178,633.58167,655.5636235,525.3317378,387.1908378,164.00888,120.9667
"PE(39:0) PE(14:0_25:0)",812.6140178,769.5718178,649.61297,671.5949235,541.3630378,387.1908378,164.00888,120.9667
"PE(40:0) PE(14:0_26:0)",826.6296178,783.5874178,663.62857,685.6105235,555.3786378,387.1908378,164.00888,120.9667
"PE(28:2) PE(14:1_14:1)",654.4106178,611.3684178,491.40957,513.3915235,385.1752378,385.1752378,164.00888,120.9667
"PE(29:1) PE(14:1_15:0)",670.4419178,627.3997178,507.44087,529.4228235,401.2065378,385.1752378,164.00888,120.9667
"PE(29:2) PE(14:1_15:1)",668.4262178,625.3840178,505.42517,527.4071235,399.1908378,385.1752378,164.00888,120.9667
"PE(30:1) PE(14:1_16:0)",684.4575178,641.4153178,521.45647,543.4384235,415.2221378,385.1752378,164.00888,120.9667
"PE(30:2) PE(14:1_16:1)",682.4419178,639.3997178,519.44087,541.4228235,413.2065378,385.1752378,164.00888,120.9667
"PE(31:1) PE(14:1_17:0)",698.4732178,655.4310178,535.47217,557.4541235,429.2378378,385.1752378,164.00888,120.9667
"PE(31:2) PE(14:1_17:1)",696.4575178,653.4153178,533.45647,555.4384235,427.2221378,385.1752378,164.00888,120.9667
"PE(31:3) PE(14:1_17:2)",694.4419178,651.3997178,531.44087,553.4228235,425.2065378,385.1752378,164.00888,120.9667
"PE(32:1) PE(14:1_18:0)",712.4888178,669.4466178,549.48777,571.4697235,443.2534378,385.1752378,164.00888,120.9667
"PE(32:2) PE(14:1_18:1)",710.4732178,667.4310178,547.47217,569.4541235,441.2378378,385.1752378,164.00888,120.9667
"PE(32:3) PE(14:1_18:2)",708.4575178,665.4153178,545.45647,567.4384235,439.2221378,385.1752378,164.00888,120.9667
"PE(32:4) PE(14:1_18:3)",706.4419178,663.3997178,543.44087,565.4228235,437.2065378,385.1752378,164.00888,120.9667
"PE(32:5) PE(14:1_18:4)",704.4262178,661.3840178,541.42517,563.4071235,435.1908378,385.1752378,164.00888,120.9667
"PE(33:1) PE(14:1_19:0)",726.5045178,683.4623178,563.50347,585.4854235,457.2691378,385.1752378,164.00888,120.9667
"PE(34:1) PE(14:1_20:0)",740.5201178,697.4779178,577.51907,599.5010235,471.2847378,385.1752378,164.00888,120.9667
"PE(34:2) PE(14:1_20:1)",738.5045178,695.4623178,575.50347,597.4854235,469.2691378,385.1752378,164.00888,120.9667
"PE(34:3) PE(14:1_20:2)",736.4888178,693.4466178,573.48777,595.4697235,467.2534378,385.1752378,164.00888,120.9667
"PE(34:4) PE(14:1_20:3)",734.4732178,691.4310178,571.47217,593.4541235,465.2378378,385.1752378,164.00888,120.9667
"PE(34:5) PE(14:1_20:4)",732.4575178,689.4153178,569.45647,591.4384235,463.2221378,385.1752378,164.00888,120.9667
"PE(34:6) PE(14:1_20:5)",730.4419178,687.3997178,567.44087,589.4228235,461.2065378,385.1752378,164.00888,120.9667
"PE(35:1) PE(14:1_21:0)",754.5358178,711.4936178,591.53477,613.5167235,485.3004378,385.1752378,164.00888,120.9667
"PE(36:1) PE(14:1_22:0)",768.5514178,725.5092178,605.55037,627.5323235,499.3160378,385.1752378,164.00888,120.9667
"PE(36:2) PE(14:1_22:1)",766.5358178,723.4936178,603.53477,625.5167235,497.3004378,385.1752378,164.00888,120.9667
"PE(36:3) PE(14:1_22:2)",764.5201178,721.4779178,601.51907,623.5010235,495.2847378,385.1752378,164.00888,120.9667
"PE(36:4) PE(14:1_22:3)",762.5045178,719.4623178,599.50347,621.4854235,493.2691378,385.1752378,164.00888,120.9667
"PE(36:5) PE(14:1_22:4)",760.4888178,717.4466178,597.48777,619.4697235,491.2534378,385.1752378,164.00888,120.9667
"PE(36:6) PE(14:1_22:5)",758.4732178,715.4310178,595.47217,617.4541235,489.2378378,385.1752378,164.00888,120.9667
"PE(36:7) PE(14:1_22:6)",756.4575178,713.4153178,593.45647,615.4384235,487.2221378,385.1752378,164.00888,120.9667
"PE(37:1) PE(14:1_23:0)",782.5671178,739.5249178,619.56607,641.5480235,513.3317378,385.1752378,164.00888,120.9667
"PE(38:1) PE(14:1_24:0)",796.5827178,753.5405178,633.58167,655.5636235,527.3473378,385.1752378,164.00888,120.9667
"PE(38:2) PE(14:1_24:1)",794.5671178,751.5249178,631.56607,653.5480235,525.3317378,385.1752378,164.00888,120.9667
"PE(39:1) PE(14:1_25:0)",810.5984178,767.5562178,647.59737,669.5793235,541.3630378,385.1752378,164.00888,120.9667
"PE(40:1) PE(14:1_26:0)",824.6140178,781.5718178,661.61297,683.5949235,555.3786378,385.1752378,164.00888,120.9667
