"DG","[M+NH4]+","[M+H-H2O]+","[M+H-acyl-sn1-2H2O]+","[M+H-acyl-sn2-2H2O]+","[acyl-sn1CO]+","[acyl-sn2CO]+","[acyl-sn1CO-H2O]+","[acyl-sn2CO-H2O]+","[acyl-sn1CO-H2O+74]+","[acyl-sn2CO-H2O+74]+"
"DG(39:4) DG(17:1_22:3)",676.5875,641.5504,391.3207,325.2737,251.2369,317.2839,233.2264,299.2734,307.2632,373.3102
"DG(39:5) DG(17:1_22:4)",674.5718,639.5347,389.305,325.2737,251.2369,315.2682,233.2264,297.2577,307.2632,371.2945
"DG(39:6) DG(17:1_22:5)",672.5562,637.5191,387.2894,325.2737,251.2369,313.2526,233.2264,295.2421,307.2632,369.2789
"DG(39:7) DG(17:1_22:6)",670.5405,635.5034,385.2737,325.2737,251.2369,311.2369,233.2264,293.2264,307.2632,367.2632
"DG(40:1) DG(17:1_23:0)",696.6501,661.613,411.3833,325.2737,251.2369,337.3465,233.2264,319.336,307.2632,393.3728
"DG(41:1) DG(17:1_24:0)",710.6657,675.6286,425.3989,325.2737,251.2369,351.3621,233.2264,333.3516,307.2632,407.3884
"DG(41:2) DG(17:1_24:1)",708.6501,673.613,423.3833,325.2737,251.2369,349.3465,233.2264,331.336,307.2632,405.3728
"DG(42:1) DG(17:1_25:0)",724.6814,689.6443,439.4146,325.2737,251.2369,365.3778,233.2264,347.3673,307.2632,421.4041
"DG(43:1) DG(17:1_26:0)",738.697,703.6599,453.4302,325.2737,251.2369,379.3934,233.2264,361.3829,307.2632,435.4197
"DG(34:4) DG(17:2_17:2)",606.5093,571.4722,323.2581,323.2581,249.2213,249.2213,231.2108,231.2108,305.2476,305.2476
"DG(35:2) DG(17:2_18:0)",624.5562,589.5191,341.305,323.2581,249.2213,267.2682,231.2108,249.2577,305.2476,323.2945
"DG(35:3) DG(17:2_18:1)",622.5406,587.5035,339.2894,323.2581,249.2213,265.2526,231.2108,247.2421,305.2476,321.2789
"DG(35:4) DG(17:2_18:2)",620.5249,585.4878,337.2737,323.2581,249.2213,263.2369,231.2108,245.2264,305.2476,319.2632
"DG(35:5) DG(17:2_18:3)",618.5093,583.4722,335.2581,323.2581,249.2213,261.2213,231.2108,243.2108,305.2476,317.2476
"DG(35:6) DG(17:2_18:4)",616.4936,581.4565,333.2424,323.2581,249.2213,259.2056,231.2108,241.1951,305.2476,315.2319
"DG(36:2) DG(17:2_19:0)",638.5719,603.5348,355.3207,323.2581,249.2213,281.2839,231.2108,263.2734,305.2476,337.3102
"DG(37:2) DG(17:2_20:0)",652.5875,617.5504,369.3363,323.2581,249.2213,295.2995,231.2108,277.289,305.2476,351.3258
"DG(37:3) DG(17:2_20:1)",650.5719,615.5348,367.3207,323.2581,249.2213,293.2839,231.2108,275.2734,305.2476,349.3102
"DG(37:4) DG(17:2_20:2)",648.5562,613.5191,365.305,323.2581,249.2213,291.2682,231.2108,273.2577,305.2476,347.2945
"DG(37:5) DG(17:2_20:3)",646.5406,611.5035,363.2894,323.2581,249.2213,289.2526,231.2108,271.2421,305.2476,345.2789
"DG(37:6) DG(17:2_20:4)",644.5249,609.4878,361.2737,323.2581,249.2213,287.2369,231.2108,269.2264,305.2476,343.2632
"DG(37:7) DG(17:2_20:5)",642.5093,607.4722,359.2581,323.2581,249.2213,285.2213,231.2108,267.2108,305.2476,341.2476
"DG(38:2) DG(17:2_21:0)",666.6032,631.5661,383.352,323.2581,249.2213,309.3152,231.2108,291.3047,305.2476,365.3415
"DG(39:2) DG(17:2_22:0)",680.6188,645.5817,397.3676,323.2581,249.2213,323.3308,231.2108,305.3203,305.2476,379.3571
"DG(39:3) DG(17:2_22:1)",678.6032,643.5661,395.352,323.2581,249.2213,321.3152,231.2108,303.3047,305.2476,377.3415
"DG(39:4) DG(17:2_22:2)",676.5875,641.5504,393.3363,323.2581,249.2213,319.2995,231.2108,301.289,305.2476,375.3258
"DG(39:5) DG(17:2_22:3)",674.5719,639.5348,391.3207,323.2581,249.2213,317.2839,231.2108,299.2734,305.2476,373.3102
"DG(39:6) DG(17:2_22:4)",672.5562,637.5191,389.305,323.2581,249.2213,315.2682,231.2108,297.2577,305.2476,371.2945
"DG(39:7) DG(17:2_22:5)",670.5406,635.5035,387.2894,323.2581,249.2213,313.2526,231.2108,295.2421,305.2476,369.2789
"DG(39:8) DG(17:2_22:6)",668.5249,633.4878,385.2737,323.2581,249.2213,311.2369,231.2108,293.2264,305.2476,367.2632
"DG(40:2) DG(17:2_23:0)",694.6345,659.5974,411.3833,323.2581,249.2213,337.3465,231.2108,319.336,305.2476,393.3728
"DG(41:2) DG(17:2_24:0)",708.6501,673.613,425.3989,323.2581,249.2213,351.3621,231.2108,333.3516,305.2476,407.3884
"DG(41:3) DG(17:2_24:1)",706.6345,671.5974,423.3833,323.2581,249.2213,349.3465,231.2108,331.336,305.2476,405.3728
"DG(42:2) DG(17:2_25:0)",722.6658,687.6287,439.4146,323.2581,249.2213,365.3778,231.2108,347.3673,305.2476,421.4041
"DG(43:2) DG(17:2_26:0)",736.6814,701.6443,453.4302,323.2581,249.2213,379.3934,231.2108,361.3829,305.2476,435.4197
"DG(36:0) DG(18:0_18:0)",642.6031,607.566,341.305,341.305,267.2682,267.2682,249.2577,249.2577,323.2945,323.2945
"DG(36:1) DG(18:0_18:1)",640.5875,605.5504,339.2894,341.305,267.2682,265.2526,249.2577,247.2421,323.2945,321.2789
"DG(36:2) DG(18:0_18:2)",638.5718,603.5347,337.2737,341.305,267.2682,263.2369,249.2577,245.2264,323.2945,319.2632
"DG(36:3) DG(18:0_18:3)",636.5562,601.5191,335.2581,341.305,267.2682,261.2213,249.2577,243.2108,323.2945,317.2476
"DG(36:4) DG(18:0_18:4)",634.5405,599.5034,333.2424,341.305,267.2682,259.2056,249.2577,241.1951,323.2945,315.2319
"DG(37:0) DG(18:0_19:0)",656.6188,621.5817,355.3207,341.305,267.2682,281.2839,249.2577,263.2734,323.2945,337.3102
"DG(38:0) DG(18:0_20:0)",670.6344,635.5973,369.3363,341.305,267.2682,295.2995,249.2577,277.289,323.2945,351.3258
"DG(38:1) DG(18:0_20:1)",668.6188,633.5817,367.3207,341.305,267.2682,293.2839,249.2577,275.2734,323.2945,349.3102
"DG(38:2) DG(18:0_20:2)",666.6031,631.566,365.305,341.305,267.2682,291.2682,249.2577,273.2577,323.2945,347.2945
"DG(38:3) DG(18:0_20:3)",664.5875,629.5504,363.2894,341.305,267.2682,289.2526,249.2577,271.2421,323.2945,345.2789
"DG(38:4) DG(18:0_20:4)",662.5718,627.5347,361.2737,341.305,267.2682,287.2369,249.2577,269.2264,323.2945,343.2632
"DG(38:5) DG(18:0_20:5)",660.5562,625.5191,359.2581,341.305,267.2682,285.2213,249.2577,267.2108,323.2945,341.2476
"DG(39:0) DG(18:0_21:0)",684.6501,649.613,383.352,341.305,267.2682,309.3152,249.2577,291.3047,323.2945,365.3415
"DG(40:0) DG(18:0_22:0)",698.6657,663.6286,397.3676,341.305,267.2682,323.3308,249.2577,305.3203,323.2945,379.3571
"DG(40:1) DG(18:0_22:1)",696.6501,661.613,395.352,341.305,267.2682,321.3152,249.2577,303.3047,323.2945,377.3415
"DG(40:2) DG(18:0_22:2)",694.6344,659.5973,393.3363,341.305,267.2682,319.2995,249.2577,301.289,323.2945,375.3258
"DG(40:3) DG(18:0_22:3)",692.6188,657.5817,391.3207,341.305,267.2682,317.2839,249.2577,299.2734,323.2945,373.3102
"DG(40:4) DG(18:0_22:4)",690.6031,655.566,389.305,341.305,267.2682,315.2682,249.2577,297.2577,323.2945,371.2945
"DG(40:5) DG(18:0_22:5)",688.5875,653.5504,387.2894,341.305,267.2682,313.2526,249.2577,295.2421,323.2945,369.2789
"DG(40:6) DG(18:0_22:6)",686.5718,651.5347,385.2737,341.305,267.2682,311.2369,249.2577,293.2264,323.2945,367.2632
"DG(41:0) DG(18:0_23:0)",712.6814,677.6443,411.3833,341.305,267.2682,337.3465,249.2577,319.336,323.2945,393.3728
"DG(42:0) DG(18:0_24:0)",726.697,691.6599,425.3989,341.305,267.2682,351.3621,249.2577,333.3516,323.2945,407.3884
"DG(42:1) DG(18:0_24:1)",724.6814,689.6443,423.3833,341.305,267.2682,349.3465,249.2577,331.336,323.2945,405.3728
"DG(43:0) DG(18:0_25:0)",740.7127,705.6756,439.4146,341.305,267.2682,365.3778,249.2577,347.3673,323.2945,421.4041
"DG(44:0) DG(18:0_26:0)",754.7283,719.6912,453.4302,341.305,267.2682,379.3934,249.2577,361.3829,323.2945,435.4197
"DG(36:2) DG(18:1_18:1)",638.5719,603.5348,339.2894,339.2894,265.2526,265.2526,247.2421,247.2421,321.2789,321.2789
"DG(36:3) DG(18:1_18:2)",636.5562,601.5191,337.2737,339.2894,265.2526,263.2369,247.2421,245.2264,321.2789,319.2632
"DG(36:4) DG(18:1_18:3)",634.5406,599.5035,335.2581,339.2894,265.2526,261.2213,247.2421,243.2108,321.2789,317.2476
"DG(36:5) DG(18:1_18:4)",632.5249,597.4878,333.2424,339.2894,265.2526,259.2056,247.2421,241.1951,321.2789,315.2319
"DG(37:1) DG(18:1_19:0)",654.6032,619.5661,355.3207,339.2894,265.2526,281.2839,247.2421,263.2734,321.2789,337.3102
"DG(38:1) DG(18:1_20:0)",668.6188,633.5817,369.3363,339.2894,265.2526,295.2995,247.2421,277.289,321.2789,351.3258
"DG(38:2) DG(18:1_20:1)",666.6032,631.5661,367.3207,339.2894,265.2526,293.2839,247.2421,275.2734,321.2789,349.3102
"DG(38:3) DG(18:1_20:2)",664.5875,629.5504,365.305,339.2894,265.2526,291.2682,247.2421,273.2577,321.2789,347.2945
"DG(38:4) DG(18:1_20:3)",662.5719,627.5348,363.2894,339.2894,265.2526,289.2526,247.2421,271.2421,321.2789,345.2789
"DG(38:5) DG(18:1_20:4)",660.5562,625.5191,361.2737,339.2894,265.2526,287.2369,247.2421,269.2264,321.2789,343.2632
"DG(38:6) DG(18:1_20:5)",658.5406,623.5035,359.2581,339.2894,265.2526,285.2213,247.2421,267.2108,321.2789,341.2476
"DG(39:1) DG(18:1_21:0)",682.6345,647.5974,383.352,339.2894,265.2526,309.3152,247.2421,291.3047,321.2789,365.3415
"DG(40:1) DG(18:1_22:0)",696.6501,661.613,397.3676,339.2894,265.2526,323.3308,247.2421,305.3203,321.2789,379.3571
"DG(40:2) DG(18:1_22:1)",694.6345,659.5974,395.352,339.2894,265.2526,321.3152,247.2421,303.3047,321.2789,377.3415
"DG(40:3) DG(18:1_22:2)",692.6188,657.5817,393.3363,339.2894,265.2526,319.2995,247.2421,301.289,321.2789,375.3258
"DG(40:4) DG(18:1_22:3)",690.6032,655.5661,391.3207,339.2894,265.2526,317.2839,247.2421,299.2734,321.2789,373.3102
"DG(40:5) DG(18:1_22:4)",688.5875,653.5504,389.305,339.2894,265.2526,315.2682,247.2421,297.2577,321.2789,371.2945
"DG(40:6) DG(18:1_22:5)",686.5719,651.5348,387.2894,339.2894,265.2526,313.2526,247.2421,295.2421,321.2789,369.2789
"DG(40:7) DG(18:1_22:6)",684.5562,649.5191,385.2737,339.2894,265.2526,311.2369,247.2421,293.2264,321.2789,367.2632
"DG(41:1) DG(18:1_23:0)",710.6658,675.6287,411.3833,339.2894,265.2526,337.3465,247.2421,319.336,321.2789,393.3728
"DG(42:1) DG(18:1_24:0)",724.6814,689.6443,425.3989,339.2894,265.2526,351.3621,247.2421,333.3516,321.2789,407.3884
"DG(42:2) DG(18:1_24:1)",722.6658,687.6287,423.3833,339.2894,265.2526,349.3465,247.2421,331.336,321.2789,405.3728
"DG(43:1) DG(18:1_25:0)",738.6971,703.66,439.4146,339.2894,265.2526,365.3778,247.2421,347.3673,321.2789,421.4041
"DG(44:1) DG(18:1_26:0)",752.7127,717.6756,453.4302,339.2894,265.2526,379.3934,247.2421,361.3829,321.2789,435.4197
"DG(36:4) DG(18:2_18:2)",634.5405,599.5034,337.2737,337.2737,263.2369,263.2369,245.2264,245.2264,319.2632,319.2632
"DG(36:5) DG(18:2_18:3)",632.5249,597.4878,335.2581,337.2737,263.2369,261.2213,245.2264,243.2108,319.2632,317.2476
"DG(36:6) DG(18:2_18:4)",630.5092,595.4721,333.2424,337.2737,263.2369,259.2056,245.2264,241.1951,319.2632,315.2319
"DG(37:2) DG(18:2_19:0)",652.5875,617.5504,355.3207,337.2737,263.2369,281.2839,245.2264,263.2734,319.2632,337.3102
"DG(38:2) DG(18:2_20:0)",666.6031,631.566,369.3363,337.2737,263.2369,295.2995,245.2264,277.289,319.2632,351.3258
"DG(38:3) DG(18:2_20:1)",664.5875,629.5504,367.3207,337.2737,263.2369,293.2839,245.2264,275.2734,319.2632,349.3102
"DG(38:4) DG(18:2_20:2)",662.5718,627.5347,365.305,337.2737,263.2369,291.2682,245.2264,273.2577,319.2632,347.2945
"DG(38:5) DG(18:2_20:3)",660.5562,625.5191,363.2894,337.2737,263.2369,289.2526,245.2264,271.2421,319.2632,345.2789
"DG(38:6) DG(18:2_20:4)",658.5405,623.5034,361.2737,337.2737,263.2369,287.2369,245.2264,269.2264,319.2632,343.2632
"DG(38:7) DG(18:2_20:5)",656.5249,621.4878,359.2581,337.2737,263.2369,285.2213,245.2264,267.2108,319.2632,341.2476
"DG(39:2) DG(18:2_21:0)",680.6188,645.5817,383.352,337.2737,263.2369,309.3152,245.2264,291.3047,319.2632,365.3415
"DG(40:2) DG(18:2_22:0)",694.6344,659.5973,397.3676,337.2737,263.2369,323.3308,245.2264,305.3203,319.2632,379.3571
"DG(40:3) DG(18:2_22:1)",692.6188,657.5817,395.352,337.2737,263.2369,321.3152,245.2264,303.3047,319.2632,377.3415
"DG(40:4) DG(18:2_22:2)",690.6031,655.566,393.3363,337.2737,263.2369,319.2995,245.2264,301.289,319.2632,375.3258
"DG(40:5) DG(18:2_22:3)",688.5875,653.5504,391.3207,337.2737,263.2369,317.2839,245.2264,299.2734,319.2632,373.3102
"DG(40:6) DG(18:2_22:4)",686.5718,651.5347,389.305,337.2737,263.2369,315.2682,245.2264,297.2577,319.2632,371.2945
"DG(40:7) DG(18:2_22:5)",684.5562,649.5191,387.2894,337.2737,263.2369,313.2526,245.2264,295.2421,319.2632,369.2789
"DG(40:8) DG(18:2_22:6)",682.5405,647.5034,385.2737,337.2737,263.2369,311.2369,245.2264,293.2264,319.2632,367.2632
"DG(41:2) DG(18:2_23:0)",708.6501,673.613,411.3833,337.2737,263.2369,337.3465,245.2264,319.336,319.2632,393.3728
"DG(42:2) DG(18:2_24:0)",722.6657,687.6286,425.3989,337.2737,263.2369,351.3621,245.2264,333.3516,319.2632,407.3884
"DG(42:3) DG(18:2_24:1)",720.6501,685.613,423.3833,337.2737,263.2369,349.3465,245.2264,331.336,319.2632,405.3728
"DG(43:2) DG(18:2_25:0)",736.6814,701.6443,439.4146,337.2737,263.2369,365.3778,245.2264,347.3673,319.2632,421.4041
"DG(44:2) DG(18:2_26:0)",750.697,715.6599,453.4302,337.2737,263.2369,379.3934,245.2264,361.3829,319.2632,435.4197
"DG(36:6) DG(18:3_18:3)",630.5093,595.4722,335.2581,335.2581,261.2213,261.2213,243.2108,243.2108,317.2476,317.2476
"DG(36:7) DG(18:3_18:4)",628.4936,593.4565,333.2424,335.2581,261.2213,259.2056,243.2108,241.1951,317.2476,315.2319
"DG(37:3) DG(18:3_19:0)",650.5719,615.5348,355.3207,335.2581,261.2213,281.2839,243.2108,263.2734,317.2476,337.3102
"DG(38:3) DG(18:3_20:0)",664.5875,629.5504,369.3363,335.2581,261.2213,295.2995,243.2108,277.289,317.2476,351.3258
"DG(38:4) DG(18:3_20:1)",662.5719,627.5348,367.3207,335.2581,261.2213,293.2839,243.2108,275.2734,317.2476,349.3102
"DG(38:5) DG(18:3_20:2)",660.5562,625.5191,365.305,335.2581,261.2213,291.2682,243.2108,273.2577,317.2476,347.2945
"DG(38:6) DG(18:3_20:3)",658.5406,623.5035,363.2894,335.2581,261.2213,289.2526,243.2108,271.2421,317.2476,345.2789
"DG(38:7) DG(18:3_20:4)",656.5249,621.4878,361.2737,335.2581,261.2213,287.2369,243.2108,269.2264,317.2476,343.2632
"DG(38:8) DG(18:3_20:5)",654.5093,619.4722,359.2581,335.2581,261.2213,285.2213,243.2108,267.2108,317.2476,341.2476
"DG(39:3) DG(18:3_21:0)",678.6032,643.5661,383.352,335.2581,261.2213,309.3152,243.2108,291.3047,317.2476,365.3415
"DG(40:3) DG(18:3_22:0)",692.6188,657.5817,397.3676,335.2581,261.2213,323.3308,243.2108,305.3203,317.2476,379.3571
"DG(40:4) DG(18:3_22:1)",690.6032,655.5661,395.352,335.2581,261.2213,321.3152,243.2108,303.3047,317.2476,377.3415
"DG(40:5) DG(18:3_22:2)",688.5875,653.5504,393.3363,335.2581,261.2213,319.2995,243.2108,301.289,317.2476,375.3258
"DG(40:6) DG(18:3_22:3)",686.5719,651.5348,391.3207,335.2581,261.2213,317.2839,243.2108,299.2734,317.2476,373.3102
"DG(40:7) DG(18:3_22:4)",684.5562,649.5191,389.305,335.2581,261.2213,315.2682,243.2108,297.2577,317.2476,371.2945
"DG(40:8) DG(18:3_22:5)",682.5406,647.5035,387.2894,335.2581,261.2213,313.2526,243.2108,295.2421,317.2476,369.2789
"DG(40:9) DG(18:3_22:6)",680.5249,645.4878,385.2737,335.2581,261.2213,311.2369,243.2108,293.2264,317.2476,367.2632
"DG(41:3) DG(18:3_23:0)",706.6345,671.5974,411.3833,335.2581,261.2213,337.3465,243.2108,319.336,317.2476,393.3728
"DG(42:3) DG(18:3_24:0)",720.6501,685.613,425.3989,335.2581,261.2213,351.3621,243.2108,333.3516,317.2476,407.3884
"DG(42:4) DG(18:3_24:1)",718.6345,683.5974,423.3833,335.2581,261.2213,349.3465,243.2108,331.336,317.2476,405.3728
"DG(43:3) DG(18:3_25:0)",734.6658,699.6287,439.4146,335.2581,261.2213,365.3778,243.2108,347.3673,317.2476,421.4041
"DG(44:3) DG(18:3_26:0)",748.6814,713.6443,453.4302,335.2581,261.2213,379.3934,243.2108,361.3829,317.2476,435.4197
"DG(36:8) DG(18:4_18:4)",626.4779,591.4408,333.2424,333.2424,259.2056,259.2056,241.1951,241.1951,315.2319,315.2319
"DG(37:4) DG(18:4_19:0)",648.5562,613.5191,355.3207,333.2424,259.2056,281.2839,241.1951,263.2734,315.2319,337.3102
"DG(38:4) DG(18:4_20:0)",662.5718,627.5347,369.3363,333.2424,259.2056,295.2995,241.1951,277.289,315.2319,351.3258
"DG(38:5) DG(18:4_20:1)",660.5562,625.5191,367.3207,333.2424,259.2056,293.2839,241.1951,275.2734,315.2319,349.3102
"DG(38:6) DG(18:4_20:2)",658.5405,623.5034,365.305,333.2424,259.2056,291.2682,241.1951,273.2577,315.2319,347.2945
"DG(38:7) DG(18:4_20:3)",656.5249,621.4878,363.2894,333.2424,259.2056,289.2526,241.1951,271.2421,315.2319,345.2789
"DG(38:8) DG(18:4_20:4)",654.5092,619.4721,361.2737,333.2424,259.2056,287.2369,241.1951,269.2264,315.2319,343.2632
"DG(38:9) DG(18:4_20:5)",652.4936,617.4565,359.2581,333.2424,259.2056,285.2213,241.1951,267.2108,315.2319,341.2476
"DG(39:4) DG(18:4_21:0)",676.5875,641.5504,383.352,333.2424,259.2056,309.3152,241.1951,291.3047,315.2319,365.3415
"DG(40:4) DG(18:4_22:0)",690.6031,655.566,397.3676,333.2424,259.2056,323.3308,241.1951,305.3203,315.2319,379.3571
"DG(40:5) DG(18:4_22:1)",688.5875,653.5504,395.352,333.2424,259.2056,321.3152,241.1951,303.3047,315.2319,377.3415
"DG(40:6) DG(18:4_22:2)",686.5718,651.5347,393.3363,333.2424,259.2056,319.2995,241.1951,301.289,315.2319,375.3258
"DG(40:7) DG(18:4_22:3)",684.5562,649.5191,391.3207,333.2424,259.2056,317.2839,241.1951,299.2734,315.2319,373.3102
"DG(40:8) DG(18:4_22:4)",682.5405,647.5034,389.305,333.2424,259.2056,315.2682,241.1951,297.2577,315.2319,371.2945
"DG(40:9) DG(18:4_22:5)",680.5249,645.4878,387.2894,333.2424,259.2056,313.2526,241.1951,295.2421,315.2319,369.2789
"DG(40:10) DG(18:4_22:6)",678.5092,643.4721,385.2737,333.2424,259.2056,311.2369,241.1951,293.2264,315.2319,367.2632
"DG(41:4) DG(18:4_23:0)",704.6188,669.5817,411.3833,333.2424,259.2056,337.3465,241.1951,319.336,315.2319,393.3728
"DG(42:4) DG(18:4_24:0)",718.6344,683.5973,425.3989,333.2424,259.2056,351.3621,241.1951,333.3516,315.2319,407.3884
"DG(42:5) DG(18:4_24:1)",716.6188,681.5817,423.3833,333.2424,259.2056,349.3465,241.1951,331.336,315.2319,405.3728
"DG(43:4) DG(18:4_25:0)",732.6501,697.613,439.4146,333.2424,259.2056,365.3778,241.1951,347.3673,315.2319,421.4041
"DG(44:4) DG(18:4_26:0)",746.6657,711.6286,453.4302,333.2424,259.2056,379.3934,241.1951,361.3829,315.2319,435.4197
"DG(38:0) DG(19:0_19:0)",670.6345,635.5974,355.3207,355.3207,281.2839,281.2839,263.2734,263.2734,337.3102,337.3102
"DG(39:0) DG(19:0_20:0)",684.6501,649.613,369.3363,355.3207,281.2839,295.2995,263.2734,277.289,337.3102,351.3258
"DG(39:1) DG(19:0_20:1)",682.6345,647.5974,367.3207,355.3207,281.2839,293.2839,263.2734,275.2734,337.3102,349.3102
"DG(39:2) DG(19:0_20:2)",680.6188,645.5817,365.305,355.3207,281.2839,291.2682,263.2734,273.2577,337.3102,347.2945
"DG(39:3) DG(19:0_20:3)",678.6032,643.5661,363.2894,355.3207,281.2839,289.2526,263.2734,271.2421,337.3102,345.2789
"DG(39:4) DG(19:0_20:4)",676.5875,641.5504,361.2737,355.3207,281.2839,287.2369,263.2734,269.2264,337.3102,343.2632
"DG(39:5) DG(19:0_20:5)",674.5719,639.5348,359.2581,355.3207,281.2839,285.2213,263.2734,267.2108,337.3102,341.2476
"DG(40:0) DG(19:0_21:0)",698.6658,663.6287,383.352,355.3207,281.2839,309.3152,263.2734,291.3047,337.3102,365.3415
"DG(41:0) DG(19:0_22:0)",712.6814,677.6443,397.3676,355.3207,281.2839,323.3308,263.2734,305.3203,337.3102,379.3571
"DG(41:1) DG(19:0_22:1)",710.6658,675.6287,395.352,355.3207,281.2839,321.3152,263.2734,303.3047,337.3102,377.3415
"DG(41:2) DG(19:0_22:2)",708.6501,673.613,393.3363,355.3207,281.2839,319.2995,263.2734,301.289,337.3102,375.3258
"DG(41:3) DG(19:0_22:3)",706.6345,671.5974,391.3207,355.3207,281.2839,317.2839,263.2734,299.2734,337.3102,373.3102
"DG(41:4) DG(19:0_22:4)",704.6188,669.5817,389.305,355.3207,281.2839,315.2682,263.2734,297.2577,337.3102,371.2945
"DG(41:5) DG(19:0_22:5)",702.6032,667.5661,387.2894,355.3207,281.2839,313.2526,263.2734,295.2421,337.3102,369.2789
"DG(41:6) DG(19:0_22:6)",700.5875,665.5504,385.2737,355.3207,281.2839,311.2369,263.2734,293.2264,337.3102,367.2632
"DG(42:0) DG(19:0_23:0)",726.6971,691.66,411.3833,355.3207,281.2839,337.3465,263.2734,319.336,337.3102,393.3728
"DG(43:0) DG(19:0_24:0)",740.7127,705.6756,425.3989,355.3207,281.2839,351.3621,263.2734,333.3516,337.3102,407.3884
"DG(43:1) DG(19:0_24:1)",738.6971,703.66,423.3833,355.3207,281.2839,349.3465,263.2734,331.336,337.3102,405.3728
"DG(44:0) DG(19:0_25:0)",754.7284,719.6913,439.4146,355.3207,281.2839,365.3778,263.2734,347.3673,337.3102,421.4041
"DG(45:0) DG(19:0_26:0)",768.744,733.7069,453.4302,355.3207,281.2839,379.3934,263.2734,361.3829,337.3102,435.4197
"DG(40:0) DG(20:0_20:0)",698.6657,663.6286,369.3363,369.3363,295.2995,295.2995,277.289,277.289,351.3258,351.3258
"DG(40:1) DG(20:0_20:1)",696.6501,661.613,367.3207,369.3363,295.2995,293.2839,277.289,275.2734,351.3258,349.3102
"DG(40:2) DG(20:0_20:2)",694.6344,659.5973,365.305,369.3363,295.2995,291.2682,277.289,273.2577,351.3258,347.2945
"DG(40:3) DG(20:0_20:3)",692.6188,657.5817,363.2894,369.3363,295.2995,289.2526,277.289,271.2421,351.3258,345.2789
"DG(40:4) DG(20:0_20:4)",690.6031,655.566,361.2737,369.3363,295.2995,287.2369,277.289,269.2264,351.3258,343.2632
"DG(40:5) DG(20:0_20:5)",688.5875,653.5504,359.2581,369.3363,295.2995,285.2213,277.289,267.2108,351.3258,341.2476
"DG(41:0) DG(20:0_21:0)",712.6814,677.6443,383.352,369.3363,295.2995,309.3152,277.289,291.3047,351.3258,365.3415
"DG(42:0) DG(20:0_22:0)",726.697,691.6599,397.3676,369.3363,295.2995,323.3308,277.289,305.3203,351.3258,379.3571
"DG(42:1) DG(20:0_22:1)",724.6814,689.6443,395.352,369.3363,295.2995,321.3152,277.289,303.3047,351.3258,377.3415
"DG(42:2) DG(20:0_22:2)",722.6657,687.6286,393.3363,369.3363,295.2995,319.2995,277.289,301.289,351.3258,375.3258
"DG(42:3) DG(20:0_22:3)",720.6501,685.613,391.3207,369.3363,295.2995,317.2839,277.289,299.2734,351.3258,373.3102
"DG(42:4) DG(20:0_22:4)",718.6344,683.5973,389.305,369.3363,295.2995,315.2682,277.289,297.2577,351.3258,371.2945
"DG(42:5) DG(20:0_22:5)",716.6188,681.5817,387.2894,369.3363,295.2995,313.2526,277.289,295.2421,351.3258,369.2789
"DG(42:6) DG(20:0_22:6)",714.6031,679.566,385.2737,369.3363,295.2995,311.2369,277.289,293.2264,351.3258,367.2632
"DG(43:0) DG(20:0_23:0)",740.7127,705.6756,411.3833,369.3363,295.2995,337.3465,277.289,319.336,351.3258,393.3728
"DG(44:0) DG(20:0_24:0)",754.7283,719.6912,425.3989,369.3363,295.2995,351.3621,277.289,333.3516,351.3258,407.3884
"DG(44:1) DG(20:0_24:1)",752.7127,717.6756,423.3833,369.3363,295.2995,349.3465,277.289,331.336,351.3258,405.3728
"DG(45:0) DG(20:0_25:0)",768.744,733.7069,439.4146,369.3363,295.2995,365.3778,277.289,347.3673,351.3258,421.4041
"DG(46:0) DG(20:0_26:0)",782.7596,747.7225,453.4302,369.3363,295.2995,379.3934,277.289,361.3829,351.3258,435.4197
"DG(40:2) DG(20:1_20:1)",694.6345,659.5974,367.3207,367.3207,293.2839,293.2839,275.2734,275.2734,349.3102,349.3102
"DG(40:3) DG(20:1_20:2)",692.6188,657.5817,365.305,367.3207,293.2839,291.2682,275.2734,273.2577,349.3102,347.2945
"DG(40:4) DG(20:1_20:3)",690.6032,655.5661,363.2894,367.3207,293.2839,289.2526,275.2734,271.2421,349.3102,345.2789
"DG(40:5) DG(20:1_20:4)",688.5875,653.5504,361.2737,367.3207,293.2839,287.2369,275.2734,269.2264,349.3102,343.2632
"DG(40:6) DG(20:1_20:5)",686.5719,651.5348,359.2581,367.3207,293.2839,285.2213,275.2734,267.2108,349.3102,341.2476
"DG(41:1) DG(20:1_21:0)",710.6658,675.6287,383.352,367.3207,293.2839,309.3152,275.2734,291.3047,349.3102,365.3415
"DG(42:1) DG(20:1_22:0)",724.6814,689.6443,397.3676,367.3207,293.2839,323.3308,275.2734,305.3203,349.3102,379.3571
"DG(42:2) DG(20:1_22:1)",722.6658,687.6287,395.352,367.3207,293.2839,321.3152,275.2734,303.3047,349.3102,377.3415
"DG(42:3) DG(20:1_22:2)",720.6501,685.613,393.3363,367.3207,293.2839,319.2995,275.2734,301.289,349.3102,375.3258
"DG(42:4) DG(20:1_22:3)",718.6345,683.5974,391.3207,367.3207,293.2839,317.2839,275.2734,299.2734,349.3102,373.3102
