"PG","[M+NH4]+","[M+NH4-PG head]+","[M+NH4-PG head-H2O]+","[M+NH4-T1_RCOOH]+","[M+NH4-T2_RCOOH]+","[T1_RCO]+","[T2_RCO]+","[T1RCOO+58]+","[T2RCOO+58]+"
"PG(39:8) PG(17:2_22:6)",822.52806,651.52216,633.487827,539.276886,477.261286,249.22135,311.23695,323.25813,385.27373
"PG(40:2) PG(17:2_23:0)",848.63766,677.63176,659.597427,565.386486,477.261286,249.22135,337.34655,323.25813,411.38333
"PG(41:2) PG(17:2_24:0)",862.65326,691.64736,673.613027,579.402086,477.261286,249.22135,351.36215,323.25813,425.39893
"PG(41:3) PG(17:2_24:1)",860.63766,689.63176,671.597427,577.386486,477.261286,249.22135,349.34655,323.25813,423.38333
"PG(42:2) PG(17:2_25:0)",876.66896,705.66306,687.628727,593.417786,477.261286,249.22135,365.37785,323.25813,439.41463
"PG(43:2) PG(17:2_26:0)",890.68456,719.67866,701.644327,607.433386,477.261286,249.22135,379.39345,323.25813,453.43023
"PG(36:0) PG(18:0_18:0)",796.60626,625.60036,607.566027,495.308186,495.308186,267.26825,267.26825,341.30503,341.30503
"PG(36:1) PG(18:0_18:1)",794.59066,623.58476,605.550427,493.292586,495.308186,267.26825,265.25265,341.30503,339.28943
"PG(36:2) PG(18:0_18:2)",792.57496,621.56906,603.534727,491.276886,495.308186,267.26825,263.23695,341.30503,337.27373
"PG(36:3) PG(18:0_18:3)",790.55936,619.55346,601.519127,489.261286,495.308186,267.26825,261.22135,341.30503,335.25813
"PG(36:4) PG(18:0_18:4)",788.54366,617.53776,599.503427,487.245586,495.308186,267.26825,259.20565,341.30503,333.24243
"PG(37:0) PG(18:0_19:0)",810.62196,639.61606,621.581727,509.323886,495.308186,267.26825,281.28395,341.30503,355.32073
"PG(38:0) PG(18:0_20:0)",824.63756,653.63166,635.597327,523.339486,495.308186,267.26825,295.29955,341.30503,369.33633
"PG(38:1) PG(18:0_20:1)",822.62196,651.61606,633.581727,521.323886,495.308186,267.26825,293.28395,341.30503,367.32073
"PG(38:2) PG(18:0_20:2)",820.60626,649.60036,631.566027,519.308186,495.308186,267.26825,291.26825,341.30503,365.30503
"PG(38:3) PG(18:0_20:3)",818.59066,647.58476,629.550427,517.292586,495.308186,267.26825,289.25265,341.30503,363.28943
"PG(38:4) PG(18:0_20:4)",816.57496,645.56906,627.534727,515.276886,495.308186,267.26825,287.23695,341.30503,361.27373
"PG(38:5) PG(18:0_20:5)",814.55936,643.55346,625.519127,513.261286,495.308186,267.26825,285.22135,341.30503,359.25813
"PG(39:0) PG(18:0_21:0)",838.65326,667.64736,649.613027,537.355186,495.308186,267.26825,309.31525,341.30503,383.35203
"PG(40:0) PG(18:0_22:0)",852.66886,681.66296,663.628627,551.370786,495.308186,267.26825,323.33085,341.30503,397.36763
"PG(40:1) PG(18:0_22:1)",850.65326,679.64736,661.613027,549.355186,495.308186,267.26825,321.31525,341.30503,395.35203
"PG(40:2) PG(18:0_22:2)",848.63756,677.63166,659.597327,547.339486,495.308186,267.26825,319.29955,341.30503,393.33633
"PG(40:3) PG(18:0_22:3)",846.62196,675.61606,657.581727,545.323886,495.308186,267.26825,317.28395,341.30503,391.32073
"PG(40:4) PG(18:0_22:4)",844.60626,673.60036,655.566027,543.308186,495.308186,267.26825,315.26825,341.30503,389.30503
"PG(40:5) PG(18:0_22:5)",842.59066,671.58476,653.550427,541.292586,495.308186,267.26825,313.25265,341.30503,387.28943
"PG(40:6) PG(18:0_22:6)",840.57496,669.56906,651.534727,539.276886,495.308186,267.26825,311.23695,341.30503,385.27373
"PG(41:0) PG(18:0_23:0)",866.68456,695.67866,677.644327,565.386486,495.308186,267.26825,337.34655,341.30503,411.38333
"PG(42:0) PG(18:0_24:0)",880.70016,709.69426,691.659927,579.402086,495.308186,267.26825,351.36215,341.30503,425.39893
"PG(42:1) PG(18:0_24:1)",878.68456,707.67866,689.644327,577.386486,495.308186,267.26825,349.34655,341.30503,423.38333
"PG(43:0) PG(18:0_25:0)",894.71586,723.70996,705.675627,593.417786,495.308186,267.26825,365.37785,341.30503,439.41463
"PG(44:0) PG(18:0_26:0)",908.73146,737.72556,719.691227,607.433386,495.308186,267.26825,379.39345,341.30503,453.43023
"PG(36:2) PG(18:1_18:1)",792.57506,621.56916,603.534827,493.292586,493.292586,265.25265,265.25265,339.28943,339.28943
"PG(36:3) PG(18:1_18:2)",790.55936,619.55346,601.519127,491.276886,493.292586,265.25265,263.23695,339.28943,337.27373
"PG(36:4) PG(18:1_18:3)",788.54376,617.53786,599.503527,489.261286,493.292586,265.25265,261.22135,339.28943,335.25813
"PG(36:5) PG(18:1_18:4)",786.52806,615.52216,597.487827,487.245586,493.292586,265.25265,259.20565,339.28943,333.24243
"PG(37:1) PG(18:1_19:0)",808.60636,637.60046,619.566127,509.323886,493.292586,265.25265,281.28395,339.28943,355.32073
"PG(38:1) PG(18:1_20:0)",822.62196,651.61606,633.581727,523.339486,493.292586,265.25265,295.29955,339.28943,369.33633
"PG(38:2) PG(18:1_20:1)",820.60636,649.60046,631.566127,521.323886,493.292586,265.25265,293.28395,339.28943,367.32073
"PG(38:3) PG(18:1_20:2)",818.59066,647.58476,629.550427,519.308186,493.292586,265.25265,291.26825,339.28943,365.30503
"PG(38:4) PG(18:1_20:3)",816.57506,645.56916,627.534827,517.292586,493.292586,265.25265,289.25265,339.28943,363.28943
"PG(38:5) PG(18:1_20:4)",814.55936,643.55346,625.519127,515.276886,493.292586,265.25265,287.23695,339.28943,361.27373
"PG(38:6) PG(18:1_20:5)",812.54376,641.53786,623.503527,513.261286,493.292586,265.25265,285.22135,339.28943,359.25813
"PG(39:1) PG(18:1_21:0)",836.63766,665.63176,647.597427,537.355186,493.292586,265.25265,309.31525,339.28943,383.35203
"PG(40:1) PG(18:1_22:0)",850.65326,679.64736,661.613027,551.370786,493.292586,265.25265,323.33085,339.28943,397.36763
"PG(40:2) PG(18:1_22:1)",848.63766,677.63176,659.597427,549.355186,493.292586,265.25265,321.31525,339.28943,395.35203
"PG(40:3) PG(18:1_22:2)",846.62196,675.61606,657.581727,547.339486,493.292586,265.25265,319.29955,339.28943,393.33633
"PG(40:4) PG(18:1_22:3)",844.60636,673.60046,655.566127,545.323886,493.292586,265.25265,317.28395,339.28943,391.32073
"PG(40:5) PG(18:1_22:4)",842.59066,671.58476,653.550427,543.308186,493.292586,265.25265,315.26825,339.28943,389.30503
"PG(40:6) PG(18:1_22:5)",840.57506,669.56916,651.534827,541.292586,493.292586,265.25265,313.25265,339.28943,387.28943
"PG(40:7) PG(18:1_22:6)",838.55936,667.55346,649.519127,539.276886,493.292586,265.25265,311.23695,339.28943,385.27373
"PG(41:1) PG(18:1_23:0)",864.66896,693.66306,675.628727,565.386486,493.292586,265.25265,337.34655,339.28943,411.38333
"PG(42:1) PG(18:1_24:0)",878.68456,707.67866,689.644327,579.402086,493.292586,265.25265,351.36215,339.28943,425.39893
"PG(42:2) PG(18:1_24:1)",876.66896,705.66306,687.628727,577.386486,493.292586,265.25265,349.34655,339.28943,423.38333
"PG(43:1) PG(18:1_25:0)",892.70026,721.69436,703.660027,593.417786,493.292586,265.25265,365.37785,339.28943,439.41463
"PG(44:1) PG(18:1_26:0)",906.71586,735.70996,717.675627,607.433386,493.292586,265.25265,379.39345,339.28943,453.43023
"PG(36:4) PG(18:2_18:2)",788.54366,617.53776,599.503427,491.276886,491.276886,263.23695,263.23695,337.27373,337.27373
"PG(36:5) PG(18:2_18:3)",786.52806,615.52216,597.487827,489.261286,491.276886,263.23695,261.22135,337.27373,335.25813
"PG(36:6) PG(18:2_18:4)",784.51236,613.50646,595.472127,487.245586,491.276886,263.23695,259.20565,337.27373,333.24243
"PG(37:2) PG(18:2_19:0)",806.59066,635.58476,617.550427,509.323886,491.276886,263.23695,281.28395,337.27373,355.32073
"PG(38:2) PG(18:2_20:0)",820.60626,649.60036,631.566027,523.339486,491.276886,263.23695,295.29955,337.27373,369.33633
"PG(38:3) PG(18:2_20:1)",818.59066,647.58476,629.550427,521.323886,491.276886,263.23695,293.28395,337.27373,367.32073
"PG(38:4) PG(18:2_20:2)",816.57496,645.56906,627.534727,519.308186,491.276886,263.23695,291.26825,337.27373,365.30503
"PG(38:5) PG(18:2_20:3)",814.55936,643.55346,625.519127,517.292586,491.276886,263.23695,289.25265,337.27373,363.28943
"PG(38:6) PG(18:2_20:4)",812.54366,641.53776,623.503427,515.276886,491.276886,263.23695,287.23695,337.27373,361.27373
"PG(38:7) PG(18:2_20:5)",810.52806,639.52216,621.487827,513.261286,491.276886,263.23695,285.22135,337.27373,359.25813
"PG(39:2) PG(18:2_21:0)",834.62196,663.61606,645.581727,537.355186,491.276886,263.23695,309.31525,337.27373,383.35203
"PG(40:2) PG(18:2_22:0)",848.63756,677.63166,659.597327,551.370786,491.276886,263.23695,323.33085,337.27373,397.36763
"PG(40:3) PG(18:2_22:1)",846.62196,675.61606,657.581727,549.355186,491.276886,263.23695,321.31525,337.27373,395.35203
"PG(40:4) PG(18:2_22:2)",844.60626,673.60036,655.566027,547.339486,491.276886,263.23695,319.29955,337.27373,393.33633
"PG(40:5) PG(18:2_22:3)",842.59066,671.58476,653.550427,545.323886,491.276886,263.23695,317.28395,337.27373,391.32073
"PG(40:6) PG(18:2_22:4)",840.57496,669.56906,651.534727,543.308186,491.276886,263.23695,315.26825,337.27373,389.30503
"PG(40:7) PG(18:2_22:5)",838.55936,667.55346,649.519127,541.292586,491.276886,263.23695,313.25265,337.27373,387.28943
"PG(40:8) PG(18:2_22:6)",836.54366,665.53776,647.503427,539.276886,491.276886,263.23695,311.23695,337.27373,385.27373
"PG(41:2) PG(18:2_23:0)",862.65326,691.64736,673.613027,565.386486,491.276886,263.23695,337.34655,337.27373,411.38333
"PG(42:2) PG(18:2_24:0)",876.66886,705.66296,687.628627,579.402086,491.276886,263.23695,351.36215,337.27373,425.39893
"PG(42:3) PG(18:2_24:1)",874.65326,703.64736,685.613027,577.386486,491.276886,263.23695,349.34655,337.27373,423.38333
"PG(43:2) PG(18:2_25:0)",890.68456,719.67866,701.644327,593.417786,491.276886,263.23695,365.37785,337.27373,439.41463
"PG(44:2) PG(18:2_26:0)",904.70016,733.69426,715.659927,607.433386,491.276886,263.23695,379.39345,337.27373,453.43023
"PG(36:6) PG(18:3_18:3)",784.51246,613.50656,595.472227,489.261286,489.261286,261.22135,261.22135,335.25813,335.25813
"PG(36:7) PG(18:3_18:4)",782.49676,611.49086,593.456527,487.245586,489.261286,261.22135,259.20565,335.25813,333.24243
"PG(37:3) PG(18:3_19:0)",804.57506,633.56916,615.534827,509.323886,489.261286,261.22135,281.28395,335.25813,355.32073
"PG(38:3) PG(18:3_20:0)",818.59066,647.58476,629.550427,523.339486,489.261286,261.22135,295.29955,335.25813,369.33633
"PG(38:4) PG(18:3_20:1)",816.57506,645.56916,627.534827,521.323886,489.261286,261.22135,293.28395,335.25813,367.32073
"PG(38:5) PG(18:3_20:2)",814.55936,643.55346,625.519127,519.308186,489.261286,261.22135,291.26825,335.25813,365.30503
"PG(38:6) PG(18:3_20:3)",812.54376,641.53786,623.503527,517.292586,489.261286,261.22135,289.25265,335.25813,363.28943
"PG(38:7) PG(18:3_20:4)",810.52806,639.52216,621.487827,515.276886,489.261286,261.22135,287.23695,335.25813,361.27373
"PG(38:8) PG(18:3_20:5)",808.51246,637.50656,619.472227,513.261286,489.261286,261.22135,285.22135,335.25813,359.25813
"PG(39:3) PG(18:3_21:0)",832.60636,661.60046,643.566127,537.355186,489.261286,261.22135,309.31525,335.25813,383.35203
"PG(40:3) PG(18:3_22:0)",846.62196,675.61606,657.581727,551.370786,489.261286,261.22135,323.33085,335.25813,397.36763
"PG(40:4) PG(18:3_22:1)",844.60636,673.60046,655.566127,549.355186,489.261286,261.22135,321.31525,335.25813,395.35203
"PG(40:5) PG(18:3_22:2)",842.59066,671.58476,653.550427,547.339486,489.261286,261.22135,319.29955,335.25813,393.33633
"PG(40:6) PG(18:3_22:3)",840.57506,669.56916,651.534827,545.323886,489.261286,261.22135,317.28395,335.25813,391.32073
"PG(40:7) PG(18:3_22:4)",838.55936,667.55346,649.519127,543.308186,489.261286,261.22135,315.26825,335.25813,389.30503
"PG(40:8) PG(18:3_22:5)",836.54376,665.53786,647.503527,541.292586,489.261286,261.22135,313.25265,335.25813,387.28943
"PG(40:9) PG(18:3_22:6)",834.52806,663.52216,645.487827,539.276886,489.261286,261.22135,311.23695,335.25813,385.27373
"PG(41:3) PG(18:3_23:0)",860.63766,689.63176,671.597427,565.386486,489.261286,261.22135,337.34655,335.25813,411.38333
"PG(42:3) PG(18:3_24:0)",874.65326,703.64736,685.613027,579.402086,489.261286,261.22135,351.36215,335.25813,425.39893
"PG(42:4) PG(18:3_24:1)",872.63766,701.63176,683.597427,577.386486,489.261286,261.22135,349.34655,335.25813,423.38333
"PG(43:3) PG(18:3_25:0)",888.66896,717.66306,699.628727,593.417786,489.261286,261.22135,365.37785,335.25813,439.41463
"PG(44:3) PG(18:3_26:0)",902.68456,731.67866,713.644327,607.433386,489.261286,261.22135,379.39345,335.25813,453.43023
"PG(36:8) PG(18:4_18:4)",780.48106,609.47516,591.440827,487.245586,487.245586,259.20565,259.20565,333.24243,333.24243
"PG(37:4) PG(18:4_19:0)",802.55936,631.55346,613.519127,509.323886,487.245586,259.20565,281.28395,333.24243,355.32073
"PG(38:4) PG(18:4_20:0)",816.57496,645.56906,627.534727,523.339486,487.245586,259.20565,295.29955,333.24243,369.33633
"PG(38:5) PG(18:4_20:1)",814.55936,643.55346,625.519127,521.323886,487.245586,259.20565,293.28395,333.24243,367.32073
"PG(38:6) PG(18:4_20:2)",812.54366,641.53776,623.503427,519.308186,487.245586,259.20565,291.26825,333.24243,365.30503
"PG(38:7) PG(18:4_20:3)",810.52806,639.52216,621.487827,517.292586,487.245586,259.20565,289.25265,333.24243,363.28943
"PG(38:8) PG(18:4_20:4)",808.51236,637.50646,619.472127,515.276886,487.245586,259.20565,287.23695,333.24243,361.27373
"PG(38:9) PG(18:4_20:5)",806.49676,635.49086,617.456527,513.261286,487.245586,259.20565,285.22135,333.24243,359.25813
"PG(39:4) PG(18:4_21:0)",830.59066,659.58476,641.550427,537.355186,487.245586,259.20565,309.31525,333.24243,383.35203
"PG(40:4) PG(18:4_22:0)",844.60626,673.60036,655.566027,551.370786,487.245586,259.20565,323.33085,333.24243,397.36763
"PG(40:5) PG(18:4_22:1)",842.59066,671.58476,653.550427,549.355186,487.245586,259.20565,321.31525,333.24243,395.35203
"PG(40:6) PG(18:4_22:2)",840.57496,669.56906,651.534727,547.339486,487.245586,259.20565,319.29955,333.24243,393.33633
"PG(40:7) PG(18:4_22:3)",838.55936,667.55346,649.519127,545.323886,487.245586,259.20565,317.28395,333.24243,391.32073
"PG(40:8) PG(18:4_22:4)",836.54366,665.53776,647.503427,543.308186,487.245586,259.20565,315.26825,333.24243,389.30503
"PG(40:9) PG(18:4_22:5)",834.52806,663.52216,645.487827,541.292586,487.245586,259.20565,313.25265,333.24243,387.28943
"PG(40:10) PG(18:4_22:6)",832.51236,661.50646,643.472127,539.276886,487.245586,259.20565,311.23695,333.24243,385.27373
"PG(41:4) PG(18:4_23:0)",858.62196,687.61606,669.581727,565.386486,487.245586,259.20565,337.34655,333.24243,411.38333
"PG(42:4) PG(18:4_24:0)",872.63756,701.63166,683.597327,579.402086,487.245586,259.20565,351.36215,333.24243,425.39893
"PG(42:5) PG(18:4_24:1)",870.62196,699.61606,681.581727,577.386486,487.245586,259.20565,349.34655,333.24243,423.38333
"PG(43:4) PG(18:4_25:0)",886.65326,715.64736,697.613027,593.417786,487.245586,259.20565,365.37785,333.24243,439.41463
"PG(44:4) PG(18:4_26:0)",900.66886,729.66296,711.628627,607.433386,487.245586,259.20565,379.39345,333.24243,453.43023
"PG(38:0) PG(19:0_19:0)",824.63766,653.63176,635.597427,509.323886,509.323886,281.28395,281.28395,355.32073,355.32073
"PG(39:0) PG(19:0_20:0)",838.65326,667.64736,649.613027,523.339486,509.323886,281.28395,295.29955,355.32073,369.33633
"PG(39:1) PG(19:0_20:1)",836.63766,665.63176,647.597427,521.323886,509.323886,281.28395,293.28395,355.32073,367.32073
"PG(39:2) PG(19:0_20:2)",834.62196,663.61606,645.581727,519.308186,509.323886,281.28395,291.26825,355.32073,365.30503
"PG(39:3) PG(19:0_20:3)",832.60636,661.60046,643.566127,517.292586,509.323886,281.28395,289.25265,355.32073,363.28943
"PG(39:4) PG(19:0_20:4)",830.59066,659.58476,641.550427,515.276886,509.323886,281.28395,287.23695,355.32073,361.27373
"PG(39:5) PG(19:0_20:5)",828.57506,657.56916,639.534827,513.261286,509.323886,281.28395,285.22135,355.32073,359.25813
"PG(40:0) PG(19:0_21:0)",852.66896,681.66306,663.628727,537.355186,509.323886,281.28395,309.31525,355.32073,383.35203
"PG(41:0) PG(19:0_22:0)",866.68456,695.67866,677.644327,551.370786,509.323886,281.28395,323.33085,355.32073,397.36763
"PG(41:1) PG(19:0_22:1)",864.66896,693.66306,675.628727,549.355186,509.323886,281.28395,321.31525,355.32073,395.35203
"PG(41:2) PG(19:0_22:2)",862.65326,691.64736,673.613027,547.339486,509.323886,281.28395,319.29955,355.32073,393.33633
"PG(41:3) PG(19:0_22:3)",860.63766,689.63176,671.597427,545.323886,509.323886,281.28395,317.28395,355.32073,391.32073
"PG(41:4) PG(19:0_22:4)",858.62196,687.61606,669.581727,543.308186,509.323886,281.28395,315.26825,355.32073,389.30503
"PG(41:5) PG(19:0_22:5)",856.60636,685.60046,667.566127,541.292586,509.323886,281.28395,313.25265,355.32073,387.28943
"PG(41:6) PG(19:0_22:6)",854.59066,683.58476,665.550427,539.276886,509.323886,281.28395,311.23695,355.32073,385.27373
"PG(42:0) PG(19:0_23:0)",880.70026,709.69436,691.660027,565.386486,509.323886,281.28395,337.34655,355.32073,411.38333
"PG(43:0) PG(19:0_24:0)",894.71586,723.70996,705.675627,579.402086,509.323886,281.28395,351.36215,355.32073,425.39893
"PG(43:1) PG(19:0_24:1)",892.70026,721.69436,703.660027,577.386486,509.323886,281.28395,349.34655,355.32073,423.38333
"PG(44:0) PG(19:0_25:0)",908.73156,737.72566,719.691327,593.417786,509.323886,281.28395,365.37785,355.32073,439.41463
"PG(45:0) PG(19:0_26:0)",922.74716,751.74126,733.706927,607.433386,509.323886,281.28395,379.39345,355.32073,453.43023
"PG(40:0) PG(20:0_20:0)",852.66886,681.66296,663.628627,523.339486,523.339486,295.29955,295.29955,369.33633,369.33633
"PG(40:1) PG(20:0_20:1)",850.65326,679.64736,661.613027,521.323886,523.339486,295.29955,293.28395,369.33633,367.32073
"PG(40:2) PG(20:0_20:2)",848.63756,677.63166,659.597327,519.308186,523.339486,295.29955,291.26825,369.33633,365.30503
"PG(40:3) PG(20:0_20:3)",846.62196,675.61606,657.581727,517.292586,523.339486,295.29955,289.25265,369.33633,363.28943
"PG(40:4) PG(20:0_20:4)",844.60626,673.60036,655.566027,515.276886,523.339486,295.29955,287.23695,369.33633,361.27373
"PG(40:5) PG(20:0_20:5)",842.59066,671.58476,653.550427,513.261286,523.339486,295.29955,285.22135,369.33633,359.25813
"PG(41:0) PG(20:0_21:0)",866.68456,695.67866,677.644327,537.355186,523.339486,295.29955,309.31525,369.33633,383.35203
"PG(42:0) PG(20:0_22:0)",880.70016,709.69426,691.659927,551.370786,523.339486,295.29955,323.33085,369.33633,397.36763
"PG(42:1) PG(20:0_22:1)",878.68456,707.67866,689.644327,549.355186,523.339486,295.29955,321.31525,369.33633,395.35203
"PG(42:2) PG(20:0_22:2)",876.66886,705.66296,687.628627,547.339486,523.339486,295.29955,319.29955,369.33633,393.33633
"PG(42:3) PG(20:0_22:3)",874.65326,703.64736,685.613027,545.323886,523.339486,295.29955,317.28395,369.33633,391.32073
"PG(42:4) PG(20:0_22:4)",872.63756,701.63166,683.597327,543.308186,523.339486,295.29955,315.26825,369.33633,389.30503
"PG(42:5) PG(20:0_22:5)",870.62196,699.61606,681.581727,541.292586,523.339486,295.29955,313.25265,369.33633,387.28943
"PG(42:6) PG(20:0_22:6)",868.60626,697.60036,679.566027,539.276886,523.339486,295.29955,311.23695,369.33633,385.27373
"PG(43:0) PG(20:0_23:0)",894.71586,723.70996,705.675627,565.386486,523.339486,295.29955,337.34655,369.33633,411.38333
"PG(44:0) PG(20:0_24:0)",908.73146,737.72556,719.691227,579.402086,523.339486,295.29955,351.36215,369.33633,425.39893
"PG(44:1) PG(20:0_24:1)",906.71586,735.70996,717.675627,577.386486,523.339486,295.29955,349.34655,369.33633,423.38333
"PG(45:0) PG(20:0_25:0)",922.74716,751.74126,733.706927,593.417786,523.339486,295.29955,365.37785,369.33633,439.41463
"PG(46:0) PG(20:0_26:0)",936.76276,765.75686,747.722527,607.433386,523.339486,295.29955,379.39345,369.33633,453.43023
"PG(40:2) PG(20:1_20:1)",848.63766,677.63176,659.597427,521.323886,521.323886,293.28395,293.28395,367.32073,367.32073
"PG(40:3) PG(20:1_20:2)",846.62196,675.61606,657.581727,519.308186,521.323886,293.28395,291.26825,367.32073,365.30503
"PG(40:4) PG(20:1_20:3)",844.60636,673.60046,655.566127,517.292586,521.323886,293.28395,289.25265,367.32073,363.28943
"PG(40:5) PG(20:1_20:4)",842.59066,671.58476,653.550427,515.276886,521.323886,293.28395,287.23695,367.32073,361.27373
"PG(40:6) PG(20:1_20:5)",840.57506,669.56916,651.534827,513.261286,521.323886,293.28395,285.22135,367.32073,359.25813
"PG(41:1) PG(20:1_21:0)",864.66896,693.66306,675.628727,537.355186,521.323886,293.28395,309.31525,367.32073,383.35203
"PG(42:1) PG(20:1_22:0)",878.68456,707.67866,689.644327,551.370786,521.323886,293.28395,323.33085,367.32073,397.36763
"PG(42:2) PG(20:1_22:1)",876.66896,705.66306,687.628727,549.355186,521.323886,293.28395,321.31525,367.32073,395.35203
"PG(42:3) PG(20:1_22:2)",874.65326,703.64736,685.613027,547.339486,521.323886,293.28395,319.29955,367.32073,393.33633
"PG(42:4) PG(20:1_22:3)",872.63766,701.63176,683.597427,545.323886,521.323886,293.28395,317.28395,367.32073,391.32073
"PG(42:5) PG(20:1_22:4)",870.62196,699.61606,681.581727,543.308186,521.323886,293.28395,315.26825,367.32073,389.30503
"PG(42:6) PG(20:1_22:5)",868.60636,697.60046,679.566127,541.292586,521.323886,293.28395,313.25265,367.32073,387.28943
"PG(42:7) PG(20:1_22:6)",866.59066,695.58476,677.550427,539.276886,521.323886,293.28395,311.23695,367.32073,385.27373
"PG(43:1) PG(20:1_23:0)",892.70026,721.69436,703.660027,565.386486,521.323886,293.28395,337.34655,367.32073,411.38333
"PG(44:1) PG(20:1_24:0)",906.71586,735.70996,717.675627,579.402086,521.323886,293.28395,351.36215,367.32073,425.39893
"PG(44:2) PG(20:1_24:1)",904.70026,733.69436,715.660027,577.386486,521.323886,293.28395,349.34655,367.32073,423.38333
"PG(45:1) PG(20:1_25:0)",920.73156,749.72566,731.691327,593.417786,521.323886,293.28395,365.37785,367.32073,439.41463
"PG(46:1) PG(20:1_26:0)",934.74716,763.74126,745.706927,607.433386,521.323886,293.28395,379.39345,367.32073,453.43023
"PG(40:4) PG(20:2_20:2)",844.60626,673.60036,655.566027,519.308186,519.308186,291.26825,291.26825,365.30503,365.30503
"PG(40:5) PG(20:2_20:3)",842.59066,671.58476,653.550427,517.292586,519.308186,291.26825,289.25265,365.30503,363.28943
"PG(40:6) PG(20:2_20:4)",840.57496,669.56906,651.534727,515.276886,519.308186,291.26825,287.23695,365.30503,361.27373
"PG(40:7) PG(20:2_20:5)",838.55936,667.55346,649.519127,513.261286,519.308186,291.26825,285.22135,365.30503,359.25813
"PG(41:2) PG(20:2_21:0)",862.65326,691.64736,673.613027,537.355186,519.308186,291.26825,309.31525,365.30503,383.35203
"PG(42:2) PG(20:2_22:0)",876.66886,705.66296,687.628627,551.370786,519.308186,291.26825,323.33085,365.30503,397.36763
"PG(42:3) PG(20:2_22:1)",874.65326,703.64736,685.613027,549.355186,519.308186,291.26825,321.31525,365.30503,395.35203
"PG(42:4) PG(20:2_22:2)",872.63756,701.63166,683.597327,547.339486,519.308186,291.26825,319.29955,365.30503,393.33633
"PG(42:5) PG(20:2_22:3)",870.62196,699.61606,681.581727,545.323886,519.308186,291.26825,317.28395,365.30503,391.32073
"PG(42:6) PG(20:2_22:4)",868.60626,697.60036,679.566027,543.308186,519.308186,291.26825,315.26825,365.30503,389.30503
"PG(42:7) PG(20:2_22:5)",866.59066,695.58476,677.550427,541.292586,519.308186,291.26825,313.25265,365.30503,387.28943
"PG(42:8) PG(20:2_22:6)",864.57496,693.56906,675.534727,539.276886,519.308186,291.26825,311.23695,365.30503,385.27373
"PG(43:2) PG(20:2_23:0)",890.68456,719.67866,701.644327,565.386486,519.308186,291.26825,337.34655,365.30503,411.38333
"PG(44:2) PG(20:2_24:0)",904.70016,733.69426,715.659927,579.402086,519.308186,291.26825,351.36215,365.30503,425.39893
"PG(44:3) PG(20:2_24:1)",902.68456,731.67866,713.644327,577.386486,519.308186,291.26825,349.34655,365.30503,423.38333
"PG(45:2) PG(20:2_25:0)",918.71586,747.70996,729.675627,593.417786,519.308186,291.26825,365.37785,365.30503,439.41463
"PG(46:2) PG(20:2_26:0)",932.73146,761.72556,743.691227,607.433386,519.308186,291.26825,379.39345,365.30503,453.43023
"PG(40:6) PG(20:3_20:3)",840.57506,669.56916,651.534827,517.292586,517.292586,289.25265,289.25265,363.28943,363.28943
"PG(40:7) PG(20:3_20:4)",838.55936,667.55346,649.519127,515.276886,517.292586,289.25265,287.23695,363.28943,361.27373
"PG(40:8) PG(20:3_20:5)",836.54376,665.53786,647.503527,513.261286,517.292586,289.25265,285.22135,363.28943,359.25813
"PG(41:3) PG(20:3_21:0)",860.63766,689.63176,671.597427,537.355186,517.292586,289.25265,309.31525,363.28943,383.35203
"PG(42:3) PG(20:3_22:0)",874.65326,703.64736,685.613027,551.370786,517.292586,289.25265,323.33085,363.28943,397.36763
"PG(42:4) PG(20:3_22:1)",872.63766,701.63176,683.597427,549.355186,517.292586,289.25265,321.31525,363.28943,395.35203
"PG(42:5) PG(20:3_22:2)",870.62196,699.61606,681.581727,547.339486,517.292586,289.25265,319.29955,363.28943,393.33633
"PG(42:6) PG(20:3_22:3)",868.60636,697.60046,679.566127,545.323886,517.292586,289.25265,317.28395,363.28943,391.32073
"PG(42:7) PG(20:3_22:4)",866.59066,695.58476,677.550427,543.308186,517.292586,289.25265,315.26825,363.28943,389.30503
"PG(42:8) PG(20:3_22:5)",864.57506,693.56916,675.534827,541.292586,517.292586,289.25265,313.25265,363.28943,387.28943
"PG(42:9) PG(20:3_22:6)",862.55936,691.55346,673.519127,539.276886,517.292586,289.25265,311.23695,363.28943,385.27373
"PG(43:3) PG(20:3_23:0)",888.66896,717.66306,699.628727,565.386486,517.292586,289.25265,337.34655,363.28943,411.38333
"PG(44:3) PG(20:3_24:0)",902.68456,731.67866,713.644327,579.402086,517.292586,289.25265,351.36215,363.28943,425.39893
"PG(44:4) PG(20:3_24:1)",900.66896,729.66306,711.628727,577.386486,517.292586,289.25265,349.34655,363.28943,423.38333
"PG(45:3) PG(20:3_25:0)",916.70026,745.69436,727.660027,593.417786,517.292586,289.25265,365.37785,363.28943,439.41463
"PG(46:3) PG(20:3_26:0)",930.71586,759.70996,741.675627,607.433386,517.292586,289.25265,379.39345,363.28943,453.43023
"PG(40:8) PG(20:4_20:4)",836.54366,665.53776,647.503427,515.276886,515.276886,287.23695,287.23695,361.27373,361.27373
"PG(40:9) PG(20:4_20:5)",834.52806,663.52216,645.487827,513.261286,515.276886,287.23695,285.22135,361.27373,359.25813
