"TG","[M+NH4]+","[M+H-R1-H2O]+","[M+H-R2-H2O]+","[M+H-R3-H2O]+","[R1CO]+","[R2CO]+","[R3CO]+","[R1CO+74]+","[R2CO+74]+","[R3CO+74]+","[R1CO+74-H2O]+","[R2CO+74-H2O]+","[R3CO+74-H2O]+"
"TG(56:2) TG(14:0_20:0_22:2)",932.8640504,687.6285764,603.5346764,579.5346764,211.2056364,295.2995364,319.2995364,285.2424364,369.3363364,393.3363364,267.2318714,351.3257714,375.3257714
"TG(56:2) TG(12:0_18:2_26:0)",932.8640504,715.6598764,635.5972764,519.4407764,183.1743364,263.2369364,379.3934364,257.2111364,337.2737364,453.4302364,239.2005714,319.2631714,435.4196714
"TG(56:2) TG(12:0_20:2_24:0)",932.8640504,715.6598764,607.5659764,547.4720764,183.1743364,291.2682364,351.3621364,257.2111364,365.3050364,425.3989364,239.2005714,347.2944714,407.3883714
"TG(56:2) TG(12:0_22:0_22:2)",932.8640504,715.6598764,575.5033764,579.5346764,183.1743364,323.3308364,319.2995364,257.2111364,397.3676364,393.3363364,239.2005714,379.3570714,375.3257714
"TG(56:2) TG(10:0_20:2_26:0)",932.8640504,743.6911764,607.5659764,519.4407764,155.1430364,291.2682364,379.3934364,229.1798364,365.3050364,453.4302364,211.1692714,347.2944714,435.4196714
"TG(56:2) TG(10:0_22:2_24:0)",932.8640504,743.6911764,579.5346764,547.4720764,155.1430364,319.2995364,351.3621364,229.1798364,393.3363364,425.3989364,211.1692714,375.3257714,407.3883714
"TG(56:2) TG(22:2_26:0_8:0)",932.8640504,579.5346764,519.4407764,771.7224764,319.2995364,379.3934364,127.1117364,393.3363364,453.4302364,201.1485364,375.3257714,435.4196714,183.1379714
"TG(56:2) TG(18:1_18:1_20:0)",932.8641504,633.5816764,633.5816764,603.5347764,265.2526364,265.2526364,295.2995364,339.2894364,339.2894364,369.3363364,321.2788714,321.2788714,351.3257714
"TG(56:2) TG(18:0_18:1_20:1)",932.8641504,631.5660764,633.5816764,605.5503764,267.2682364,265.2526364,293.2839364,341.3050364,339.2894364,367.3207364,323.2944714,321.2788714,349.3101714
"TG(56:2) TG(18:2_19:0_19:0)",932.8641504,635.5973764,617.5503764,617.5503764,263.2369364,281.2839364,281.2839364,337.2737364,355.3207364,355.3207364,319.2631714,337.3101714,337.3101714
"TG(56:2) TG(17:0_17:0_22:2)",932.8641504,645.5816764,645.5816764,579.5347764,253.2526364,253.2526364,319.2995364,327.2894364,327.2894364,393.3363364,309.2788714,309.2788714,375.3257714
"TG(56:2) TG(17:0_18:2_21:0)",932.8641504,645.5816764,635.5973764,589.5190764,253.2526364,263.2369364,309.3152364,327.2894364,337.2737364,383.3520364,309.2788714,319.2631714,365.3414714
"TG(56:2) TG(17:0_19:0_20:2)",932.8641504,645.5816764,617.5503764,607.5660764,253.2526364,281.2839364,291.2682364,327.2894364,355.3207364,365.3050364,309.2788714,337.3101714,347.2944714
"TG(56:2) TG(17:0_17:1_22:1)",932.8641504,645.5816764,647.5973764,577.5190764,253.2526364,251.2369364,321.3152364,327.2894364,325.2737364,395.3520364,309.2788714,307.2631714,377.3414714
"TG(56:2) TG(17:1_18:1_21:0)",932.8641504,647.5973764,633.5816764,589.5190764,251.2369364,265.2526364,309.3152364,325.2737364,339.2894364,383.3520364,307.2631714,321.2788714,365.3414714
"TG(56:2) TG(17:1_19:0_20:1)",932.8641504,647.5973764,617.5503764,605.5503764,251.2369364,281.2839364,293.2839364,325.2737364,355.3207364,367.3207364,307.2631714,337.3101714,349.3101714
"TG(56:2) TG(17:0_17:2_22:0)",932.8641504,645.5816764,649.6129764,575.5034764,253.2526364,249.2213364,323.3308364,327.2894364,323.2581364,397.3676364,309.2788714,305.2475714,379.3570714
"TG(56:2) TG(17:2_18:0_21:0)",932.8641504,649.6129764,631.5660764,589.5190764,249.2213364,267.2682364,309.3152364,323.2581364,341.3050364,383.3520364,305.2475714,323.2944714,365.3414714
"TG(56:2) TG(17:2_19:0_20:0)",932.8641504,649.6129764,617.5503764,603.5347764,249.2213364,281.2839364,295.2995364,323.2581364,355.3207364,369.3363364,305.2475714,337.3101714,351.3257714
"TG(56:2) TG(16:0_17:2_23:0)",932.8641504,659.5973764,649.6129764,561.4877764,239.2369364,249.2213364,337.3465364,313.2737364,323.2581364,411.3833364,295.2631714,305.2475714,393.3727714
"TG(56:2) TG(16:1_16:1_24:0)",932.8641504,661.6129764,661.6129764,547.4721764,237.2213364,237.2213364,351.3621364,311.2581364,311.2581364,425.3989364,293.2475714,293.2475714,407.3883714
"TG(56:2) TG(16:0_16:1_24:1)",932.8641504,659.5973764,661.6129764,549.4877764,239.2369364,237.2213364,349.3465364,313.2737364,311.2581364,423.3833364,295.2631714,293.2475714,405.3727714
"TG(56:2) TG(16:0_18:1_22:1)",932.8641504,659.5973764,633.5816764,577.5190764,239.2369364,265.2526364,321.3152364,313.2737364,339.2894364,395.3520364,295.2631714,321.2788714,377.3414714
"TG(56:2) TG(16:1_17:1_23:0)",932.8641504,661.6129764,647.5973764,561.4877764,237.2213364,251.2369364,337.3465364,311.2581364,325.2737364,411.3833364,293.2475714,307.2631714,393.3727714
"TG(56:2) TG(16:0_20:1_20:1)",932.8641504,659.5973764,605.5503764,605.5503764,239.2369364,293.2839364,293.2839364,313.2737364,367.3207364,367.3207364,295.2631714,349.3101714,349.3101714
"TG(56:2) TG(16:1_18:1_22:0)",932.8641504,661.6129764,633.5816764,575.5034764,237.2213364,265.2526364,323.3308364,311.2581364,339.2894364,397.3676364,293.2475714,321.2788714,379.3570714
"TG(56:2) TG(16:1_18:0_22:1)",932.8641504,661.6129764,631.5660764,577.5190764,237.2213364,267.2682364,321.3152364,311.2581364,341.3050364,395.3520364,293.2475714,323.2944714,377.3414714
"TG(56:2) TG(16:1_20:0_20:1)",932.8641504,661.6129764,603.5347764,605.5503764,237.2213364,295.2995364,293.2839364,311.2581364,369.3363364,367.3207364,293.2475714,351.3257714,349.3101714
"TG(56:2) TG(15:1_16:1_25:0)",932.8641504,675.6286764,661.6129764,533.4564764,223.2056364,237.2213364,365.3778364,297.2424364,311.2581364,439.4146364,279.2318714,293.2475714,421.4040714
"TG(56:2) TG(15:0_17:2_24:0)",932.8641504,673.6129764,649.6129764,547.4721764,225.2213364,249.2213364,351.3621364,299.2581364,323.2581364,425.3989364,281.2475714,305.2475714,407.3883714
"TG(56:2) TG(15:0_17:1_24:1)",932.8641504,673.6129764,647.5973764,549.4877764,225.2213364,251.2369364,349.3465364,299.2581364,325.2737364,423.3833364,281.2475714,307.2631714,405.3727714
"TG(56:2) TG(15:0_18:2_23:0)",932.8641504,673.6129764,635.5973764,561.4877764,225.2213364,263.2369364,337.3465364,299.2581364,337.2737364,411.3833364,281.2475714,319.2631714,393.3727714
"TG(56:2) TG(15:1_17:0_24:1)",932.8641504,675.6286764,645.5816764,549.4877764,223.2056364,253.2526364,349.3465364,297.2424364,327.2894364,423.3833364,279.2318714,309.2788714,405.3727714
"TG(56:2) TG(15:0_19:0_22:2)",932.8641504,673.6129764,617.5503764,579.5347764,225.2213364,281.2839364,319.2995364,299.2581364,355.3207364,393.3363364,281.2475714,337.3101714,375.3257714
"TG(56:2) TG(15:0_20:2_21:0)",932.8641504,673.6129764,607.5660764,589.5190764,225.2213364,291.2682364,309.3152364,299.2581364,365.3050364,383.3520364,281.2475714,347.2944714,365.3414714
"TG(56:2) TG(15:1_18:1_23:0)",932.8641504,675.6286764,633.5816764,561.4877764,223.2056364,265.2526364,337.3465364,297.2424364,339.2894364,411.3833364,279.2318714,321.2788714,393.3727714
"TG(56:2) TG(15:1_19:0_22:1)",932.8641504,675.6286764,617.5503764,577.5190764,223.2056364,281.2839364,321.3152364,297.2424364,355.3207364,395.3520364,279.2318714,337.3101714,377.3414714
"TG(56:2) TG(15:1_20:1_21:0)",932.8641504,675.6286764,605.5503764,589.5190764,223.2056364,293.2839364,309.3152364,297.2424364,367.3207364,383.3520364,279.2318714,349.3101714,365.3414714
"TG(56:2) TG(14:1_16:1_26:0)",932.8641504,689.6442764,661.6129764,519.4408764,209.1900364,237.2213364,379.3934364,283.2268364,311.2581364,453.4302364,265.2162714,293.2475714,435.4196714
"TG(56:2) TG(14:0_17:2_25:0)",932.8641504,687.6286764,649.6129764,533.4564764,211.2056364,249.2213364,365.3778364,285.2424364,323.2581364,439.4146364,267.2318714,305.2475714,421.4040714
"TG(56:2) TG(14:0_18:1_24:1)",932.8641504,687.6286764,633.5816764,549.4877764,211.2056364,265.2526364,349.3465364,285.2424364,339.2894364,423.3833364,267.2318714,321.2788714,405.3727714
"TG(56:2) TG(14:1_17:1_25:0)",932.8641504,689.6442764,647.5973764,533.4564764,209.1900364,251.2369364,365.3778364,283.2268364,325.2737364,439.4146364,265.2162714,307.2631714,421.4040714
"TG(56:2) TG(14:1_18:1_24:0)",932.8641504,689.6442764,633.5816764,547.4721764,209.1900364,265.2526364,351.3621364,283.2268364,339.2894364,425.3989364,265.2162714,321.2788714,407.3883714
"TG(56:2) TG(14:0_20:1_22:1)",932.8641504,687.6286764,605.5503764,577.5190764,211.2056364,293.2839364,321.3152364,285.2424364,367.3207364,395.3520364,267.2318714,349.3101714,377.3414714
"TG(56:2) TG(14:1_18:0_24:1)",932.8641504,689.6442764,631.5660764,549.4877764,209.1900364,267.2682364,349.3465364,283.2268364,341.3050364,423.3833364,265.2162714,323.2944714,405.3727714
"TG(56:2) TG(14:1_20:1_22:0)",932.8641504,689.6442764,605.5503764,575.5034764,209.1900364,293.2839364,323.3308364,283.2268364,367.3207364,397.3676364,265.2162714,349.3101714,379.3570714
"TG(56:2) TG(14:1_20:0_22:1)",932.8641504,689.6442764,603.5347764,577.5190764,209.1900364,295.2995364,321.3152364,283.2268364,369.3363364,395.3520364,265.2162714,351.3257714,377.3414714
"TG(56:2) TG(13:0_17:2_26:0)",932.8641504,701.6442764,649.6129764,519.4408764,197.1900364,249.2213364,379.3934364,271.2268364,323.2581364,453.4302364,253.2162714,305.2475714,435.4196714
"TG(56:2) TG(13:0_18:2_25:0)",932.8641504,701.6442764,635.5973764,533.4564764,197.1900364,263.2369364,365.3778364,271.2268364,337.2737364,439.4146364,253.2162714,319.2631714,421.4040714
"TG(56:2) TG(13:0_20:2_23:0)",932.8641504,701.6442764,607.5660764,561.4877764,197.1900364,291.2682364,337.3465364,271.2268364,365.3050364,411.3833364,253.2162714,347.2944714,393.3727714
"TG(56:2) TG(13:0_21:0_22:2)",932.8641504,701.6442764,589.5190764,579.5347764,197.1900364,309.3152364,319.2995364,271.2268364,383.3520364,393.3363364,253.2162714,365.3414714,375.3257714
"TG(56:2) TG(12:0_20:1_24:1)",932.8641504,715.6599764,605.5503764,549.4877764,183.1743364,293.2839364,349.3465364,257.2111364,367.3207364,423.3833364,239.2005714,349.3101714,405.3727714
"TG(56:2) TG(12:0_22:1_22:1)",932.8641504,715.6599764,577.5190764,577.5190764,183.1743364,321.3152364,321.3152364,257.2111364,395.3520364,395.3520364,239.2005714,377.3414714,377.3414714
"TG(56:2) TG(10:0_22:1_24:1)",932.8641504,743.6912764,577.5190764,549.4877764,155.1430364,321.3152364,349.3465364,229.1798364,395.3520364,423.3833364,211.1692714,377.3414714,405.3727714
"TG(56:2) TG(24:1_24:1_8:0)",932.8641504,549.4877764,549.4877764,771.7225764,349.3465364,349.3465364,127.1117364,423.3833364,423.3833364,201.1485364,405.3727714,405.3727714,183.1379714
"TG(57:8) TG(18:4_18:4_21:0)",934.7858504,641.5503764,641.5503764,591.4407764,259.2056364,259.2056364,309.3152364,333.2424364,333.2424364,383.3520364,315.2318714,315.2318714,365.3414714
"TG(57:8) TG(18:4_19:0_20:4)",934.7858504,641.5503764,619.4720764,613.5190764,259.2056364,281.2839364,287.2369364,333.2424364,355.3207364,361.2737364,315.2318714,337.3101714,343.2631714
"TG(57:8) TG(17:0_18:4_22:4)",934.7858504,647.5033764,641.5503764,585.4877764,253.2526364,259.2056364,315.2682364,327.2894364,333.2424364,389.3050364,309.2788714,315.2318714,371.2944714
"TG(57:8) TG(17:0_18:2_22:6)",934.7858504,647.5033764,637.5190764,589.5190764,253.2526364,263.2369364,311.2369364,327.2894364,337.2737364,385.2737364,309.2788714,319.2631714,367.2631714
"TG(57:8) TG(17:0_20:4_20:4)",934.7858504,647.5033764,613.5190764,613.5190764,253.2526364,287.2369364,287.2369364,327.2894364,361.2737364,361.2737364,309.2788714,343.2631714,343.2631714
"TG(57:8) TG(17:1_18:4_22:3)",934.7858504,649.5190764,641.5503764,583.4720764,251.2369364,259.2056364,317.2839364,325.2737364,333.2424364,391.3207364,307.2631714,315.2318714,373.3101714
"TG(57:8) TG(17:1_18:3_22:4)",934.7858504,649.5190764,639.5346764,585.4877764,251.2369364,261.2213364,315.2682364,325.2737364,335.2581364,389.3050364,307.2631714,317.2475714,371.2944714
"TG(57:8) TG(17:1_18:2_22:5)",934.7858504,649.5190764,637.5190764,587.5033764,251.2369364,263.2369364,313.2526364,325.2737364,337.2737364,387.2894364,307.2631714,319.2631714,369.2788714
"TG(57:8) TG(17:1_18:1_22:6)",934.7858504,649.5190764,635.5033764,589.5190764,251.2369364,265.2526364,311.2369364,325.2737364,339.2894364,385.2737364,307.2631714,321.2788714,367.2631714
"TG(57:8) TG(17:1_20:2_20:5)",934.7858504,649.5190764,609.4877764,615.5346764,251.2369364,291.2682364,285.2213364,325.2737364,365.3050364,359.2581364,307.2631714,347.2944714,341.2475714
"TG(57:8) TG(17:1_20:3_20:4)",934.7858504,649.5190764,611.5033764,613.5190764,251.2369364,289.2526364,287.2369364,325.2737364,363.2894364,361.2737364,307.2631714,345.2788714,343.2631714
"TG(57:8) TG(17:2_18:4_22:2)",934.7858504,651.5346764,641.5503764,581.4564764,249.2213364,259.2056364,319.2995364,323.2581364,333.2424364,393.3363364,305.2475714,315.2318714,375.3257714
"TG(57:8) TG(17:2_18:2_22:4)",934.7858504,651.5346764,637.5190764,585.4877764,249.2213364,263.2369364,315.2682364,323.2581364,337.2737364,389.3050364,305.2475714,319.2631714,371.2944714
"TG(57:8) TG(17:2_18:0_22:6)",934.7858504,651.5346764,633.4877764,589.5190764,249.2213364,267.2682364,311.2369364,323.2581364,341.3050364,385.2737364,305.2475714,323.2944714,367.2631714
"TG(57:8) TG(17:2_20:2_20:4)",934.7858504,651.5346764,609.4877764,613.5190764,249.2213364,291.2682364,287.2369364,323.2581364,365.3050364,361.2737364,305.2475714,347.2944714,343.2631714
"TG(57:8) TG(15:0_20:4_22:4)",934.7858504,675.5346764,613.5190764,585.4877764,225.2213364,287.2369364,315.2682364,299.2581364,361.2737364,389.3050364,281.2475714,343.2631714,371.2944714
"TG(57:8) TG(15:0_20:2_22:6)",934.7858504,675.5346764,609.4877764,589.5190764,225.2213364,291.2682364,311.2369364,299.2581364,365.3050364,385.2737364,281.2475714,347.2944714,367.2631714
"TG(57:8) TG(15:1_20:5_22:2)",934.7858504,677.5503764,615.5346764,581.4564764,223.2056364,285.2213364,319.2995364,297.2424364,359.2581364,393.3363364,279.2318714,341.2475714,375.3257714
"TG(57:8) TG(15:1_20:4_22:3)",934.7858504,677.5503764,613.5190764,583.4720764,223.2056364,287.2369364,317.2839364,297.2424364,361.2737364,391.3207364,279.2318714,343.2631714,373.3101714
"TG(57:8) TG(15:1_20:3_22:4)",934.7858504,677.5503764,611.5033764,585.4877764,223.2056364,289.2526364,315.2682364,297.2424364,363.2894364,389.3050364,279.2318714,345.2788714,371.2944714
"TG(57:8) TG(15:1_20:2_22:5)",934.7858504,677.5503764,609.4877764,587.5033764,223.2056364,291.2682364,313.2526364,297.2424364,365.3050364,387.2894364,279.2318714,347.2944714,369.2788714
"TG(57:8) TG(15:1_20:1_22:6)",934.7858504,677.5503764,607.4720764,589.5190764,223.2056364,293.2839364,311.2369364,297.2424364,367.3207364,385.2737364,279.2318714,349.3101714,367.2631714
"TG(57:8) TG(13:0_22:2_22:6)",934.7858504,703.5659764,581.4564764,589.5190764,197.1900364,319.2995364,311.2369364,271.2268364,393.3363364,385.2737364,253.2162714,375.3257714,367.2631714
"TG(57:8) TG(13:0_22:4_22:4)",934.7858504,703.5659764,585.4877764,585.4877764,197.1900364,315.2682364,315.2682364,271.2268364,389.3050364,389.3050364,253.2162714,371.2944714,371.2944714
"TG(57:8) TG(18:3_19:0_20:5)",934.7859504,639.5347764,619.4721764,615.5347764,261.2213364,281.2839364,285.2213364,335.2581364,355.3207364,359.2581364,317.2475714,337.3101714,341.2475714
"TG(57:8) TG(17:0_18:3_22:5)",934.7859504,647.5034764,639.5347764,587.5034764,253.2526364,261.2213364,313.2526364,327.2894364,335.2581364,387.2894364,309.2788714,317.2475714,369.2788714
"TG(57:8) TG(17:0_20:3_20:5)",934.7859504,647.5034764,611.5034764,615.5347764,253.2526364,289.2526364,285.2213364,327.2894364,363.2894364,359.2581364,309.2788714,345.2788714,341.2475714
"TG(57:8) TG(17:2_18:3_22:3)",934.7859504,651.5347764,639.5347764,583.4721764,249.2213364,261.2213364,317.2839364,323.2581364,335.2581364,391.3207364,305.2475714,317.2475714,373.3101714
"TG(57:8) TG(17:2_18:1_22:5)",934.7859504,651.5347764,635.5034764,587.5034764,249.2213364,265.2526364,313.2526364,323.2581364,339.2894364,387.2894364,305.2475714,321.2788714,369.2788714
"TG(57:8) TG(17:2_20:1_20:5)",934.7859504,651.5347764,607.4721764,615.5347764,249.2213364,293.2839364,285.2213364,323.2581364,367.3207364,359.2581364,305.2475714,349.3101714,341.2475714
"TG(57:8) TG(17:2_20:3_20:3)",934.7859504,651.5347764,611.5034764,611.5034764,249.2213364,289.2526364,289.2526364,323.2581364,363.2894364,363.2894364,305.2475714,345.2788714,345.2788714
"TG(57:8) TG(15:0_20:5_22:3)",934.7859504,675.5347764,615.5347764,583.4721764,225.2213364,285.2213364,317.2839364,299.2581364,359.2581364,391.3207364,281.2475714,341.2475714,373.3101714
"TG(57:8) TG(15:0_20:3_22:5)",934.7859504,675.5347764,611.5034764,587.5034764,225.2213364,289.2526364,313.2526364,299.2581364,363.2894364,387.2894364,281.2475714,345.2788714,369.2788714
"TG(57:8) TG(13:0_22:3_22:5)",934.7859504,703.5660764,583.4721764,587.5034764,197.1900364,317.2839364,313.2526364,271.2268364,391.3207364,387.2894364,253.2162714,373.3101714,369.2788714
"TG(56:1) TG(18:0_18:0_20:1)",934.8797504,633.5816764,633.5816764,607.5659764,267.2682364,267.2682364,293.2839364,341.3050364,341.3050364,367.3207364,323.2944714,323.2944714,349.3101714
"TG(56:1) TG(18:0_18:1_20:0)",934.8797504,633.5816764,635.5972764,605.5503764,267.2682364,265.2526364,295.2995364,341.3050364,339.2894364,369.3363364,323.2944714,321.2788714,351.3257714
"TG(56:1) TG(17:0_17:1_22:0)",934.8797504,647.5972764,649.6129764,577.5190764,253.2526364,251.2369364,323.3308364,327.2894364,325.2737364,397.3676364,309.2788714,307.2631714,379.3570714
"TG(56:1) TG(17:1_18:0_21:0)",934.8797504,649.6129764,633.5816764,591.5346764,251.2369364,267.2682364,309.3152364,325.2737364,341.3050364,383.3520364,307.2631714,323.2944714,365.3414714
"TG(56:1) TG(17:1_19:0_20:0)",934.8797504,649.6129764,619.5659764,605.5503764,251.2369364,281.2839364,295.2995364,325.2737364,355.3207364,369.3363364,307.2631714,337.3101714,351.3257714
"TG(56:1) TG(16:0_16:0_24:1)",934.8797504,661.6129764,661.6129764,551.5033764,239.2369364,239.2369364,349.3465364,313.2737364,313.2737364,423.3833364,295.2631714,295.2631714,405.3727714
"TG(56:1) TG(16:0_17:1_23:0)",934.8797504,661.6129764,649.6129764,563.5033764,239.2369364,251.2369364,337.3465364,313.2737364,325.2737364,411.3833364,295.2631714,307.2631714,393.3727714
"TG(56:1) TG(16:0_16:1_24:0)",934.8797504,661.6129764,663.6285764,549.4877764,239.2369364,237.2213364,351.3621364,313.2737364,311.2581364,425.3989364,295.2631714,293.2475714,407.3883714
"TG(56:1) TG(16:0_18:1_22:0)",934.8797504,661.6129764,635.5972764,577.5190764,239.2369364,265.2526364,323.3308364,313.2737364,339.2894364,397.3676364,295.2631714,321.2788714,379.3570714
"TG(56:1) TG(16:0_18:0_22:1)",934.8797504,661.6129764,633.5816764,579.5346764,239.2369364,267.2682364,321.3152364,313.2737364,341.3050364,395.3520364,295.2631714,323.2944714,377.3414714
"TG(56:1) TG(16:0_20:0_20:1)",934.8797504,661.6129764,605.5503764,607.5659764,239.2369364,295.2995364,293.2839364,313.2737364,369.3363364,367.3207364,295.2631714,351.3257714,349.3101714
"TG(56:1) TG(16:1_18:0_22:0)",934.8797504,663.6285764,633.5816764,577.5190764,237.2213364,267.2682364,323.3308364,311.2581364,341.3050364,397.3676364,293.2475714,323.2944714,379.3570714
"TG(56:1) TG(16:1_20:0_20:0)",934.8797504,663.6285764,605.5503764,605.5503764,237.2213364,295.2995364,295.2995364,311.2581364,369.3363364,369.3363364,293.2475714,351.3257714,351.3257714
"TG(56:1) TG(15:0_15:1_26:0)",934.8797504,675.6285764,677.6442764,521.4564764,225.2213364,223.2056364,379.3934364,299.2581364,297.2424364,453.4302364,281.2475714,279.2318714,435.4196714
"TG(56:1) TG(15:1_16:0_25:0)",934.8797504,677.6442764,661.6129764,535.4720764,223.2056364,239.2369364,365.3778364,297.2424364,313.2737364,439.4146364,279.2318714,295.2631714,421.4040714
"TG(56:1) TG(15:0_17:1_24:0)",934.8797504,675.6285764,649.6129764,549.4877764,225.2213364,251.2369364,351.3621364,299.2581364,325.2737364,425.3989364,281.2475714,307.2631714,407.3883714
"TG(56:1) TG(15:1_17:0_24:0)",934.8797504,677.6442764,647.5972764,549.4877764,223.2056364,253.2526364,351.3621364,297.2424364,327.2894364,425.3989364,279.2318714,309.2788714,407.3883714
"TG(56:1) TG(15:1_18:0_23:0)",934.8797504,677.6442764,633.5816764,563.5033764,223.2056364,267.2682364,337.3465364,297.2424364,341.3050364,411.3833364,279.2318714,323.2944714,393.3727714
"TG(56:1) TG(15:1_19:0_22:0)",934.8797504,677.6442764,619.5659764,577.5190764,223.2056364,281.2839364,323.3308364,297.2424364,355.3207364,397.3676364,279.2318714,337.3101714,379.3570714
"TG(56:1) TG(15:1_20:0_21:0)",934.8797504,677.6442764,605.5503764,591.5346764,223.2056364,295.2995364,309.3152364,297.2424364,369.3363364,383.3520364,279.2318714,351.3257714,365.3414714
"TG(56:1) TG(14:0_16:1_26:0)",934.8797504,689.6442764,663.6285764,521.4564764,211.2056364,237.2213364,379.3934364,285.2424364,311.2581364,453.4302364,267.2318714,293.2475714,435.4196714
"TG(56:1) TG(14:1_16:0_26:0)",934.8797504,691.6598764,661.6129764,521.4564764,209.1900364,239.2369364,379.3934364,283.2268364,313.2737364,453.4302364,265.2162714,295.2631714,435.4196714
"TG(56:1) TG(14:0_17:1_25:0)",934.8797504,689.6442764,649.6129764,535.4720764,211.2056364,251.2369364,365.3778364,285.2424364,325.2737364,439.4146364,267.2318714,307.2631714,421.4040714
"TG(56:1) TG(14:0_18:1_24:0)",934.8797504,689.6442764,635.5972764,549.4877764,211.2056364,265.2526364,351.3621364,285.2424364,339.2894364,425.3989364,267.2318714,321.2788714,407.3883714
"TG(56:1) TG(14:0_18:0_24:1)",934.8797504,689.6442764,633.5816764,551.5033764,211.2056364,267.2682364,349.3465364,285.2424364,341.3050364,423.3833364,267.2318714,323.2944714,405.3727714
"TG(56:1) TG(14:0_20:1_22:0)",934.8797504,689.6442764,607.5659764,577.5190764,211.2056364,293.2839364,323.3308364,285.2424364,367.3207364,397.3676364,267.2318714,349.3101714,379.3570714
"TG(56:1) TG(14:1_18:0_24:0)",934.8797504,691.6598764,633.5816764,549.4877764,209.1900364,267.2682364,351.3621364,283.2268364,341.3050364,425.3989364,265.2162714,323.2944714,407.3883714
"TG(56:1) TG(14:0_20:0_22:1)",934.8797504,689.6442764,605.5503764,579.5346764,211.2056364,295.2995364,321.3152364,285.2424364,369.3363364,395.3520364,267.2318714,351.3257714,377.3414714
"TG(56:1) TG(14:1_20:0_22:0)",934.8797504,691.6598764,605.5503764,577.5190764,209.1900364,295.2995364,323.3308364,283.2268364,369.3363364,397.3676364,265.2162714,351.3257714,379.3570714
"TG(56:1) TG(13:0_17:1_26:0)",934.8797504,703.6598764,649.6129764,521.4564764,197.1900364,251.2369364,379.3934364,271.2268364,325.2737364,453.4302364,253.2162714,307.2631714,435.4196714
"TG(56:1) TG(12:0_18:1_26:0)",934.8797504,717.6755764,635.5972764,521.4564764,183.1743364,265.2526364,379.3934364,257.2111364,339.2894364,453.4302364,239.2005714,321.2788714,435.4196714
"TG(56:1) TG(12:0_20:1_24:0)",934.8797504,717.6755764,607.5659764,549.4877764,183.1743364,293.2839364,351.3621364,257.2111364,367.3207364,425.3989364,239.2005714,349.3101714,407.3883714
"TG(56:1) TG(12:0_20:0_24:1)",934.8797504,717.6755764,605.5503764,551.5033764,183.1743364,295.2995364,349.3465364,257.2111364,369.3363364,423.3833364,239.2005714,351.3257714,405.3727714
"TG(56:1) TG(12:0_22:0_22:1)",934.8797504,717.6755764,577.5190764,579.5346764,183.1743364,323.3308364,321.3152364,257.2111364,397.3676364,395.3520364,239.2005714,379.3570714,377.3414714
"TG(56:1) TG(10:0_20:1_26:0)",934.8797504,745.7068764,607.5659764,521.4564764,155.1430364,293.2839364,379.3934364,229.1798364,367.3207364,453.4302364,211.1692714,349.3101714,435.4196714
"TG(56:1) TG(10:0_22:1_24:0)",934.8797504,745.7068764,579.5346764,549.4877764,155.1430364,321.3152364,351.3621364,229.1798364,395.3520364,425.3989364,211.1692714,377.3414714,407.3883714
"TG(56:1) TG(10:0_22:0_24:1)",934.8797504,745.7068764,577.5190764,551.5033764,155.1430364,323.3308364,349.3465364,229.1798364,397.3676364,423.3833364,211.1692714,379.3570714,405.3727714
"TG(56:1) TG(22:1_26:0_8:0)",934.8797504,579.5346764,521.4564764,773.7381764,321.3152364,379.3934364,127.1117364,395.3520364,453.4302364,201.1485364,377.3414714,435.4196714,183.1379714
"TG(56:1) TG(24:0_24:1_8:0)",934.8797504,549.4877764,551.5033764,773.7381764,351.3621364,349.3465364,127.1117364,425.3989364,423.3833364,201.1485364,407.3883714,405.3727714,183.1379714
"TG(56:1) TG(18:1_19:0_19:0)",934.8798504,635.5973764,619.5660764,619.5660764,265.2526364,281.2839364,281.2839364,339.2894364,355.3207364,355.3207364,321.2788714,337.3101714,337.3101714
"TG(56:1) TG(17:0_17:0_22:1)",934.8798504,647.5973764,647.5973764,579.5347764,253.2526364,253.2526364,321.3152364,327.2894364,327.2894364,395.3520364,309.2788714,309.2788714,377.3414714
"TG(56:1) TG(17:0_18:1_21:0)",934.8798504,647.5973764,635.5973764,591.5347764,253.2526364,265.2526364,309.3152364,327.2894364,339.2894364,383.3520364,309.2788714,321.2788714,365.3414714
"TG(56:1) TG(17:0_19:0_20:1)",934.8798504,647.5973764,619.5660764,607.5660764,253.2526364,281.2839364,293.2839364,327.2894364,355.3207364,367.3207364,309.2788714,337.3101714,349.3101714
"TG(56:1) TG(16:1_17:0_23:0)",934.8798504,663.6286764,647.5973764,563.5034764,237.2213364,253.2526364,337.3465364,311.2581364,327.2894364,411.3833364,293.2475714,309.2788714,393.3727714
"TG(56:1) TG(16:1_19:0_21:0)",934.8798504,663.6286764,619.5660764,591.5347764,237.2213364,281.2839364,309.3152364,311.2581364,355.3207364,383.3520364,293.2475714,337.3101714,365.3414714
"TG(56:1) TG(15:0_16:1_25:0)",934.8798504,675.6286764,663.6286764,535.4721764,225.2213364,237.2213364,365.3778364,299.2581364,311.2581364,439.4146364,281.2475714,293.2475714,421.4040714
