HexCer,[M+H]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d21:3/21:1),806.651,788.64044,626.5876,608.577,320.2948,302.2842
HexCer(d21:3/22:0),822.6823,804.67174,642.6189,624.6083,320.2948,302.2842
HexCer(d21:3/22:1),820.6666,802.65604,640.6032,622.5927,320.2948,302.2842
HexCer(d21:3/22:2),818.651,800.64044,638.5876,620.577,320.2948,302.2842
HexCer(d21:3/23:0),836.6979,818.68734,656.6345,638.624,320.2948,302.2842
HexCer(d21:3/23:1),834.6823,816.67174,654.6189,636.6083,320.2948,302.2842
HexCer(d21:3/24:0),850.7136,832.70304,670.6502,652.6396,320.2948,302.2842
HexCer(d21:3/24:1),848.6979,830.68734,668.6345,650.624,320.2948,302.2842
HexCer(d21:3/24:2),846.6823,828.67174,666.6189,648.6083,320.2948,302.2842
HexCer(d21:3/25:0),864.7292,846.71864,684.6658,666.6553,320.2948,302.2842
HexCer(d21:3/25:1),862.7136,844.70304,682.6502,664.6396,320.2948,302.2842
HexCer(d21:3/26:0),878.7449,860.73434,698.6815,680.6709,320.2948,302.2842
HexCer(d21:3/26:1),876.7292,858.71864,696.6658,678.6553,320.2948,302.2842
HexCer(d21:3/26:2),874.7136,856.70304,694.6502,676.6396,320.2948,302.2842
HexCer(d21:3/27:0),892.7606,874.75004,712.6971,694.6866,320.2948,302.2842
HexCer(d21:3/27:1),890.7449,872.73434,710.6815,692.6709,320.2948,302.2842
HexCer(d21:3/28:0),906.7762,888.76564,726.7128,708.7022,320.2948,302.2842
HexCer(d21:3/28:1),904.7606,886.75004,724.6971,706.6866,320.2948,302.2842
HexCer(d21:3/28:2),902.7449,884.73434,722.6815,704.6709,320.2948,302.2842
HexCer(d21:3/29:0),920.7919,902.78134,740.7285,722.7179,320.2948,302.2842
HexCer(d21:3/29:1),918.7762,900.76564,738.7128,720.7022,320.2948,302.2842
HexCer(d21:3/30:0),934.8075,916.79694,754.7441,736.7335,320.2948,302.2842
HexCer(d21:3/30:1),932.7919,914.78134,752.7285,734.7179,320.2948,302.2842
HexCer(d21:3/30:2),930.7762,912.76564,750.7128,732.7022,320.2948,302.2842
HexCer(d21:3/31:0),948.8231,930.81254,768.7598,750.7491,320.2948,302.2842
HexCer(d21:3/31:1),946.8075,928.79694,766.7441,748.7335,320.2948,302.2842
HexCer(d21:3/32:0),962.8388,944.82824,782.7754,764.7648,320.2948,302.2842
HexCer(d21:3/32:1),960.8231,942.81254,780.7598,762.7491,320.2948,302.2842
HexCer(d21:3/32:2),958.8075,940.79694,778.7441,760.7335,320.2948,302.2842
HexCer(d21:3/33:0),976.8544,958.84384,796.791,778.7805,320.2948,302.2842
HexCer(d21:3/33:1),974.8388,956.82824,794.7754,776.7648,320.2948,302.2842
HexCer(d21:3/34:0),990.8701,972.85954,810.8067,792.7961,320.2948,302.2842
HexCer(d21:3/34:1),988.8544,970.84384,808.791,790.7805,320.2948,302.2842
HexCer(d21:3/34:2),986.8388,968.82824,806.7754,788.7648,320.2948,302.2842
HexCer(d21:3/35:0),1004.886,986.87544,824.8223,806.8118,320.2948,302.2842
HexCer(d21:3/35:1),1002.87,984.85944,822.8067,804.7961,320.2948,302.2842
HexCer(d21:3/36:0),1018.901,1000.89044,838.838,820.8274,320.2948,302.2842
HexCer(d21:3/36:1),1016.886,998.87544,836.8223,818.8118,320.2948,302.2842
HexCer(d21:3/36:2),1014.87,996.85944,834.8067,816.7961,320.2948,302.2842
HexCer(d21:3/38:0),1046.933,1028.92244,866.8693,848.8587,320.2948,302.2842
HexCer(d21:3/38:1),1044.917,1026.90644,864.8536,846.8431,320.2948,302.2842
HexCer(d21:3/38:2),1042.901,1024.89044,862.838,844.8274,320.2948,302.2842
HexCer(d21:3/40:0),1074.964,1056.95344,894.9006,876.89,320.2948,302.2842
HexCer(d21:3/40:1),1072.948,1054.93744,892.8849,874.8744,320.2948,302.2842
HexCer(d21:3/40:2),1070.933,1052.92244,890.8693,872.8587,320.2948,302.2842
HexCer(d21:3/42:0),1102.995,1084.98444,922.9319,904.9213,320.2948,302.2842
HexCer(d21:3/42:1),1100.98,1082.96944,920.9163,902.9056,320.2948,302.2842
HexCer(d21:3/42:2),1098.964,1080.95344,918.9006,900.89,320.2948,302.2842
HexCer(d22:1/12:0),700.5728,682.56224,520.5093,502.4988,338.3417,320.3312
HexCer(d22:1/12:1),698.5571,680.54654,518.4937,500.4831,338.3417,320.3312
HexCer(d22:1/13:0),714.5884,696.57784,534.525,516.5144,338.3417,320.3312
HexCer(d22:1/13:1),712.5728,694.56224,532.5093,514.4988,338.3417,320.3312
HexCer(d22:1/14:0),728.6041,710.59354,548.5406,530.5301,338.3417,320.3312
HexCer(d22:1/14:1),726.5884,708.57784,546.525,528.5144,338.3417,320.3312
HexCer(d22:1/15:0),742.6197,724.60914,562.5563,544.5457,338.3417,320.3312
HexCer(d22:1/15:1),740.6041,722.59354,560.5406,542.5301,338.3417,320.3312
HexCer(d22:1/16:0),756.6353,738.62474,576.572,558.5613,338.3417,320.3312
HexCer(d22:1/16:1),754.6197,736.60914,574.5563,556.5457,338.3417,320.3312
HexCer(d22:1/16:2),752.6041,734.59354,572.5406,554.5301,338.3417,320.3312
HexCer(d22:1/17:0),770.651,752.64044,590.5876,572.577,338.3417,320.3312
HexCer(d22:1/18:0),784.6666,766.65604,604.6032,586.5927,338.3417,320.3312
HexCer(d22:1/18:1),782.651,764.64044,602.5876,584.577,338.3417,320.3312
HexCer(d22:1/18:2),780.6353,762.62474,600.572,582.5613,338.3417,320.3312
HexCer(d22:1/19:0),798.6823,780.67174,618.6189,600.6083,338.3417,320.3312
HexCer(d22:1/19:1),796.6666,778.65604,616.6032,598.5927,338.3417,320.3312
HexCer(d22:1/20:0),812.6979,794.68734,632.6345,614.624,338.3417,320.3312
HexCer(d22:1/20:1),810.6823,792.67174,630.6189,612.6083,338.3417,320.3312
HexCer(d22:1/20:2),808.6666,790.65604,628.6032,610.5927,338.3417,320.3312
HexCer(d22:1/21:0),826.7136,808.70304,646.6502,628.6396,338.3417,320.3312
HexCer(d22:1/21:1),824.6979,806.68734,644.6345,626.624,338.3417,320.3312
HexCer(d22:1/22:0),840.7292,822.71864,660.6658,642.6553,338.3417,320.3312
HexCer(d22:1/22:1),838.7136,820.70304,658.6502,640.6396,338.3417,320.3312
HexCer(d22:1/22:2),836.6979,818.68734,656.6345,638.624,338.3417,320.3312
HexCer(d22:1/23:0),854.7449,836.73434,674.6815,656.6709,338.3417,320.3312
HexCer(d22:1/23:1),852.7292,834.71864,672.6658,654.6553,338.3417,320.3312
HexCer(d22:1/24:0),868.7606,850.75004,688.6971,670.6866,338.3417,320.3312
HexCer(d22:1/24:1),866.7449,848.73434,686.6815,668.6709,338.3417,320.3312
HexCer(d22:1/24:2),864.7292,846.71864,684.6658,666.6553,338.3417,320.3312
HexCer(d22:1/25:0),882.7762,864.76564,702.7128,684.7022,338.3417,320.3312
HexCer(d22:1/25:1),880.7606,862.75004,700.6971,682.6866,338.3417,320.3312
HexCer(d22:1/26:0),896.7919,878.78134,716.7285,698.7179,338.3417,320.3312
HexCer(d22:1/26:1),894.7762,876.76564,714.7128,696.7022,338.3417,320.3312
HexCer(d22:1/26:2),892.7606,874.75004,712.6971,694.6866,338.3417,320.3312
HexCer(d22:1/27:0),910.8075,892.79694,730.7441,712.7335,338.3417,320.3312
HexCer(d22:1/27:1),908.7919,890.78134,728.7285,710.7179,338.3417,320.3312
HexCer(d22:1/28:0),924.8231,906.81254,744.7598,726.7491,338.3417,320.3312
HexCer(d22:1/28:1),922.8075,904.79694,742.7441,724.7335,338.3417,320.3312
HexCer(d22:1/28:2),920.7919,902.78134,740.7285,722.7179,338.3417,320.3312
HexCer(d22:1/29:0),938.8388,920.82824,758.7754,740.7648,338.3417,320.3312
HexCer(d22:1/29:1),936.8231,918.81254,756.7598,738.7491,338.3417,320.3312
HexCer(d22:1/30:0),952.8544,934.84384,772.791,754.7805,338.3417,320.3312
HexCer(d22:1/30:1),950.8388,932.82824,770.7754,752.7648,338.3417,320.3312
HexCer(d22:1/30:2),948.8231,930.81254,768.7598,750.7491,338.3417,320.3312
HexCer(d22:1/31:0),966.8701,948.85954,786.8067,768.7961,338.3417,320.3312
HexCer(d22:1/31:1),964.8544,946.84384,784.791,766.7805,338.3417,320.3312
HexCer(d22:1/32:0),980.8857,962.87514,800.8223,782.8118,338.3417,320.3312
HexCer(d22:1/32:1),978.8701,960.85954,798.8067,780.7961,338.3417,320.3312
HexCer(d22:1/32:2),976.8544,958.84384,796.791,778.7805,338.3417,320.3312
HexCer(d22:1/33:0),994.9014,976.89084,814.838,796.8274,338.3417,320.3312
HexCer(d22:1/33:1),992.8857,974.87514,812.8223,794.8118,338.3417,320.3312
HexCer(d22:1/34:0),1008.917,990.90644,828.8536,810.8431,338.3417,320.3312
HexCer(d22:1/34:1),1006.901,988.89044,826.838,808.8274,338.3417,320.3312
HexCer(d22:1/34:2),1004.886,986.87544,824.8223,806.8118,338.3417,320.3312
HexCer(d22:1/35:0),1022.933,1004.92244,842.8693,824.8587,338.3417,320.3312
HexCer(d22:1/35:1),1020.917,1002.90644,840.8536,822.8431,338.3417,320.3312
HexCer(d22:1/36:0),1036.948,1018.93744,856.8849,838.8744,338.3417,320.3312
HexCer(d22:1/36:1),1034.933,1016.92244,854.8693,836.8587,338.3417,320.3312
HexCer(d22:1/36:2),1032.917,1014.90644,852.8536,834.8431,338.3417,320.3312
HexCer(d22:1/38:0),1064.98,1046.96944,884.9163,866.9056,338.3417,320.3312
HexCer(d22:1/38:1),1062.964,1044.95344,882.9006,864.89,338.3417,320.3312
HexCer(d22:1/38:2),1060.948,1042.93744,880.8849,862.8744,338.3417,320.3312
HexCer(d22:1/40:0),1093.011,1075.00044,912.9475,894.937,338.3417,320.3312
HexCer(d22:1/40:1),1090.995,1072.98444,910.9319,892.9213,338.3417,320.3312
HexCer(d22:1/40:2),1088.98,1070.96944,908.9163,890.9056,338.3417,320.3312
HexCer(d22:1/42:0),1121.042,1103.03144,940.9788,922.9683,338.3417,320.3312
HexCer(d22:1/42:1),1119.027,1101.01644,938.9632,920.9526,338.3417,320.3312
HexCer(d22:1/42:2),1117.011,1099.00044,936.9475,918.937,338.3417,320.3312
HexCer(d22:2/12:0),698.5571,680.54654,518.4937,500.4831,336.3261,318.3155
HexCer(d22:2/12:1),696.5414,678.53084,516.478,498.4675,336.3261,318.3155
HexCer(d22:2/13:0),712.5728,694.56224,532.5093,514.4988,336.3261,318.3155
HexCer(d22:2/13:1),710.5571,692.54654,530.4937,512.4831,336.3261,318.3155
HexCer(d22:2/14:0),726.5884,708.57784,546.525,528.5144,336.3261,318.3155
HexCer(d22:2/14:1),724.5728,706.56224,544.5093,526.4988,336.3261,318.3155
HexCer(d22:2/15:0),740.6041,722.59354,560.5406,542.5301,336.3261,318.3155
HexCer(d22:2/15:1),738.5884,720.57784,558.525,540.5144,336.3261,318.3155
HexCer(d22:2/16:0),754.6197,736.60914,574.5563,556.5457,336.3261,318.3155
HexCer(d22:2/16:1),752.6041,734.59354,572.5406,554.5301,336.3261,318.3155
HexCer(d22:2/16:2),750.5884,732.57784,570.525,552.5144,336.3261,318.3155
HexCer(d22:2/17:0),768.6353,750.62474,588.572,570.5613,336.3261,318.3155
HexCer(d22:2/18:0),782.651,764.64044,602.5876,584.577,336.3261,318.3155
HexCer(d22:2/18:1),780.6353,762.62474,600.572,582.5613,336.3261,318.3155
HexCer(d22:2/18:2),778.6197,760.60914,598.5563,580.5457,336.3261,318.3155
HexCer(d22:2/19:0),796.6666,778.65604,616.6032,598.5927,336.3261,318.3155
HexCer(d22:2/19:1),794.651,776.64044,614.5876,596.577,336.3261,318.3155
HexCer(d22:2/20:0),810.6823,792.67174,630.6189,612.6083,336.3261,318.3155
HexCer(d22:2/20:1),808.6666,790.65604,628.6032,610.5927,336.3261,318.3155
HexCer(d22:2/20:2),806.651,788.64044,626.5876,608.577,336.3261,318.3155
HexCer(d22:2/21:0),824.6979,806.68734,644.6345,626.624,336.3261,318.3155
HexCer(d22:2/21:1),822.6823,804.67174,642.6189,624.6083,336.3261,318.3155
HexCer(d22:2/22:0),838.7136,820.70304,658.6502,640.6396,336.3261,318.3155
HexCer(d22:2/22:1),836.6979,818.68734,656.6345,638.624,336.3261,318.3155
HexCer(d22:2/22:2),834.6823,816.67174,654.6189,636.6083,336.3261,318.3155
HexCer(d22:2/23:0),852.7292,834.71864,672.6658,654.6553,336.3261,318.3155
HexCer(d22:2/23:1),850.7136,832.70304,670.6502,652.6396,336.3261,318.3155
HexCer(d22:2/24:0),866.7449,848.73434,686.6815,668.6709,336.3261,318.3155
HexCer(d22:2/24:1),864.7292,846.71864,684.6658,666.6553,336.3261,318.3155
HexCer(d22:2/24:2),862.7136,844.70304,682.6502,664.6396,336.3261,318.3155
HexCer(d22:2/25:0),880.7606,862.75004,700.6971,682.6866,336.3261,318.3155
HexCer(d22:2/25:1),878.7449,860.73434,698.6815,680.6709,336.3261,318.3155
HexCer(d22:2/26:0),894.7762,876.76564,714.7128,696.7022,336.3261,318.3155
HexCer(d22:2/26:1),892.7606,874.75004,712.6971,694.6866,336.3261,318.3155
HexCer(d22:2/26:2),890.7449,872.73434,710.6815,692.6709,336.3261,318.3155
HexCer(d22:2/27:0),908.7919,890.78134,728.7285,710.7179,336.3261,318.3155
HexCer(d22:2/27:1),906.7762,888.76564,726.7128,708.7022,336.3261,318.3155
HexCer(d22:2/28:0),922.8075,904.79694,742.7441,724.7335,336.3261,318.3155
HexCer(d22:2/28:1),920.7919,902.78134,740.7285,722.7179,336.3261,318.3155
HexCer(d22:2/28:2),918.7762,900.76564,738.7128,720.7022,336.3261,318.3155
HexCer(d22:2/29:0),936.8231,918.81254,756.7598,738.7491,336.3261,318.3155
HexCer(d22:2/29:1),934.8075,916.79694,754.7441,736.7335,336.3261,318.3155
HexCer(d22:2/30:0),950.8388,932.82824,770.7754,752.7648,336.3261,318.3155
HexCer(d22:2/30:1),948.8231,930.81254,768.7598,750.7491,336.3261,318.3155
HexCer(d22:2/30:2),946.8075,928.79694,766.7441,748.7335,336.3261,318.3155
HexCer(d22:2/31:0),964.8544,946.84384,784.791,766.7805,336.3261,318.3155
HexCer(d22:2/31:1),962.8388,944.82824,782.7754,764.7648,336.3261,318.3155
HexCer(d22:2/32:0),978.8701,960.85954,798.8067,780.7961,336.3261,318.3155
HexCer(d22:2/32:1),976.8544,958.84384,796.791,778.7805,336.3261,318.3155
HexCer(d22:2/32:2),974.8388,956.82824,794.7754,776.7648,336.3261,318.3155
HexCer(d22:2/33:0),992.8857,974.87514,812.8223,794.8118,336.3261,318.3155
HexCer(d22:2/33:1),990.8701,972.85954,810.8067,792.7961,336.3261,318.3155
HexCer(d22:2/34:0),1006.901,988.89044,826.838,808.8274,336.3261,318.3155
HexCer(d22:2/34:1),1004.886,986.87544,824.8223,806.8118,336.3261,318.3155
HexCer(d22:2/34:2),1002.87,984.85944,822.8067,804.7961,336.3261,318.3155
HexCer(d22:2/35:0),1020.917,1002.90644,840.8536,822.8431,336.3261,318.3155
HexCer(d22:2/35:1),1018.901,1000.89044,838.838,820.8274,336.3261,318.3155
HexCer(d22:2/36:0),1034.933,1016.92244,854.8693,836.8587,336.3261,318.3155
HexCer(d22:2/36:1),1032.917,1014.90644,852.8536,834.8431,336.3261,318.3155
HexCer(d22:2/36:2),1030.901,1012.89044,850.838,832.8274,336.3261,318.3155
HexCer(d22:2/38:0),1062.964,1044.95344,882.9006,864.89,336.3261,318.3155
HexCer(d22:2/38:1),1060.948,1042.93744,880.8849,862.8744,336.3261,318.3155
HexCer(d22:2/38:2),1058.933,1040.92244,878.8693,860.8587,336.3261,318.3155
HexCer(d22:2/40:0),1090.995,1072.98444,910.9319,892.9213,336.3261,318.3155
HexCer(d22:2/40:1),1088.98,1070.96944,908.9163,890.9056,336.3261,318.3155
HexCer(d22:2/40:2),1086.964,1068.95344,906.9006,888.89,336.3261,318.3155
HexCer(d22:2/42:0),1119.027,1101.01644,938.9632,920.9526,336.3261,318.3155
HexCer(d22:2/42:1),1117.011,1099.00044,936.9475,918.937,336.3261,318.3155
HexCer(d22:2/42:2),1114.995,1096.98444,934.9319,916.9213,336.3261,318.3155
HexCer(d22:3/12:0),696.5414,678.53084,516.478,498.4675,334.3105,316.2999
HexCer(d22:3/12:1),694.5258,676.51524,514.4624,496.4518,334.3105,316.2999
HexCer(d22:3/13:0),710.5571,692.54654,530.4937,512.4831,334.3105,316.2999
HexCer(d22:3/13:1),708.5414,690.53084,528.478,510.4675,334.3105,316.2999
HexCer(d22:3/14:0),724.5728,706.56224,544.5093,526.4988,334.3105,316.2999
HexCer(d22:3/14:1),722.5571,704.54654,542.4937,524.4831,334.3105,316.2999
HexCer(d22:3/15:0),738.5884,720.57784,558.525,540.5144,334.3105,316.2999
HexCer(d22:3/15:1),736.5728,718.56224,556.5093,538.4988,334.3105,316.2999
HexCer(d22:3/16:0),752.6041,734.59354,572.5406,554.5301,334.3105,316.2999
HexCer(d22:3/16:1),750.5884,732.57784,570.525,552.5144,334.3105,316.2999
HexCer(d22:3/16:2),748.5728,730.56224,568.5093,550.4988,334.3105,316.2999
HexCer(d22:3/17:0),766.6197,748.60914,586.5563,568.5457,334.3105,316.2999
HexCer(d22:3/18:0),780.6353,762.62474,600.572,582.5613,334.3105,316.2999
HexCer(d22:3/18:1),778.6197,760.60914,598.5563,580.5457,334.3105,316.2999
HexCer(d22:3/18:2),776.6041,758.59354,596.5406,578.5301,334.3105,316.2999
HexCer(d22:3/19:0),794.651,776.64044,614.5876,596.577,334.3105,316.2999
HexCer(d22:3/19:1),792.6353,774.62474,612.572,594.5613,334.3105,316.2999
HexCer(d22:3/20:0),808.6666,790.65604,628.6032,610.5927,334.3105,316.2999
HexCer(d22:3/20:1),806.651,788.64044,626.5876,608.577,334.3105,316.2999
HexCer(d22:3/20:2),804.6353,786.62474,624.572,606.5613,334.3105,316.2999
HexCer(d22:3/21:0),822.6823,804.67174,642.6189,624.6083,334.3105,316.2999
HexCer(d22:3/21:1),820.6666,802.65604,640.6032,622.5927,334.3105,316.2999
HexCer(d22:3/22:0),836.6979,818.68734,656.6345,638.624,334.3105,316.2999
HexCer(d22:3/22:1),834.6823,816.67174,654.6189,636.6083,334.3105,316.2999
HexCer(d22:3/22:2),832.6666,814.65604,652.6032,634.5927,334.3105,316.2999
HexCer(d22:3/23:0),850.7136,832.70304,670.6502,652.6396,334.3105,316.2999
HexCer(d22:3/23:1),848.6979,830.68734,668.6345,650.624,334.3105,316.2999
HexCer(d22:3/24:0),864.7292,846.71864,684.6658,666.6553,334.3105,316.2999
HexCer(d22:3/24:1),862.7136,844.70304,682.6502,664.6396,334.3105,316.2999
HexCer(d22:3/24:2),860.6979,842.68734,680.6345,662.624,334.3105,316.2999
HexCer(d22:3/25:0),878.7449,860.73434,698.6815,680.6709,334.3105,316.2999
HexCer(d22:3/25:1),876.7292,858.71864,696.6658,678.6553,334.3105,316.2999
HexCer(d22:3/26:0),892.7606,874.75004,712.6971,694.6866,334.3105,316.2999
HexCer(d22:3/26:1),890.7449,872.73434,710.6815,692.6709,334.3105,316.2999
HexCer(d22:3/26:2),888.7292,870.71864,708.6658,690.6553,334.3105,316.2999
HexCer(d22:3/27:0),906.7762,888.76564,726.7128,708.7022,334.3105,316.2999
HexCer(d22:3/27:1),904.7606,886.75004,724.6971,706.6866,334.3105,316.2999
HexCer(d22:3/28:0),920.7919,902.78134,740.7285,722.7179,334.3105,316.2999
HexCer(d22:3/28:1),918.7762,900.76564,738.7128,720.7022,334.3105,316.2999
HexCer(d22:3/28:2),916.7606,898.75004,736.6971,718.6866,334.3105,316.2999
HexCer(d22:3/29:0),934.8075,916.79694,754.7441,736.7335,334.3105,316.2999
HexCer(d22:3/29:1),932.7919,914.78134,752.7285,734.7179,334.3105,316.2999
HexCer(d22:3/30:0),948.8231,930.81254,768.7598,750.7491,334.3105,316.2999
HexCer(d22:3/30:1),946.8075,928.79694,766.7441,748.7335,334.3105,316.2999
HexCer(d22:3/30:2),944.7919,926.78134,764.7285,746.7179,334.3105,316.2999
HexCer(d22:3/31:0),962.8388,944.82824,782.7754,764.7648,334.3105,316.2999
HexCer(d22:3/31:1),960.8231,942.81254,780.7598,762.7491,334.3105,316.2999
HexCer(d22:3/32:0),976.8544,958.84384,796.791,778.7805,334.3105,316.2999
HexCer(d22:3/32:1),974.8388,956.82824,794.7754,776.7648,334.3105,316.2999
HexCer(d22:3/32:2),972.8231,954.81254,792.7598,774.7491,334.3105,316.2999
HexCer(d22:3/33:0),990.8701,972.85954,810.8067,792.7961,334.3105,316.2999
HexCer(d22:3/33:1),988.8544,970.84384,808.791,790.7805,334.3105,316.2999
HexCer(d22:3/34:0),1004.886,986.87544,824.8223,806.8118,334.3105,316.2999
HexCer(d22:3/34:1),1002.87,984.85944,822.8067,804.7961,334.3105,316.2999
HexCer(d22:3/34:2),1000.854,982.84344,820.791,802.7805,334.3105,316.2999
HexCer(d22:3/35:0),1018.901,1000.89044,838.838,820.8274,334.3105,316.2999
HexCer(d22:3/35:1),1016.886,998.87544,836.8223,818.8118,334.3105,316.2999
HexCer(d22:3/36:0),1032.917,1014.90644,852.8536,834.8431,334.3105,316.2999
HexCer(d22:3/36:1),1030.901,1012.89044,850.838,832.8274,334.3105,316.2999
HexCer(d22:3/36:2),1028.886,1010.87544,848.8223,830.8118,334.3105,316.2999
HexCer(d22:3/38:0),1060.948,1042.93744,880.8849,862.8744,334.3105,316.2999
HexCer(d22:3/38:1),1058.933,1040.92244,878.8693,860.8587,334.3105,316.2999
HexCer(d22:3/38:2),1056.917,1038.90644,876.8536,858.8431,334.3105,316.2999
HexCer(d22:3/40:0),1088.98,1070.96944,908.9163,890.9056,334.3105,316.2999
HexCer(d22:3/40:1),1086.964,1068.95344,906.9006,888.89,334.3105,316.2999
HexCer(d22:3/40:2),1084.948,1066.93744,904.8849,886.8744,334.3105,316.2999
HexCer(d22:3/42:0),1117.011,1099.00044,936.9475,918.937,334.3105,316.2999
HexCer(d22:3/42:1),1114.995,1096.98444,934.9319,916.9213,334.3105,316.2999
HexCer(d22:3/42:2),1112.98,1094.96944,932.9163,914.9056,334.3105,316.2999
HexCer(d23:1/12:0),714.5884,696.57784,534.525,516.5144,352.3574,334.3468
HexCer(d23:1/12:1),712.5728,694.56224,532.5093,514.4988,352.3574,334.3468
HexCer(d23:1/13:0),728.6041,710.59354,548.5406,530.5301,352.3574,334.3468
HexCer(d23:1/13:1),726.5884,708.57784,546.525,528.5144,352.3574,334.3468
HexCer(d23:1/14:0),742.6197,724.60914,562.5563,544.5457,352.3574,334.3468
HexCer(d23:1/14:1),740.6041,722.59354,560.5406,542.5301,352.3574,334.3468
HexCer(d23:1/15:0),756.6353,738.62474,576.572,558.5613,352.3574,334.3468
HexCer(d23:1/15:1),754.6197,736.60914,574.5563,556.5457,352.3574,334.3468
HexCer(d23:1/16:0),770.651,752.64044,590.5876,572.577,352.3574,334.3468
HexCer(d23:1/16:1),768.6353,750.62474,588.572,570.5613,352.3574,334.3468
HexCer(d23:1/16:2),766.6197,748.60914,586.5563,568.5457,352.3574,334.3468
HexCer(d23:1/17:0),784.6666,766.65604,604.6032,586.5927,352.3574,334.3468
HexCer(d23:1/18:0),798.6823,780.67174,618.6189,600.6083,352.3574,334.3468
HexCer(d23:1/18:1),796.6666,778.65604,616.6032,598.5927,352.3574,334.3468
HexCer(d23:1/18:2),794.651,776.64044,614.5876,596.577,352.3574,334.3468
HexCer(d23:1/19:0),812.6979,794.68734,632.6345,614.624,352.3574,334.3468
HexCer(d23:1/19:1),810.6823,792.67174,630.6189,612.6083,352.3574,334.3468
HexCer(d23:1/20:0),826.7136,808.70304,646.6502,628.6396,352.3574,334.3468
HexCer(d23:1/20:1),824.6979,806.68734,644.6345,626.624,352.3574,334.3468
HexCer(d23:1/20:2),822.6823,804.67174,642.6189,624.6083,352.3574,334.3468
HexCer(d23:1/21:0),840.7292,822.71864,660.6658,642.6553,352.3574,334.3468
HexCer(d23:1/21:1),838.7136,820.70304,658.6502,640.6396,352.3574,334.3468
HexCer(d23:1/22:0),854.7449,836.73434,674.6815,656.6709,352.3574,334.3468
HexCer(d23:1/22:1),852.7292,834.71864,672.6658,654.6553,352.3574,334.3468
HexCer(d23:1/22:2),850.7136,832.70304,670.6502,652.6396,352.3574,334.3468
HexCer(d23:1/23:0),868.7606,850.75004,688.6971,670.6866,352.3574,334.3468
HexCer(d23:1/23:1),866.7449,848.73434,686.6815,668.6709,352.3574,334.3468
HexCer(d23:1/24:0),882.7762,864.76564,702.7128,684.7022,352.3574,334.3468
HexCer(d23:1/24:1),880.7606,862.75004,700.6971,682.6866,352.3574,334.3468
HexCer(d23:1/24:2),878.7449,860.73434,698.6815,680.6709,352.3574,334.3468
HexCer(d23:1/25:0),896.7919,878.78134,716.7285,698.7179,352.3574,334.3468
HexCer(d23:1/25:1),894.7762,876.76564,714.7128,696.7022,352.3574,334.3468
HexCer(d23:1/26:0),910.8075,892.79694,730.7441,712.7335,352.3574,334.3468
HexCer(d23:1/26:1),908.7919,890.78134,728.7285,710.7179,352.3574,334.3468
HexCer(d23:1/26:2),906.7762,888.76564,726.7128,708.7022,352.3574,334.3468
HexCer(d23:1/27:0),924.8231,906.81254,744.7598,726.7491,352.3574,334.3468
HexCer(d23:1/27:1),922.8075,904.79694,742.7441,724.7335,352.3574,334.3468
HexCer(d23:1/28:0),938.8388,920.82824,758.7754,740.7648,352.3574,334.3468
HexCer(d23:1/28:1),936.8231,918.81254,756.7598,738.7491,352.3574,334.3468
HexCer(d23:1/28:2),934.8075,916.79694,754.7441,736.7335,352.3574,334.3468
HexCer(d23:1/29:0),952.8544,934.84384,772.791,754.7805,352.3574,334.3468
HexCer(d23:1/29:1),950.8388,932.82824,770.7754,752.7648,352.3574,334.3468
HexCer(d23:1/30:0),966.8701,948.85954,786.8067,768.7961,352.3574,334.3468
HexCer(d23:1/30:1),964.8544,946.84384,784.791,766.7805,352.3574,334.3468
HexCer(d23:1/30:2),962.8388,944.82824,782.7754,764.7648,352.3574,334.3468
HexCer(d23:1/31:0),980.8857,962.87514,800.8223,782.8118,352.3574,334.3468
HexCer(d23:1/31:1),978.8701,960.85954,798.8067,780.7961,352.3574,334.3468
HexCer(d23:1/32:0),994.9014,976.89084,814.838,796.8274,352.3574,334.3468
HexCer(d23:1/32:1),992.8857,974.87514,812.8223,794.8118,352.3574,334.3468
HexCer(d23:1/32:2),990.8701,972.85954,810.8067,792.7961,352.3574,334.3468
HexCer(d23:1/33:0),1008.917,990.90644,828.8536,810.8431,352.3574,334.3468
HexCer(d23:1/33:1),1006.901,988.89044,826.838,808.8274,352.3574,334.3468
HexCer(d23:1/34:0),1022.933,1004.92244,842.8693,824.8587,352.3574,334.3468
HexCer(d23:1/34:1),1020.917,1002.90644,840.8536,822.8431,352.3574,334.3468
HexCer(d23:1/34:2),1018.901,1000.89044,838.838,820.8274,352.3574,334.3468
HexCer(d23:1/35:0),1036.948,1018.93744,856.8849,838.8744,352.3574,334.3468
HexCer(d23:1/35:1),1034.933,1016.92244,854.8693,836.8587,352.3574,334.3468
HexCer(d23:1/36:0),1050.964,1032.95344,870.9006,852.89,352.3574,334.3468
HexCer(d23:1/36:1),1048.948,1030.93744,868.8849,850.8744,352.3574,334.3468
HexCer(d23:1/36:2),1046.933,1028.92244,866.8693,848.8587,352.3574,334.3468
HexCer(d23:1/38:0),1078.995,1060.98444,898.9319,880.9213,352.3574,334.3468
