HexCer,[M+H]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d23:1/38:1),1076.98,1058.96944,896.9163,878.9056,352.3574,334.3468
HexCer(d23:1/38:2),1074.964,1056.95344,894.9006,876.89,352.3574,334.3468
HexCer(d23:1/40:0),1107.027,1089.01644,926.9632,908.9526,352.3574,334.3468
HexCer(d23:1/40:1),1105.011,1087.00044,924.9475,906.937,352.3574,334.3468
HexCer(d23:1/40:2),1102.995,1084.98444,922.9319,904.9213,352.3574,334.3468
HexCer(d23:1/42:0),1135.058,1117.04744,954.9945,936.9839,352.3574,334.3468
HexCer(d23:1/42:1),1133.042,1115.03144,952.9788,934.9683,352.3574,334.3468
HexCer(d23:1/42:2),1131.027,1113.01644,950.9632,932.9526,352.3574,334.3468
HexCer(d23:2/12:0),712.5728,694.56224,532.5093,514.4988,350.3417,332.3312
HexCer(d23:2/12:1),710.5571,692.54654,530.4937,512.4831,350.3417,332.3312
HexCer(d23:2/13:0),726.5884,708.57784,546.525,528.5144,350.3417,332.3312
HexCer(d23:2/13:1),724.5728,706.56224,544.5093,526.4988,350.3417,332.3312
HexCer(d23:2/14:0),740.6041,722.59354,560.5406,542.5301,350.3417,332.3312
HexCer(d23:2/14:1),738.5884,720.57784,558.525,540.5144,350.3417,332.3312
HexCer(d23:2/15:0),754.6197,736.60914,574.5563,556.5457,350.3417,332.3312
HexCer(d23:2/15:1),752.6041,734.59354,572.5406,554.5301,350.3417,332.3312
HexCer(d23:2/16:0),768.6353,750.62474,588.572,570.5613,350.3417,332.3312
HexCer(d23:2/16:1),766.6197,748.60914,586.5563,568.5457,350.3417,332.3312
HexCer(d23:2/16:2),764.6041,746.59354,584.5406,566.5301,350.3417,332.3312
HexCer(d23:2/17:0),782.651,764.64044,602.5876,584.577,350.3417,332.3312
HexCer(d23:2/18:0),796.6666,778.65604,616.6032,598.5927,350.3417,332.3312
HexCer(d23:2/18:1),794.651,776.64044,614.5876,596.577,350.3417,332.3312
HexCer(d23:2/18:2),792.6353,774.62474,612.572,594.5613,350.3417,332.3312
HexCer(d23:2/19:0),810.6823,792.67174,630.6189,612.6083,350.3417,332.3312
HexCer(d23:2/19:1),808.6666,790.65604,628.6032,610.5927,350.3417,332.3312
HexCer(d23:2/20:0),824.6979,806.68734,644.6345,626.624,350.3417,332.3312
HexCer(d23:2/20:1),822.6823,804.67174,642.6189,624.6083,350.3417,332.3312
HexCer(d23:2/20:2),820.6666,802.65604,640.6032,622.5927,350.3417,332.3312
HexCer(d23:2/21:0),838.7136,820.70304,658.6502,640.6396,350.3417,332.3312
HexCer(d23:2/21:1),836.6979,818.68734,656.6345,638.624,350.3417,332.3312
HexCer(d23:2/22:0),852.7292,834.71864,672.6658,654.6553,350.3417,332.3312
HexCer(d23:2/22:1),850.7136,832.70304,670.6502,652.6396,350.3417,332.3312
HexCer(d23:2/22:2),848.6979,830.68734,668.6345,650.624,350.3417,332.3312
HexCer(d23:2/23:0),866.7449,848.73434,686.6815,668.6709,350.3417,332.3312
HexCer(d23:2/23:1),864.7292,846.71864,684.6658,666.6553,350.3417,332.3312
HexCer(d23:2/24:0),880.7606,862.75004,700.6971,682.6866,350.3417,332.3312
HexCer(d23:2/24:1),878.7449,860.73434,698.6815,680.6709,350.3417,332.3312
HexCer(d23:2/24:2),876.7292,858.71864,696.6658,678.6553,350.3417,332.3312
HexCer(d23:2/25:0),894.7762,876.76564,714.7128,696.7022,350.3417,332.3312
HexCer(d23:2/25:1),892.7606,874.75004,712.6971,694.6866,350.3417,332.3312
HexCer(d23:2/26:0),908.7919,890.78134,728.7285,710.7179,350.3417,332.3312
HexCer(d23:2/26:1),906.7762,888.76564,726.7128,708.7022,350.3417,332.3312
HexCer(d23:2/26:2),904.7606,886.75004,724.6971,706.6866,350.3417,332.3312
HexCer(d23:2/27:0),922.8075,904.79694,742.7441,724.7335,350.3417,332.3312
HexCer(d23:2/27:1),920.7919,902.78134,740.7285,722.7179,350.3417,332.3312
HexCer(d23:2/28:0),936.8231,918.81254,756.7598,738.7491,350.3417,332.3312
HexCer(d23:2/28:1),934.8075,916.79694,754.7441,736.7335,350.3417,332.3312
HexCer(d23:2/28:2),932.7919,914.78134,752.7285,734.7179,350.3417,332.3312
HexCer(d23:2/29:0),950.8388,932.82824,770.7754,752.7648,350.3417,332.3312
HexCer(d23:2/29:1),948.8231,930.81254,768.7598,750.7491,350.3417,332.3312
HexCer(d23:2/30:0),964.8544,946.84384,784.791,766.7805,350.3417,332.3312
HexCer(d23:2/30:1),962.8388,944.82824,782.7754,764.7648,350.3417,332.3312
HexCer(d23:2/30:2),960.8231,942.81254,780.7598,762.7491,350.3417,332.3312
HexCer(d23:2/31:0),978.8701,960.85954,798.8067,780.7961,350.3417,332.3312
HexCer(d23:2/31:1),976.8544,958.84384,796.791,778.7805,350.3417,332.3312
HexCer(d23:2/32:0),992.8857,974.87514,812.8223,794.8118,350.3417,332.3312
HexCer(d23:2/32:1),990.8701,972.85954,810.8067,792.7961,350.3417,332.3312
HexCer(d23:2/32:2),988.8544,970.84384,808.791,790.7805,350.3417,332.3312
HexCer(d23:2/33:0),1006.901,988.89044,826.838,808.8274,350.3417,332.3312
HexCer(d23:2/33:1),1004.886,986.87544,824.8223,806.8118,350.3417,332.3312
HexCer(d23:2/34:0),1020.917,1002.90644,840.8536,822.8431,350.3417,332.3312
HexCer(d23:2/34:1),1018.901,1000.89044,838.838,820.8274,350.3417,332.3312
HexCer(d23:2/34:2),1016.886,998.87544,836.8223,818.8118,350.3417,332.3312
HexCer(d23:2/35:0),1034.933,1016.92244,854.8693,836.8587,350.3417,332.3312
HexCer(d23:2/35:1),1032.917,1014.90644,852.8536,834.8431,350.3417,332.3312
HexCer(d23:2/36:0),1048.948,1030.93744,868.8849,850.8744,350.3417,332.3312
HexCer(d23:2/36:1),1046.933,1028.92244,866.8693,848.8587,350.3417,332.3312
HexCer(d23:2/36:2),1044.917,1026.90644,864.8536,846.8431,350.3417,332.3312
HexCer(d23:2/38:0),1076.98,1058.96944,896.9163,878.9056,350.3417,332.3312
HexCer(d23:2/38:1),1074.964,1056.95344,894.9006,876.89,350.3417,332.3312
HexCer(d23:2/38:2),1072.948,1054.93744,892.8849,874.8744,350.3417,332.3312
HexCer(d23:2/40:0),1105.011,1087.00044,924.9475,906.937,350.3417,332.3312
HexCer(d23:2/40:1),1102.995,1084.98444,922.9319,904.9213,350.3417,332.3312
HexCer(d23:2/40:2),1100.98,1082.96944,920.9163,902.9056,350.3417,332.3312
HexCer(d23:2/42:0),1133.042,1115.03144,952.9788,934.9683,350.3417,332.3312
HexCer(d23:2/42:1),1131.027,1113.01644,950.9632,932.9526,350.3417,332.3312
HexCer(d23:2/42:2),1129.011,1111.00044,948.9475,930.937,350.3417,332.3312
HexCer(d23:3/12:0),710.5571,692.54654,530.4937,512.4831,348.3261,330.3155
HexCer(d23:3/12:1),708.5414,690.53084,528.478,510.4675,348.3261,330.3155
HexCer(d23:3/13:0),724.5728,706.56224,544.5093,526.4988,348.3261,330.3155
HexCer(d23:3/13:1),722.5571,704.54654,542.4937,524.4831,348.3261,330.3155
HexCer(d23:3/14:0),738.5884,720.57784,558.525,540.5144,348.3261,330.3155
HexCer(d23:3/14:1),736.5728,718.56224,556.5093,538.4988,348.3261,330.3155
HexCer(d23:3/15:0),752.6041,734.59354,572.5406,554.5301,348.3261,330.3155
HexCer(d23:3/15:1),750.5884,732.57784,570.525,552.5144,348.3261,330.3155
HexCer(d23:3/16:0),766.6197,748.60914,586.5563,568.5457,348.3261,330.3155
HexCer(d23:3/16:1),764.6041,746.59354,584.5406,566.5301,348.3261,330.3155
HexCer(d23:3/16:2),762.5884,744.57784,582.525,564.5144,348.3261,330.3155
HexCer(d23:3/17:0),780.6353,762.62474,600.572,582.5613,348.3261,330.3155
HexCer(d23:3/18:0),794.651,776.64044,614.5876,596.577,348.3261,330.3155
HexCer(d23:3/18:1),792.6353,774.62474,612.572,594.5613,348.3261,330.3155
HexCer(d23:3/18:2),790.6197,772.60914,610.5563,592.5457,348.3261,330.3155
HexCer(d23:3/19:0),808.6666,790.65604,628.6032,610.5927,348.3261,330.3155
HexCer(d23:3/19:1),806.651,788.64044,626.5876,608.577,348.3261,330.3155
HexCer(d23:3/20:0),822.6823,804.67174,642.6189,624.6083,348.3261,330.3155
HexCer(d23:3/20:1),820.6666,802.65604,640.6032,622.5927,348.3261,330.3155
HexCer(d23:3/20:2),818.651,800.64044,638.5876,620.577,348.3261,330.3155
HexCer(d23:3/21:0),836.6979,818.68734,656.6345,638.624,348.3261,330.3155
HexCer(d23:3/21:1),834.6823,816.67174,654.6189,636.6083,348.3261,330.3155
HexCer(d23:3/22:0),850.7136,832.70304,670.6502,652.6396,348.3261,330.3155
HexCer(d23:3/22:1),848.6979,830.68734,668.6345,650.624,348.3261,330.3155
HexCer(d23:3/22:2),846.6823,828.67174,666.6189,648.6083,348.3261,330.3155
HexCer(d23:3/23:0),864.7292,846.71864,684.6658,666.6553,348.3261,330.3155
HexCer(d23:3/23:1),862.7136,844.70304,682.6502,664.6396,348.3261,330.3155
HexCer(d23:3/24:0),878.7449,860.73434,698.6815,680.6709,348.3261,330.3155
HexCer(d23:3/24:1),876.7292,858.71864,696.6658,678.6553,348.3261,330.3155
HexCer(d23:3/24:2),874.7136,856.70304,694.6502,676.6396,348.3261,330.3155
HexCer(d23:3/25:0),892.7606,874.75004,712.6971,694.6866,348.3261,330.3155
HexCer(d23:3/25:1),890.7449,872.73434,710.6815,692.6709,348.3261,330.3155
HexCer(d23:3/26:0),906.7762,888.76564,726.7128,708.7022,348.3261,330.3155
HexCer(d23:3/26:1),904.7606,886.75004,724.6971,706.6866,348.3261,330.3155
HexCer(d23:3/26:2),902.7449,884.73434,722.6815,704.6709,348.3261,330.3155
HexCer(d23:3/27:0),920.7919,902.78134,740.7285,722.7179,348.3261,330.3155
HexCer(d23:3/27:1),918.7762,900.76564,738.7128,720.7022,348.3261,330.3155
HexCer(d23:3/28:0),934.8075,916.79694,754.7441,736.7335,348.3261,330.3155
HexCer(d23:3/28:1),932.7919,914.78134,752.7285,734.7179,348.3261,330.3155
HexCer(d23:3/28:2),930.7762,912.76564,750.7128,732.7022,348.3261,330.3155
HexCer(d23:3/29:0),948.8231,930.81254,768.7598,750.7491,348.3261,330.3155
HexCer(d23:3/29:1),946.8075,928.79694,766.7441,748.7335,348.3261,330.3155
HexCer(d23:3/30:0),962.8388,944.82824,782.7754,764.7648,348.3261,330.3155
HexCer(d23:3/30:1),960.8231,942.81254,780.7598,762.7491,348.3261,330.3155
HexCer(d23:3/30:2),958.8075,940.79694,778.7441,760.7335,348.3261,330.3155
HexCer(d23:3/31:0),976.8544,958.84384,796.791,778.7805,348.3261,330.3155
HexCer(d23:3/31:1),974.8388,956.82824,794.7754,776.7648,348.3261,330.3155
HexCer(d23:3/32:0),990.8701,972.85954,810.8067,792.7961,348.3261,330.3155
HexCer(d23:3/32:1),988.8544,970.84384,808.791,790.7805,348.3261,330.3155
HexCer(d23:3/32:2),986.8388,968.82824,806.7754,788.7648,348.3261,330.3155
HexCer(d23:3/33:0),1004.886,986.87544,824.8223,806.8118,348.3261,330.3155
HexCer(d23:3/33:1),1002.87,984.85944,822.8067,804.7961,348.3261,330.3155
HexCer(d23:3/34:0),1018.901,1000.89044,838.838,820.8274,348.3261,330.3155
HexCer(d23:3/34:1),1016.886,998.87544,836.8223,818.8118,348.3261,330.3155
HexCer(d23:3/34:2),1014.87,996.85944,834.8067,816.7961,348.3261,330.3155
HexCer(d23:3/35:0),1032.917,1014.90644,852.8536,834.8431,348.3261,330.3155
HexCer(d23:3/35:1),1030.901,1012.89044,850.838,832.8274,348.3261,330.3155
HexCer(d23:3/36:0),1046.933,1028.92244,866.8693,848.8587,348.3261,330.3155
HexCer(d23:3/36:1),1044.917,1026.90644,864.8536,846.8431,348.3261,330.3155
HexCer(d23:3/36:2),1042.901,1024.89044,862.838,844.8274,348.3261,330.3155
HexCer(d23:3/38:0),1074.964,1056.95344,894.9006,876.89,348.3261,330.3155
HexCer(d23:3/38:1),1072.948,1054.93744,892.8849,874.8744,348.3261,330.3155
HexCer(d23:3/38:2),1070.933,1052.92244,890.8693,872.8587,348.3261,330.3155
HexCer(d23:3/40:0),1102.995,1084.98444,922.9319,904.9213,348.3261,330.3155
HexCer(d23:3/40:1),1100.98,1082.96944,920.9163,902.9056,348.3261,330.3155
HexCer(d23:3/40:2),1098.964,1080.95344,918.9006,900.89,348.3261,330.3155
HexCer(d23:3/42:0),1131.027,1113.01644,950.9632,932.9526,348.3261,330.3155
HexCer(d23:3/42:1),1129.011,1111.00044,948.9475,930.937,348.3261,330.3155
HexCer(d23:3/42:2),1126.995,1108.98444,946.9319,928.9213,348.3261,330.3155
HexCer(d24:1/12:0),728.6041,710.59354,548.5406,530.5301,366.373,348.3625
HexCer(d24:1/12:1),726.5884,708.57784,546.525,528.5144,366.373,348.3625
HexCer(d24:1/13:0),742.6197,724.60914,562.5563,544.5457,366.373,348.3625
HexCer(d24:1/13:1),740.6041,722.59354,560.5406,542.5301,366.373,348.3625
HexCer(d24:1/14:0),756.6353,738.62474,576.572,558.5613,366.373,348.3625
HexCer(d24:1/14:1),754.6197,736.60914,574.5563,556.5457,366.373,348.3625
HexCer(d24:1/15:0),770.651,752.64044,590.5876,572.577,366.373,348.3625
HexCer(d24:1/15:1),768.6353,750.62474,588.572,570.5613,366.373,348.3625
HexCer(d24:1/16:0),784.6666,766.65604,604.6032,586.5927,366.373,348.3625
HexCer(d24:1/16:1),782.651,764.64044,602.5876,584.577,366.373,348.3625
HexCer(d24:1/16:2),780.6353,762.62474,600.572,582.5613,366.373,348.3625
HexCer(d24:1/17:0),798.6823,780.67174,618.6189,600.6083,366.373,348.3625
HexCer(d24:1/18:0),812.6979,794.68734,632.6345,614.624,366.373,348.3625
HexCer(d24:1/18:1),810.6823,792.67174,630.6189,612.6083,366.373,348.3625
HexCer(d24:1/18:2),808.6666,790.65604,628.6032,610.5927,366.373,348.3625
HexCer(d24:1/19:0),826.7136,808.70304,646.6502,628.6396,366.373,348.3625
HexCer(d24:1/19:1),824.6979,806.68734,644.6345,626.624,366.373,348.3625
HexCer(d24:1/20:0),840.7292,822.71864,660.6658,642.6553,366.373,348.3625
HexCer(d24:1/20:1),838.7136,820.70304,658.6502,640.6396,366.373,348.3625
HexCer(d24:1/20:2),836.6979,818.68734,656.6345,638.624,366.373,348.3625
HexCer(d24:1/21:0),854.7449,836.73434,674.6815,656.6709,366.373,348.3625
HexCer(d24:1/21:1),852.7292,834.71864,672.6658,654.6553,366.373,348.3625
HexCer(d24:1/22:0),868.7606,850.75004,688.6971,670.6866,366.373,348.3625
HexCer(d24:1/22:1),866.7449,848.73434,686.6815,668.6709,366.373,348.3625
HexCer(d24:1/22:2),864.7292,846.71864,684.6658,666.6553,366.373,348.3625
HexCer(d24:1/23:0),882.7762,864.76564,702.7128,684.7022,366.373,348.3625
HexCer(d24:1/23:1),880.7606,862.75004,700.6971,682.6866,366.373,348.3625
HexCer(d24:1/24:0),896.7919,878.78134,716.7285,698.7179,366.373,348.3625
HexCer(d24:1/24:1),894.7762,876.76564,714.7128,696.7022,366.373,348.3625
HexCer(d24:1/24:2),892.7606,874.75004,712.6971,694.6866,366.373,348.3625
HexCer(d24:1/25:0),910.8075,892.79694,730.7441,712.7335,366.373,348.3625
HexCer(d24:1/25:1),908.7919,890.78134,728.7285,710.7179,366.373,348.3625
HexCer(d24:1/26:0),924.8231,906.81254,744.7598,726.7491,366.373,348.3625
HexCer(d24:1/26:1),922.8075,904.79694,742.7441,724.7335,366.373,348.3625
HexCer(d24:1/26:2),920.7919,902.78134,740.7285,722.7179,366.373,348.3625
HexCer(d24:1/27:0),938.8388,920.82824,758.7754,740.7648,366.373,348.3625
HexCer(d24:1/27:1),936.8231,918.81254,756.7598,738.7491,366.373,348.3625
HexCer(d24:1/28:0),952.8544,934.84384,772.791,754.7805,366.373,348.3625
HexCer(d24:1/28:1),950.8388,932.82824,770.7754,752.7648,366.373,348.3625
HexCer(d24:1/28:2),948.8231,930.81254,768.7598,750.7491,366.373,348.3625
HexCer(d24:1/29:0),966.8701,948.85954,786.8067,768.7961,366.373,348.3625
HexCer(d24:1/29:1),964.8544,946.84384,784.791,766.7805,366.373,348.3625
HexCer(d24:1/30:0),980.8857,962.87514,800.8223,782.8118,366.373,348.3625
HexCer(d24:1/30:1),978.8701,960.85954,798.8067,780.7961,366.373,348.3625
HexCer(d24:1/30:2),976.8544,958.84384,796.791,778.7805,366.373,348.3625
HexCer(d24:1/31:0),994.9014,976.89084,814.838,796.8274,366.373,348.3625
HexCer(d24:1/31:1),992.8857,974.87514,812.8223,794.8118,366.373,348.3625
HexCer(d24:1/32:0),1008.917,990.90644,828.8536,810.8431,366.373,348.3625
HexCer(d24:1/32:1),1006.901,988.89044,826.838,808.8274,366.373,348.3625
HexCer(d24:1/32:2),1004.886,986.87544,824.8223,806.8118,366.373,348.3625
HexCer(d24:1/33:0),1022.933,1004.92244,842.8693,824.8587,366.373,348.3625
HexCer(d24:1/33:1),1020.917,1002.90644,840.8536,822.8431,366.373,348.3625
HexCer(d24:1/34:0),1036.948,1018.93744,856.8849,838.8744,366.373,348.3625
HexCer(d24:1/34:1),1034.933,1016.92244,854.8693,836.8587,366.373,348.3625
HexCer(d24:1/34:2),1032.917,1014.90644,852.8536,834.8431,366.373,348.3625
HexCer(d24:1/35:0),1050.964,1032.95344,870.9006,852.89,366.373,348.3625
HexCer(d24:1/35:1),1048.948,1030.93744,868.8849,850.8744,366.373,348.3625
HexCer(d24:1/36:0),1064.98,1046.96944,884.9163,866.9056,366.373,348.3625
HexCer(d24:1/36:1),1062.964,1044.95344,882.9006,864.89,366.373,348.3625
HexCer(d24:1/36:2),1060.948,1042.93744,880.8849,862.8744,366.373,348.3625
HexCer(d24:1/38:0),1093.011,1075.00044,912.9475,894.937,366.373,348.3625
HexCer(d24:1/38:1),1090.995,1072.98444,910.9319,892.9213,366.373,348.3625
HexCer(d24:1/38:2),1088.98,1070.96944,908.9163,890.9056,366.373,348.3625
HexCer(d24:1/40:0),1121.042,1103.03144,940.9788,922.9683,366.373,348.3625
HexCer(d24:1/40:1),1119.027,1101.01644,938.9632,920.9526,366.373,348.3625
HexCer(d24:1/40:2),1117.011,1099.00044,936.9475,918.937,366.373,348.3625
HexCer(d24:1/42:0),1149.073,1131.06244,969.0101,950.9996,366.373,348.3625
HexCer(d24:1/42:1),1147.058,1129.04744,966.9945,948.9839,366.373,348.3625
HexCer(d24:1/42:2),1145.042,1127.03144,964.9788,946.9683,366.373,348.3625
HexCer(d24:2/12:0),726.5884,708.57784,546.525,528.5144,364.3574,346.3468
HexCer(d24:2/12:1),724.5728,706.56224,544.5093,526.4988,364.3574,346.3468
HexCer(d24:2/13:0),740.6041,722.59354,560.5406,542.5301,364.3574,346.3468
HexCer(d24:2/13:1),738.5884,720.57784,558.525,540.5144,364.3574,346.3468
HexCer(d24:2/14:0),754.6197,736.60914,574.5563,556.5457,364.3574,346.3468
HexCer(d24:2/14:1),752.6041,734.59354,572.5406,554.5301,364.3574,346.3468
HexCer(d24:2/15:0),768.6353,750.62474,588.572,570.5613,364.3574,346.3468
HexCer(d24:2/15:1),766.6197,748.60914,586.5563,568.5457,364.3574,346.3468
HexCer(d24:2/16:0),782.651,764.64044,602.5876,584.577,364.3574,346.3468
HexCer(d24:2/16:1),780.6353,762.62474,600.572,582.5613,364.3574,346.3468
HexCer(d24:2/16:2),778.6197,760.60914,598.5563,580.5457,364.3574,346.3468
HexCer(d24:2/17:0),796.6666,778.65604,616.6032,598.5927,364.3574,346.3468
HexCer(d24:2/18:0),810.6823,792.67174,630.6189,612.6083,364.3574,346.3468
HexCer(d24:2/18:1),808.6666,790.65604,628.6032,610.5927,364.3574,346.3468
HexCer(d24:2/18:2),806.651,788.64044,626.5876,608.577,364.3574,346.3468
HexCer(d24:2/19:0),824.6979,806.68734,644.6345,626.624,364.3574,346.3468
HexCer(d24:2/19:1),822.6823,804.67174,642.6189,624.6083,364.3574,346.3468
HexCer(d24:2/20:0),838.7136,820.70304,658.6502,640.6396,364.3574,346.3468
HexCer(d24:2/20:1),836.6979,818.68734,656.6345,638.624,364.3574,346.3468
HexCer(d24:2/20:2),834.6823,816.67174,654.6189,636.6083,364.3574,346.3468
HexCer(d24:2/21:0),852.7292,834.71864,672.6658,654.6553,364.3574,346.3468
HexCer(d24:2/21:1),850.7136,832.70304,670.6502,652.6396,364.3574,346.3468
HexCer(d24:2/22:0),866.7449,848.73434,686.6815,668.6709,364.3574,346.3468
HexCer(d24:2/22:1),864.7292,846.71864,684.6658,666.6553,364.3574,346.3468
HexCer(d24:2/22:2),862.7136,844.70304,682.6502,664.6396,364.3574,346.3468
HexCer(d24:2/23:0),880.7606,862.75004,700.6971,682.6866,364.3574,346.3468
HexCer(d24:2/23:1),878.7449,860.73434,698.6815,680.6709,364.3574,346.3468
HexCer(d24:2/24:0),894.7762,876.76564,714.7128,696.7022,364.3574,346.3468
HexCer(d24:2/24:1),892.7606,874.75004,712.6971,694.6866,364.3574,346.3468
HexCer(d24:2/24:2),890.7449,872.73434,710.6815,692.6709,364.3574,346.3468
HexCer(d24:2/25:0),908.7919,890.78134,728.7285,710.7179,364.3574,346.3468
HexCer(d24:2/25:1),906.7762,888.76564,726.7128,708.7022,364.3574,346.3468
HexCer(d24:2/26:0),922.8075,904.79694,742.7441,724.7335,364.3574,346.3468
HexCer(d24:2/26:1),920.7919,902.78134,740.7285,722.7179,364.3574,346.3468
HexCer(d24:2/26:2),918.7762,900.76564,738.7128,720.7022,364.3574,346.3468
HexCer(d24:2/27:0),936.8231,918.81254,756.7598,738.7491,364.3574,346.3468
HexCer(d24:2/27:1),934.8075,916.79694,754.7441,736.7335,364.3574,346.3468
HexCer(d24:2/28:0),950.8388,932.82824,770.7754,752.7648,364.3574,346.3468
HexCer(d24:2/28:1),948.8231,930.81254,768.7598,750.7491,364.3574,346.3468
HexCer(d24:2/28:2),946.8075,928.79694,766.7441,748.7335,364.3574,346.3468
HexCer(d24:2/29:0),964.8544,946.84384,784.791,766.7805,364.3574,346.3468
HexCer(d24:2/29:1),962.8388,944.82824,782.7754,764.7648,364.3574,346.3468
HexCer(d24:2/30:0),978.8701,960.85954,798.8067,780.7961,364.3574,346.3468
HexCer(d24:2/30:1),976.8544,958.84384,796.791,778.7805,364.3574,346.3468
HexCer(d24:2/30:2),974.8388,956.82824,794.7754,776.7648,364.3574,346.3468
HexCer(d24:2/31:0),992.8857,974.87514,812.8223,794.8118,364.3574,346.3468
HexCer(d24:2/31:1),990.8701,972.85954,810.8067,792.7961,364.3574,346.3468
HexCer(d24:2/32:0),1006.901,988.89044,826.838,808.8274,364.3574,346.3468
HexCer(d24:2/32:1),1004.886,986.87544,824.8223,806.8118,364.3574,346.3468
HexCer(d24:2/32:2),1002.87,984.85944,822.8067,804.7961,364.3574,346.3468
HexCer(d24:2/33:0),1020.917,1002.90644,840.8536,822.8431,364.3574,346.3468
HexCer(d24:2/33:1),1018.901,1000.89044,838.838,820.8274,364.3574,346.3468
HexCer(d24:2/34:0),1034.933,1016.92244,854.8693,836.8587,364.3574,346.3468
HexCer(d24:2/34:1),1032.917,1014.90644,852.8536,834.8431,364.3574,346.3468
HexCer(d24:2/34:2),1030.901,1012.89044,850.838,832.8274,364.3574,346.3468
HexCer(d24:2/35:0),1048.948,1030.93744,868.8849,850.8744,364.3574,346.3468
HexCer(d24:2/35:1),1046.933,1028.92244,866.8693,848.8587,364.3574,346.3468
HexCer(d24:2/36:0),1062.964,1044.95344,882.9006,864.89,364.3574,346.3468
HexCer(d24:2/36:1),1060.948,1042.93744,880.8849,862.8744,364.3574,346.3468
HexCer(d24:2/36:2),1058.933,1040.92244,878.8693,860.8587,364.3574,346.3468
HexCer(d24:2/38:0),1090.995,1072.98444,910.9319,892.9213,364.3574,346.3468
HexCer(d24:2/38:1),1088.98,1070.96944,908.9163,890.9056,364.3574,346.3468
HexCer(d24:2/38:2),1086.964,1068.95344,906.9006,888.89,364.3574,346.3468
HexCer(d24:2/40:0),1119.027,1101.01644,938.9632,920.9526,364.3574,346.3468
HexCer(d24:2/40:1),1117.011,1099.00044,936.9475,918.937,364.3574,346.3468
HexCer(d24:2/40:2),1114.995,1096.98444,934.9319,916.9213,364.3574,346.3468
HexCer(d24:2/42:0),1147.058,1129.04744,966.9945,948.9839,364.3574,346.3468
HexCer(d24:2/42:1),1145.042,1127.03144,964.9788,946.9683,364.3574,346.3468
HexCer(d24:2/42:2),1143.027,1125.01644,962.9632,944.9526,364.3574,346.3468
HexCer(d24:3/12:0),724.5728,706.56224,544.5093,526.4988,362.3417,344.3312
HexCer(d24:3/12:1),722.5571,704.54654,542.4937,524.4831,362.3417,344.3312
