"PE","[M+H]+","[M-PE head]+","[M+H-acyl1_RCO]+","[M+H-acyl2_RCO]+","[acyl1_RCO]+","[acyl2_RCO]+"
"PE(40:0) PE(20:0_20:0)",804.64768,663.62857,369.33632,369.33632,295.29955,295.29955
"PE(40:1) PE(20:0_20:1)",802.63208,661.61297,367.32072,369.33632,295.29955,293.28395
"PE(40:2) PE(20:0_20:2)",800.61638,659.59727,365.30502,369.33632,295.29955,291.26825
"PE(40:3) PE(20:0_20:3)",798.60078,657.58167,363.28942,369.33632,295.29955,289.25265
"PE(40:4) PE(20:0_20:4)",796.58508,655.56597,361.27372,369.33632,295.29955,287.23695
"PE(40:5) PE(20:0_20:5)",794.56948,653.55037,359.25812,369.33632,295.29955,285.22135
"PE(41:0) PE(20:0_21:0)",818.66338,677.64427,383.35202,369.33632,295.29955,309.31525
"PE(42:0) PE(20:0_22:0)",832.67898,691.65987,397.36762,369.33632,295.29955,323.33085
"PE(42:1) PE(20:0_22:1)",830.66338,689.64427,395.35202,369.33632,295.29955,321.31525
"PE(42:2) PE(20:0_22:2)",828.64768,687.62857,393.33632,369.33632,295.29955,319.29955
"PE(42:3) PE(20:0_22:3)",826.63208,685.61297,391.32072,369.33632,295.29955,317.28395
"PE(42:4) PE(20:0_22:4)",824.61638,683.59727,389.30502,369.33632,295.29955,315.26825
"PE(42:5) PE(20:0_22:5)",822.60078,681.58167,387.28942,369.33632,295.29955,313.25265
"PE(42:6) PE(20:0_22:6)",820.58508,679.56597,385.27372,369.33632,295.29955,311.23695
"PE(43:0) PE(20:0_23:0)",846.69468,705.67557,411.38332,369.33632,295.29955,337.34655
"PE(44:0) PE(20:0_24:0)",860.71028,719.69117,425.39892,369.33632,295.29955,351.36215
"PE(44:1) PE(20:0_24:1)",858.69468,717.67557,423.38332,369.33632,295.29955,349.34655
"PE(45:0) PE(20:0_25:0)",874.72598,733.70687,439.41462,369.33632,295.29955,365.37785
"PE(46:0) PE(20:0_26:0)",888.74158,747.72247,453.43022,369.33632,295.29955,379.39345
"PE(40:2) PE(20:1_20:1)",800.61648,659.59737,367.32072,367.32072,293.28395,293.28395
"PE(40:3) PE(20:1_20:2)",798.60078,657.58167,365.30502,367.32072,293.28395,291.26825
"PE(40:4) PE(20:1_20:3)",796.58518,655.56607,363.28942,367.32072,293.28395,289.25265
"PE(40:5) PE(20:1_20:4)",794.56948,653.55037,361.27372,367.32072,293.28395,287.23695
"PE(40:6) PE(20:1_20:5)",792.55388,651.53477,359.25812,367.32072,293.28395,285.22135
"PE(41:1) PE(20:1_21:0)",816.64778,675.62867,383.35202,367.32072,293.28395,309.31525
"PE(42:1) PE(20:1_22:0)",830.66338,689.64427,397.36762,367.32072,293.28395,323.33085
"PE(42:2) PE(20:1_22:1)",828.64778,687.62867,395.35202,367.32072,293.28395,321.31525
"PE(42:3) PE(20:1_22:2)",826.63208,685.61297,393.33632,367.32072,293.28395,319.29955
"PE(42:4) PE(20:1_22:3)",824.61648,683.59737,391.32072,367.32072,293.28395,317.28395
"PE(42:5) PE(20:1_22:4)",822.60078,681.58167,389.30502,367.32072,293.28395,315.26825
"PE(42:6) PE(20:1_22:5)",820.58518,679.56607,387.28942,367.32072,293.28395,313.25265
"PE(42:7) PE(20:1_22:6)",818.56948,677.55037,385.27372,367.32072,293.28395,311.23695
"PE(43:1) PE(20:1_23:0)",844.67908,703.65997,411.38332,367.32072,293.28395,337.34655
"PE(44:1) PE(20:1_24:0)",858.69468,717.67557,425.39892,367.32072,293.28395,351.36215
"PE(44:2) PE(20:1_24:1)",856.67908,715.65997,423.38332,367.32072,293.28395,349.34655
"PE(45:1) PE(20:1_25:0)",872.71038,731.69127,439.41462,367.32072,293.28395,365.37785
"PE(46:1) PE(20:1_26:0)",886.72598,745.70687,453.43022,367.32072,293.28395,379.39345
"PE(40:4) PE(20:2_20:2)",796.58508,655.56597,365.30502,365.30502,291.26825,291.26825
"PE(40:5) PE(20:2_20:3)",794.56948,653.55037,363.28942,365.30502,291.26825,289.25265
"PE(40:6) PE(20:2_20:4)",792.55378,651.53467,361.27372,365.30502,291.26825,287.23695
"PE(40:7) PE(20:2_20:5)",790.53818,649.51907,359.25812,365.30502,291.26825,285.22135
"PE(41:2) PE(20:2_21:0)",814.63208,673.61297,383.35202,365.30502,291.26825,309.31525
"PE(42:2) PE(20:2_22:0)",828.64768,687.62857,397.36762,365.30502,291.26825,323.33085
"PE(42:3) PE(20:2_22:1)",826.63208,685.61297,395.35202,365.30502,291.26825,321.31525
"PE(42:4) PE(20:2_22:2)",824.61638,683.59727,393.33632,365.30502,291.26825,319.29955
"PE(42:5) PE(20:2_22:3)",822.60078,681.58167,391.32072,365.30502,291.26825,317.28395
"PE(42:6) PE(20:2_22:4)",820.58508,679.56597,389.30502,365.30502,291.26825,315.26825
"PE(42:7) PE(20:2_22:5)",818.56948,677.55037,387.28942,365.30502,291.26825,313.25265
"PE(42:8) PE(20:2_22:6)",816.55378,675.53467,385.27372,365.30502,291.26825,311.23695
"PE(43:2) PE(20:2_23:0)",842.66338,701.64427,411.38332,365.30502,291.26825,337.34655
"PE(44:2) PE(20:2_24:0)",856.67898,715.65987,425.39892,365.30502,291.26825,351.36215
"PE(44:3) PE(20:2_24:1)",854.66338,713.64427,423.38332,365.30502,291.26825,349.34655
"PE(45:2) PE(20:2_25:0)",870.69468,729.67557,439.41462,365.30502,291.26825,365.37785
"PE(46:2) PE(20:2_26:0)",884.71028,743.69117,453.43022,365.30502,291.26825,379.39345
"PE(40:6) PE(20:3_20:3)",792.55388,651.53477,363.28942,363.28942,289.25265,289.25265
"PE(40:7) PE(20:3_20:4)",790.53818,649.51907,361.27372,363.28942,289.25265,287.23695
"PE(40:8) PE(20:3_20:5)",788.52258,647.50347,359.25812,363.28942,289.25265,285.22135
"PE(41:3) PE(20:3_21:0)",812.61648,671.59737,383.35202,363.28942,289.25265,309.31525
"PE(42:3) PE(20:3_22:0)",826.63208,685.61297,397.36762,363.28942,289.25265,323.33085
"PE(42:4) PE(20:3_22:1)",824.61648,683.59737,395.35202,363.28942,289.25265,321.31525
"PE(42:5) PE(20:3_22:2)",822.60078,681.58167,393.33632,363.28942,289.25265,319.29955
"PE(42:6) PE(20:3_22:3)",820.58518,679.56607,391.32072,363.28942,289.25265,317.28395
"PE(42:7) PE(20:3_22:4)",818.56948,677.55037,389.30502,363.28942,289.25265,315.26825
"PE(42:8) PE(20:3_22:5)",816.55388,675.53477,387.28942,363.28942,289.25265,313.25265
"PE(42:9) PE(20:3_22:6)",814.53818,673.51907,385.27372,363.28942,289.25265,311.23695
"PE(43:3) PE(20:3_23:0)",840.64778,699.62867,411.38332,363.28942,289.25265,337.34655
"PE(44:3) PE(20:3_24:0)",854.66338,713.64427,425.39892,363.28942,289.25265,351.36215
"PE(44:4) PE(20:3_24:1)",852.64778,711.62867,423.38332,363.28942,289.25265,349.34655
"PE(45:3) PE(20:3_25:0)",868.67908,727.65997,439.41462,363.28942,289.25265,365.37785
"PE(46:3) PE(20:3_26:0)",882.69468,741.67557,453.43022,363.28942,289.25265,379.39345
"PE(40:8) PE(20:4_20:4)",788.52248,647.50337,361.27372,361.27372,287.23695,287.23695
"PE(40:9) PE(20:4_20:5)",786.50688,645.48777,359.25812,361.27372,287.23695,285.22135
"PE(41:4) PE(20:4_21:0)",810.60078,669.58167,383.35202,361.27372,287.23695,309.31525
"PE(42:4) PE(20:4_22:0)",824.61638,683.59727,397.36762,361.27372,287.23695,323.33085
"PE(42:5) PE(20:4_22:1)",822.60078,681.58167,395.35202,361.27372,287.23695,321.31525
"PE(42:6) PE(20:4_22:2)",820.58508,679.56597,393.33632,361.27372,287.23695,319.29955
"PE(42:7) PE(20:4_22:3)",818.56948,677.55037,391.32072,361.27372,287.23695,317.28395
"PE(42:8) PE(20:4_22:4)",816.55378,675.53467,389.30502,361.27372,287.23695,315.26825
"PE(42:9) PE(20:4_22:5)",814.53818,673.51907,387.28942,361.27372,287.23695,313.25265
"PE(42:10) PE(20:4_22:6)",812.52248,671.50337,385.27372,361.27372,287.23695,311.23695
"PE(43:4) PE(20:4_23:0)",838.63208,697.61297,411.38332,361.27372,287.23695,337.34655
"PE(44:4) PE(20:4_24:0)",852.64768,711.62857,425.39892,361.27372,287.23695,351.36215
"PE(44:5) PE(20:4_24:1)",850.63208,709.61297,423.38332,361.27372,287.23695,349.34655
"PE(45:4) PE(20:4_25:0)",866.66338,725.64427,439.41462,361.27372,287.23695,365.37785
"PE(46:4) PE(20:4_26:0)",880.67898,739.65987,453.43022,361.27372,287.23695,379.39345
"PE(40:10) PE(20:5_20:5)",784.49128,643.47217,359.25812,359.25812,285.22135,285.22135
"PE(41:5) PE(20:5_21:0)",808.58518,667.56607,383.35202,359.25812,285.22135,309.31525
"PE(42:5) PE(20:5_22:0)",822.60078,681.58167,397.36762,359.25812,285.22135,323.33085
"PE(42:6) PE(20:5_22:1)",820.58518,679.56607,395.35202,359.25812,285.22135,321.31525
"PE(42:7) PE(20:5_22:2)",818.56948,677.55037,393.33632,359.25812,285.22135,319.29955
"PE(42:8) PE(20:5_22:3)",816.55388,675.53477,391.32072,359.25812,285.22135,317.28395
"PE(42:9) PE(20:5_22:4)",814.53818,673.51907,389.30502,359.25812,285.22135,315.26825
"PE(42:10) PE(20:5_22:5)",812.52258,671.50347,387.28942,359.25812,285.22135,313.25265
"PE(42:11) PE(20:5_22:6)",810.50688,669.48777,385.27372,359.25812,285.22135,311.23695
"PE(43:5) PE(20:5_23:0)",836.61648,695.59737,411.38332,359.25812,285.22135,337.34655
"PE(44:5) PE(20:5_24:0)",850.63208,709.61297,425.39892,359.25812,285.22135,351.36215
"PE(44:6) PE(20:5_24:1)",848.61648,707.59737,423.38332,359.25812,285.22135,349.34655
"PE(45:5) PE(20:5_25:0)",864.64778,723.62867,439.41462,359.25812,285.22135,365.37785
"PE(46:5) PE(20:5_26:0)",878.66338,737.64427,453.43022,359.25812,285.22135,379.39345
"PE(42:0) PE(21:0_21:0)",832.67908,691.65997,383.35202,383.35202,309.31525,309.31525
"PE(43:0) PE(21:0_22:0)",846.69468,705.67557,397.36762,383.35202,309.31525,323.33085
"PE(43:1) PE(21:0_22:1)",844.67908,703.65997,395.35202,383.35202,309.31525,321.31525
"PE(43:2) PE(21:0_22:2)",842.66338,701.64427,393.33632,383.35202,309.31525,319.29955
"PE(43:3) PE(21:0_22:3)",840.64778,699.62867,391.32072,383.35202,309.31525,317.28395
"PE(43:4) PE(21:0_22:4)",838.63208,697.61297,389.30502,383.35202,309.31525,315.26825
"PE(43:5) PE(21:0_22:5)",836.61648,695.59737,387.28942,383.35202,309.31525,313.25265
"PE(43:6) PE(21:0_22:6)",834.60078,693.58167,385.27372,383.35202,309.31525,311.23695
"PE(44:0) PE(21:0_23:0)",860.71038,719.69127,411.38332,383.35202,309.31525,337.34655
"PE(45:0) PE(21:0_24:0)",874.72598,733.70687,425.39892,383.35202,309.31525,351.36215
"PE(45:1) PE(21:0_24:1)",872.71038,731.69127,423.38332,383.35202,309.31525,349.34655
"PE(46:0) PE(21:0_25:0)",888.74168,747.72257,439.41462,383.35202,309.31525,365.37785
"PE(47:0) PE(21:0_26:0)",902.75728,761.73817,453.43022,383.35202,309.31525,379.39345
"PE(44:0) PE(22:0_22:0)",860.71028,719.69117,397.36762,397.36762,323.33085,323.33085
"PE(44:1) PE(22:0_22:1)",858.69468,717.67557,395.35202,397.36762,323.33085,321.31525
"PE(44:2) PE(22:0_22:2)",856.67898,715.65987,393.33632,397.36762,323.33085,319.29955
"PE(44:3) PE(22:0_22:3)",854.66338,713.64427,391.32072,397.36762,323.33085,317.28395
"PE(44:4) PE(22:0_22:4)",852.64768,711.62857,389.30502,397.36762,323.33085,315.26825
"PE(44:5) PE(22:0_22:5)",850.63208,709.61297,387.28942,397.36762,323.33085,313.25265
"PE(44:6) PE(22:0_22:6)",848.61638,707.59727,385.27372,397.36762,323.33085,311.23695
"PE(45:0) PE(22:0_23:0)",874.72598,733.70687,411.38332,397.36762,323.33085,337.34655
"PE(46:0) PE(22:0_24:0)",888.74158,747.72247,425.39892,397.36762,323.33085,351.36215
"PE(46:1) PE(22:0_24:1)",886.72598,745.70687,423.38332,397.36762,323.33085,349.34655
"PE(47:0) PE(22:0_25:0)",902.75728,761.73817,439.41462,397.36762,323.33085,365.37785
"PE(48:0) PE(22:0_26:0)",916.77288,775.75377,453.43022,397.36762,323.33085,379.39345
"PE(44:2) PE(22:1_22:1)",856.67908,715.65997,395.35202,395.35202,321.31525,321.31525
"PE(44:3) PE(22:1_22:2)",854.66338,713.64427,393.33632,395.35202,321.31525,319.29955
"PE(44:4) PE(22:1_22:3)",852.64778,711.62867,391.32072,395.35202,321.31525,317.28395
"PE(44:5) PE(22:1_22:4)",850.63208,709.61297,389.30502,395.35202,321.31525,315.26825
"PE(44:6) PE(22:1_22:5)",848.61648,707.59737,387.28942,395.35202,321.31525,313.25265
"PE(44:7) PE(22:1_22:6)",846.60078,705.58167,385.27372,395.35202,321.31525,311.23695
"PE(45:1) PE(22:1_23:0)",872.71038,731.69127,411.38332,395.35202,321.31525,337.34655
"PE(46:1) PE(22:1_24:0)",886.72598,745.70687,425.39892,395.35202,321.31525,351.36215
"PE(46:2) PE(22:1_24:1)",884.71038,743.69127,423.38332,395.35202,321.31525,349.34655
"PE(47:1) PE(22:1_25:0)",900.74168,759.72257,439.41462,395.35202,321.31525,365.37785
"PE(48:1) PE(22:1_26:0)",914.75728,773.73817,453.43022,395.35202,321.31525,379.39345
"PE(44:4) PE(22:2_22:2)",852.64768,711.62857,393.33632,393.33632,319.29955,319.29955
"PE(44:5) PE(22:2_22:3)",850.63208,709.61297,391.32072,393.33632,319.29955,317.28395
"PE(44:6) PE(22:2_22:4)",848.61638,707.59727,389.30502,393.33632,319.29955,315.26825
"PE(44:7) PE(22:2_22:5)",846.60078,705.58167,387.28942,393.33632,319.29955,313.25265
"PE(44:8) PE(22:2_22:6)",844.58508,703.56597,385.27372,393.33632,319.29955,311.23695
"PE(45:2) PE(22:2_23:0)",870.69468,729.67557,411.38332,393.33632,319.29955,337.34655
"PE(46:2) PE(22:2_24:0)",884.71028,743.69117,425.39892,393.33632,319.29955,351.36215
"PE(46:3) PE(22:2_24:1)",882.69468,741.67557,423.38332,393.33632,319.29955,349.34655
"PE(47:2) PE(22:2_25:0)",898.72598,757.70687,439.41462,393.33632,319.29955,365.37785
"PE(48:2) PE(22:2_26:0)",912.74158,771.72247,453.43022,393.33632,319.29955,379.39345
"PE(44:6) PE(22:3_22:3)",848.61648,707.59737,391.32072,391.32072,317.28395,317.28395
"PE(44:7) PE(22:3_22:4)",846.60078,705.58167,389.30502,391.32072,317.28395,315.26825
"PE(44:8) PE(22:3_22:5)",844.58518,703.56607,387.28942,391.32072,317.28395,313.25265
"PE(44:9) PE(22:3_22:6)",842.56948,701.55037,385.27372,391.32072,317.28395,311.23695
"PE(45:3) PE(22:3_23:0)",868.67908,727.65997,411.38332,391.32072,317.28395,337.34655
"PE(46:3) PE(22:3_24:0)",882.69468,741.67557,425.39892,391.32072,317.28395,351.36215
"PE(46:4) PE(22:3_24:1)",880.67908,739.65997,423.38332,391.32072,317.28395,349.34655
"PE(47:3) PE(22:3_25:0)",896.71038,755.69127,439.41462,391.32072,317.28395,365.37785
"PE(48:3) PE(22:3_26:0)",910.72598,769.70687,453.43022,391.32072,317.28395,379.39345
"PE(44:8) PE(22:4_22:4)",844.58508,703.56597,389.30502,389.30502,315.26825,315.26825
"PE(44:9) PE(22:4_22:5)",842.56948,701.55037,387.28942,389.30502,315.26825,313.25265
"PE(44:10) PE(22:4_22:6)",840.55378,699.53467,385.27372,389.30502,315.26825,311.23695
"PE(45:4) PE(22:4_23:0)",866.66338,725.64427,411.38332,389.30502,315.26825,337.34655
"PE(46:4) PE(22:4_24:0)",880.67898,739.65987,425.39892,389.30502,315.26825,351.36215
"PE(46:5) PE(22:4_24:1)",878.66338,737.64427,423.38332,389.30502,315.26825,349.34655
"PE(47:4) PE(22:4_25:0)",894.69468,753.67557,439.41462,389.30502,315.26825,365.37785
"PE(48:4) PE(22:4_26:0)",908.71028,767.69117,453.43022,389.30502,315.26825,379.39345
"PE(44:10) PE(22:5_22:5)",840.55388,699.53477,387.28942,387.28942,313.25265,313.25265
"PE(44:11) PE(22:5_22:6)",838.53818,697.51907,385.27372,387.28942,313.25265,311.23695
"PE(45:5) PE(22:5_23:0)",864.64778,723.62867,411.38332,387.28942,313.25265,337.34655
"PE(46:5) PE(22:5_24:0)",878.66338,737.64427,425.39892,387.28942,313.25265,351.36215
"PE(46:6) PE(22:5_24:1)",876.64778,735.62867,423.38332,387.28942,313.25265,349.34655
"PE(47:5) PE(22:5_25:0)",892.67908,751.65997,439.41462,387.28942,313.25265,365.37785
"PE(48:5) PE(22:5_26:0)",906.69468,765.67557,453.43022,387.28942,313.25265,379.39345
"PE(44:12) PE(22:6_22:6)",836.52248,695.50337,385.27372,385.27372,311.23695,311.23695
"PE(45:6) PE(22:6_23:0)",862.63208,721.61297,411.38332,385.27372,311.23695,337.34655
"PE(46:6) PE(22:6_24:0)",876.64768,735.62857,425.39892,385.27372,311.23695,351.36215
"PE(46:7) PE(22:6_24:1)",874.63208,733.61297,423.38332,385.27372,311.23695,349.34655
"PE(47:6) PE(22:6_25:0)",890.66338,749.64427,439.41462,385.27372,311.23695,365.37785
"PE(48:6) PE(22:6_26:0)",904.67898,763.65987,453.43022,385.27372,311.23695,379.39345
"PE(46:0) PE(23:0_23:0)",888.74168,747.72257,411.38332,411.38332,337.34655,337.34655
"PE(47:0) PE(23:0_24:0)",902.75728,761.73817,425.39892,411.38332,337.34655,351.36215
"PE(47:1) PE(23:0_24:1)",900.74168,759.72257,423.38332,411.38332,337.34655,349.34655
"PE(48:0) PE(23:0_25:0)",916.77298,775.75387,439.41462,411.38332,337.34655,365.37785
"PE(49:0) PE(23:0_26:0)",930.78858,789.76947,453.43022,411.38332,337.34655,379.39345
"PE(48:0) PE(24:0_24:0)",916.77288,775.75377,425.39892,425.39892,351.36215,351.36215
"PE(48:1) PE(24:0_24:1)",914.75728,773.73817,423.38332,425.39892,351.36215,349.34655
"PE(49:0) PE(24:0_25:0)",930.78858,789.76947,439.41462,425.39892,351.36215,365.37785
"PE(50:0) PE(24:0_26:0)",944.80418,803.78507,453.43022,425.39892,351.36215,379.39345
"PE(48:2) PE(24:1_24:1)",912.74168,771.72257,423.38332,423.38332,349.34655,349.34655
"PE(49:1) PE(24:1_25:0)",928.77298,787.75387,439.41462,423.38332,349.34655,365.37785
"PE(50:1) PE(24:1_26:0)",942.78858,801.76947,453.43022,423.38332,349.34655,379.39345
"PE(50:0) PE(25:0_25:0)",944.80428,803.78517,439.41462,439.41462,365.37785,365.37785
"PE(51:0) PE(25:0_26:0)",958.81988,817.80077,453.43022,439.41462,365.37785,379.39345
"PE(52:0) PE(26:0_26:0)",972.83548,831.81637,453.43022,453.43022,379.39345,379.39345
"scores",0.02,0.9,0.02,0.02,0.02,0.02
