"PC","[M+H]+","[M+H-PC]+","[M+H-tail1-N(CH3)3]+","[M+H-tail2-N(CH3)3]+","[M+H-tail1]+","[M+H-tail2]+","[LPC_tail1]+","[LPC_tail2]+","[PC Head]+"
"PC(30:11) PC(12:5_18:6)",684.36604,501.3,435.19308,353.11478,494.26658,412.18828,430.19903,512.27733,184.07332
"PC(31:5) PC(12:5_19:0)",710.47566,527.40962,461.3027,353.11478,520.3762,412.18828,430.19903,538.38695,184.07332
"PC(31:6) PC(12:5_19:1)",708.46,525.39396,459.28704,353.11478,518.36054,412.18828,430.19903,536.37129,184.07332
"PC(31:7) PC(12:5_19:2)",706.44434,523.3783,457.27138,353.11478,516.34488,412.18828,430.19903,534.35563,184.07332
"PC(31:8) PC(12:5_19:3)",704.42868,521.36264,455.25572,353.11478,514.32922,412.18828,430.19903,532.33997,184.07332
"PC(31:9) PC(12:5_19:4)",702.41302,519.34698,453.24006,353.11478,512.31356,412.18828,430.19903,530.32431,184.07332
"PC(31:10) PC(12:5_19:5)",700.39736,517.33132,451.2244,353.11478,510.2979,412.18828,430.19903,528.30865,184.07332
"PC(31:11) PC(12:5_19:6)",698.3817,515.31566,449.20874,353.11478,508.28224,412.18828,430.19903,526.29299,184.07332
"PC(32:5) PC(12:5_20:0)",724.49132,541.42528,475.31836,353.11478,534.39186,412.18828,430.19903,552.40261,184.07332
"PC(32:6) PC(12:5_20:1)",722.47566,539.40962,473.3027,353.11478,532.3762,412.18828,430.19903,550.38695,184.07332
"PC(32:7) PC(12:5_20:2)",720.46,537.39396,471.28704,353.11478,530.36054,412.18828,430.19903,548.37129,184.07332
"PC(32:8) PC(12:5_20:3)",718.44434,535.3783,469.27138,353.11478,528.34488,412.18828,430.19903,546.35563,184.07332
"PC(32:9) PC(12:5_20:4)",716.42868,533.36264,467.25572,353.11478,526.32922,412.18828,430.19903,544.33997,184.07332
"PC(32:10) PC(12:5_20:5)",714.41302,531.34698,465.24006,353.11478,524.31356,412.18828,430.19903,542.32431,184.07332
"PC(32:11) PC(12:5_20:6)",712.39736,529.33132,463.2244,353.11478,522.2979,412.18828,430.19903,540.30865,184.07332
"PC(33:5) PC(12:5_21:0)",738.50698,555.44094,489.33402,353.11478,548.40752,412.18828,430.19903,566.41827,184.07332
"PC(33:6) PC(12:5_21:1)",736.49132,553.42528,487.31836,353.11478,546.39186,412.18828,430.19903,564.40261,184.07332
"PC(33:7) PC(12:5_21:2)",734.47566,551.40962,485.3027,353.11478,544.3762,412.18828,430.19903,562.38695,184.07332
"PC(33:8) PC(12:5_21:3)",732.46,549.39396,483.28704,353.11478,542.36054,412.18828,430.19903,560.37129,184.07332
"PC(33:9) PC(12:5_21:4)",730.44434,547.3783,481.27138,353.11478,540.34488,412.18828,430.19903,558.35563,184.07332
"PC(33:10) PC(12:5_21:5)",728.42868,545.36264,479.25572,353.11478,538.32922,412.18828,430.19903,556.33997,184.07332
"PC(33:11) PC(12:5_21:6)",726.41302,543.34698,477.24006,353.11478,536.31356,412.18828,430.19903,554.32431,184.07332
"PC(34:5) PC(12:5_22:0)",752.52264,569.4566,503.34968,353.11478,562.42318,412.18828,430.19903,580.43393,184.07332
"PC(34:6) PC(12:5_22:1)",750.50698,567.44094,501.33402,353.11478,560.40752,412.18828,430.19903,578.41827,184.07332
"PC(34:7) PC(12:5_22:2)",748.49132,565.42528,499.31836,353.11478,558.39186,412.18828,430.19903,576.40261,184.07332
"PC(34:8) PC(12:5_22:3)",746.47566,563.40962,497.3027,353.11478,556.3762,412.18828,430.19903,574.38695,184.07332
"PC(34:9) PC(12:5_22:4)",744.46,561.39396,495.28704,353.11478,554.36054,412.18828,430.19903,572.37129,184.07332
"PC(34:10) PC(12:5_22:5)",742.44434,559.3783,493.27138,353.11478,552.34488,412.18828,430.19903,570.35563,184.07332
"PC(34:11) PC(12:5_22:6)",740.42868,557.36264,491.25572,353.11478,550.32922,412.18828,430.19903,568.33997,184.07332
"PC(35:5) PC(12:5_23:0)",766.5383,583.47226,517.36534,353.11478,576.43884,412.18828,430.19903,594.44959,184.07332
"PC(35:6) PC(12:5_23:1)",764.52264,581.4566,515.34968,353.11478,574.42318,412.18828,430.19903,592.43393,184.07332
"PC(35:7) PC(12:5_23:2)",762.50698,579.44094,513.33402,353.11478,572.40752,412.18828,430.19903,590.41827,184.07332
"PC(35:8) PC(12:5_23:3)",760.49132,577.42528,511.31836,353.11478,570.39186,412.18828,430.19903,588.40261,184.07332
"PC(35:9) PC(12:5_23:4)",758.47566,575.40962,509.3027,353.11478,568.3762,412.18828,430.19903,586.38695,184.07332
"PC(35:10) PC(12:5_23:5)",756.46,573.39396,507.28704,353.11478,566.36054,412.18828,430.19903,584.37129,184.07332
"PC(35:11) PC(12:5_23:6)",754.44434,571.3783,505.27138,353.11478,564.34488,412.18828,430.19903,582.35563,184.07332
"PC(36:5) PC(12:5_24:0)",780.55396,597.48792,531.381,353.11478,590.4545,412.18828,430.19903,608.46525,184.07332
"PC(36:6) PC(12:5_24:1)",778.5383,595.47226,529.36534,353.11478,588.43884,412.18828,430.19903,606.44959,184.07332
"PC(36:7) PC(12:5_24:2)",776.52264,593.4566,527.34968,353.11478,586.42318,412.18828,430.19903,604.43393,184.07332
"PC(36:8) PC(12:5_24:3)",774.50698,591.44094,525.33402,353.11478,584.40752,412.18828,430.19903,602.41827,184.07332
"PC(36:9) PC(12:5_24:4)",772.49132,589.42528,523.31836,353.11478,582.39186,412.18828,430.19903,600.40261,184.07332
"PC(36:10) PC(12:5_24:5)",770.47566,587.40962,521.3027,353.11478,580.3762,412.18828,430.19903,598.38695,184.07332
"PC(36:11) PC(12:5_24:6)",768.46,585.39396,519.28704,353.11478,578.36054,412.18828,430.19903,596.37129,184.07332
"PC(37:5) PC(12:5_25:0)",794.56962,611.50358,545.39666,353.11478,604.47016,412.18828,430.19903,622.48091,184.07332
"PC(37:6) PC(12:5_25:1)",792.55396,609.48792,543.381,353.11478,602.4545,412.18828,430.19903,620.46525,184.07332
"PC(37:7) PC(12:5_25:2)",790.5383,607.47226,541.36534,353.11478,600.43884,412.18828,430.19903,618.44959,184.07332
"PC(37:8) PC(12:5_25:3)",788.52264,605.4566,539.34968,353.11478,598.42318,412.18828,430.19903,616.43393,184.07332
"PC(37:9) PC(12:5_25:4)",786.50698,603.44094,537.33402,353.11478,596.40752,412.18828,430.19903,614.41827,184.07332
"PC(37:10) PC(12:5_25:5)",784.49132,601.42528,535.31836,353.11478,594.39186,412.18828,430.19903,612.40261,184.07332
"PC(37:11) PC(12:5_25:6)",782.47566,599.40962,533.3027,353.11478,592.3762,412.18828,430.19903,610.38695,184.07332
"PC(38:5) PC(12:5_26:0)",808.58528,625.51924,559.41232,353.11478,618.48582,412.18828,430.19903,636.49657,184.07332
"PC(38:6) PC(12:5_26:1)",806.56962,623.50358,557.39666,353.11478,616.47016,412.18828,430.19903,634.48091,184.07332
"PC(38:7) PC(12:5_26:2)",804.55396,621.48792,555.381,353.11478,614.4545,412.18828,430.19903,632.46525,184.07332
"PC(38:8) PC(12:5_26:3)",802.5383,619.47226,553.36534,353.11478,612.43884,412.18828,430.19903,630.44959,184.07332
"PC(38:9) PC(12:5_26:4)",800.52264,617.4566,551.34968,353.11478,610.42318,412.18828,430.19903,628.43393,184.07332
