"PC","[M+H]+","[M+H-PC]+","[M+H-tail1-N(CH3)3]+","[M+H-tail2-N(CH3)3]+","[M+H-tail1]+","[M+H-tail2]+","[LPC_tail1]+","[LPC_tail2]+","[PC Head]+"
"PC(52:6) PC(19:1_33:5)",1002.78886,819.72282,647.44364,459.28704,706.51714,518.36054,536.37129,724.52789,184.07332
"PC(52:7) PC(19:1_33:6)",1000.7732,817.70716,645.42798,459.28704,704.50148,518.36054,536.37129,722.51223,184.07332
"PC(53:1) PC(19:1_34:0)",1026.88282,843.81678,671.5376,459.28704,730.6111,518.36054,536.37129,748.62185,184.07332
"PC(53:2) PC(19:1_34:1)",1024.86716,841.80112,669.52194,459.28704,728.59544,518.36054,536.37129,746.60619,184.07332
"PC(53:3) PC(19:1_34:2)",1022.8515,839.78546,667.50628,459.28704,726.57978,518.36054,536.37129,744.59053,184.07332
"PC(53:4) PC(19:1_34:3)",1020.83584,837.7698,665.49062,459.28704,724.56412,518.36054,536.37129,742.57487,184.07332
"PC(53:5) PC(19:1_34:4)",1018.82018,835.75414,663.47496,459.28704,722.54846,518.36054,536.37129,740.55921,184.07332
"PC(53:6) PC(19:1_34:5)",1016.80452,833.73848,661.4593,459.28704,720.5328,518.36054,536.37129,738.54355,184.07332
"PC(53:7) PC(19:1_34:6)",1014.78886,831.72282,659.44364,459.28704,718.51714,518.36054,536.37129,736.52789,184.07332
"PC(54:1) PC(19:1_35:0)",1040.89848,857.83244,685.55326,459.28704,744.62676,518.36054,536.37129,762.63751,184.07332
"PC(54:2) PC(19:1_35:1)",1038.88282,855.81678,683.5376,459.28704,742.6111,518.36054,536.37129,760.62185,184.07332
"PC(54:3) PC(19:1_35:2)",1036.86716,853.80112,681.52194,459.28704,740.59544,518.36054,536.37129,758.60619,184.07332
"PC(54:4) PC(19:1_35:3)",1034.8515,851.78546,679.50628,459.28704,738.57978,518.36054,536.37129,756.59053,184.07332
"PC(54:5) PC(19:1_35:4)",1032.83584,849.7698,677.49062,459.28704,736.56412,518.36054,536.37129,754.57487,184.07332
"PC(54:6) PC(19:1_35:5)",1030.82018,847.75414,675.47496,459.28704,734.54846,518.36054,536.37129,752.55921,184.07332
"PC(54:7) PC(19:1_35:6)",1028.80452,845.73848,673.4593,459.28704,732.5328,518.36054,536.37129,750.54355,184.07332
"PC(55:1) PC(19:1_36:0)",1054.91414,871.8481,699.56892,459.28704,758.64242,518.36054,536.37129,776.65317,184.07332
"PC(55:2) PC(19:1_36:1)",1052.89848,869.83244,697.55326,459.28704,756.62676,518.36054,536.37129,774.63751,184.07332
"PC(55:3) PC(19:1_36:2)",1050.88282,867.81678,695.5376,459.28704,754.6111,518.36054,536.37129,772.62185,184.07332
"PC(55:4) PC(19:1_36:3)",1048.86716,865.80112,693.52194,459.28704,752.59544,518.36054,536.37129,770.60619,184.07332
"PC(55:5) PC(19:1_36:4)",1046.8515,863.78546,691.50628,459.28704,750.57978,518.36054,536.37129,768.59053,184.07332
"PC(55:6) PC(19:1_36:5)",1044.83584,861.7698,689.49062,459.28704,748.56412,518.36054,536.37129,766.57487,184.07332
"PC(55:7) PC(19:1_36:6)",1042.82018,859.75414,687.47496,459.28704,746.54846,518.36054,536.37129,764.55921,184.07332
"PC(38:4) PC(19:2_19:2)",810.60094,627.5349,457.27138,457.27138,516.34488,516.34488,534.35563,534.35563,184.07332
"PC(38:5) PC(19:2_19:3)",808.58528,625.51924,455.25572,457.27138,514.32922,516.34488,534.35563,532.33997,184.07332
"PC(38:6) PC(19:2_19:4)",806.56962,623.50358,453.24006,457.27138,512.31356,516.34488,534.35563,530.32431,184.07332
"PC(38:7) PC(19:2_19:5)",804.55396,621.48792,451.2244,457.27138,510.2979,516.34488,534.35563,528.30865,184.07332
"PC(38:8) PC(19:2_19:6)",802.5383,619.47226,449.20874,457.27138,508.28224,516.34488,534.35563,526.29299,184.07332
"PC(39:2) PC(19:2_20:0)",828.64792,645.58188,475.31836,457.27138,534.39186,516.34488,534.35563,552.40261,184.07332
"PC(39:3) PC(19:2_20:1)",826.63226,643.56622,473.3027,457.27138,532.3762,516.34488,534.35563,550.38695,184.07332
"PC(39:4) PC(19:2_20:2)",824.6166,641.55056,471.28704,457.27138,530.36054,516.34488,534.35563,548.37129,184.07332
"PC(39:5) PC(19:2_20:3)",822.60094,639.5349,469.27138,457.27138,528.34488,516.34488,534.35563,546.35563,184.07332
"PC(39:6) PC(19:2_20:4)",820.58528,637.51924,467.25572,457.27138,526.32922,516.34488,534.35563,544.33997,184.07332
"PC(39:7) PC(19:2_20:5)",818.56962,635.50358,465.24006,457.27138,524.31356,516.34488,534.35563,542.32431,184.07332
"PC(39:8) PC(19:2_20:6)",816.55396,633.48792,463.2244,457.27138,522.2979,516.34488,534.35563,540.30865,184.07332
"PC(40:2) PC(19:2_21:0)",842.66358,659.59754,489.33402,457.27138,548.40752,516.34488,534.35563,566.41827,184.07332
"PC(40:3) PC(19:2_21:1)",840.64792,657.58188,487.31836,457.27138,546.39186,516.34488,534.35563,564.40261,184.07332
"PC(40:4) PC(19:2_21:2)",838.63226,655.56622,485.3027,457.27138,544.3762,516.34488,534.35563,562.38695,184.07332
"PC(40:5) PC(19:2_21:3)",836.6166,653.55056,483.28704,457.27138,542.36054,516.34488,534.35563,560.37129,184.07332
"PC(40:6) PC(19:2_21:4)",834.60094,651.5349,481.27138,457.27138,540.34488,516.34488,534.35563,558.35563,184.07332
"PC(40:7) PC(19:2_21:5)",832.58528,649.51924,479.25572,457.27138,538.32922,516.34488,534.35563,556.33997,184.07332
"PC(40:8) PC(19:2_21:6)",830.56962,647.50358,477.24006,457.27138,536.31356,516.34488,534.35563,554.32431,184.07332
"PC(41:2) PC(19:2_22:0)",856.67924,673.6132,503.34968,457.27138,562.42318,516.34488,534.35563,580.43393,184.07332
"PC(41:3) PC(19:2_22:1)",854.66358,671.59754,501.33402,457.27138,560.40752,516.34488,534.35563,578.41827,184.07332
"PC(41:4) PC(19:2_22:2)",852.64792,669.58188,499.31836,457.27138,558.39186,516.34488,534.35563,576.40261,184.07332
"PC(41:5) PC(19:2_22:3)",850.63226,667.56622,497.3027,457.27138,556.3762,516.34488,534.35563,574.38695,184.07332
"PC(41:6) PC(19:2_22:4)",848.6166,665.55056,495.28704,457.27138,554.36054,516.34488,534.35563,572.37129,184.07332
"PC(41:7) PC(19:2_22:5)",846.60094,663.5349,493.27138,457.27138,552.34488,516.34488,534.35563,570.35563,184.07332
"PC(41:8) PC(19:2_22:6)",844.58528,661.51924,491.25572,457.27138,550.32922,516.34488,534.35563,568.33997,184.07332
"PC(42:2) PC(19:2_23:0)",870.6949,687.62886,517.36534,457.27138,576.43884,516.34488,534.35563,594.44959,184.07332
"PC(42:3) PC(19:2_23:1)",868.67924,685.6132,515.34968,457.27138,574.42318,516.34488,534.35563,592.43393,184.07332
"PC(42:4) PC(19:2_23:2)",866.66358,683.59754,513.33402,457.27138,572.40752,516.34488,534.35563,590.41827,184.07332
"PC(42:5) PC(19:2_23:3)",864.64792,681.58188,511.31836,457.27138,570.39186,516.34488,534.35563,588.40261,184.07332
"PC(42:6) PC(19:2_23:4)",862.63226,679.56622,509.3027,457.27138,568.3762,516.34488,534.35563,586.38695,184.07332
"PC(42:7) PC(19:2_23:5)",860.6166,677.55056,507.28704,457.27138,566.36054,516.34488,534.35563,584.37129,184.07332
"PC(42:8) PC(19:2_23:6)",858.60094,675.5349,505.27138,457.27138,564.34488,516.34488,534.35563,582.35563,184.07332
"PC(43:2) PC(19:2_24:0)",884.71056,701.64452,531.381,457.27138,590.4545,516.34488,534.35563,608.46525,184.07332
"PC(43:3) PC(19:2_24:1)",882.6949,699.62886,529.36534,457.27138,588.43884,516.34488,534.35563,606.44959,184.07332
"PC(43:4) PC(19:2_24:2)",880.67924,697.6132,527.34968,457.27138,586.42318,516.34488,534.35563,604.43393,184.07332
"PC(43:5) PC(19:2_24:3)",878.66358,695.59754,525.33402,457.27138,584.40752,516.34488,534.35563,602.41827,184.07332
"PC(43:6) PC(19:2_24:4)",876.64792,693.58188,523.31836,457.27138,582.39186,516.34488,534.35563,600.40261,184.07332
"PC(43:7) PC(19:2_24:5)",874.63226,691.56622,521.3027,457.27138,580.3762,516.34488,534.35563,598.38695,184.07332
"PC(43:8) PC(19:2_24:6)",872.6166,689.55056,519.28704,457.27138,578.36054,516.34488,534.35563,596.37129,184.07332
"PC(44:2) PC(19:2_25:0)",898.72622,715.66018,545.39666,457.27138,604.47016,516.34488,534.35563,622.48091,184.07332
"PC(44:3) PC(19:2_25:1)",896.71056,713.64452,543.381,457.27138,602.4545,516.34488,534.35563,620.46525,184.07332
"PC(44:4) PC(19:2_25:2)",894.6949,711.62886,541.36534,457.27138,600.43884,516.34488,534.35563,618.44959,184.07332
"PC(44:5) PC(19:2_25:3)",892.67924,709.6132,539.34968,457.27138,598.42318,516.34488,534.35563,616.43393,184.07332
"PC(44:6) PC(19:2_25:4)",890.66358,707.59754,537.33402,457.27138,596.40752,516.34488,534.35563,614.41827,184.07332
"PC(44:7) PC(19:2_25:5)",888.64792,705.58188,535.31836,457.27138,594.39186,516.34488,534.35563,612.40261,184.07332
"PC(44:8) PC(19:2_25:6)",886.63226,703.56622,533.3027,457.27138,592.3762,516.34488,534.35563,610.38695,184.07332
"PC(45:2) PC(19:2_26:0)",912.74188,729.67584,559.41232,457.27138,618.48582,516.34488,534.35563,636.49657,184.07332
"PC(45:3) PC(19:2_26:1)",910.72622,727.66018,557.39666,457.27138,616.47016,516.34488,534.35563,634.48091,184.07332
"PC(45:4) PC(19:2_26:2)",908.71056,725.64452,555.381,457.27138,614.4545,516.34488,534.35563,632.46525,184.07332
"PC(45:5) PC(19:2_26:3)",906.6949,723.62886,553.36534,457.27138,612.43884,516.34488,534.35563,630.44959,184.07332
"PC(45:6) PC(19:2_26:4)",904.67924,721.6132,551.34968,457.27138,610.42318,516.34488,534.35563,628.43393,184.07332
"PC(45:7) PC(19:2_26:5)",902.66358,719.59754,549.33402,457.27138,608.40752,516.34488,534.35563,626.41827,184.07332
"PC(45:8) PC(19:2_26:6)",900.64792,717.58188,547.31836,457.27138,606.39186,516.34488,534.35563,624.40261,184.07332
"PC(46:2) PC(19:2_27:0)",926.75754,743.6915,573.42798,457.27138,632.50148,516.34488,534.35563,650.51223,184.07332
"PC(46:3) PC(19:2_27:1)",924.74188,741.67584,571.41232,457.27138,630.48582,516.34488,534.35563,648.49657,184.07332
"PC(46:4) PC(19:2_27:2)",922.72622,739.66018,569.39666,457.27138,628.47016,516.34488,534.35563,646.48091,184.07332
"PC(46:5) PC(19:2_27:3)",920.71056,737.64452,567.381,457.27138,626.4545,516.34488,534.35563,644.46525,184.07332
"PC(46:6) PC(19:2_27:4)",918.6949,735.62886,565.36534,457.27138,624.43884,516.34488,534.35563,642.44959,184.07332
"PC(46:7) PC(19:2_27:5)",916.67924,733.6132,563.34968,457.27138,622.42318,516.34488,534.35563,640.43393,184.07332
"PC(46:8) PC(19:2_27:6)",914.66358,731.59754,561.33402,457.27138,620.40752,516.34488,534.35563,638.41827,184.07332
"PC(47:2) PC(19:2_28:0)",940.7732,757.70716,587.44364,457.27138,646.51714,516.34488,534.35563,664.52789,184.07332
"PC(47:3) PC(19:2_28:1)",938.75754,755.6915,585.42798,457.27138,644.50148,516.34488,534.35563,662.51223,184.07332
"PC(47:4) PC(19:2_28:2)",936.74188,753.67584,583.41232,457.27138,642.48582,516.34488,534.35563,660.49657,184.07332
"PC(47:5) PC(19:2_28:3)",934.72622,751.66018,581.39666,457.27138,640.47016,516.34488,534.35563,658.48091,184.07332
"PC(47:6) PC(19:2_28:4)",932.71056,749.64452,579.381,457.27138,638.4545,516.34488,534.35563,656.46525,184.07332
"PC(47:7) PC(19:2_28:5)",930.6949,747.62886,577.36534,457.27138,636.43884,516.34488,534.35563,654.44959,184.07332
"PC(47:8) PC(19:2_28:6)",928.67924,745.6132,575.34968,457.27138,634.42318,516.34488,534.35563,652.43393,184.07332
"PC(48:2) PC(19:2_29:0)",954.78886,771.72282,601.4593,457.27138,660.5328,516.34488,534.35563,678.54355,184.07332
"PC(48:3) PC(19:2_29:1)",952.7732,769.70716,599.44364,457.27138,658.51714,516.34488,534.35563,676.52789,184.07332
"PC(48:4) PC(19:2_29:2)",950.75754,767.6915,597.42798,457.27138,656.50148,516.34488,534.35563,674.51223,184.07332
"PC(48:5) PC(19:2_29:3)",948.74188,765.67584,595.41232,457.27138,654.48582,516.34488,534.35563,672.49657,184.07332
"PC(48:6) PC(19:2_29:4)",946.72622,763.66018,593.39666,457.27138,652.47016,516.34488,534.35563,670.48091,184.07332
"PC(48:7) PC(19:2_29:5)",944.71056,761.64452,591.381,457.27138,650.4545,516.34488,534.35563,668.46525,184.07332
"PC(48:8) PC(19:2_29:6)",942.6949,759.62886,589.36534,457.27138,648.43884,516.34488,534.35563,666.44959,184.07332
"PC(49:2) PC(19:2_30:0)",968.80452,785.73848,615.47496,457.27138,674.54846,516.34488,534.35563,692.55921,184.07332
"PC(49:3) PC(19:2_30:1)",966.78886,783.72282,613.4593,457.27138,672.5328,516.34488,534.35563,690.54355,184.07332
"PC(49:4) PC(19:2_30:2)",964.7732,781.70716,611.44364,457.27138,670.51714,516.34488,534.35563,688.52789,184.07332
"PC(49:5) PC(19:2_30:3)",962.75754,779.6915,609.42798,457.27138,668.50148,516.34488,534.35563,686.51223,184.07332
"PC(49:6) PC(19:2_30:4)",960.74188,777.67584,607.41232,457.27138,666.48582,516.34488,534.35563,684.49657,184.07332
"PC(49:7) PC(19:2_30:5)",958.72622,775.66018,605.39666,457.27138,664.47016,516.34488,534.35563,682.48091,184.07332
"PC(49:8) PC(19:2_30:6)",956.71056,773.64452,603.381,457.27138,662.4545,516.34488,534.35563,680.46525,184.07332
"PC(50:2) PC(19:2_31:0)",982.82018,799.75414,629.49062,457.27138,688.56412,516.34488,534.35563,706.57487,184.07332
"PC(50:3) PC(19:2_31:1)",980.80452,797.73848,627.47496,457.27138,686.54846,516.34488,534.35563,704.55921,184.07332
"PC(50:4) PC(19:2_31:2)",978.78886,795.72282,625.4593,457.27138,684.5328,516.34488,534.35563,702.54355,184.07332
"PC(50:5) PC(19:2_31:3)",976.7732,793.70716,623.44364,457.27138,682.51714,516.34488,534.35563,700.52789,184.07332
"PC(50:6) PC(19:2_31:4)",974.75754,791.6915,621.42798,457.27138,680.50148,516.34488,534.35563,698.51223,184.07332
"PC(50:7) PC(19:2_31:5)",972.74188,789.67584,619.41232,457.27138,678.48582,516.34488,534.35563,696.49657,184.07332
"PC(50:8) PC(19:2_31:6)",970.72622,787.66018,617.39666,457.27138,676.47016,516.34488,534.35563,694.48091,184.07332
"PC(51:2) PC(19:2_32:0)",996.83584,813.7698,643.50628,457.27138,702.57978,516.34488,534.35563,720.59053,184.07332
"PC(51:3) PC(19:2_32:1)",994.82018,811.75414,641.49062,457.27138,700.56412,516.34488,534.35563,718.57487,184.07332
"PC(51:4) PC(19:2_32:2)",992.80452,809.73848,639.47496,457.27138,698.54846,516.34488,534.35563,716.55921,184.07332
"PC(51:5) PC(19:2_32:3)",990.78886,807.72282,637.4593,457.27138,696.5328,516.34488,534.35563,714.54355,184.07332
"PC(51:6) PC(19:2_32:4)",988.7732,805.70716,635.44364,457.27138,694.51714,516.34488,534.35563,712.52789,184.07332
"PC(51:7) PC(19:2_32:5)",986.75754,803.6915,633.42798,457.27138,692.50148,516.34488,534.35563,710.51223,184.07332
"PC(51:8) PC(19:2_32:6)",984.74188,801.67584,631.41232,457.27138,690.48582,516.34488,534.35563,708.49657,184.07332
"PC(52:2) PC(19:2_33:0)",1010.8515,827.78546,657.52194,457.27138,716.59544,516.34488,534.35563,734.60619,184.07332
"PC(52:3) PC(19:2_33:1)",1008.83584,825.7698,655.50628,457.27138,714.57978,516.34488,534.35563,732.59053,184.07332
"PC(52:4) PC(19:2_33:2)",1006.82018,823.75414,653.49062,457.27138,712.56412,516.34488,534.35563,730.57487,184.07332
"PC(52:5) PC(19:2_33:3)",1004.80452,821.73848,651.47496,457.27138,710.54846,516.34488,534.35563,728.55921,184.07332
"PC(52:6) PC(19:2_33:4)",1002.78886,819.72282,649.4593,457.27138,708.5328,516.34488,534.35563,726.54355,184.07332
"PC(52:7) PC(19:2_33:5)",1000.7732,817.70716,647.44364,457.27138,706.51714,516.34488,534.35563,724.52789,184.07332
"PC(52:8) PC(19:2_33:6)",998.75754,815.6915,645.42798,457.27138,704.50148,516.34488,534.35563,722.51223,184.07332
"PC(53:2) PC(19:2_34:0)",1024.86716,841.80112,671.5376,457.27138,730.6111,516.34488,534.35563,748.62185,184.07332
"PC(53:3) PC(19:2_34:1)",1022.8515,839.78546,669.52194,457.27138,728.59544,516.34488,534.35563,746.60619,184.07332
"PC(53:4) PC(19:2_34:2)",1020.83584,837.7698,667.50628,457.27138,726.57978,516.34488,534.35563,744.59053,184.07332
"PC(53:5) PC(19:2_34:3)",1018.82018,835.75414,665.49062,457.27138,724.56412,516.34488,534.35563,742.57487,184.07332
"PC(53:6) PC(19:2_34:4)",1016.80452,833.73848,663.47496,457.27138,722.54846,516.34488,534.35563,740.55921,184.07332
"PC(53:7) PC(19:2_34:5)",1014.78886,831.72282,661.4593,457.27138,720.5328,516.34488,534.35563,738.54355,184.07332
"PC(53:8) PC(19:2_34:6)",1012.7732,829.70716,659.44364,457.27138,718.51714,516.34488,534.35563,736.52789,184.07332
"PC(54:2) PC(19:2_35:0)",1038.88282,855.81678,685.55326,457.27138,744.62676,516.34488,534.35563,762.63751,184.07332
"PC(54:3) PC(19:2_35:1)",1036.86716,853.80112,683.5376,457.27138,742.6111,516.34488,534.35563,760.62185,184.07332
"PC(54:4) PC(19:2_35:2)",1034.8515,851.78546,681.52194,457.27138,740.59544,516.34488,534.35563,758.60619,184.07332
"PC(54:5) PC(19:2_35:3)",1032.83584,849.7698,679.50628,457.27138,738.57978,516.34488,534.35563,756.59053,184.07332
"PC(54:6) PC(19:2_35:4)",1030.82018,847.75414,677.49062,457.27138,736.56412,516.34488,534.35563,754.57487,184.07332
"PC(54:7) PC(19:2_35:5)",1028.80452,845.73848,675.47496,457.27138,734.54846,516.34488,534.35563,752.55921,184.07332
"PC(54:8) PC(19:2_35:6)",1026.78886,843.72282,673.4593,457.27138,732.5328,516.34488,534.35563,750.54355,184.07332
"PC(55:2) PC(19:2_36:0)",1052.89848,869.83244,699.56892,457.27138,758.64242,516.34488,534.35563,776.65317,184.07332
"PC(55:3) PC(19:2_36:1)",1050.88282,867.81678,697.55326,457.27138,756.62676,516.34488,534.35563,774.63751,184.07332
"PC(55:4) PC(19:2_36:2)",1048.86716,865.80112,695.5376,457.27138,754.6111,516.34488,534.35563,772.62185,184.07332
"PC(55:5) PC(19:2_36:3)",1046.8515,863.78546,693.52194,457.27138,752.59544,516.34488,534.35563,770.60619,184.07332
"PC(55:6) PC(19:2_36:4)",1044.83584,861.7698,691.50628,457.27138,750.57978,516.34488,534.35563,768.59053,184.07332
"PC(55:7) PC(19:2_36:5)",1042.82018,859.75414,689.49062,457.27138,748.56412,516.34488,534.35563,766.57487,184.07332
"PC(55:8) PC(19:2_36:6)",1040.80452,857.73848,687.47496,457.27138,746.54846,516.34488,534.35563,764.55921,184.07332
"PC(38:6) PC(19:3_19:3)",806.56962,623.50358,455.25572,455.25572,514.32922,514.32922,532.33997,532.33997,184.07332
"PC(38:7) PC(19:3_19:4)",804.55396,621.48792,453.24006,455.25572,512.31356,514.32922,532.33997,530.32431,184.07332
"PC(38:8) PC(19:3_19:5)",802.5383,619.47226,451.2244,455.25572,510.2979,514.32922,532.33997,528.30865,184.07332
"PC(38:9) PC(19:3_19:6)",800.52264,617.4566,449.20874,455.25572,508.28224,514.32922,532.33997,526.29299,184.07332
"PC(39:3) PC(19:3_20:0)",826.63226,643.56622,475.31836,455.25572,534.39186,514.32922,532.33997,552.40261,184.07332
"PC(39:4) PC(19:3_20:1)",824.6166,641.55056,473.3027,455.25572,532.3762,514.32922,532.33997,550.38695,184.07332
"PC(39:5) PC(19:3_20:2)",822.60094,639.5349,471.28704,455.25572,530.36054,514.32922,532.33997,548.37129,184.07332
"PC(39:6) PC(19:3_20:3)",820.58528,637.51924,469.27138,455.25572,528.34488,514.32922,532.33997,546.35563,184.07332
"PC(39:7) PC(19:3_20:4)",818.56962,635.50358,467.25572,455.25572,526.32922,514.32922,532.33997,544.33997,184.07332
"PC(39:8) PC(19:3_20:5)",816.55396,633.48792,465.24006,455.25572,524.31356,514.32922,532.33997,542.32431,184.07332
"PC(39:9) PC(19:3_20:6)",814.5383,631.47226,463.2244,455.25572,522.2979,514.32922,532.33997,540.30865,184.07332
"PC(40:3) PC(19:3_21:0)",840.64792,657.58188,489.33402,455.25572,548.40752,514.32922,532.33997,566.41827,184.07332
"PC(40:4) PC(19:3_21:1)",838.63226,655.56622,487.31836,455.25572,546.39186,514.32922,532.33997,564.40261,184.07332
"PC(40:5) PC(19:3_21:2)",836.6166,653.55056,485.3027,455.25572,544.3762,514.32922,532.33997,562.38695,184.07332
"PC(40:6) PC(19:3_21:3)",834.60094,651.5349,483.28704,455.25572,542.36054,514.32922,532.33997,560.37129,184.07332
"PC(40:7) PC(19:3_21:4)",832.58528,649.51924,481.27138,455.25572,540.34488,514.32922,532.33997,558.35563,184.07332
"PC(40:8) PC(19:3_21:5)",830.56962,647.50358,479.25572,455.25572,538.32922,514.32922,532.33997,556.33997,184.07332
"PC(40:9) PC(19:3_21:6)",828.55396,645.48792,477.24006,455.25572,536.31356,514.32922,532.33997,554.32431,184.07332
"PC(41:3) PC(19:3_22:0)",854.66358,671.59754,503.34968,455.25572,562.42318,514.32922,532.33997,580.43393,184.07332
"PC(41:4) PC(19:3_22:1)",852.64792,669.58188,501.33402,455.25572,560.40752,514.32922,532.33997,578.41827,184.07332
"PC(41:5) PC(19:3_22:2)",850.63226,667.56622,499.31836,455.25572,558.39186,514.32922,532.33997,576.40261,184.07332
"PC(41:6) PC(19:3_22:3)",848.6166,665.55056,497.3027,455.25572,556.3762,514.32922,532.33997,574.38695,184.07332
"PC(41:7) PC(19:3_22:4)",846.60094,663.5349,495.28704,455.25572,554.36054,514.32922,532.33997,572.37129,184.07332
"PC(41:8) PC(19:3_22:5)",844.58528,661.51924,493.27138,455.25572,552.34488,514.32922,532.33997,570.35563,184.07332
"PC(41:9) PC(19:3_22:6)",842.56962,659.50358,491.25572,455.25572,550.32922,514.32922,532.33997,568.33997,184.07332
"PC(42:3) PC(19:3_23:0)",868.67924,685.6132,517.36534,455.25572,576.43884,514.32922,532.33997,594.44959,184.07332
"PC(42:4) PC(19:3_23:1)",866.66358,683.59754,515.34968,455.25572,574.42318,514.32922,532.33997,592.43393,184.07332
"PC(42:5) PC(19:3_23:2)",864.64792,681.58188,513.33402,455.25572,572.40752,514.32922,532.33997,590.41827,184.07332
"PC(42:6) PC(19:3_23:3)",862.63226,679.56622,511.31836,455.25572,570.39186,514.32922,532.33997,588.40261,184.07332
"PC(42:7) PC(19:3_23:4)",860.6166,677.55056,509.3027,455.25572,568.3762,514.32922,532.33997,586.38695,184.07332
"PC(42:8) PC(19:3_23:5)",858.60094,675.5349,507.28704,455.25572,566.36054,514.32922,532.33997,584.37129,184.07332
"PC(42:9) PC(19:3_23:6)",856.58528,673.51924,505.27138,455.25572,564.34488,514.32922,532.33997,582.35563,184.07332
"PC(43:3) PC(19:3_24:0)",882.6949,699.62886,531.381,455.25572,590.4545,514.32922,532.33997,608.46525,184.07332
"PC(43:4) PC(19:3_24:1)",880.67924,697.6132,529.36534,455.25572,588.43884,514.32922,532.33997,606.44959,184.07332
"PC(43:5) PC(19:3_24:2)",878.66358,695.59754,527.34968,455.25572,586.42318,514.32922,532.33997,604.43393,184.07332
"PC(43:6) PC(19:3_24:3)",876.64792,693.58188,525.33402,455.25572,584.40752,514.32922,532.33997,602.41827,184.07332
"PC(43:7) PC(19:3_24:4)",874.63226,691.56622,523.31836,455.25572,582.39186,514.32922,532.33997,600.40261,184.07332
"PC(43:8) PC(19:3_24:5)",872.6166,689.55056,521.3027,455.25572,580.3762,514.32922,532.33997,598.38695,184.07332
"PC(43:9) PC(19:3_24:6)",870.60094,687.5349,519.28704,455.25572,578.36054,514.32922,532.33997,596.37129,184.07332
"PC(44:3) PC(19:3_25:0)",896.71056,713.64452,545.39666,455.25572,604.47016,514.32922,532.33997,622.48091,184.07332
"PC(44:4) PC(19:3_25:1)",894.6949,711.62886,543.381,455.25572,602.4545,514.32922,532.33997,620.46525,184.07332
"PC(44:5) PC(19:3_25:2)",892.67924,709.6132,541.36534,455.25572,600.43884,514.32922,532.33997,618.44959,184.07332
"PC(44:6) PC(19:3_25:3)",890.66358,707.59754,539.34968,455.25572,598.42318,514.32922,532.33997,616.43393,184.07332
"PC(44:7) PC(19:3_25:4)",888.64792,705.58188,537.33402,455.25572,596.40752,514.32922,532.33997,614.41827,184.07332
"PC(44:8) PC(19:3_25:5)",886.63226,703.56622,535.31836,455.25572,594.39186,514.32922,532.33997,612.40261,184.07332
"PC(44:9) PC(19:3_25:6)",884.6166,701.55056,533.3027,455.25572,592.3762,514.32922,532.33997,610.38695,184.07332
"PC(45:3) PC(19:3_26:0)",910.72622,727.66018,559.41232,455.25572,618.48582,514.32922,532.33997,636.49657,184.07332
"PC(45:4) PC(19:3_26:1)",908.71056,725.64452,557.39666,455.25572,616.47016,514.32922,532.33997,634.48091,184.07332
"PC(45:5) PC(19:3_26:2)",906.6949,723.62886,555.381,455.25572,614.4545,514.32922,532.33997,632.46525,184.07332
"PC(45:6) PC(19:3_26:3)",904.67924,721.6132,553.36534,455.25572,612.43884,514.32922,532.33997,630.44959,184.07332
"PC(45:7) PC(19:3_26:4)",902.66358,719.59754,551.34968,455.25572,610.42318,514.32922,532.33997,628.43393,184.07332
"PC(45:8) PC(19:3_26:5)",900.64792,717.58188,549.33402,455.25572,608.40752,514.32922,532.33997,626.41827,184.07332
"PC(45:9) PC(19:3_26:6)",898.63226,715.56622,547.31836,455.25572,606.39186,514.32922,532.33997,624.40261,184.07332
"PC(46:3) PC(19:3_27:0)",924.74188,741.67584,573.42798,455.25572,632.50148,514.32922,532.33997,650.51223,184.07332
"PC(46:4) PC(19:3_27:1)",922.72622,739.66018,571.41232,455.25572,630.48582,514.32922,532.33997,648.49657,184.07332
"PC(46:5) PC(19:3_27:2)",920.71056,737.64452,569.39666,455.25572,628.47016,514.32922,532.33997,646.48091,184.07332
"PC(46:6) PC(19:3_27:3)",918.6949,735.62886,567.381,455.25572,626.4545,514.32922,532.33997,644.46525,184.07332
"PC(46:7) PC(19:3_27:4)",916.67924,733.6132,565.36534,455.25572,624.43884,514.32922,532.33997,642.44959,184.07332
"PC(46:8) PC(19:3_27:5)",914.66358,731.59754,563.34968,455.25572,622.42318,514.32922,532.33997,640.43393,184.07332
"PC(46:9) PC(19:3_27:6)",912.64792,729.58188,561.33402,455.25572,620.40752,514.32922,532.33997,638.41827,184.07332
"PC(47:3) PC(19:3_28:0)",938.75754,755.6915,587.44364,455.25572,646.51714,514.32922,532.33997,664.52789,184.07332
"PC(47:4) PC(19:3_28:1)",936.74188,753.67584,585.42798,455.25572,644.50148,514.32922,532.33997,662.51223,184.07332
"PC(47:5) PC(19:3_28:2)",934.72622,751.66018,583.41232,455.25572,642.48582,514.32922,532.33997,660.49657,184.07332
"PC(47:6) PC(19:3_28:3)",932.71056,749.64452,581.39666,455.25572,640.47016,514.32922,532.33997,658.48091,184.07332
"PC(47:7) PC(19:3_28:4)",930.6949,747.62886,579.381,455.25572,638.4545,514.32922,532.33997,656.46525,184.07332
"PC(47:8) PC(19:3_28:5)",928.67924,745.6132,577.36534,455.25572,636.43884,514.32922,532.33997,654.44959,184.07332
