"PG","[M+Na]+","[M+Na-194]+","[C3H9NaO6P]+","[M+H-R1]+","[M+H-R2]+"
"PG(40:6) PG(20:2_20:4)",845.53031,651.5346908,195.0034442,365.305,361.2737
"PG(40:7) PG(20:2_20:5)",843.51471,649.5190908,195.0034442,365.305,359.2581
"PG(41:2) PG(20:2_21:0)",867.60861,673.6129908,195.0034442,365.305,383.352
"PG(42:2) PG(20:2_22:0)",881.62421,687.6285908,195.0034442,365.305,397.3676
"PG(42:3) PG(20:2_22:1)",879.60861,685.6129908,195.0034442,365.305,395.352
"PG(42:4) PG(20:2_22:2)",877.59291,683.5972908,195.0034442,365.305,393.3363
"PG(42:5) PG(20:2_22:3)",875.57731,681.5816908,195.0034442,365.305,391.3207
"PG(42:6) PG(20:2_22:4)",873.56161,679.5659908,195.0034442,365.305,389.305
"PG(42:7) PG(20:2_22:5)",871.54601,677.5503908,195.0034442,365.305,387.2894
"PG(42:8) PG(20:2_22:6)",869.53031,675.5346908,195.0034442,365.305,385.2737
"PG(43:2) PG(20:2_23:0)",895.63991,701.6442908,195.0034442,365.305,411.3833
"PG(44:2) PG(20:2_24:0)",909.65551,715.6598908,195.0034442,365.305,425.3989
"PG(44:3) PG(20:2_24:1)",907.63991,713.6442908,195.0034442,365.305,423.3833
"PG(45:2) PG(20:2_25:0)",923.67121,729.6755908,195.0034442,365.305,439.4146
"PG(46:2) PG(20:2_26:0)",937.68681,743.6911908,195.0034442,365.305,453.4302
"PG(40:6) PG(20:3_20:3)",845.53041,651.5347908,195.0034442,363.2894,363.2894
"PG(40:7) PG(20:3_20:4)",843.51471,649.5190908,195.0034442,363.2894,361.2737
"PG(40:8) PG(20:3_20:5)",841.49911,647.5034908,195.0034442,363.2894,359.2581
"PG(41:3) PG(20:3_21:0)",865.59301,671.5973908,195.0034442,363.2894,383.352
"PG(42:3) PG(20:3_22:0)",879.60861,685.6129908,195.0034442,363.2894,397.3676
"PG(42:4) PG(20:3_22:1)",877.59301,683.5973908,195.0034442,363.2894,395.352
"PG(42:5) PG(20:3_22:2)",875.57731,681.5816908,195.0034442,363.2894,393.3363
"PG(42:6) PG(20:3_22:3)",873.56171,679.5660908,195.0034442,363.2894,391.3207
"PG(42:7) PG(20:3_22:4)",871.54601,677.5503908,195.0034442,363.2894,389.305
"PG(42:8) PG(20:3_22:5)",869.53041,675.5347908,195.0034442,363.2894,387.2894
"PG(42:9) PG(20:3_22:6)",867.51471,673.5190908,195.0034442,363.2894,385.2737
"PG(43:3) PG(20:3_23:0)",893.62431,699.6286908,195.0034442,363.2894,411.3833
"PG(44:3) PG(20:3_24:0)",907.63991,713.6442908,195.0034442,363.2894,425.3989
"PG(44:4) PG(20:3_24:1)",905.62431,711.6286908,195.0034442,363.2894,423.3833
"PG(45:3) PG(20:3_25:0)",921.65561,727.6599908,195.0034442,363.2894,439.4146
"PG(46:3) PG(20:3_26:0)",935.67121,741.6755908,195.0034442,363.2894,453.4302
"PG(40:8) PG(20:4_20:4)",841.49901,647.5033908,195.0034442,361.2737,361.2737
"PG(40:9) PG(20:4_20:5)",839.48341,645.4877908,195.0034442,361.2737,359.2581
"PG(41:4) PG(20:4_21:0)",863.57731,669.5816908,195.0034442,361.2737,383.352
"PG(42:4) PG(20:4_22:0)",877.59291,683.5972908,195.0034442,361.2737,397.3676
"PG(42:5) PG(20:4_22:1)",875.57731,681.5816908,195.0034442,361.2737,395.352
"PG(42:6) PG(20:4_22:2)",873.56161,679.5659908,195.0034442,361.2737,393.3363
"PG(42:7) PG(20:4_22:3)",871.54601,677.5503908,195.0034442,361.2737,391.3207
"PG(42:8) PG(20:4_22:4)",869.53031,675.5346908,195.0034442,361.2737,389.305
"PG(42:9) PG(20:4_22:5)",867.51471,673.5190908,195.0034442,361.2737,387.2894
"PG(42:10) PG(20:4_22:6)",865.49901,671.5033908,195.0034442,361.2737,385.2737
"PG(43:4) PG(20:4_23:0)",891.60861,697.6129908,195.0034442,361.2737,411.3833
"PG(44:4) PG(20:4_24:0)",905.62421,711.6285908,195.0034442,361.2737,425.3989
"PG(44:5) PG(20:4_24:1)",903.60861,709.6129908,195.0034442,361.2737,423.3833
"PG(45:4) PG(20:4_25:0)",919.63991,725.6442908,195.0034442,361.2737,439.4146
"PG(46:4) PG(20:4_26:0)",933.65551,739.6598908,195.0034442,361.2737,453.4302
"PG(40:10) PG(20:5_20:5)",837.46781,643.4721908,195.0034442,359.2581,359.2581
"PG(41:5) PG(20:5_21:0)",861.56171,667.5660908,195.0034442,359.2581,383.352
"PG(42:5) PG(20:5_22:0)",875.57731,681.5816908,195.0034442,359.2581,397.3676
"PG(42:6) PG(20:5_22:1)",873.56171,679.5660908,195.0034442,359.2581,395.352
"PG(42:7) PG(20:5_22:2)",871.54601,677.5503908,195.0034442,359.2581,393.3363
"PG(42:8) PG(20:5_22:3)",869.53041,675.5347908,195.0034442,359.2581,391.3207
"PG(42:9) PG(20:5_22:4)",867.51471,673.5190908,195.0034442,359.2581,389.305
"PG(42:10) PG(20:5_22:5)",865.49911,671.5034908,195.0034442,359.2581,387.2894
"PG(42:11) PG(20:5_22:6)",863.48341,669.4877908,195.0034442,359.2581,385.2737
"PG(43:5) PG(20:5_23:0)",889.59301,695.5973908,195.0034442,359.2581,411.3833
"PG(44:5) PG(20:5_24:0)",903.60861,709.6129908,195.0034442,359.2581,425.3989
"PG(44:6) PG(20:5_24:1)",901.59301,707.5973908,195.0034442,359.2581,423.3833
"PG(45:5) PG(20:5_25:0)",917.62431,723.6286908,195.0034442,359.2581,439.4146
"PG(46:5) PG(20:5_26:0)",931.63991,737.6442908,195.0034442,359.2581,453.4302
"PG(42:0) PG(21:0_21:0)",885.65561,691.6599908,195.0034442,383.352,383.352
"PG(43:0) PG(21:0_22:0)",899.67121,705.6755908,195.0034442,383.352,397.3676
"PG(43:1) PG(21:0_22:1)",897.65561,703.6599908,195.0034442,383.352,395.352
"PG(43:2) PG(21:0_22:2)",895.63991,701.6442908,195.0034442,383.352,393.3363
"PG(43:3) PG(21:0_22:3)",893.62431,699.6286908,195.0034442,383.352,391.3207
"PG(43:4) PG(21:0_22:4)",891.60861,697.6129908,195.0034442,383.352,389.305
"PG(43:5) PG(21:0_22:5)",889.59301,695.5973908,195.0034442,383.352,387.2894
"PG(43:6) PG(21:0_22:6)",887.57731,693.5816908,195.0034442,383.352,385.2737
"PG(44:0) PG(21:0_23:0)",913.68691,719.6912908,195.0034442,383.352,411.3833
"PG(45:0) PG(21:0_24:0)",927.70251,733.7068908,195.0034442,383.352,425.3989
"PG(45:1) PG(21:0_24:1)",925.68691,731.6912908,195.0034442,383.352,423.3833
"PG(46:0) PG(21:0_25:0)",941.71821,747.7225908,195.0034442,383.352,439.4146
"PG(47:0) PG(21:0_26:0)",955.73381,761.7381908,195.0034442,383.352,453.4302
"PG(44:0) PG(22:0_22:0)",913.68681,719.6911908,195.0034442,397.3676,397.3676
"PG(44:1) PG(22:0_22:1)",911.67121,717.6755908,195.0034442,397.3676,395.352
"PG(44:2) PG(22:0_22:2)",909.65551,715.6598908,195.0034442,397.3676,393.3363
"PG(44:3) PG(22:0_22:3)",907.63991,713.6442908,195.0034442,397.3676,391.3207
"PG(44:4) PG(22:0_22:4)",905.62421,711.6285908,195.0034442,397.3676,389.305
"PG(44:5) PG(22:0_22:5)",903.60861,709.6129908,195.0034442,397.3676,387.2894
"PG(44:6) PG(22:0_22:6)",901.59291,707.5972908,195.0034442,397.3676,385.2737
"PG(45:0) PG(22:0_23:0)",927.70251,733.7068908,195.0034442,397.3676,411.3833
"PG(46:0) PG(22:0_24:0)",941.71811,747.7224908,195.0034442,397.3676,425.3989
"PG(46:1) PG(22:0_24:1)",939.70251,745.7068908,195.0034442,397.3676,423.3833
"PG(47:0) PG(22:0_25:0)",955.73381,761.7381908,195.0034442,397.3676,439.4146
"PG(48:0) PG(22:0_26:0)",969.74941,775.7537908,195.0034442,397.3676,453.4302
"PG(44:2) PG(22:1_22:1)",909.65561,715.6599908,195.0034442,395.352,395.352
"PG(44:3) PG(22:1_22:2)",907.63991,713.6442908,195.0034442,395.352,393.3363
"PG(44:4) PG(22:1_22:3)",905.62431,711.6286908,195.0034442,395.352,391.3207
"PG(44:5) PG(22:1_22:4)",903.60861,709.6129908,195.0034442,395.352,389.305
"PG(44:6) PG(22:1_22:5)",901.59301,707.5973908,195.0034442,395.352,387.2894
"PG(44:7) PG(22:1_22:6)",899.57731,705.5816908,195.0034442,395.352,385.2737
"PG(45:1) PG(22:1_23:0)",925.68691,731.6912908,195.0034442,395.352,411.3833
"PG(46:1) PG(22:1_24:0)",939.70251,745.7068908,195.0034442,395.352,425.3989
"PG(46:2) PG(22:1_24:1)",937.68691,743.6912908,195.0034442,395.352,423.3833
"PG(47:1) PG(22:1_25:0)",953.71821,759.7225908,195.0034442,395.352,439.4146
"PG(48:1) PG(22:1_26:0)",967.73381,773.7381908,195.0034442,395.352,453.4302
"PG(44:4) PG(22:2_22:2)",905.62421,711.6285908,195.0034442,393.3363,393.3363
"PG(44:5) PG(22:2_22:3)",903.60861,709.6129908,195.0034442,393.3363,391.3207
"PG(44:6) PG(22:2_22:4)",901.59291,707.5972908,195.0034442,393.3363,389.305
"PG(44:7) PG(22:2_22:5)",899.57731,705.5816908,195.0034442,393.3363,387.2894
"PG(44:8) PG(22:2_22:6)",897.56161,703.5659908,195.0034442,393.3363,385.2737
"PG(45:2) PG(22:2_23:0)",923.67121,729.6755908,195.0034442,393.3363,411.3833
"PG(46:2) PG(22:2_24:0)",937.68681,743.6911908,195.0034442,393.3363,425.3989
"PG(46:3) PG(22:2_24:1)",935.67121,741.6755908,195.0034442,393.3363,423.3833
"PG(47:2) PG(22:2_25:0)",951.70251,757.7068908,195.0034442,393.3363,439.4146
"PG(48:2) PG(22:2_26:0)",965.71811,771.7224908,195.0034442,393.3363,453.4302
"PG(44:6) PG(22:3_22:3)",901.59301,707.5973908,195.0034442,391.3207,391.3207
"PG(44:7) PG(22:3_22:4)",899.57731,705.5816908,195.0034442,391.3207,389.305
"PG(44:8) PG(22:3_22:5)",897.56171,703.5660908,195.0034442,391.3207,387.2894
"PG(44:9) PG(22:3_22:6)",895.54601,701.5503908,195.0034442,391.3207,385.2737
"PG(45:3) PG(22:3_23:0)",921.65561,727.6599908,195.0034442,391.3207,411.3833
"PG(46:3) PG(22:3_24:0)",935.67121,741.6755908,195.0034442,391.3207,425.3989
"PG(46:4) PG(22:3_24:1)",933.65561,739.6599908,195.0034442,391.3207,423.3833
"PG(47:3) PG(22:3_25:0)",949.68691,755.6912908,195.0034442,391.3207,439.4146
"PG(48:3) PG(22:3_26:0)",963.70251,769.7068908,195.0034442,391.3207,453.4302
"PG(44:8) PG(22:4_22:4)",897.56161,703.5659908,195.0034442,389.305,389.305
"PG(44:9) PG(22:4_22:5)",895.54601,701.5503908,195.0034442,389.305,387.2894
"PG(44:10) PG(22:4_22:6)",893.53031,699.5346908,195.0034442,389.305,385.2737
"PG(45:4) PG(22:4_23:0)",919.63991,725.6442908,195.0034442,389.305,411.3833
"PG(46:4) PG(22:4_24:0)",933.65551,739.6598908,195.0034442,389.305,425.3989
"PG(46:5) PG(22:4_24:1)",931.63991,737.6442908,195.0034442,389.305,423.3833
"PG(47:4) PG(22:4_25:0)",947.67121,753.6755908,195.0034442,389.305,439.4146
"PG(48:4) PG(22:4_26:0)",961.68681,767.6911908,195.0034442,389.305,453.4302
"PG(44:10) PG(22:5_22:5)",893.53041,699.5347908,195.0034442,387.2894,387.2894
"PG(44:11) PG(22:5_22:6)",891.51471,697.5190908,195.0034442,387.2894,385.2737
"PG(45:5) PG(22:5_23:0)",917.62431,723.6286908,195.0034442,387.2894,411.3833
"PG(46:5) PG(22:5_24:0)",931.63991,737.6442908,195.0034442,387.2894,425.3989
"PG(46:6) PG(22:5_24:1)",929.62431,735.6286908,195.0034442,387.2894,423.3833
"PG(47:5) PG(22:5_25:0)",945.65561,751.6599908,195.0034442,387.2894,439.4146
"PG(48:5) PG(22:5_26:0)",959.67121,765.6755908,195.0034442,387.2894,453.4302
"PG(44:12) PG(22:6_22:6)",889.49901,695.5033908,195.0034442,385.2737,385.2737
"PG(45:6) PG(22:6_23:0)",915.60861,721.6129908,195.0034442,385.2737,411.3833
"PG(46:6) PG(22:6_24:0)",929.62421,735.6285908,195.0034442,385.2737,425.3989
"PG(46:7) PG(22:6_24:1)",927.60861,733.6129908,195.0034442,385.2737,423.3833
"PG(47:6) PG(22:6_25:0)",943.63991,749.6442908,195.0034442,385.2737,439.4146
"PG(48:6) PG(22:6_26:0)",957.65551,763.6598908,195.0034442,385.2737,453.4302
"PG(46:0) PG(23:0_23:0)",941.71821,747.7225908,195.0034442,411.3833,411.3833
"PG(47:0) PG(23:0_24:0)",955.73381,761.7381908,195.0034442,411.3833,425.3989
"PG(47:1) PG(23:0_24:1)",953.71821,759.7225908,195.0034442,411.3833,423.3833
"PG(48:0) PG(23:0_25:0)",969.74951,775.7538908,195.0034442,411.3833,439.4146
"PG(49:0) PG(23:0_26:0)",983.76511,789.7694908,195.0034442,411.3833,453.4302
"PG(48:0) PG(24:0_24:0)",969.74941,775.7537908,195.0034442,425.3989,425.3989
"PG(48:1) PG(24:0_24:1)",967.73381,773.7381908,195.0034442,425.3989,423.3833
"PG(49:0) PG(24:0_25:0)",983.76511,789.7694908,195.0034442,425.3989,439.4146
"PG(50:0) PG(24:0_26:0)",997.78071,803.7850908,195.0034442,425.3989,453.4302
"PG(48:2) PG(24:1_24:1)",965.71821,771.7225908,195.0034442,423.3833,423.3833
"PG(49:1) PG(24:1_25:0)",981.74951,787.7538908,195.0034442,423.3833,439.4146
"PG(50:1) PG(24:1_26:0)",995.76511,801.7694908,195.0034442,423.3833,453.4302
"PG(50:0) PG(25:0_25:0)",997.78081,803.7851908,195.0034442,439.4146,439.4146
"PG(51:0) PG(25:0_26:0)",1011.79641,817.8007908,195.0034442,439.4146,453.4302
"PG(52:0) PG(26:0_26:0)",1025.81201,831.8163908,195.0034442,453.4302,453.4302
"scores",0.3,0.3,0.3,0.05,0.05
