"TG","[M+Na]+","[M+Na-acyl-sn1-H2O]+","[M+Na-acyl-sn2-H2O]+","[M+Na-acyl-sn3-H2O]+"
"TG(59:8) TG(15:0_22:2_22:6)",967.7725404,725.5480464,631.4698464,639.5324464
"TG(59:8) TG(15:0_22:4_22:4)",967.7725404,725.5480464,635.5011464,635.5011464
"TG(59:8) TG(15:1_22:1_22:6)",967.7725404,727.5637464,629.4541464,639.5324464
"TG(59:8) TG(15:1_22:2_22:5)",967.7725404,727.5637464,631.4698464,637.5167464
"TG(59:8) TG(15:1_22:3_22:4)",967.7725404,727.5637464,633.4854464,635.5011464
"TG(59:8) TG(19:0_20:3_20:5)",967.7726404,669.4855464,661.5168464,665.5481464
"TG(59:8) TG(18:3_19:0_22:5)",967.7726404,689.5481464,669.4855464,637.5168464
"TG(59:8) TG(18:3_20:5_21:0)",967.7726404,689.5481464,665.5481464,641.4542464
"TG(59:8) TG(17:0_20:5_22:3)",967.7726404,697.5168464,665.5481464,633.4855464
"TG(59:8) TG(17:0_20:3_22:5)",967.7726404,697.5168464,661.5168464,637.5168464
"TG(59:8) TG(17:2_20:5_22:1)",967.7726404,701.5481464,665.5481464,629.4542464
"TG(59:8) TG(17:2_20:3_22:3)",967.7726404,701.5481464,661.5168464,633.4855464
"TG(59:8) TG(17:2_20:1_22:5)",967.7726404,701.5481464,657.4855464,637.5168464
"TG(59:8) TG(15:0_22:3_22:5)",967.7726404,725.5481464,633.4855464,637.5168464
"TG(58:1) TG(18:0_18:0_22:1)",967.8664404,683.5950464,683.5950464,629.5480464
"TG(58:1) TG(18:0_20:0_20:1)",967.8664404,683.5950464,655.5637464,657.5793464
"TG(58:1) TG(18:0_18:1_22:0)",967.8664404,683.5950464,685.6106464,627.5324464
"TG(58:1) TG(18:1_20:0_20:0)",967.8664404,685.6106464,655.5637464,655.5637464
"TG(58:1) TG(17:0_17:1_24:0)",967.8664404,697.6106464,699.6263464,599.5011464
"TG(58:1) TG(17:1_18:0_23:0)",967.8664404,699.6263464,683.5950464,613.5167464
"TG(58:1) TG(17:1_19:0_22:0)",967.8664404,699.6263464,669.5793464,627.5324464
"TG(58:1) TG(17:1_20:0_21:0)",967.8664404,699.6263464,655.5637464,641.5480464
"TG(58:1) TG(16:0_16:1_26:0)",967.8664404,711.6263464,713.6419464,571.4698464
"TG(58:1) TG(16:0_17:1_25:0)",967.8664404,711.6263464,699.6263464,585.4854464
"TG(58:1) TG(16:0_18:1_24:0)",967.8664404,711.6263464,685.6106464,599.5011464
"TG(58:1) TG(16:0_18:0_24:1)",967.8664404,711.6263464,683.5950464,601.5167464
"TG(58:1) TG(16:1_18:0_24:0)",967.8664404,713.6419464,683.5950464,599.5011464
"TG(58:1) TG(16:0_20:1_22:0)",967.8664404,711.6263464,657.5793464,627.5324464
"TG(58:1) TG(16:0_20:0_22:1)",967.8664404,711.6263464,655.5637464,629.5480464
"TG(58:1) TG(16:1_20:0_22:0)",967.8664404,713.6419464,655.5637464,627.5324464
"TG(58:1) TG(15:0_17:1_26:0)",967.8664404,725.6419464,699.6263464,571.4698464
"TG(58:1) TG(15:1_17:0_26:0)",967.8664404,727.6576464,697.6106464,571.4698464
"TG(58:1) TG(15:1_18:0_25:0)",967.8664404,727.6576464,683.5950464,585.4854464
"TG(58:1) TG(15:1_19:0_24:0)",967.8664404,727.6576464,669.5793464,599.5011464
"TG(58:1) TG(15:1_20:0_23:0)",967.8664404,727.6576464,655.5637464,613.5167464
"TG(58:1) TG(15:1_21:0_22:0)",967.8664404,727.6576464,641.5480464,627.5324464
"TG(58:1) TG(14:0_18:1_26:0)",967.8664404,739.6576464,685.6106464,571.4698464
"TG(58:1) TG(14:1_18:0_26:0)",967.8664404,741.6732464,683.5950464,571.4698464
"TG(58:1) TG(14:0_20:1_24:0)",967.8664404,739.6576464,657.5793464,599.5011464
"TG(58:1) TG(14:0_20:0_24:1)",967.8664404,739.6576464,655.5637464,601.5167464
"TG(58:1) TG(14:0_22:0_22:1)",967.8664404,739.6576464,627.5324464,629.5480464
"TG(58:1) TG(14:1_20:0_24:0)",967.8664404,741.6732464,655.5637464,599.5011464
"TG(58:1) TG(14:1_22:0_22:0)",967.8664404,741.6732464,627.5324464,627.5324464
"TG(58:1) TG(12:0_20:1_26:0)",967.8664404,767.6889464,657.5793464,571.4698464
"TG(58:1) TG(12:0_22:1_24:0)",967.8664404,767.6889464,629.5480464,599.5011464
"TG(58:1) TG(12:0_22:0_24:1)",967.8664404,767.6889464,627.5324464,601.5167464
"TG(58:1) TG(10:0_22:1_26:0)",967.8664404,795.7202464,629.5480464,571.4698464
"TG(58:1) TG(10:0_24:0_24:1)",967.8664404,795.7202464,599.5011464,601.5167464
"TG(58:1) TG(24:1_26:0_8:0)",967.8664404,601.5167464,571.4698464,823.7515464
"TG(58:1) TG(19:0_19:0_20:1)",967.8665404,669.5794464,669.5794464,657.5794464
"TG(58:1) TG(18:1_19:0_21:0)",967.8665404,685.6107464,669.5794464,641.5481464
"TG(58:1) TG(17:0_17:0_24:1)",967.8665404,697.6107464,697.6107464,601.5168464
"TG(58:1) TG(17:0_18:1_23:0)",967.8665404,697.6107464,685.6107464,613.5168464
"TG(58:1) TG(17:0_19:0_22:1)",967.8665404,697.6107464,669.5794464,629.5481464
"TG(58:1) TG(17:0_20:1_21:0)",967.8665404,697.6107464,657.5794464,641.5481464
"TG(58:1) TG(16:1_17:0_25:0)",967.8665404,713.6420464,697.6107464,585.4855464
"TG(58:1) TG(16:1_19:0_23:0)",967.8665404,713.6420464,669.5794464,613.5168464
"TG(58:1) TG(16:1_21:0_21:0)",967.8665404,713.6420464,641.5481464,641.5481464
"TG(58:1) TG(15:0_18:1_25:0)",967.8665404,725.6420464,685.6107464,585.4855464
"TG(58:1) TG(15:0_19:0_24:1)",967.8665404,725.6420464,669.5794464,601.5168464
"TG(58:1) TG(15:0_20:1_23:0)",967.8665404,725.6420464,657.5794464,613.5168464
"TG(58:1) TG(15:0_21:0_22:1)",967.8665404,725.6420464,641.5481464,629.5481464
"TG(58:1) TG(14:1_19:0_25:0)",967.8665404,741.6733464,669.5794464,585.4855464
"TG(58:1) TG(14:1_21:0_23:0)",967.8665404,741.6733464,641.5481464,613.5168464
"TG(58:1) TG(13:0_20:1_25:0)",967.8665404,753.6733464,657.5794464,585.4855464
"TG(58:1) TG(13:0_21:0_24:1)",967.8665404,753.6733464,641.5481464,601.5168464
"TG(58:1) TG(13:0_22:1_23:0)",967.8665404,753.6733464,629.5481464,613.5168464
"TG(60:14) TG(18:4_20:4_22:6)",969.6942404,693.4854464,665.4541464,641.4541464
"TG(60:14) TG(20:4_20:5_20:5)",969.6943404,665.4542464,667.4698464,667.4698464
"TG(60:14) TG(18:3_20:5_22:6)",969.6943404,691.4698464,667.4698464,641.4542464
"TG(60:14) TG(18:4_20:5_22:5)",969.6943404,693.4855464,667.4698464,639.4385464
"TG(59:7) TG(17:1_20:4_22:2)",969.7881404,701.5480464,665.5480464,633.4854464
"TG(59:7) TG(17:1_20:2_22:4)",969.7881404,701.5480464,661.5167464,637.5167464
"TG(59:7) TG(17:1_20:0_22:6)",969.7881404,701.5480464,657.4854464,641.5480464
"TG(59:7) TG(15:1_22:0_22:6)",969.7881404,729.5793464,629.4541464,641.5480464
"TG(59:7) TG(15:1_22:2_22:4)",969.7881404,729.5793464,633.4854464,637.5167464
"TG(59:7) TG(19:0_20:2_20:5)",969.7882404,671.5011464,661.5168464,667.5637464
"TG(59:7) TG(19:0_20:3_20:4)",969.7882404,671.5011464,663.5324464,665.5481464
"TG(59:7) TG(18:1_19:0_22:6)",969.7882404,687.5324464,671.5011464,641.5481464
"TG(59:7) TG(18:2_19:0_22:5)",969.7882404,689.5481464,671.5011464,639.5324464
"TG(59:7) TG(18:2_20:5_21:0)",969.7882404,689.5481464,667.5637464,643.4698464
"TG(59:7) TG(18:3_19:0_22:4)",969.7882404,691.5637464,671.5011464,637.5168464
"TG(59:7) TG(18:3_20:4_21:0)",969.7882404,691.5637464,665.5481464,643.4698464
"TG(59:7) TG(18:3_18:4_23:0)",969.7882404,691.5637464,693.5794464,615.4385464
"TG(59:7) TG(18:4_19:0_22:3)",969.7882404,693.5794464,671.5011464,635.5011464
"TG(59:7) TG(18:4_20:3_21:0)",969.7882404,693.5794464,663.5324464,643.4698464
"TG(59:7) TG(17:0_20:5_22:2)",969.7882404,699.5324464,667.5637464,633.4855464
"TG(59:7) TG(17:0_20:4_22:3)",969.7882404,699.5324464,665.5481464,635.5011464
"TG(59:7) TG(17:0_20:3_22:4)",969.7882404,699.5324464,663.5324464,637.5168464
"TG(59:7) TG(17:0_20:2_22:5)",969.7882404,699.5324464,661.5168464,639.5324464
"TG(59:7) TG(17:0_20:1_22:6)",969.7882404,699.5324464,659.5011464,641.5481464
"TG(59:7) TG(17:2_18:4_24:1)",969.7882404,703.5637464,693.5794464,603.4385464
"TG(59:7) TG(17:1_20:5_22:1)",969.7882404,701.5481464,667.5637464,631.4698464
"TG(59:7) TG(17:1_20:3_22:3)",969.7882404,701.5481464,663.5324464,635.5011464
"TG(59:7) TG(17:1_20:1_22:5)",969.7882404,701.5481464,659.5011464,639.5324464
"TG(59:7) TG(17:2_20:5_22:0)",969.7882404,703.5637464,667.5637464,629.4542464
"TG(59:7) TG(17:2_20:4_22:1)",969.7882404,703.5637464,665.5481464,631.4698464
"TG(59:7) TG(17:2_20:3_22:2)",969.7882404,703.5637464,663.5324464,633.4855464
"TG(59:7) TG(17:2_20:2_22:3)",969.7882404,703.5637464,661.5168464,635.5011464
"TG(59:7) TG(17:2_20:1_22:4)",969.7882404,703.5637464,659.5011464,637.5168464
"TG(59:7) TG(17:2_20:0_22:5)",969.7882404,703.5637464,657.4855464,639.5324464
"TG(59:7) TG(16:1_21:0_22:6)",969.7882404,715.5637464,643.4698464,641.5481464
"TG(59:7) TG(15:0_22:1_22:6)",969.7882404,727.5637464,631.4698464,641.5481464
"TG(59:7) TG(15:0_22:2_22:5)",969.7882404,727.5637464,633.4855464,639.5324464
"TG(59:7) TG(15:0_22:3_22:4)",969.7882404,727.5637464,635.5011464,637.5168464
"TG(59:7) TG(15:1_20:5_24:1)",969.7882404,729.5794464,667.5637464,603.4385464
"TG(59:7) TG(15:1_22:1_22:5)",969.7882404,729.5794464,631.4698464,639.5324464
"TG(59:7) TG(15:1_22:3_22:3)",969.7882404,729.5794464,635.5011464,635.5011464
"TG(59:7) TG(14:1_22:6_23:0)",969.7882404,743.5950464,641.5481464,615.4385464
"TG(59:7) TG(13:0_22:6_24:1)",969.7882404,755.5950464,641.5481464,603.4385464
"TG(58:0) TG(18:0_18:0_22:0)",969.8820404,685.6106464,685.6106464,629.5480464
"TG(58:0) TG(18:0_20:0_20:0)",969.8820404,685.6106464,657.5793464,657.5793464
"TG(58:0) TG(16:0_16:0_26:0)",969.8820404,713.6419464,713.6419464,573.4854464
"TG(58:0) TG(16:0_18:0_24:0)",969.8820404,713.6419464,685.6106464,601.5167464
"TG(58:0) TG(16:0_20:0_22:0)",969.8820404,713.6419464,657.5793464,629.5480464
"TG(58:0) TG(14:0_18:0_26:0)",969.8820404,741.6732464,685.6106464,573.4854464
"TG(58:0) TG(14:0_20:0_24:0)",969.8820404,741.6732464,657.5793464,601.5167464
"TG(58:0) TG(14:0_22:0_22:0)",969.8820404,741.6732464,629.5480464,629.5480464
"TG(58:0) TG(12:0_20:0_26:0)",969.8820404,769.7045464,657.5793464,573.4854464
"TG(58:0) TG(12:0_22:0_24:0)",969.8820404,769.7045464,629.5480464,601.5167464
"TG(58:0) TG(10:0_22:0_26:0)",969.8820404,797.7358464,629.5480464,573.4854464
"TG(58:0) TG(10:0_24:0_24:0)",969.8820404,797.7358464,601.5167464,601.5167464
"TG(58:0) TG(24:0_26:0_8:0)",969.8820404,601.5167464,573.4854464,825.7671464
"TG(58:0) TG(19:0_19:0_20:0)",969.8821404,671.5950464,671.5950464,657.5794464
"TG(58:0) TG(18:0_19:0_21:0)",969.8821404,685.6107464,671.5950464,643.5637464
"TG(58:0) TG(17:0_17:0_24:0)",969.8821404,699.6263464,699.6263464,601.5168464
"TG(58:0) TG(17:0_18:0_23:0)",969.8821404,699.6263464,685.6107464,615.5324464
"TG(58:0) TG(17:0_19:0_22:0)",969.8821404,699.6263464,671.5950464,629.5481464
"TG(58:0) TG(17:0_20:0_21:0)",969.8821404,699.6263464,657.5794464,643.5637464
"TG(58:0) TG(16:0_17:0_25:0)",969.8821404,713.6420464,699.6263464,587.5011464
"TG(58:0) TG(16:0_19:0_23:0)",969.8821404,713.6420464,671.5950464,615.5324464
"TG(58:0) TG(16:0_21:0_21:0)",969.8821404,713.6420464,643.5637464,643.5637464
"TG(58:0) TG(15:0_17:0_26:0)",969.8821404,727.6576464,699.6263464,573.4855464
"TG(58:0) TG(15:0_18:0_25:0)",969.8821404,727.6576464,685.6107464,587.5011464
"TG(58:0) TG(15:0_19:0_24:0)",969.8821404,727.6576464,671.5950464,601.5168464
"TG(58:0) TG(15:0_20:0_23:0)",969.8821404,727.6576464,657.5794464,615.5324464
"TG(58:0) TG(15:0_21:0_22:0)",969.8821404,727.6576464,643.5637464,629.5481464
"TG(58:0) TG(14:0_19:0_25:0)",969.8821404,741.6733464,671.5950464,587.5011464
"TG(58:0) TG(14:0_21:0_23:0)",969.8821404,741.6733464,643.5637464,615.5324464
"TG(58:0) TG(13:0_19:0_26:0)",969.8821404,755.6889464,671.5950464,573.4855464
"TG(58:0) TG(13:0_20:0_25:0)",969.8821404,755.6889464,657.5794464,587.5011464
"TG(58:0) TG(13:0_21:0_24:0)",969.8821404,755.6889464,643.5637464,601.5168464
"TG(58:0) TG(13:0_22:0_23:0)",969.8821404,755.6889464,629.5481464,615.5324464
"TG(58:0) TG(12:0_21:0_25:0)",969.8821404,769.7046464,643.5637464,587.5011464
"TG(58:0) TG(12:0_23:0_23:0)",969.8821404,769.7046464,615.5324464,615.5324464
"TG(58:0) TG(10:0_23:0_25:0)",969.8821404,797.7359464,615.5324464,587.5011464
"TG(58:0) TG(25:0_25:0_8:0)",969.8821404,587.5011464,587.5011464,825.7672464
"TG(60:13) TG(20:4_20:4_20:5)",971.7099404,667.4698464,667.4698464,669.4854464
"TG(60:13) TG(18:2_20:5_22:6)",971.7099404,691.4698464,669.4854464,643.4698464
"TG(60:13) TG(18:3_20:4_22:6)",971.7099404,693.4854464,667.4698464,643.4698464
"TG(60:13) TG(18:4_20:5_22:4)",971.7099404,695.5011464,669.4854464,639.4385464
"TG(60:13) TG(18:4_20:4_22:5)",971.7099404,695.5011464,667.4698464,641.4541464
"TG(60:13) TG(18:4_20:3_22:6)",971.7099404,695.5011464,665.4541464,643.4698464
"TG(60:13) TG(16:1_22:6_22:6)",971.7099404,717.4854464,643.4698464,643.4698464
"TG(60:13) TG(20:3_20:5_20:5)",971.7100404,665.4542464,669.4855464,669.4855464
"TG(60:13) TG(18:3_20:5_22:5)",971.7100404,693.4855464,669.4855464,641.4542464
"TG(59:6) TG(19:0_20:2_20:4)",971.8038404,673.5167464,663.5324464,667.5637464
"TG(59:6) TG(18:0_19:0_22:6)",971.8038404,687.5324464,673.5167464,643.5637464
"TG(59:6) TG(18:2_19:0_22:4)",971.8038404,691.5637464,673.5167464,639.5324464
"TG(59:6) TG(18:2_20:4_21:0)",971.8038404,691.5637464,667.5637464,645.4854464
"TG(59:6) TG(18:2_18:4_23:0)",971.8038404,691.5637464,695.5950464,617.4541464
"TG(59:6) TG(18:4_19:0_22:2)",971.8038404,695.5950464,673.5167464,635.5011464
"TG(59:6) TG(18:4_20:2_21:0)",971.8038404,695.5950464,663.5324464,645.4854464
"TG(59:6) TG(17:1_18:4_24:1)",971.8038404,703.5637464,695.5950464,605.4541464
"TG(59:6) TG(17:0_20:4_22:2)",971.8038404,701.5480464,667.5637464,635.5011464
"TG(59:6) TG(17:0_20:2_22:4)",971.8038404,701.5480464,663.5324464,639.5324464
"TG(59:6) TG(17:0_20:0_22:6)",971.8038404,701.5480464,659.5011464,643.5637464
"TG(59:6) TG(17:2_18:4_24:0)",971.8038404,705.5793464,695.5950464,603.4385464
"TG(59:6) TG(17:1_20:5_22:0)",971.8038404,703.5637464,669.5793464,631.4698464
"TG(59:6) TG(17:1_20:4_22:1)",971.8038404,703.5637464,667.5637464,633.4854464
"TG(59:6) TG(17:1_20:3_22:2)",971.8038404,703.5637464,665.5480464,635.5011464
"TG(59:6) TG(17:1_20:2_22:3)",971.8038404,703.5637464,663.5324464,637.5167464
"TG(59:6) TG(17:1_20:1_22:4)",971.8038404,703.5637464,661.5167464,639.5324464
"TG(59:6) TG(17:1_20:0_22:5)",971.8038404,703.5637464,659.5011464,641.5480464
"TG(59:6) TG(17:2_20:4_22:0)",971.8038404,705.5793464,667.5637464,631.4698464
"TG(59:6) TG(17:2_20:2_22:2)",971.8038404,705.5793464,663.5324464,635.5011464
"TG(59:6) TG(17:2_20:0_22:4)",971.8038404,705.5793464,659.5011464,639.5324464
"TG(59:6) TG(16:0_21:0_22:6)",971.8038404,715.5637464,645.4854464,643.5637464
"TG(59:6) TG(15:0_22:0_22:6)",971.8038404,729.5793464,631.4698464,643.5637464
"TG(59:6) TG(15:0_22:2_22:4)",971.8038404,729.5793464,635.5011464,639.5324464
"TG(59:6) TG(15:1_20:5_24:0)",971.8038404,731.5950464,669.5793464,603.4385464
"TG(59:6) TG(15:1_20:4_24:1)",971.8038404,731.5950464,667.5637464,605.4541464
"TG(59:6) TG(15:1_22:0_22:5)",971.8038404,731.5950464,631.4698464,641.5480464
"TG(59:6) TG(15:1_22:1_22:4)",971.8038404,731.5950464,633.4854464,639.5324464
"TG(59:6) TG(15:1_22:2_22:3)",971.8038404,731.5950464,635.5011464,637.5167464
"TG(59:6) TG(14:0_22:6_23:0)",971.8038404,743.5950464,643.5637464,617.4541464
"TG(59:6) TG(13:0_22:6_24:0)",971.8038404,757.6106464,643.5637464,603.4385464
"TG(59:6) TG(12:0_22:6_25:0)",971.8038404,771.6263464,643.5637464,589.4228464
"TG(59:6) TG(19:0_20:1_20:5)",971.8039404,673.5168464,661.5168464,669.5794464
"TG(59:6) TG(19:0_20:3_20:3)",971.8039404,673.5168464,665.5481464,665.5481464
"TG(59:6) TG(18:1_19:0_22:5)",971.8039404,689.5481464,673.5168464,641.5481464
"TG(59:6) TG(18:1_20:5_21:0)",971.8039404,689.5481464,669.5794464,645.4855464
"TG(59:6) TG(18:3_18:3_23:0)",971.8039404,693.5794464,693.5794464,617.4542464
"TG(59:6) TG(18:3_19:0_22:3)",971.8039404,693.5794464,673.5168464,637.5168464
"TG(59:6) TG(18:3_20:3_21:0)",971.8039404,693.5794464,665.5481464,645.4855464
"TG(59:6) TG(17:0_20:5_22:1)",971.8039404,701.5481464,669.5794464,633.4855464
"TG(59:6) TG(17:0_20:3_22:3)",971.8039404,701.5481464,665.5481464,637.5168464
"TG(59:6) TG(17:0_20:1_22:5)",971.8039404,701.5481464,661.5168464,641.5481464
"TG(59:6) TG(17:2_18:3_24:1)",971.8039404,705.5794464,693.5794464,605.4542464
"TG(59:6) TG(17:2_20:3_22:1)",971.8039404,705.5794464,665.5481464,633.4855464
"TG(59:6) TG(17:2_20:1_22:3)",971.8039404,705.5794464,661.5168464,637.5168464
"TG(59:6) TG(16:1_20:5_23:0)",971.8039404,717.5794464,669.5794464,617.4542464
"TG(59:6) TG(16:1_21:0_22:5)",971.8039404,717.5794464,645.4855464,641.5481464
"TG(59:6) TG(15:0_20:5_24:1)",971.8039404,729.5794464,669.5794464,605.4542464
"TG(59:6) TG(15:0_22:1_22:5)",971.8039404,729.5794464,633.4855464,641.5481464
"TG(59:6) TG(15:0_22:3_22:3)",971.8039404,729.5794464,637.5168464,637.5168464
"TG(59:6) TG(14:1_20:5_25:0)",971.8039404,745.6107464,669.5794464,589.4229464
"TG(59:6) TG(14:1_22:5_23:0)",971.8039404,745.6107464,641.5481464,617.4542464
"TG(59:6) TG(13:0_22:5_24:1)",971.8039404,757.6107464,641.5481464,605.4542464
"TG(60:12) TG(20:4_20:4_20:4)",973.7255404,669.4854464,669.4854464,669.4854464
"TG(60:12) TG(18:2_20:4_22:6)",973.7255404,693.4854464,669.4854464,645.4854464
"TG(60:12) TG(18:4_20:4_22:4)",973.7255404,697.5167464,669.4854464,641.4541464
"TG(60:12) TG(18:4_20:2_22:6)",973.7255404,697.5167464,665.4541464,645.4854464
"TG(60:12) TG(16:0_22:6_22:6)",973.7255404,717.4854464,645.4854464,645.4854464
"TG(60:12) TG(20:2_20:5_20:5)",973.7256404,665.4542464,671.5011464,671.5011464
"TG(60:12) TG(20:3_20:4_20:5)",973.7256404,667.4698464,669.4855464,671.5011464
"TG(60:12) TG(18:1_20:5_22:6)",973.7256404,691.4698464,671.5011464,645.4855464
"TG(60:12) TG(18:2_20:5_22:5)",973.7256404,693.4855464,671.5011464,643.4698464
"TG(60:12) TG(18:3_20:5_22:4)",973.7256404,695.5011464,671.5011464,641.4542464
"TG(60:12) TG(18:3_20:4_22:5)",973.7256404,695.5011464,669.4855464,643.4698464
"TG(60:12) TG(18:3_20:3_22:6)",973.7256404,695.5011464,667.4698464,645.4855464
"TG(60:12) TG(18:4_20:5_22:3)",973.7256404,697.5168464,671.5011464,639.4385464
"TG(60:12) TG(18:4_20:3_22:5)",973.7256404,697.5168464,667.4698464,643.4698464
"TG(60:12) TG(16:1_22:5_22:6)",973.7256404,719.5011464,643.4698464,645.4855464
"TG(59:5) TG(17:1_18:4_24:0)",973.8194404,705.5793464,697.6106464,605.4541464
"TG(59:5) TG(17:1_20:4_22:0)",973.8194404,705.5793464,669.5793464,633.4854464
"TG(59:5) TG(17:1_20:2_22:2)",973.8194404,705.5793464,665.5480464,637.5167464
"TG(59:5) TG(17:1_20:0_22:4)",973.8194404,705.5793464,661.5167464,641.5480464
"TG(59:5) TG(15:1_18:4_26:0)",973.8194404,733.6106464,697.6106464,577.4228464
"TG(59:5) TG(15:1_20:4_24:0)",973.8194404,733.6106464,669.5793464,605.4541464
"TG(59:5) TG(15:1_22:0_22:4)",973.8194404,733.6106464,633.4854464,641.5480464
"TG(59:5) TG(15:1_22:2_22:2)",973.8194404,733.6106464,637.5167464,637.5167464
"TG(59:5) TG(19:0_20:0_20:5)",973.8195404,675.5324464,661.5168464,671.5950464
"TG(59:5) TG(19:0_20:1_20:4)",973.8195404,675.5324464,663.5324464,669.5794464
"TG(59:5) TG(19:0_20:2_20:3)",973.8195404,675.5324464,665.5481464,667.5637464
"TG(59:5) TG(18:0_19:0_22:5)",973.8195404,689.5481464,675.5324464,643.5637464
"TG(59:5) TG(18:0_20:5_21:0)",973.8195404,689.5481464,671.5950464,647.5011464
"TG(59:5) TG(18:1_19:0_22:4)",973.8195404,691.5637464,675.5324464,641.5481464
"TG(59:5) TG(18:1_20:4_21:0)",973.8195404,691.5637464,669.5794464,647.5011464
"TG(59:5) TG(18:2_19:0_22:3)",973.8195404,693.5794464,675.5324464,639.5324464
"TG(59:5) TG(18:2_20:3_21:0)",973.8195404,693.5794464,667.5637464,647.5011464
"TG(59:5) TG(18:2_18:3_23:0)",973.8195404,693.5794464,695.5950464,619.4698464
"TG(59:5) TG(18:3_19:0_22:2)",973.8195404,695.5950464,675.5324464,637.5168464
"TG(59:5) TG(18:3_20:2_21:0)",973.8195404,695.5950464,665.5481464,647.5011464
"TG(59:5) TG(18:1_18:4_23:0)",973.8195404,691.5637464,697.6107464,619.4698464
"TG(59:5) TG(18:4_19:0_22:1)",973.8195404,697.6107464,675.5324464,635.5011464
"TG(59:5) TG(18:4_20:1_21:0)",973.8195404,697.6107464,663.5324464,647.5011464
"TG(59:5) TG(17:0_18:4_24:1)",973.8195404,703.5637464,697.6107464,607.4698464
"TG(59:5) TG(17:1_18:3_24:1)",973.8195404,705.5794464,695.5950464,607.4698464
"TG(59:5) TG(17:0_20:5_22:0)",973.8195404,703.5637464,671.5950464,633.4855464
"TG(59:5) TG(17:0_20:4_22:1)",973.8195404,703.5637464,669.5794464,635.5011464
"TG(59:5) TG(17:0_20:3_22:2)",973.8195404,703.5637464,667.5637464,637.5168464
"TG(59:5) TG(17:0_20:2_22:3)",973.8195404,703.5637464,665.5481464,639.5324464
"TG(59:5) TG(17:0_20:1_22:4)",973.8195404,703.5637464,663.5324464,641.5481464
"TG(59:5) TG(17:0_20:0_22:5)",973.8195404,703.5637464,661.5168464,643.5637464
"TG(59:5) TG(17:2_18:3_24:0)",973.8195404,707.5950464,695.5950464,605.4542464
"TG(59:5) TG(17:2_18:2_24:1)",973.8195404,707.5950464,693.5794464,607.4698464
"TG(59:5) TG(17:1_20:3_22:1)",973.8195404,705.5794464,667.5637464,635.5011464
"TG(59:5) TG(17:1_20:1_22:3)",973.8195404,705.5794464,663.5324464,639.5324464
"TG(59:5) TG(17:2_20:3_22:0)",973.8195404,707.5950464,667.5637464,633.4855464
"TG(59:5) TG(17:2_20:2_22:1)",973.8195404,707.5950464,665.5481464,635.5011464
"TG(59:5) TG(17:2_20:1_22:2)",973.8195404,707.5950464,663.5324464,637.5168464
"TG(59:5) TG(17:2_20:0_22:3)",973.8195404,707.5950464,661.5168464,639.5324464
"TG(59:5) TG(16:1_18:4_25:0)",973.8195404,719.5950464,697.6107464,591.4385464
"TG(59:5) TG(16:0_20:5_23:0)",973.8195404,717.5794464,671.5950464,619.4698464
"TG(59:5) TG(16:0_21:0_22:5)",973.8195404,717.5794464,647.5011464,643.5637464
"TG(59:5) TG(16:1_20:4_23:0)",973.8195404,719.5950464,669.5794464,619.4698464
"TG(59:5) TG(16:1_21:0_22:4)",973.8195404,719.5950464,647.5011464,641.5481464
"TG(59:5) TG(15:0_20:5_24:0)",973.8195404,731.5950464,671.5950464,605.4542464
"TG(59:5) TG(15:0_20:4_24:1)",973.8195404,731.5950464,669.5794464,607.4698464
"TG(59:5) TG(15:0_22:0_22:5)",973.8195404,731.5950464,633.4855464,643.5637464
"TG(59:5) TG(15:0_22:1_22:4)",973.8195404,731.5950464,635.5011464,641.5481464
"TG(59:5) TG(15:0_22:2_22:3)",973.8195404,731.5950464,637.5168464,639.5324464
"TG(59:5) TG(15:1_20:3_24:1)",973.8195404,733.6107464,667.5637464,607.4698464
"TG(59:5) TG(15:1_22:1_22:3)",973.8195404,733.6107464,635.5011464,639.5324464
"TG(59:5) TG(14:0_20:5_25:0)",973.8195404,745.6107464,671.5950464,591.4385464
"TG(59:5) TG(14:0_22:5_23:0)",973.8195404,745.6107464,643.5637464,619.4698464
"TG(59:5) TG(14:1_20:4_25:0)",973.8195404,747.6263464,669.5794464,591.4385464
"TG(59:5) TG(14:1_22:4_23:0)",973.8195404,747.6263464,641.5481464,619.4698464
"TG(59:5) TG(13:0_20:5_26:0)",973.8195404,759.6263464,671.5950464,577.4229464
"TG(59:5) TG(13:0_22:5_24:0)",973.8195404,759.6263464,643.5637464,605.4542464
"TG(59:5) TG(13:0_22:4_24:1)",973.8195404,759.6263464,641.5481464,607.4698464
"TG(59:5) TG(12:0_22:5_25:0)",973.8195404,773.6420464,643.5637464,591.4385464
"TG(60:11) TG(20:3_20:4_20:4)",975.7412404,669.4854464,671.5011464,671.5011464
"TG(60:11) TG(20:2_20:4_20:5)",975.7412404,667.4698464,671.5011464,673.5167464
"TG(60:11) TG(18:0_20:5_22:6)",975.7412404,691.4698464,673.5167464,647.5011464
"TG(60:11) TG(18:1_20:4_22:6)",975.7412404,693.4854464,671.5011464,647.5011464
"TG(60:11) TG(18:2_20:5_22:4)",975.7412404,695.5011464,673.5167464,643.4698464
"TG(60:11) TG(18:2_20:4_22:5)",975.7412404,695.5011464,671.5011464,645.4854464
"TG(60:11) TG(18:2_20:3_22:6)",975.7412404,695.5011464,669.4854464,647.5011464
